Year,Home,Away,Home_Score,Away_Score,Rank_Home,Team_Home,Seed_Home,Conf_Home,Wins_Home,Losses_Home,AdjEM_Home,AdjO_Home,AdjO Rank_Home,AdjD_Home,AdjD Rank_Home,AdjT_Home,AdjT Rank_Home,Luck_Home,Luck Rank_Home,OppAdjEM_Home,OppAdjEM Rank_Home,OppO_Home,OppO Rank_Home,OppD_Home,OppD Rank_Home,NCSOS AdjEM_Home,NCSOS AdjEM Rank_Home,Rank_Away,Team_Away,Seed_Away,Conf_Away,Wins_Away,Losses_Away,AdjEM_Away,AdjO_Away,AdjO Rank_Away,AdjD_Away,AdjD Rank_Away,AdjT_Away,AdjT Rank_Away,Luck_Away,Luck Rank_Away,OppAdjEM_Away,OppAdjEM Rank_Away,OppO_Away,OppO Rank_Away,OppD_Away,OppD Rank_Away,NCSOS AdjEM_Away,NCSOS AdjEM Rank_Away
2002,Indiana,Duke,74,73,6,Indiana,5.0,B10,25,12,24.8,114.0,26,89.2,5,65.6,255,-0.049,270,14.11,2,110.8,2,96.7,2,13.53,4,1,Duke,1.0,ACC,31,4,34.19,121.0,1,86.8,1,74.5,8,-0.027000000000000003,223,9.87,18,109.1,13,99.2,31,6.66,34
2002,Oklahoma,Arizona,88,67,5,Oklahoma,2.0,B12,31,5,26.04,114.9,20,88.9,4,66.5,228,0.043,69,8.77,26,109.0,15,100.2,62,-0.45,169,13,Arizona,3.0,P10,24,10,20.54,119.3,2,98.8,82,71.1,59,0.079,15,14.22,1,111.3,1,97.1,3,17.56,1
2002,Oklahoma,Missouri,81,75,5,Oklahoma,2.0,B12,31,5,26.04,114.9,20,88.9,4,66.5,228,0.043,69,8.77,26,109.0,15,100.2,62,-0.45,169,29,Missouri,12.0,B12,24,12,17.49,116.2,12,98.7,81,70.1,89,-0.01,189,7.92,41,108.0,34,100.0,54,-0.39,166
2002,UCLA,Missouri,73,82,35,UCLA,8.0,P10,21,12,16.34,113.7,27,97.3,58,68.1,167,0.048,62,12.0,6,110.1,7,98.1,10,8.58,20,29,Missouri,12.0,B12,24,12,17.49,116.2,12,98.7,81,70.1,89,-0.01,189,7.92,41,108.0,34,100.0,54,-0.39,166
2002,Oklahoma,Indiana,64,73,5,Oklahoma,2.0,B12,31,5,26.04,114.9,20,88.9,4,66.5,228,0.043,69,8.77,26,109.0,15,100.2,62,-0.45,169,6,Indiana,5.0,B10,25,12,24.8,114.0,26,89.2,5,65.6,255,-0.049,270,14.11,2,110.8,2,96.7,2,13.53,4
2002,Maryland,Indiana,64,52,3,Maryland,1.0,ACC,32,4,29.25,119.2,4,89.9,7,73.7,15,0.025,104,9.88,16,109.1,11,99.3,33,1.62,120,6,Indiana,5.0,B10,25,12,24.8,114.0,26,89.2,5,65.6,255,-0.049,270,14.11,2,110.8,2,96.7,2,13.53,4
2002,Kent State,Indiana,69,81,14,Kent State,10.0,MAC,29,6,20.39,116.7,8,96.4,42,64.7,278,0.008,150,3.11,104,106.0,77,102.9,141,2.99,90,6,Indiana,5.0,B10,25,12,24.8,114.0,26,89.2,5,65.6,255,-0.049,270,14.11,2,110.8,2,96.7,2,13.53,4
2002,Pitt,Kent State,73,78,16,Pitt,3.0,BE,29,6,19.94,112.1,39,92.2,15,63.8,293,0.0,172,3.12,103,103.7,150,100.6,71,-12.06,325,14,Kent State,10.0,MAC,29,6,20.39,116.7,8,96.4,42,64.7,278,0.008,150,3.11,104,106.0,77,102.9,141,2.99,90
2002,Kansas,Illinois,73,69,4,Kansas,1.0,B12,33,4,28.99,118.7,5,89.7,6,77.3,3,0.022000000000000002,109,10.66,10,110.3,4,99.6,40,8.32,23,8,Illinois,4.0,B10,26,9,23.21,115.7,17,92.5,16,68.5,153,0.016,123,10.6,11,109.7,9,99.1,29,6.78,32
2002,Maryland,Kentucky,78,68,3,Maryland,1.0,ACC,32,4,29.25,119.2,4,89.9,7,73.7,15,0.025,104,9.88,16,109.1,11,99.3,33,1.62,120,10,Kentucky,4.0,SEC,22,10,22.21,113.4,29,91.2,9,68.0,169,-0.028999999999999998,230,12.97,3,110.1,6,97.1,5,6.75,33
2002,Maryland,UConn,90,82,3,Maryland,1.0,ACC,32,4,29.25,119.2,4,89.9,7,73.7,15,0.025,104,9.88,16,109.1,11,99.3,33,1.62,120,18,UConn,2.0,BE,27,7,19.36,112.2,38,92.8,18,68.7,143,0.063,31,8.18,34,107.3,44,99.1,26,1.72,118
2002,Southern Illinois,UConn,59,71,49,Southern Illinois,11.0,MVC,28,8,13.45,109.2,73,95.7,33,70.6,71,0.034,86,2.11,119,105.2,105,103.1,148,3.16,86,18,UConn,2.0,BE,27,7,19.36,112.2,38,92.8,18,68.7,143,0.063,31,8.18,34,107.3,44,99.1,26,1.72,118
2002,Maryland,Kansas,97,88,3,Maryland,1.0,ACC,32,4,29.25,119.2,4,89.9,7,73.7,15,0.025,104,9.88,16,109.1,11,99.3,33,1.62,120,4,Kansas,1.0,B12,33,4,28.99,118.7,5,89.7,6,77.3,3,0.022000000000000002,109,10.66,10,110.3,4,99.6,40,8.32,23
2002,Oregon,Kansas,86,104,9,Oregon,2.0,P10,26,9,22.97,119.2,3,96.3,40,71.1,61,-0.040999999999999995,255,8.15,36,108.1,31,99.9,50,-3.3,245,4,Kansas,1.0,B12,33,4,28.99,118.7,5,89.7,6,77.3,3,0.022000000000000002,109,10.66,10,110.3,4,99.6,40,8.32,23
2002,Texas,Oregon,70,72,27,Texas,6.0,B12,22,12,17.69,116.0,15,98.3,74,68.5,150,-0.021,208,10.18,15,109.1,14,98.9,23,5.3,50,9,Oregon,2.0,P10,26,9,22.97,119.2,3,96.3,40,71.1,61,-0.040999999999999995,255,8.15,36,108.1,31,99.9,50,-3.3,245
2003,Oklahoma,Texas Tech,67,60,9,Oklahoma,1.0,B12,27,7,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214,32,Texas Tech,,B12,21,13,15.89,109.3,53,93.4,26,66.2,197,-0.027000000000000003,233,8.92,26,106.8,26,97.9,33,-2.11,206
2003,Syracuse,Georgetown,74,69,8,Syracuse,3.0,BE,30,5,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,35,Georgetown,,BE,19,15,14.91,107.1,86,92.2,19,70.7,38,-0.10099999999999999,317,7.95,41,105.5,64,97.6,21,-10.72,317
2003,Pitt,Marquette,74,77,3,Pitt,2.0,BE,28,5,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,15,Marquette,3.0,CUSA,27,6,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188
2003,Missouri,Marquette,92,101,28,Missouri,6.0,B12,22,11,17.32,111.5,27,94.2,34,66.9,173,0.043,68,11.14,5,107.1,18,95.9,1,2.97,87,15,Marquette,3.0,CUSA,27,6,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188
2003,Memphis,Louisville,75,78,29,Memphis,7.0,CUSA,23,7,16.72,110.9,35,94.1,33,68.3,109,0.005,151,4.83,84,103.4,133,98.6,54,3.33,81,10,Louisville,4.0,CUSA,25,7,22.75,115.8,9,93.0,25,72.5,12,-0.028999999999999998,241,6.8,61,105.4,67,98.6,56,6.01,39
2003,Wisconsin,Weber State,81,74,12,Wisconsin,5.0,B10,24,8,22.07,114.4,16,92.4,21,61.9,310,-0.024,228,6.46,64,106.1,52,99.6,80,-1.01,179,76,Weber State,12.0,BSky,25,5,8.88,111.4,28,102.5,172,66.5,186,0.073,26,-1.73,185,100.5,219,102.2,151,1.29,124
2003,Colorado State,Wyoming,74,71,104,Colorado State,14.0,MWC,17,14,5.96,110.6,37,104.6,205,67.1,162,0.031,88,4.39,89,104.6,86,100.2,92,-3.45,235,96,Wyoming,,MWC,21,11,6.34,108.5,62,102.2,168,68.0,121,0.08199999999999999,18,3.04,108,103.8,122,100.7,100,-2.51,216
2003,Auburn,Tennessee,66,53,46,Auburn,10.0,SEC,22,12,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267,58,Tennessee,,SEC,17,12,10.99,108.0,66,97.0,71,64.7,268,0.026000000000000002,98,8.54,32,106.4,43,97.8,28,-4.46,263
2003,Pitt,Providence,67,59,3,Pitt,2.0,BE,28,5,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,45,Providence,,BE,18,14,13.85,108.0,69,94.1,32,67.0,166,-0.051,282,7.91,43,106.1,49,98.2,41,1.44,120
2003,Maryland,UNC,72,84,13,Maryland,6.0,ACC,21,10,22.0,110.9,34,88.9,9,71.5,23,-0.078,301,8.23,38,106.6,36,98.4,47,-5.29,282,54,UNC,,ACC,19,16,12.15,107.9,72,95.8,57,68.3,110,0.024,104,11.23,3,107.5,7,96.2,3,7.32,28
2003,Duke,UNC,75,63,6,Duke,3.0,ACC,26,7,23.75,115.0,13,91.3,15,70.7,40,-0.03,246,8.85,28,107.1,17,98.3,43,0.64,138,54,UNC,,ACC,19,16,12.15,107.9,72,95.8,57,68.3,110,0.024,104,11.23,3,107.5,7,96.2,3,7.32,28
2003,South Carolina State,Bethune-Cookman,75,73,244,South Carolina State,16.0,MEAC,20,11,-8.59,96.4,260,105.0,221,71.7,21,0.115,6,-12.27,318,95.2,317,107.5,315,-0.55,165,314,Bethune-Cookman,,MEAC,8,22,-22.4,89.4,313,111.8,309,67.1,163,-0.018000000000000002,211,-12.93,320,94.9,319,107.9,319,-0.97,178
2003,South Carolina State,Florida A&M,72,66,244,South Carolina State,16.0,MEAC,20,11,-8.59,96.4,260,105.0,221,71.7,21,0.115,6,-12.27,318,95.2,317,107.5,315,-0.55,165,270,Florida A&M,,MEAC,17,12,-10.99,98.1,240,109.1,288,67.5,145,0.081,19,-13.96,324,94.4,323,108.3,324,-0.96,177
2003,South Carolina State,Hampton,72,67,244,South Carolina State,16.0,MEAC,20,11,-8.59,96.4,260,105.0,221,71.7,21,0.115,6,-12.27,318,95.2,317,107.5,315,-0.55,165,241,Hampton,,MEAC,19,11,-8.14,94.8,275,102.9,177,69.9,58,0.037000000000000005,74,-13.89,323,94.8,320,108.7,326,-1.8,198
2003,South Carolina State,Oklahoma,54,71,244,South Carolina State,16.0,MEAC,20,11,-8.59,96.4,260,105.0,221,71.7,21,0.115,6,-12.27,318,95.2,317,107.5,315,-0.55,165,9,Oklahoma,1.0,B12,27,7,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214
2003,Syracuse,Oklahoma,63,47,8,Syracuse,3.0,BE,30,5,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,9,Oklahoma,1.0,B12,27,7,23.01,112.1,25,89.1,10,62.7,299,0.034,84,9.01,24,106.7,30,97.7,25,-2.32,214
2003,Gonzaga,Cincinnati,74,69,33,Gonzaga,9.0,WCC,24,9,15.58,113.2,21,97.7,82,66.9,170,-0.021,220,3.92,93,104.0,115,100.1,87,5.83,42,36,Cincinnati,8.0,CUSA,17,12,14.69,105.0,116,90.3,13,66.4,188,-0.066,297,7.32,51,106.6,33,99.3,68,3.65,68
2003,Arizona,UCLA,89,96,4,Arizona,1.0,P10,28,4,26.8,115.6,10,88.8,8,72.7,11,-0.006999999999999999,181,8.69,31,107.2,14,98.5,52,8.19,26,107,UCLA,,P10,10,19,5.46,107.2,84,101.7,156,69.3,69,-0.065,294,9.15,21,107.0,21,97.8,29,4.89,54
2003,Oregon,UCLA,75,74,42,Oregon,8.0,P10,23,10,14.25,111.4,29,97.1,73,71.2,28,0.032,87,5.23,76,105.1,73,99.8,85,-4.45,262,107,UCLA,,P10,10,19,5.46,107.2,84,101.7,156,69.3,69,-0.065,294,9.15,21,107.0,21,97.8,29,4.89,54
2003,Pitt,Boston College,61,48,3,Pitt,2.0,BE,28,5,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,49,Boston College,,BE,19,12,13.3,117.7,4,104.4,203,68.2,112,0.034,85,8.51,33,106.1,48,97.6,22,2.55,93
2003,Pitt,UConn,74,56,3,Pitt,2.0,BE,28,5,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,22,UConn,5.0,BE,23,10,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237
2003,Stanford,UConn,74,85,39,Stanford,4.0,P10,24,9,14.57,109.8,46,95.2,49,65.6,226,0.066,35,7.26,53,106.2,46,98.9,63,3.75,66,22,UConn,5.0,BE,23,10,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237
2003,Texas,UConn,82,78,7,Texas,1.0,B12,26,7,23.49,119.3,3,95.8,58,69.4,67,-0.009000000000000001,188,10.36,9,107.1,16,96.7,7,2.16,104,22,UConn,5.0,BE,23,10,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237
2003,Pitt,Indiana,74,52,3,Pitt,2.0,BE,28,5,28.61,114.8,14,86.2,2,64.7,266,-0.023,224,7.08,56,105.5,66,98.4,48,-8.24,310,41,Indiana,7.0,B10,21,13,14.48,113.4,20,98.9,102,63.7,284,0.05,57,10.49,8,107.2,13,96.8,8,9.29,20
2003,Illinois,Indiana,73,72,5,Illinois,4.0,B10,25,7,24.47,113.2,22,88.7,7,67.8,127,-0.028999999999999998,242,7.29,52,105.8,60,98.5,53,-4.18,257,41,Indiana,7.0,B10,21,13,14.48,113.4,20,98.9,102,63.7,284,0.05,57,10.49,8,107.2,13,96.8,8,9.29,20
2003,Xavier,George Washington,78,73,20,Xavier,3.0,A10,26,6,19.88,113.8,19,94.0,29,67.7,131,0.018000000000000002,120,4.79,86,105.0,75,100.2,90,4.81,56,110,George Washington,,A10,12,17,5.18,107.2,83,102.1,163,68.6,96,-0.078,302,5.12,79,104.0,113,98.9,62,2.41,97
2003,Xavier,Troy,71,59,20,Xavier,3.0,A10,26,6,19.88,113.8,19,94.0,29,67.7,131,0.018000000000000002,120,4.79,86,105.0,75,100.2,90,4.81,56,99,Troy,14.0,ASun,25,6,6.15,106.9,88,100.8,140,70.3,47,0.105,9,-5.2,253,99.3,251,104.5,248,-2.77,222
2003,Xavier,Maryland,64,77,20,Xavier,3.0,A10,26,6,19.88,113.8,19,94.0,29,67.7,131,0.018000000000000002,120,4.79,86,105.0,75,100.2,90,4.81,56,13,Maryland,6.0,ACC,21,10,22.0,110.9,34,88.9,9,71.5,23,-0.078,301,8.23,38,106.6,36,98.4,47,-5.29,282
2003,Michigan State,Maryland,60,58,19,Michigan State,7.0,B10,22,13,20.26,110.1,43,89.9,12,63.6,286,-0.05,280,10.11,13,107.3,12,97.2,13,3.2,83,13,Maryland,6.0,ACC,21,10,22.0,110.9,34,88.9,9,71.5,23,-0.078,301,8.23,38,106.6,36,98.4,47,-5.29,282
2003,UNC Wilmington,Maryland,73,75,37,UNC Wilmington,11.0,CAA,24,7,14.62,109.5,49,94.9,43,64.1,279,-0.031,248,-2.47,209,99.2,252,101.7,127,-0.81,173,13,Maryland,6.0,ACC,21,10,22.0,110.9,34,88.9,9,71.5,23,-0.078,301,8.23,38,106.6,36,98.4,47,-5.29,282
2003,Syracuse,Manhattan,76,65,8,Syracuse,3.0,BE,30,5,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,68,Manhattan,14.0,MAAC,23,7,10.04,105.5,106,95.4,52,68.1,117,0.013999999999999999,125,-1.71,184,101.7,182,103.4,202,2.52,94
2003,Syracuse,Oklahoma State,68,56,8,Syracuse,3.0,BE,30,5,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,25,Oklahoma State,6.0,B12,22,10,17.67,105.9,100,88.2,5,66.7,177,0.003,157,9.08,22,106.3,44,97.2,15,-1.17,183
2003,Missouri,Oklahoma State,60,58,28,Missouri,6.0,B12,22,11,17.32,111.5,27,94.2,34,66.9,173,0.043,68,11.14,5,107.1,18,95.9,1,2.97,87,25,Oklahoma State,6.0,B12,22,10,17.67,105.9,100,88.2,5,66.7,177,0.003,157,9.08,22,106.3,44,97.2,15,-1.17,183
2003,Penn,Oklahoma State,63,77,48,Penn,11.0,Ivy,22,6,13.35,110.3,41,96.9,68,63.3,290,0.035,82,-1.53,182,100.4,221,101.9,132,3.49,71,25,Oklahoma State,6.0,B12,22,10,17.67,105.9,100,88.2,5,66.7,177,0.003,157,9.08,22,106.3,44,97.2,15,-1.17,183
2003,Syracuse,Auburn,79,78,8,Syracuse,3.0,BE,30,5,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,46,Auburn,10.0,SEC,22,12,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267
2003,St. Joseph's,Auburn,63,65,17,St. Joseph's,7.0,A10,23,7,20.75,109.0,58,88.3,6,64.1,281,-0.049,279,4.6,88,105.0,74,100.4,95,5.8,43,46,Auburn,10.0,SEC,22,12,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267
2003,Kentucky,Auburn,78,58,1,Kentucky,1.0,SEC,32,4,29.18,116.5,5,87.4,4,67.7,132,0.051,53,11.2,4,108.6,3,97.4,16,6.77,33,46,Auburn,10.0,SEC,22,12,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267
2003,Wake Forest,Auburn,62,68,21,Wake Forest,2.0,ACC,25,6,19.87,114.5,15,94.6,37,67.7,130,0.073,25,7.83,44,105.8,58,98.0,35,-3.8,249,46,Auburn,10.0,SEC,22,12,13.63,107.7,74,94.1,31,66.6,181,0.051,52,8.22,39,106.0,55,97.8,27,-4.71,267
2003,Syracuse,Kansas,81,78,8,Syracuse,3.0,BE,30,5,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242,2,Kansas,2.0,B12,30,8,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35
2003,Missouri,Kansas,68,63,28,Missouri,6.0,B12,22,11,17.32,111.5,27,94.2,34,66.9,173,0.043,68,11.14,5,107.1,18,95.9,1,2.97,87,2,Kansas,2.0,B12,30,8,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35
2003,Utah State,Kansas,61,64,88,Utah State,15.0,BW,22,9,7.41,107.1,85,99.7,117,61.0,315,0.003,159,-2.0,193,101.1,198,103.1,188,-0.07,155,2,Kansas,2.0,B12,30,8,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35
2003,Marquette,Kansas,61,94,15,Marquette,3.0,CUSA,27,6,21.3,120.5,2,99.2,109,65.7,219,0.07,30,7.93,42,106.1,50,98.2,40,-1.45,188,2,Kansas,2.0,B12,30,8,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35
2003,Stanford,USC,74,79,39,Stanford,4.0,P10,24,9,14.57,109.8,46,95.2,49,65.6,226,0.066,35,7.26,53,106.2,46,98.9,63,3.75,66,91,USC,,P10,13,17,6.74,105.2,114,98.4,93,73.3,5,-0.055,284,7.38,49,106.6,35,99.2,66,0.12,154
2003,California,USC,62,79,47,California,8.0,P10,22,9,13.59,109.9,45,96.3,63,65.9,208,0.061,42,7.06,57,106.7,31,99.6,79,0.3,147,91,USC,,P10,13,17,6.74,105.2,114,98.4,93,73.3,5,-0.055,284,7.38,49,106.6,35,99.2,66,0.12,154
2003,Oregon,USC,74,66,42,Oregon,8.0,P10,23,10,14.25,111.4,29,97.1,73,71.2,28,0.032,87,5.23,76,105.1,73,99.8,85,-4.45,262,91,USC,,P10,13,17,6.74,105.2,114,98.4,93,73.3,5,-0.055,284,7.38,49,106.6,35,99.2,66,0.12,154
2003,Stanford,San Diego,77,69,39,Stanford,4.0,P10,24,9,14.57,109.8,46,95.2,49,65.6,226,0.066,35,7.26,53,106.2,46,98.9,63,3.75,66,80,San Diego,13.0,WCC,17,12,8.32,104.7,119,96.4,64,70.9,34,0.003,160,3.37,100,104.8,81,101.4,113,6.03,37
2003,Memphis,South Florida,62,56,29,Memphis,7.0,CUSA,23,7,16.72,110.9,35,94.1,33,68.3,109,0.005,151,4.83,84,103.4,133,98.6,54,3.33,81,114,South Florida,,CUSA,14,14,4.49,101.3,184,96.8,67,67.9,124,0.006999999999999999,143,4.25,90,104.0,114,99.7,83,1.29,125
2003,Memphis,Arizona State,71,84,29,Memphis,7.0,CUSA,23,7,16.72,110.9,35,94.1,33,68.3,109,0.005,151,4.83,84,103.4,133,98.6,54,3.33,81,30,Arizona State,10.0,P10,20,12,16.49,113.9,18,97.4,78,66.9,169,-0.013999999999999999,201,8.74,30,106.4,41,97.7,26,5.43,50
2003,Oregon,Arizona State,83,82,42,Oregon,8.0,P10,23,10,14.25,111.4,29,97.1,73,71.2,28,0.032,87,5.23,76,105.1,73,99.8,85,-4.45,262,30,Arizona State,10.0,P10,20,12,16.49,113.9,18,97.4,78,66.9,169,-0.013999999999999999,201,8.74,30,106.4,41,97.7,26,5.43,50
2003,Kansas,Arizona State,108,76,2,Kansas,2.0,B12,30,8,28.62,115.0,12,86.4,3,72.2,14,-0.017,208,11.84,2,108.6,2,96.8,9,6.07,35,30,Arizona State,10.0,P10,20,12,16.49,113.9,18,97.4,78,66.9,169,-0.013999999999999999,201,8.74,30,106.4,41,97.7,26,5.43,50
2003,St. Joseph's,Dayton,73,76,17,St. Joseph's,7.0,A10,23,7,20.75,109.0,58,88.3,6,64.1,281,-0.049,279,4.6,88,105.0,74,100.4,95,5.8,43,40,Dayton,4.0,A10,24,6,14.53,116.4,8,101.9,161,64.4,270,0.084,14,4.91,83,104.4,99,99.5,75,5.51,47
2003,Tulsa,Dayton,84,71,51,Tulsa,13.0,WAC,23,10,13.04,107.9,70,94.9,41,67.4,150,-0.061,291,1.05,139,102.7,155,101.7,124,4.16,62,40,Dayton,4.0,A10,24,6,14.53,116.4,8,101.9,161,64.4,270,0.084,14,4.91,83,104.4,99,99.5,75,5.51,47
2003,California,Oregon State,69,46,47,California,8.0,P10,22,9,13.59,109.9,45,96.3,63,65.9,208,0.061,42,7.06,57,106.7,31,99.6,79,0.3,147,128,Oregon State,,P10,12,15,3.21,100.7,196,97.5,79,66.9,172,0.006,146,5.55,72,104.9,78,99.4,71,-6.57,295
2003,St. Joseph's,La Salle,68,48,17,St. Joseph's,7.0,A10,23,7,20.75,109.0,58,88.3,6,64.1,281,-0.049,279,4.6,88,105.0,74,100.4,95,5.8,43,163,La Salle,,A10,12,17,0.27,102.4,160,102.1,164,67.6,137,0.001,165,3.98,92,104.3,104,100.3,93,-0.37,160
2003,Florida,LSU,61,65,11,Florida,2.0,SEC,25,8,22.14,116.5,6,94.4,36,65.0,256,0.008,140,8.3,36,105.9,56,97.6,24,-0.9,174,23,LSU,8.0,SEC,21,11,18.15,111.0,33,92.8,24,67.5,140,-0.035,262,6.27,67,104.8,80,98.6,55,-8.36,311
2003,Mississippi State,LSU,76,61,14,Mississippi State,5.0,SEC,21,10,21.53,107.4,79,85.8,1,64.8,263,-0.06,290,8.85,27,106.9,23,98.0,34,-2.62,218,23,LSU,8.0,SEC,21,11,18.15,111.0,33,92.8,24,67.5,140,-0.035,262,6.27,67,104.8,80,98.6,55,-8.36,311
2003,Purdue,LSU,80,56,27,Purdue,9.0,B10,19,11,17.42,107.0,87,89.6,11,69.3,71,-0.012,194,9.53,17,107.6,6,98.0,36,4.87,55,23,LSU,8.0,SEC,21,11,18.15,111.0,33,92.8,24,67.5,140,-0.035,262,6.27,67,104.8,80,98.6,55,-8.36,311
2003,BYU,New Mexico,71,56,24,BYU,12.0,MWC,23,9,17.68,109.4,52,91.7,16,65.5,234,-0.031,247,5.49,74,107.3,11,101.8,130,5.2,52,187,New Mexico,,MWC,9,18,-2.27,107.7,75,110.0,293,65.6,228,-0.023,225,3.68,97,104.6,90,100.9,104,-4.24,259
2003,Central Michigan,Bowling Green State,87,70,70,Central Michigan,11.0,MAC,25,7,10.01,109.5,51,99.4,113,71.7,20,0.13699999999999998,3,2.06,122,104.3,102,102.3,152,2.86,89,184,Bowling Green State,,MAC,11,16,-1.88,98.7,230,100.6,134,66.1,202,0.05,58,3.27,103,105.7,61,102.5,155,8.25,25
2003,Central Michigan,Northern Illinois,94,72,70,Central Michigan,11.0,MAC,25,7,10.01,109.5,51,99.4,113,71.7,20,0.13699999999999998,3,2.06,122,104.3,102,102.3,152,2.86,89,137,Northern Illinois,,MAC,17,14,2.52,104.6,123,102.1,162,64.8,264,0.05,54,1.28,133,103.8,120,102.6,161,3.42,75
2003,Central Michigan,Kent State,77,67,70,Central Michigan,11.0,MAC,25,7,10.01,109.5,51,99.4,113,71.7,20,0.13699999999999998,3,2.06,122,104.3,102,102.3,152,2.86,89,94,Kent State,,MAC,20,10,6.51,111.2,32,104.7,210,66.7,179,0.023,110,0.52,144,103.6,124,103.1,187,3.36,78
2003,Colorado,Kansas State,77,76,34,Colorado,10.0,B12,20,12,15.27,109.1,56,93.8,28,69.9,56,0.001,162,9.02,23,106.9,24,97.8,30,0.22,151,60,Kansas State,,B12,13,17,10.87,107.9,73,97.0,70,65.7,222,-0.154,327,6.95,59,104.6,89,97.6,23,-4.6,266
2003,Colorado State,BYU,86,80,104,Colorado State,14.0,MWC,17,14,5.96,110.6,37,104.6,205,67.1,162,0.031,88,4.39,89,104.6,86,100.2,92,-3.45,235,24,BYU,12.0,MWC,23,9,17.68,109.4,52,91.7,16,65.5,234,-0.031,247,5.49,74,107.3,11,101.8,130,5.2,52
2003,UConn,BYU,58,53,22,UConn,5.0,BE,23,10,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237,24,BYU,12.0,MWC,23,9,17.68,109.4,52,91.7,16,65.5,234,-0.031,247,5.49,74,107.3,11,101.8,130,5.2,52
2003,Colorado State,UNLV,62,61,104,Colorado State,14.0,MWC,17,14,5.96,110.6,37,104.6,205,67.1,162,0.031,88,4.39,89,104.6,86,100.2,92,-3.45,235,71,UNLV,,MWC,21,11,9.84,108.1,63,98.2,90,70.3,49,0.022000000000000002,112,3.16,105,104.6,88,101.4,114,0.2,152
2003,Utah,UNLV,41,64,44,Utah,9.0,MWC,25,8,14.04,106.6,91,92.6,23,62.1,308,0.069,32,5.24,75,106.7,29,101.5,119,1.55,117,71,UNLV,,MWC,21,11,9.84,108.1,63,98.2,90,70.3,49,0.022000000000000002,112,3.16,105,104.6,88,101.4,114,0.2,152
2003,UConn,Seton Hall,83,70,22,UConn,5.0,BE,23,10,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237,53,Seton Hall,,BE,17,13,12.26,104.6,122,92.3,20,65.7,223,0.022000000000000002,111,9.26,19,106.4,40,97.1,12,-0.58,167
2003,UConn,Syracuse,80,67,22,UConn,5.0,BE,23,10,19.54,111.6,26,92.0,17,71.2,29,0.005,152,8.75,29,107.3,10,98.6,57,-3.48,237,8,Syracuse,3.0,BE,30,5,23.28,114.4,17,91.1,14,71.0,32,0.083,16,10.32,10,106.6,34,96.3,4,-3.63,242
