School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Kansas State,35,13.53,6.53,2414,2115,1400,750,1792,.419,171,538,.318,444,646,.687,375,1120,388,194,119,493,575,872,2002,.436,238,658,.362,432,631,.685,470,1145,557,247,129,403,631
Kansas,37,20.79,7.54,2782,2292,1505,788,2183,.361,236,778,.303,480,699,.687,436,1219,399,266,108,468,681,985,2049,.481,216,594,.364,596,809,.737,399,1354,575,260,247,517,620
Kennesaw State,30,-15.40,-4.76,1831,2150,1225,742,1499,.495,179,469,.382,487,713,.683,290,1033,420,198,102,420,522,644,1609,.400,152,502,.303,391,601,.651,328,798,312,211,50,414,603
Kent State,35,2.38,-0.83,2484,2373,1425,823,1897,.434,201,643,.313,526,769,.684,402,1198,475,209,134,487,677,823,1921,.428,241,669,.360,597,842,.709,427,1116,402,235,93,447,684
Kentucky,33,13.94,5.78,2396,2127,1330,763,1944,.392,179,552,.324,422,587,.719,395,1107,360,195,116,389,655,863,1815,.475,184,532,.346,486,757,.642,379,1163,441,185,217,430,566
La Salle,34,10.14,4.46,2450,2257,1370,872,1912,.456,142,470,.302,371,544,.682,379,1192,436,199,132,486,538,871,1931,.451,262,695,.377,446,605,.737,332,958,481,263,119,390,520
Lafayette,34,-3.00,-2.36,2349,2346,1365,864,1864,.464,217,600,.362,401,586,.684,356,1149,455,221,95,464,541,842,1842,.457,276,718,.384,389,516,.754,270,896,486,231,107,424,530
Lamar,31,-20.55,-3.26,1862,2398,1251,903,1997,.452,202,564,.358,390,579,.674,409,1158,491,307,150,354,508,710,1741,.408,57,188,.303,385,548,.703,359,1016,353,133,128,564,508
Lehigh,31,3.95,-3.01,2266,2022,1240,738,1776,.416,191,644,.297,355,512,.693,377,1104,444,162,98,424,522,788,1705,.462,235,600,.392,455,617,.737,272,905,453,219,105,339,478
Liberty,36,-9.13,-5.80,2489,2519,1455,879,2084,.422,212,697,.304,549,802,.685,435,1303,451,239,130,385,672,838,1954,.429,251,669,.375,562,770,.730,367,1164,443,197,105,478,685
Lipscomb,30,-11.70,-3.45,2079,2300,1215,776,1732,.448,239,714,.335,509,769,.662,343,1054,457,246,143,404,626,717,1690,.424,159,497,.320,486,753,.645,401,1051,345,209,52,504,657
Long Beach State,33,-1.18,1.92,2291,2360,1325,844,1930,.437,258,694,.372,414,617,.671,426,1195,514,217,96,451,595,811,1836,.442,223,656,.340,446,675,.661,374,1063,398,214,114,485,570
Long Island University,34,-3.21,-5.80,2677,2589,1370,958,2046,.468,235,632,.372,438,647,.677,403,1147,519,234,126,441,721,915,1909,.479,246,647,.380,601,870,.691,404,1083,515,232,117,486,597
Longwood,33,-19.36,-5.10,2270,2687,1325,977,2025,.482,228,592,.385,505,696,.726,394,1199,546,297,110,446,571,841,1898,.443,167,524,.319,421,593,.710,341,1003,459,226,96,548,592
Louisiana,33,-4.92,-2.23,2337,2413,1335,822,1901,.432,203,580,.350,566,813,.696,418,1280,375,216,129,498,621,827,1935,.427,226,663,.341,457,681,.671,354,1019,367,235,121,466,622
Louisiana-Monroe,27,-13.97,-1.45,1621,1959,1090,680,1449,.469,191,528,.362,408,574,.711,286,937,376,220,134,399,408,602,1409,.427,161,462,.348,256,444,.577,245,713,367,194,36,439,498
Louisiana State,31,5.82,4.01,2194,2138,1260,751,1782,.421,173,549,.315,463,677,.684,399,1166,330,228,129,470,552,788,1839,.428,234,658,.356,384,614,.625,402,1055,442,282,119,445,584
Louisiana Tech,34,5.48,-2.06,2470,2151,1360,771,1912,.403,158,543,.291,451,675,.668,416,1299,358,203,116,590,620,857,2092,.410,253,787,.321,503,722,.697,465,1168,454,309,168,421,624
Louisville,40,24.81,9.13,2978,2351,1625,825,2089,.395,221,696,.318,480,730,.658,469,1327,410,224,131,730,766,1048,2300,.456,230,691,.333,652,920,.709,531,1385,584,430,168,495,727
Loyola (IL),31,-1.03,-2.30,1995,1934,1245,709,1642,.432,173,514,.337,343,492,.697,275,947,358,210,126,366,542,708,1586,.446,184,505,.364,395,550,.718,296,909,430,157,83,408,480
Loyola Marymount,34,-3.04,2.86,2202,2338,1375,802,1809,.443,244,647,.377,490,731,.670,361,1190,469,231,112,478,603,769,1915,.402,198,599,.331,466,663,.703,416,1095,367,246,83,450,629
Loyola (MD),35,1.33,-2.10,2341,2221,1420,768,1855,.414,164,547,.300,521,786,.663,436,1188,376,183,149,477,665,826,1919,.430,147,492,.299,542,786,.690,441,1091,422,250,155,418,648
Maine,30,-9.57,-4.12,1988,2091,1200,740,1772,.418,204,573,.356,407,588,.692,349,1088,378,228,79,366,482,733,1688,.434,156,530,.294,366,559,.655,326,1006,384,209,123,450,547
Manhattan,32,-1.97,-0.38,1865,1916,1290,622,1539,.404,176,505,.349,496,716,.693,334,1037,362,225,123,466,659,614,1506,.408,181,538,.336,456,689,.662,328,918,341,212,134,518,674
Marist,31,-6.34,-1.63,2045,2191,1255,799,1802,.443,200,545,.367,393,577,.681,358,1152,408,240,104,403,598,710,1670,.425,197,569,.346,428,661,.648,293,940,396,194,128,443,530
Marquette,35,14.04,8.58,2382,2191,1420,776,1922,.404,223,690,.323,416,610,.682,407,1079,462,229,132,439,657,842,1844,.457,147,497,.296,551,755,.730,418,1116,483,231,123,471,590
Marshall,32,-3.62,0.93,2208,2327,1290,824,1871,.440,203,549,.370,476,716,.665,417,1169,467,275,89,422,650,767,1796,.427,198,646,.307,476,796,.598,460,1100,448,207,145,506,617
Maryland-Baltimore County,31,-12.50,-3.70,1970,2216,1260,760,1674,.454,181,589,.307,515,746,.690,335,1152,428,233,91,435,506,718,1763,.407,206,611,.337,328,520,.631,335,946,368,223,69,455,625
Maryland-Eastern Shore,28,-19.61,-5.11,1535,1941,1130,712,1499,.475,187,515,.363,330,498,.663,296,987,422,203,128,390,458,538,1507,.357,123,452,.272,336,532,.632,370,828,261,187,72,429,462
Maryland,38,11.37,4.66,2688,2433,1525,865,2249,.385,231,763,.303,472,667,.708,415,1209,443,259,151,404,617,986,2124,.464,219,646,.339,497,732,.679,464,1419,551,195,166,569,633
Massachusetts,33,5.82,4.55,2408,2366,1325,833,1976,.422,209,645,.324,491,691,.711,404,1204,460,235,108,442,613,838,1932,.434,235,699,.336,497,691,.719,383,1109,482,248,172,476,632
McNeese State,31,-11.49,-4.63,2055,2172,1271,776,1796,.432,172,530,.325,448,644,.696,422,1220,439,184,108,410,487,771,1847,.417,160,485,.330,353,549,.643,379,1009,380,242,149,373,532
Memphis,36,12.26,2.70,2681,2337,1450,825,2038,.405,204,619,.330,481,711,.677,413,1205,413,266,120,557,674,976,2071,.471,220,592,.372,509,771,.660,438,1243,605,321,231,523,651
Mercer,36,0.69,-4.08,2371,2135,1450,719,1820,.395,227,683,.332,470,713,.659,391,1165,378,207,104,511,621,807,1856,.435,265,746,.355,492,653,.753,342,1045,516,239,145,454,644
Miami (FL),36,16.99,7.88,2509,2181,1445,795,1987,.400,226,694,.326,365,562,.649,365,1175,389,193,105,425,623,895,1968,.455,254,701,.362,465,680,.684,357,1179,408,223,159,377,525
Miami (OH),31,-6.62,-0.26,1954,2128,1245,747,1600,.467,227,611,.372,407,600,.678,326,1057,444,225,116,468,531,687,1598,.430,178,537,.331,402,591,.680,279,821,379,258,74,441,558
Michigan State,36,18.64,10.55,2448,2129,1440,758,1943,.390,199,664,.300,414,621,.667,353,1089,390,267,123,447,618,882,1921,.459,177,523,.338,507,710,.714,421,1241,474,289,140,489,579
Michigan,39,21.28,10.05,2932,2467,1575,941,2221,.424,242,745,.325,343,503,.682,396,1251,494,209,124,470,604,1093,2260,.484,296,769,.385,450,642,.701,416,1246,565,239,108,368,496
Middle Tennessee,34,11.16,-1.52,2405,1974,1370,674,1704,.396,164,541,.303,462,729,.634,341,1048,312,221,95,530,670,848,1835,.462,181,480,.377,528,759,.696,407,1147,481,238,128,464,700
Milwaukee,32,-10.33,-0.26,2007,2264,1300,842,1867,.451,183,571,.320,397,567,.700,381,1214,456,246,120,384,600,675,1741,.388,223,708,.315,432,632,.684,341,932,350,172,114,453,523
Minnesota,34,16.83,10.31,2337,2115,1365,720,1813,.397,213,629,.339,462,666,.694,401,1048,405,260,118,438,650,815,1838,.443,184,546,.337,523,764,.685,501,1186,503,253,187,467,605
Mississippi State,32,-4.54,4.34,1940,2224,1290,829,1890,.439,229,689,.332,337,487,.692,408,1191,469,271,153,490,577,670,1672,.401,151,531,.284,449,683,.657,343,960,321,257,124,545,519
Mississippi Valley State,28,-19.13,-8.28,1765,2069,1125,739,1585,.466,154,435,.354,437,683,.640,359,1107,363,220,117,442,571,593,1604,.370,169,557,.303,410,633,.648,347,844,271,198,71,427,564
Mississippi,36,14.42,4.14,2779,2409,1455,865,2122,.408,241,771,.313,438,660,.664,432,1351,472,208,117,552,728,977,2230,.438,238,735,.324,587,866,.678,466,1251,450,297,185,395,606
Missouri-Kansas City,32,-13.61,-2.74,1950,2252,1280,790,1654,.478,206,513,.402,466,688,.677,295,1024,435,252,101,401,487,703,1667,.422,199,585,.340,345,512,.674,310,901,315,189,97,482,595
Missouri State,33,-2.80,4.65,1966,2136,1330,748,1652,.453,190,578,.329,450,637,.706,307,1130,418,157,107,402,561,698,1721,.406,179,602,.297,391,584,.670,297,911,334,156,46,336,584
Missouri,34,15.41,6.00,2588,2268,1370,812,2015,.403,234,704,.332,410,598,.686,373,1092,376,217,113,410,609,924,2015,.459,215,635,.339,525,706,.744,454,1266,472,229,119,442,567
Monmouth,31,-12.02,-4.19,2009,2252,1240,771,1676,.460,232,644,.360,478,696,.687,359,1184,470,222,172,559,559,715,1800,.397,169,545,.310,410,581,.706,350,860,377,273,46,460,631
Montana State,30,-10.90,-6.69,2118,2181,1220,762,1585,.481,213,560,.380,444,606,.733,275,1034,407,193,91,447,535,733,1717,.427,202,599,.337,450,626,.719,324,883,339,238,51,353,536
Montana,32,-1.11,-4.21,2238,2096,1305,745,1733,.430,176,525,.335,430,606,.710,334,1044,362,186,88,387,539,760,1635,.465,219,589,.372,499,651,.767,248,905,405,187,100,391,543
Morehead State,33,-5.36,-1.81,2396,2408,1340,752,1654,.455,207,575,.360,697,960,.726,307,1027,475,265,135,566,611,842,1934,.435,201,626,.321,511,739,.691,480,1108,489,295,96,573,815
Morgan State,32,-5.39,-7.51,2162,2094,1300,731,1800,.406,169,553,.306,463,688,.673,412,1139,358,230,108,476,585,806,1807,.446,133,456,.292,417,708,.589,445,1070,410,206,170,487,568
Mount St. Mary's,32,-5.85,-4.10,2233,2289,1285,853,1671,.510,157,402,.391,426,639,.667,317,1115,439,192,77,520,547,778,1813,.429,274,811,.338,403,578,.697,319,857,389,269,67,398,623
Murray State,31,1.21,-2.89,2257,2071,1260,733,1752,.418,185,559,.331,420,576,.729,349,1049,391,207,80,436,620,776,1716,.452,243,701,.347,462,669,.691,356,1018,397,210,103,433,536
Navy,31,-11.31,-4.44,1709,1888,1245,652,1525,.428,194,609,.319,390,577,.676,325,1110,400,160,96,409,482,628,1605,.391,172,528,.326,281,448,.627,280,817,364,183,68,351,525
Omaha,31,-15.18,-3.90,2215,2548,1240,948,1935,.490,255,659,.387,397,563,.705,394,1171,492,239,81,398,507,826,1786,.462,189,528,.358,374,536,.698,262,865,409,205,86,453,527
Nebraska,33,4.40,9.59,1923,2094,1320,736,1695,.434,177,530,.334,445,659,.675,331,1161,366,172,136,368,488,708,1741,.407,165,537,.307,342,494,.692,293,924,325,167,103,352,571
Nevada-Las Vegas,35,12.92,5.71,2498,2206,1405,794,2039,.389,203,650,.312,415,599,.693,361,1181,404,227,88,454,641,872,2002,.436,227,689,.329,525,747,.703,418,1281,562,253,203,487,593
Nevada,31,0.45,5.35,2092,2229,1250,775,1711,.453,218,584,.373,461,678,.680,328,1081,453,205,122,392,585,703,1671,.421,183,595,.308,503,690,.729,310,901,351,172,99,396,590
New Hampshire,29,-8.26,-4.19,1745,1819,1169,639,1565,.408,137,487,.281,404,570,.709,300,1069,293,185,84,358,504,609,1566,.389,179,581,.308,348,545,.639,298,909,304,169,82,351,498
New Mexico State,35,5.11,0.70,2355,2175,1410,780,1949,.400,193,582,.332,422,590,.715,372,1092,368,215,110,432,711,832,1828,.455,137,438,.313,554,845,.656,429,1235,401,198,193,506,525
New Mexico,35,13.28,6.63,2355,2122,1410,760,1944,.391,263,761,.346,337,500,.674,342,1151,440,189,101,445,693,768,1815,.423,221,629,.351,598,829,.721,335,1123,505,220,134,402,542
New Orleans,26,-21.26,-6.12,1791,1958,1065,694,1525,.455,160,472,.339,410,614,.668,326,982,399,238,86,431,477,666,1513,.440,91,316,.288,368,557,.661,293,813,359,224,75,461,531
Niagara,33,0.58,-1.15,2436,2379,1340,818,1812,.451,237,649,.365,506,736,.688,372,1228,450,185,127,520,607,837,1982,.422,241,738,.327,521,754,.691,412,1028,424,262,89,379,653
Nicholls State,30,-10.54,-4.97,2020,2187,1216,784,1661,.472,163,446,.365,456,652,.699,344,1072,402,203,131,427,568,713,1627,.438,159,521,.305,435,651,.668,313,827,377,190,66,414,564
NJIT,29,-8.33,-9.01,2042,1869,1190,628,1647,.381,182,558,.326,431,633,.681,353,1041,367,182,150,447,556,702,1667,.421,183,495,.370,455,678,.671,380,1022,374,253,147,424,567
Norfolk State,33,-5.77,-6.56,2188,2162,1325,756,1875,.403,170,580,.293,480,721,.666,441,1241,366,237,133,499,591,769,1850,.416,172,529,.325,478,740,.646,407,1088,392,242,151,481,617
North Carolina-Asheville,32,-3.67,-3.98,2296,2213,1285,812,1858,.437,190,580,.328,399,593,.673,373,1105,456,253,105,464,585,824,1831,.450,155,468,.331,493,690,.714,385,1068,457,261,169,465,518
North Carolina A&T,37,-6.94,-6.30,2299,2291,1485,763,1965,.388,240,750,.320,525,804,.653,445,1349,435,251,132,589,687,776,1927,.403,215,707,.304,532,809,.658,387,1166,405,261,165,564,716
North Carolina Central,31,-2.23,-7.05,2079,1758,1240,609,1552,.392,160,554,.289,380,595,.639,323,946,324,212,101,496,573,706,1536,.460,168,483,.348,499,680,.734,284,922,436,236,90,444,548
North Carolina-Greensboro,31,-9.42,-5.31,2222,2286,1240,734,1686,.435,199,556,.358,619,844,.733,300,1148,360,190,102,433,535,788,1886,.418,227,665,.341,419,623,.673,350,1037,374,227,50,393,676
North Carolina State,35,14.32,7.17,2708,2458,1405,899,2145,.419,209,693,.302,451,621,.726,430,1176,410,209,124,400,641,985,1987,.496,184,471,.391,554,813,.681,396,1186,511,227,147,433,544
North Carolina-Wilmington,30,-10.09,-2.27,1899,2111,1200,753,1675,.450,168,508,.331,437,623,.701,334,1066,379,266,110,360,490,679,1627,.417,160,475,.337,381,593,.642,339,962,338,184,126,428,535
North Carolina,36,14.52,8.01,2762,2492,1445,918,2170,.423,248,717,.346,408,581,.702,417,1328,439,244,134,558,598,1023,2321,.441,272,723,.376,442,655,.675,478,1254,616,303,117,433,539
North Dakota State,34,5.21,-4.01,2282,1908,1370,655,1694,.387,178,561,.317,420,598,.702,281,991,340,188,99,388,512,838,1789,.468,234,654,.358,372,515,.722,315,1082,426,196,144,375,542
North Dakota,33,-8.53,-5.34,2222,2243,1325,805,1864,.432,197,586,.336,436,606,.719,373,1184,398,229,132,459,589,776,1833,.423,207,603,.343,463,651,.711,348,1011,385,258,123,421,544
North Florida,32,-7.35,-3.22,2121,2235,1280,810,1841,.440,155,444,.349,460,670,.687,428,1174,374,241,117,403,515,763,1746,.437,250,726,.344,343,519,.661,330,949,441,195,119,469,562
North Texas,32,-6.39,-2.73,2117,2201,1295,778,1865,.417,209,581,.360,436,629,.693,387,1155,379,216,115,409,594,740,1793,.413,113,397,.285,524,740,.708,393,1061,325,197,153,444,558
Northeastern,33,-1.35,-1.93,2273,2254,1350,840,1798,.467,198,591,.335,376,523,.719,368,1085,419,232,116,480,590,768,1733,.443,231,622,.371,506,672,.753,328,884,453,259,83,427,505
Northern Arizona,32,-12.02,-3.55,2140,2411,1305,841,1793,.469,224,612,.366,505,695,.727,326,1150,446,258,129,452,548,788,1805,.437,181,554,.327,383,567,.675,305,924,434,229,77,458,558
Northern Colorado,31,-7.64,-5.19,2184,2181,1245,778,1721,.452,223,652,.342,402,568,.708,309,1002,427,188,99,385,498,796,1718,.463,211,560,.377,381,565,.674,330,984,405,207,71,407,551
Northern Illinois,30,-12.00,-2.20,1619,1885,1205,594,1379,.431,202,589,.343,495,702,.705,258,989,337,200,117,425,504,561,1565,.358,136,493,.276,361,553,.653,372,887,254,213,51,434,612
Northern Iowa,36,8.60,5.23,2400,2229,1455,821,1928,.426,231,672,.344,356,502,.709,322,1157,380,228,87,458,623,828,1869,.443,280,762,.367,464,613,.757,281,1061,442,223,88,432,527
Northern Kentucky,27,-7.82,-5.42,1582,1647,1080,579,1319,.439,155,462,.335,334,471,.709,257,907,316,133,84,342,426,553,1363,.406,204,617,.331,272,387,.703,220,709,340,165,52,308,427
Northwestern State,32,0.41,-3.77,2559,2285,1280,823,1934,.426,169,516,.328,470,750,.627,453,1249,396,221,76,535,640,919,2007,.458,189,603,.313,532,775,.686,435,1133,489,307,151,448,619
Northwestern,32,5.36,8.30,1943,2037,1285,723,1690,.428,182,526,.346,409,639,.640,393,1199,426,185,122,375,557,661,1648,.401,242,710,.341,379,558,.679,282,848,467,180,102,342,532
Notre Dame,35,13.74,7.22,2450,2222,1440,845,2011,.420,191,587,.325,341,494,.690,368,1120,513,200,122,358,606,892,1929,.462,228,617,.370,438,618,.709,387,1146,587,175,132,393,495
Oakland,33,-4.39,-1.61,2444,2485,1330,890,1804,.493,262,719,.364,443,633,.700,295,1106,524,192,133,483,619,823,1886,.436,239,673,.355,559,790,.708,370,962,433,272,39,399,621
Ohio State,37,20.19,9.32,2599,2197,1485,776,1963,.395,230,710,.324,415,580,.716,360,1196,373,162,105,493,631,928,2057,.451,227,638,.356,516,729,.708,378,1219,493,248,162,377,590
Ohio,34,6.94,-1.06,2464,2192,1370,743,1747,.425,172,520,.331,534,801,.667,397,1206,408,220,91,591,581,889,1908,.466,268,764,.351,418,598,.699,305,948,594,303,120,430,669
Oklahoma State,33,15.57,6.73,2371,2079,1345,716,1838,.390,204,631,.323,443,645,.687,376,1152,332,198,93,490,645,814,1854,.439,183,580,.316,560,751,.746,354,1110,398,248,155,411,598
Oklahoma,32,11.40,7.09,2260,2122,1290,760,1819,.418,205,624,.329,397,572,.694,363,1121,381,205,88,423,578,803,1847,.435,159,493,.323,495,654,.757,377,1066,394,206,89,376,557
Old Dominion,30,-7.59,-1.55,1947,2128,1205,731,1611,.454,222,568,.391,444,631,.704,331,1020,433,192,130,406,542,707,1727,.409,138,506,.273,395,598,.661,437,1012,376,215,141,412,577
Oral Roberts,35,-0.23,-3.00,2484,2341,1411,885,2018,.439,204,580,.352,367,553,.664,388,1111,478,245,131,449,642,890,1931,.461,165,467,.353,539,730,.738,413,1137,442,218,133,483,578
Oregon State,32,6.04,4.29,2304,2248,1285,823,1908,.431,206,599,.344,396,574,.690,379,1134,433,206,114,389,585,829,1855,.447,186,511,.364,460,687,.670,396,1082,457,202,147,432,509
Oregon,37,13.82,5.77,2650,2352,1505,845,2039,.414,203,608,.334,459,679,.676,350,1161,401,248,109,569,697,944,2110,.447,192,577,.333,570,809,.705,451,1285,484,314,146,555,651
Pacific,35,1.96,1.05,2344,2238,1405,760,1799,.422,243,693,.351,475,667,.712,338,1133,423,182,97,449,623,824,1839,.448,225,590,.381,471,684,.689,333,1037,510,194,46,390,621
Penn State,31,2.85,9.46,1910,2115,1250,669,1563,.428,206,599,.344,571,799,.715,276,1040,383,180,118,354,579,661,1672,.395,156,527,.296,432,621,.696,341,963,305,164,100,381,679
Pennsylvania,31,-6.97,-1.48,1947,2117,1245,690,1641,.420,189,549,.344,548,738,.743,345,1090,377,236,128,449,537,689,1620,.425,169,493,.343,400,558,.717,272,867,418,201,80,495,644
Pepperdine,30,-3.73,1.06,1883,2021,1220,702,1685,.417,205,579,.354,412,576,.715,351,1006,399,214,83,346,493,673,1551,.434,165,463,.356,372,529,.703,309,931,360,169,66,442,515
Pittsburgh,33,18.82,5.63,2282,1847,1335,627,1598,.392,172,565,.304,421,582,.723,316,942,335,181,123,444,587,837,1775,.472,163,467,.349,445,666,.668,425,1067,537,218,131,364,575
Portland State,28,-10.84,-5.54,1929,2037,1125,751,1551,.484,174,466,.373,361,508,.711,287,910,424,183,88,328,452,701,1542,.455,151,401,.377,376,506,.743,280,779,368,153,66,335,462
Portland,32,-5.79,3.28,1951,2189,1285,769,1758,.437,218,598,.365,433,617,.702,322,1039,424,272,97,377,555,701,1709,.410,141,448,.315,408,603,.677,369,1023,386,188,124,479,563
Prairie View,34,-15.61,-10.10,2182,2223,1366,750,1876,.400,203,677,.300,520,799,.651,403,1239,399,255,106,519,620,822,2065,.398,129,494,.261,409,665,.615,530,1225,370,261,112,509,690
Presbyterian,32,-17.47,-4.71,1987,2248,1290,800,1756,.456,227,603,.376,421,584,.721,344,1066,399,216,94,338,440,739,1640,.451,192,554,.347,317,421,.753,218,835,382,145,57,418,490
Princeton,28,3.16,-1.65,1803,1635,1125,578,1363,.424,119,366,.325,360,496,.726,240,803,264,182,81,349,452,633,1369,.462,188,476,.395,349,483,.723,251,797,405,178,85,344,453
Providence,34,9.28,6.55,2299,2206,1375,798,1911,.418,168,567,.296,442,631,.700,390,1177,437,217,132,447,664,801,1947,.411,186,600,.310,511,728,.702,471,1161,485,211,110,431,582
Purdue,34,9.04,7.87,2252,2212,1370,782,1929,.405,191,583,.328,457,642,.712,370,1148,432,240,150,384,593,838,1968,.426,145,453,.320,431,660,.653,459,1179,468,168,153,427,606
Quinnipiac,31,-4.75,-4.91,2225,2220,1265,751,1732,.434,207,548,.378,511,731,.699,283,986,389,197,82,336,654,789,1844,.428,137,409,.335,510,758,.673,494,1200,389,128,115,432,609
Radford,32,-10.87,-7.32,2136,2179,1300,767,1748,.439,173,477,.363,472,687,.687,343,1188,390,227,125,496,575,750,1888,.397,194,617,.314,442,682,.648,425,1056,382,274,116,432,612
Rhode Island,29,-0.60,4.95,1786,1947,1180,672,1559,.431,176,515,.342,427,623,.685,350,1087,348,171,110,366,526,616,1539,.400,183,568,.322,371,553,.671,292,825,316,161,117,350,561
Rice,31,-11.12,0.01,1875,2199,1245,764,1558,.490,190,515,.369,481,706,.681,329,1169,425,189,110,414,491,644,1621,.397,229,697,.329,358,493,.726,209,706,351,204,32,346,583
Richmond,34,6.90,3.43,2380,2262,1385,777,1745,.445,159,469,.339,549,751,.731,383,1175,394,200,97,507,684,776,1748,.444,282,747,.378,546,756,.722,295,914,436,248,131,414,666
Rider,34,-1.22,-1.66,2166,2151,1362,740,1821,.406,176,611,.288,493,698,.706,381,1144,387,242,95,470,634,748,1733,.432,207,600,.345,463,683,.678,340,1046,344,226,148,525,621
Robert Morris,35,0.24,-4.90,2480,2300,1405,778,1732,.449,198,596,.332,546,796,.686,354,1171,416,208,87,572,635,825,1912,.431,300,788,.381,530,708,.749,367,965,491,313,92,448,685
Rutgers,31,5.97,6.77,2027,2052,1240,699,1658,.422,191,594,.322,463,660,.702,364,1023,415,198,97,393,531,747,1689,.442,150,420,.357,383,548,.699,368,949,390,216,113,428,603
Sacramento State,29,-9.40,-6.77,1876,1904,1160,690,1598,.432,210,599,.351,314,446,.704,315,1008,425,157,111,349,508,640,1546,.414,160,474,.338,436,599,.728,304,881,358,151,71,325,464
Sacred Heart,29,-9.76,-3.69,2036,2212,1170,772,1707,.452,204,550,.371,464,652,.712,369,1040,431,232,103,364,489,729,1656,.440,193,549,.352,385,533,.722,333,903,388,182,104,441,534
Saint Francis (PA),29,-15.16,-4.37,1804,2117,1180,726,1553,.467,194,517,.375,471,620,.760,317,1017,402,204,94,364,456,633,1527,.415,207,594,.348,331,482,.687,267,768,364,161,62,419,537
Saint Joseph's,32,7.31,4.03,2150,2045,1290,770,1880,.410,193,614,.314,312,449,.695,390,1105,431,193,86,330,549,746,1702,.438,229,669,.342,429,616,.696,332,1009,450,165,183,381,419
Saint Louis,35,14.33,4.28,2388,2036,1410,735,1787,.411,157,475,.331,409,625,.654,340,1151,397,205,124,537,716,808,1812,.446,210,617,.340,562,798,.704,306,1032,453,267,109,383,603
Saint Mary's (CA),35,14.51,3.31,2610,2203,1405,763,1820,.419,195,523,.373,482,669,.720,286,1000,374,219,96,409,627,910,1939,.469,273,728,.375,517,713,.725,422,1199,502,214,98,416,612
Saint Peter's,30,-9.05,-2.92,1788,1972,1210,671,1519,.442,180,515,.350,450,632,.712,300,1041,356,185,122,427,467,674,1633,.413,147,438,.336,293,495,.592,322,843,340,209,105,387,567
Sam Houston State,34,-6.45,-5.16,2168,2080,1380,687,1672,.411,157,518,.303,549,786,.698,302,1159,442,193,140,510,638,740,1918,.386,224,678,.330,464,707,.656,453,1179,472,239,77,449,719
Samford,32,-10.05,-4.38,1957,2114,1305,745,1656,.450,199,565,.352,425,596,.713,343,1072,410,220,111,402,514,711,1601,.444,203,562,.361,332,502,.661,266,830,402,206,81,422,537
San Diego State,34,13.01,6.19,2356,2077,1365,754,1917,.393,203,628,.323,366,540,.678,341,1128,425,180,102,429,601,839,1916,.438,202,618,.327,476,697,.683,376,1144,425,235,155,410,497
San Diego,34,-0.55,2.60,2215,2260,1370,810,1822,.445,173,541,.320,467,660,.708,377,1153,401,240,132,453,599,782,1796,.435,203,582,.349,448,663,.676,353,1008,392,205,131,458,580
San Francisco,31,2.42,2.83,2161,2141,1245,769,1758,.437,204,596,.342,399,564,.707,311,1084,346,168,75,363,540,756,1669,.453,249,621,.401,400,600,.667,253,915,382,169,63,375,548
San Jose State,29,-9.39,-0.92,1802,1999,1165,711,1658,.429,174,527,.330,403,562,.717,321,1066,401,179,148,376,538,629,1669,.377,147,490,.300,397,605,.656,379,961,317,175,96,402,514
Santa Clara,38,6.58,1.72,2827,2577,1530,875,2070,.423,212,620,.342,615,854,.720,434,1321,475,223,102,568,684,970,2195,.442,303,840,.361,584,803,.727,448,1247,560,301,173,468,747
Savannah State,34,-5.41,-4.73,1931,1887,1380,639,1635,.391,129,452,.285,480,730,.658,363,1084,353,286,153,567,577,710,1691,.420,131,445,.294,380,615,.618,391,1023,348,307,138,586,628
Seattle,30,-4.53,-1.05,1966,2058,1215,691,1696,.407,197,609,.323,479,707,.678,334,1041,357,287,95,430,490,734,1750,.419,181,557,.325,317,507,.625,409,1106,420,231,89,546,588
Seton Hall,33,5.54,5.96,2136,2150,1330,735,1781,.413,192,564,.340,488,697,.700,378,1116,418,296,114,419,562,744,1704,.437,261,711,.367,387,588,.658,331,1019,461,225,86,514,624
Siena,32,-10.25,-1.87,1921,2189,1290,798,1862,.429,219,661,.331,374,515,.726,387,1097,455,257,144,351,559,659,1631,.404,185,549,.337,418,622,.672,349,952,331,180,88,490,501
South Alabama,30,-2.89,-2.96,2060,2040,1210,720,1707,.422,160,483,.331,440,634,.694,360,1053,319,226,106,443,619,679,1655,.410,171,528,.324,531,741,.717,396,1024,322,199,150,475,563
South Carolina State,30,-18.17,-5.10,1808,2135,1215,763,1738,.439,194,580,.334,415,612,.678,398,1125,437,217,117,373,498,678,1731,.392,137,485,.282,315,487,.647,413,981,363,181,119,449,518
South Carolina Upstate,33,-3.59,-4.79,2315,2194,1325,769,1789,.430,220,647,.340,436,616,.708,335,1077,455,223,70,462,562,843,1896,.445,213,614,.347,416,640,.650,424,1121,513,233,131,445,547
