School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Kent State,34,5.28,0.74,2382,2213,1370,771,1799,.429,197,617,.319,474,671,.706,348,1181,436,194,117,523,651,839,1942,.432,189,599,.316,515,766,.672,410,1207,437,285,91,407,631
Kentucky NCAA,38,21.13,6.82,3012,2468,1535,875,2314,.378,245,783,.313,473,688,.688,488,1277,418,261,119,531,795,1066,2228,.478,231,697,.331,649,971,.668,538,1584,573,279,273,538,641
La Salle,30,-0.28,2.46,2111,2193,1200,787,1803,.436,208,604,.344,411,604,.680,374,1034,470,244,114,352,540,756,1718,.440,164,487,.337,435,652,.667,420,1167,415,187,140,471,517
Lafayette,32,-7.96,-8.99,2320,2287,1285,842,1846,.456,247,639,.387,356,529,.673,391,1134,434,189,74,468,607,775,1710,.453,258,691,.373,512,670,.764,274,991,482,235,91,422,552
Lamar,32,-11.11,-4.22,2200,2288,1285,822,1853,.444,194,558,.348,450,669,.673,360,1089,479,265,125,442,695,755,1782,.424,122,453,.269,568,839,.677,449,1257,439,202,115,510,609
Lehigh NCAA,33,-3.33,-7.79,2478,2331,1330,834,1954,.427,236,681,.347,427,603,.708,360,1159,478,219,113,451,676,842,1853,.454,220,551,.399,574,799,.718,339,1201,495,203,85,429,589
Liberty,31,-13.22,-7.25,2093,2114,1240,766,1806,.424,215,686,.313,367,580,.633,367,1081,469,227,86,418,610,727,1656,.439,171,510,.335,468,669,.700,333,1141,383,205,91,483,567
Lipscomb,30,-2.07,-3.07,2373,2255,1210,836,1791,.467,236,625,.378,347,552,.629,336,1020,452,194,103,415,584,826,1778,.465,243,667,.364,478,678,.705,385,1105,519,201,76,439,520
Long Beach State,33,-0.42,1.55,2344,2347,1335,858,1939,.442,197,623,.316,434,628,.691,404,1238,446,197,105,508,624,828,1912,.433,202,613,.330,486,745,.652,395,1176,440,256,89,473,591
Long Island University,31,-11.56,-8.25,2162,2225,1265,807,1861,.434,221,624,.354,390,586,.666,371,1152,453,207,140,395,624,721,1802,.400,230,661,.348,490,709,.691,426,1210,335,180,122,437,551
Longwood,31,-14.69,-3.74,2437,,1240,854,1781,.480,169,461,.367,560,818,.685,360,1186,423,224,136,504,512,859,1963,.438,217,632,.343,362,554,.653,388,1091,524,221,69,475,652
Louisiana,30,-4.74,-4.74,2043,2025,1200,670,1566,.428,166,476,.349,519,739,.702,352,1042,319,143,62,445,566,743,1657,.448,168,521,.322,389,572,.680,311,958,351,207,133,391,610
Louisiana-Monroe,31,-10.75,-5.30,2108,2224,1240,772,1664,.464,207,548,.378,473,676,.700,326,987,439,216,108,443,644,683,1621,.421,194,550,.353,548,757,.724,370,1039,298,216,91,503,627
Louisiana State,31,0.97,5.93,1905,2059,1245,722,1678,.430,204,589,.346,411,618,.665,362,1084,329,215,126,383,534,690,1727,.400,141,491,.287,384,552,.696,394,1114,354,189,116,397,547
Louisiana Tech,35,2.89,-0.40,2557,2442,1410,900,2062,.436,235,664,.354,407,586,.695,398,1210,442,233,101,475,664,917,2034,.451,202,598,.338,521,760,.686,441,1294,417,235,116,462,562
Louisville NCAA,33,14.08,7.99,2505,2304,1335,786,1833,.429,205,590,.347,527,751,.702,432,1156,444,217,70,505,645,876,1960,.447,262,777,.337,491,700,.701,478,1217,511,258,135,453,663
Loyola (IL),30,-4.85,0.56,1945,2017,1205,723,1675,.432,203,583,.348,368,522,.705,330,995,412,199,94,342,559,673,1598,.421,194,537,.361,405,589,.688,364,1072,393,149,98,415,523
Loyola Marymount,34,-1.47,1.32,2578,2581,1370,878,1995,.440,230,593,.388,595,813,.732,431,1230,461,214,117,466,672,910,1998,.455,201,534,.376,557,807,.690,416,1210,472,255,141,441,655
Loyola (MD),30,-5.23,-4.09,1949,1983,1205,649,1634,.397,153,458,.334,532,748,.711,387,1052,331,214,117,394,575,673,1601,.420,164,459,.357,439,628,.699,353,1053,343,193,132,450,606
Maine,30,-6.53,-6.26,1931,1864,1205,665,1682,.395,196,616,.318,338,493,.686,348,1067,388,199,114,431,560,650,1596,.407,196,582,.337,435,634,.686,337,1089,397,219,97,431,471
Manhattan,31,-4.68,-2.97,2031,2084,1246,701,1699,.413,188,563,.334,494,709,.697,377,1195,385,159,118,453,585,727,1797,.405,133,433,.307,444,649,.684,364,1089,307,240,114,361,603
Marist,30,-17.21,-2.85,1684,2115,1205,743,1620,.459,205,579,.354,424,607,.699,337,1097,386,226,124,359,466,600,1546,.388,204,581,.351,280,439,.638,268,904,296,156,38,424,553
Marquette NCAA,34,15.17,8.23,2485,2198,1380,828,1841,.450,173,532,.325,369,542,.681,358,1116,467,191,126,488,584,861,1890,.456,274,664,.413,489,660,.741,343,1071,516,269,72,353,580
Marshall,34,7.80,1.57,2717,2347,1375,829,2096,.396,191,598,.319,498,711,.700,458,1238,407,214,90,457,695,949,1985,.478,222,591,.376,597,873,.684,412,1327,549,216,268,432,613
Maryland-Baltimore County,30,-16.92,-6.19,1893,2215,1210,758,1713,.442,219,597,.367,480,681,.705,400,1205,419,164,143,381,492,684,1656,.413,150,464,.323,375,544,.689,251,918,332,179,90,341,564
Maryland-Eastern Shore,32,-16.18,-7.38,1945,2216,1285,801,1810,.443,181,607,.298,433,663,.653,379,1145,426,203,94,386,561,691,1722,.401,161,528,.305,402,624,.644,398,1159,359,173,67,485,595
Maryland NCAA,33,17.75,7.95,2629,2254,1335,808,2052,.394,221,650,.340,417,602,.693,490,1252,384,185,116,499,613,966,2052,.471,195,510,.382,502,689,.729,421,1270,545,256,154,383,554
Massachusetts,32,-1.76,3.40,2262,2396,1290,843,1920,.439,226,613,.369,484,724,.669,396,1196,513,218,149,395,591,795,1976,.402,227,754,.301,445,670,.664,468,1287,380,176,124,446,652
McNeese State,30,-11.82,-4.34,2032,2106,1200,676,1542,.438,191,531,.360,561,794,.707,354,1027,375,221,104,427,489,755,1743,.433,183,525,.349,339,528,.642,407,1048,356,221,108,430,607
Memphis,34,11.74,3.65,2565,2233,1360,768,1832,.419,168,511,.329,529,755,.701,424,1182,403,172,118,512,656,854,1859,.459,284,732,.388,573,826,.694,358,1103,468,276,182,390,643
Mercer,33,-5.05,-1.20,2514,2478,1325,887,2004,.443,211,642,.329,493,710,.694,405,1149,439,238,116,413,678,836,1866,.448,274,785,.349,568,808,.703,402,1227,446,199,85,488,617
Miami (FL),33,11.35,7.01,2390,2136,1320,737,1813,.407,210,635,.331,452,645,.701,371,1082,417,239,105,448,584,843,1820,.463,245,670,.366,459,677,.678,385,1186,461,229,146,464,573
Miami (OH),32,0.56,1.43,1996,2024,1295,708,1691,.419,181,531,.341,427,621,.688,351,1054,387,218,110,337,539,682,1568,.435,205,590,.347,427,587,.727,278,1017,333,159,120,411,582
Michigan State NCAA,37,15.33,8.17,2658,2361,1485,829,2043,.406,248,755,.328,455,642,.709,373,1109,462,243,94,459,651,974,2068,.471,187,543,.344,523,764,.685,487,1426,606,242,123,514,666
Michigan,32,10.04,9.37,2059,1970,1290,752,1698,.443,177,553,.320,289,428,.675,349,1113,430,165,97,452,513,732,1758,.416,227,760,.299,368,509,.723,320,990,456,223,68,326,468
Middle Tennessee,33,-1.99,-3.33,2282,2135,1320,709,1595,.445,180,536,.336,537,798,.673,275,1032,357,179,99,491,627,792,1780,.445,201,530,.379,497,675,.736,336,1097,365,199,82,436,696
Milwaukee,34,1.23,0.52,2370,2314,1370,832,1899,.438,210,641,.328,440,628,.701,313,1121,410,222,82,395,713,789,1834,.430,250,747,.335,542,791,.685,379,1241,423,190,79,465,629
Minnesota NCAA,35,15.64,7.32,2533,2242,1415,779,1946,.400,250,734,.341,434,638,.680,413,1178,459,230,92,496,614,912,1949,.468,246,617,.399,463,661,.700,375,1237,583,273,199,427,579
Mississippi State,36,12.55,4.60,2622,2336,1455,868,2233,.389,231,710,.325,369,554,.666,447,1335,418,238,110,411,633,897,2065,.434,329,918,.358,499,728,.685,379,1406,462,209,271,443,508
Mississippi Valley State,32,-19.69,-9.88,2057,2315,1290,806,1779,.453,216,629,.343,487,736,.662,370,1177,464,248,109,490,601,723,1766,.409,203,633,.321,408,642,.636,365,1116,390,251,82,552,666
Mississippi,35,13.46,5.77,2743,2474,1420,852,2081,.409,227,680,.334,543,794,.684,453,1317,481,206,133,494,633,986,2185,.451,286,796,.359,485,731,.663,460,1377,486,259,184,424,660
Missouri-Kansas City,30,-13.88,-4.75,2002,2106,1200,713,1486,.480,159,436,.365,521,725,.719,254,984,373,175,130,432,579,685,1629,.421,174,515,.338,458,654,.700,307,931,345,179,51,383,624
Missouri State,36,7.57,1.40,2572,2350,1455,815,1882,.433,227,603,.376,493,692,.712,329,1124,408,213,126,465,666,895,1993,.449,252,688,.366,530,724,.732,398,1247,505,209,110,407,667
Missouri NCAA,34,17.39,6.36,2627,2252,1370,775,1890,.410,185,584,.317,517,736,.702,468,1298,382,204,105,659,641,926,2104,.440,258,701,.368,517,714,.724,441,1200,522,371,160,432,656
Monmouth,31,-11.20,-7.82,1976,2065,1240,721,1628,.443,192,585,.328,431,643,.670,329,1113,436,236,123,463,544,682,1689,.404,196,630,.311,416,607,.685,341,1038,405,226,69,447,565
Montana State,29,-3.18,-2.45,1992,1962,1200,672,1564,.430,188,542,.347,430,583,.738,337,1027,343,161,89,383,524,689,1548,.445,212,585,.362,402,584,.688,266,912,365,180,89,331,516
Montana NCAA,32,3.93,-2.35,2228,1960,1280,690,1654,.417,181,503,.360,399,609,.655,318,961,319,180,82,404,564,791,1636,.483,210,526,.399,436,603,.723,283,1048,396,206,106,390,571
Morehead State,35,3.51,-3.07,2505,2216,1410,734,1711,.429,222,615,.361,526,774,.680,304,1029,435,244,121,560,657,880,1963,.448,258,672,.384,487,710,.686,491,1301,502,314,118,521,691
Morgan State NCAA,37,-1.18,-6.15,2813,2606,1500,902,2134,.423,180,553,.325,622,921,.675,488,1351,430,218,154,529,757,960,2239,.429,205,617,.332,688,983,.700,568,1488,461,243,152,499,782
Mount St. Mary's,31,-4.38,-6.28,2045,1959,1250,715,1749,.409,149,487,.306,380,554,.686,386,1151,362,184,88,478,623,714,1692,.422,183,523,.350,434,681,.637,341,1082,352,235,143,415,543
Murray State NCAA,36,8.69,-3.89,2753,2175,1440,761,1967,.387,195,586,.333,458,660,.694,424,1091,400,234,98,603,670,978,1961,.499,226,599,.377,571,821,.695,439,1319,556,347,196,527,618
Navy,30,-12.01,-7.91,2138,2261,1215,764,1694,.451,188,539,.349,545,774,.704,369,1187,454,185,105,497,631,709,1736,.408,246,704,.349,474,665,.713,311,993,394,209,83,443,650
Nebraska,33,6.60,6.66,2194,2169,1330,725,1682,.431,233,625,.373,486,700,.694,314,1080,394,187,122,463,600,768,1745,.440,217,547,.397,441,654,.674,320,1069,471,223,94,416,626
Nevada-Las Vegas NCAA,34,12.57,4.82,2485,2168,1370,693,1738,.399,197,594,.332,585,827,.707,360,1172,352,163,91,535,597,899,1950,.461,231,695,.332,456,637,.716,337,1149,551,266,117,395,691
Nevada,34,6.50,2.56,2703,2551,1370,935,2133,.438,202,586,.345,479,672,.713,415,1201,511,201,88,378,605,983,2040,.482,222,613,.362,515,704,.732,374,1263,480,173,149,405,591
New Hampshire,30,-9.54,-6.29,1825,1873,1210,639,1538,.415,133,430,.309,462,659,.701,295,1059,294,169,101,407,618,611,1628,.375,182,613,.297,421,653,.645,383,1084,312,142,70,395,601
New Mexico State NCAA,34,2.06,1.66,2662,2639,1360,954,2127,.449,262,735,.356,469,680,.690,441,1282,551,192,87,452,640,919,1997,.460,287,774,.371,537,767,.700,358,1212,484,203,111,437,595
New Mexico NCAA,35,12.49,3.84,2655,2352,1410,823,1922,.428,255,765,.333,451,673,.670,331,1165,467,196,97,475,788,887,2023,.438,273,739,.369,608,909,.669,458,1347,497,232,120,387,615
New Orleans,30,-13.50,-4.50,1778,1986,1205,683,1526,.448,172,482,.357,448,654,.685,279,983,391,207,96,417,564,593,1471,.403,168,497,.338,424,618,.686,279,951,321,189,61,478,607
Niagara,33,0.32,-2.50,2382,2289,1340,832,1983,.420,177,590,.300,448,660,.679,465,1330,411,200,115,488,639,812,1990,.408,254,791,.321,504,743,.678,429,1226,440,270,148,406,620
Nicholls State,30,-10.99,-2.61,1967,2114,1215,709,1378,.515,184,436,.422,512,752,.681,257,948,371,183,74,496,562,667,1530,.436,202,609,.332,431,624,.691,266,815,404,258,31,398,640
NJIT,31,-19.59,-8.24,1905,2070,1240,691,1645,.420,183,544,.336,505,697,.725,335,1172,380,234,141,493,539,665,1757,.378,196,624,.314,379,584,.649,344,1064,376,229,96,461,615
Norfolk State,30,-11.89,-6.42,2119,2260,1220,766,1788,.428,181,588,.308,547,844,.648,419,1113,405,223,113,449,570,778,1692,.460,128,436,.294,435,684,.636,349,1119,342,251,96,542,681
North Carolina-Asheville,31,-14.36,-6.47,2296,2401,1255,861,1992,.432,218,641,.340,461,684,.674,433,1189,507,267,136,445,642,822,1852,.444,169,557,.303,483,717,.674,405,1229,507,232,177,521,603
North Carolina A&T,33,-12.02,-5.66,2241,2376,1325,826,1985,.416,252,740,.341,472,660,.715,444,1344,449,248,112,498,604,774,1931,.401,265,863,.307,428,686,.624,403,1224,410,219,164,501,570
North Carolina-Greensboro,31,-8.24,0.63,1966,2226,1240,791,1707,.463,220,622,.354,424,632,.671,339,1090,423,242,150,433,537,696,1803,.386,148,515,.287,426,610,.698,440,1120,286,186,97,444,593
North Carolina State,36,8.47,7.30,2398,2322,1445,841,1990,.423,162,524,.309,478,728,.657,444,1278,410,260,134,474,654,857,1975,.434,193,580,.333,491,723,.679,411,1257,483,234,154,472,653
North Carolina-Wilmington,31,-4.35,0.94,2051,2215,1240,788,1809,.436,137,452,.303,502,754,.666,421,1176,358,261,133,388,578,722,1741,.415,207,620,.334,400,620,.645,391,1135,393,159,151,492,633
North Carolina,37,10.14,9.83,2758,2661,1491,984,2390,.412,284,829,.343,409,585,.699,484,1354,532,318,166,508,713,1012,2292,.442,176,536,.328,558,854,.653,556,1552,577,250,210,562,564
North Dakota State,29,-8.53,-5.76,2047,2087,1185,733,1697,.432,166,479,.347,455,636,.715,307,1031,355,189,151,355,540,734,1707,.430,144,423,.340,435,597,.729,320,1073,410,151,94,382,553
North Florida,31,-9.53,-2.11,1830,2019,1245,690,1633,.423,165,470,.351,474,700,.677,386,1114,362,236,106,429,570,637,1530,.416,177,517,.342,379,602,.630,300,978,375,184,96,481,624
North Texas NCAA,33,-2.49,-4.72,2437,2303,1340,846,1953,.433,169,522,.324,442,627,.705,366,1094,373,238,133,420,744,798,1748,.457,179,538,.333,662,921,.719,364,1220,394,144,94,485,590
Northeastern,33,6.48,2.21,2124,1983,1335,721,1749,.412,174,506,.344,367,506,.725,403,1107,362,195,102,461,609,763,1699,.449,174,510,.341,424,589,.720,312,1008,389,236,118,386,520
Northern Arizona,28,-7.54,-2.35,1965,2003,1145,712,1564,.455,175,504,.347,404,601,.672,282,917,382,211,81,367,487,704,1494,.471,171,464,.369,386,573,.674,257,944,454,190,95,430,550
Northern Colorado,33,2.06,-4.26,2426,2202,1325,744,1716,.434,218,609,.358,496,700,.709,321,1070,370,191,104,518,691,780,1751,.445,252,651,.387,614,824,.745,331,1096,383,239,78,416,658
Northern Illinois,30,-7.64,-2.05,2017,2158,1211,723,1642,.440,187,524,.357,525,770,.682,322,1081,371,216,101,406,611,698,1739,.401,176,587,.300,445,689,.646,423,1150,399,198,105,459,650
Northern Iowa NCAA,35,12.03,4.27,2216,1929,1400,693,1705,.406,204,613,.333,339,491,.690,292,1042,313,163,69,425,646,747,1741,.429,233,659,.354,489,645,.758,333,1130,367,198,70,372,556
Northwestern State,29,-14.98,-4.70,2186,2333,1175,780,1749,.446,187,538,.348,586,854,.686,424,1205,425,254,89,479,670,747,1720,.434,182,524,.347,510,838,.609,384,1093,363,229,143,487,678
Northwestern,34,8.32,4.99,2351,2238,1375,746,1767,.422,215,678,.317,531,736,.721,383,1170,496,193,114,439,643,789,1820,.434,317,887,.357,456,639,.714,350,1091,565,221,133,374,651
Notre Dame NCAA,35,13.14,6.22,2635,2393,1415,873,2008,.435,233,668,.349,414,558,.742,372,1128,487,209,117,361,633,918,1953,.470,261,673,.388,538,744,.723,402,1250,585,194,104,362,530
Oakland NCAA,35,-0.64,-2.96,2676,2504,1400,935,2065,.453,190,556,.342,444,661,.672,381,1174,451,241,117,461,718,920,2053,.448,206,640,.322,630,876,.719,477,1344,461,236,169,485,632
Ohio State NCAA,37,19.49,7.37,2740,2274,1490,826,2015,.410,245,727,.337,377,531,.710,373,1174,461,199,75,529,673,983,1999,.492,276,708,.390,498,716,.696,325,1234,545,262,157,413,565
Ohio NCAA,37,4.56,-0.03,2763,2569,1510,905,2165,.418,222,711,.312,537,767,.700,472,1397,515,214,130,566,746,925,2153,.430,278,759,.366,635,883,.719,443,1371,524,278,97,473,696
Oklahoma State NCAA,33,12.34,6.97,2437,2243,1325,770,1835,.420,227,628,.361,476,682,.698,326,1122,380,189,97,440,618,839,1861,.451,274,784,.349,485,679,.714,327,1169,413,214,84,418,664
Oklahoma,31,6.24,7.79,2235,2283,1250,829,1815,.457,235,604,.389,390,541,.721,325,1101,433,204,115,372,560,766,1782,.430,252,721,.350,451,606,.744,324,1066,391,180,84,382,505
Old Dominion NCAA,36,11.39,1.78,2415,2069,1445,752,1867,.403,196,653,.300,369,555,.665,369,1102,402,231,129,509,615,922,2061,.447,166,523,.317,405,625,.648,540,1394,554,282,105,457,560
Oral Roberts,33,-0.88,-3.85,2313,2182,1335,801,1901,.421,194,538,.361,386,587,.658,346,1103,408,209,112,418,644,826,1865,.443,153,484,.316,508,745,.682,406,1272,396,205,149,450,595
Oregon State,32,3.76,5.79,1929,1989,1280,707,1638,.432,187,601,.311,388,556,.698,321,1004,380,220,86,457,577,670,1556,.431,140,475,.295,449,665,.675,321,1019,365,261,63,479,528
Oregon,32,4.00,5.96,2237,2247,1300,771,1720,.448,229,644,.356,476,684,.696,330,1052,424,187,87,464,549,803,1869,.430,185,545,.339,446,624,.715,395,1094,355,220,94,408,606
Pacific,35,2.90,-1.19,2297,2133,1410,733,1797,.408,209,599,.349,458,681,.673,341,1128,366,203,99,403,613,820,1862,.440,226,657,.344,431,662,.651,381,1215,435,192,87,393,605
Penn State,31,6.58,6.32,2013,2005,1245,721,1655,.436,230,634,.363,333,482,.691,258,957,415,180,105,315,527,711,1632,.436,208,607,.343,383,542,.707,301,1055,410,143,54,360,503
Pennsylvania,28,-13.31,-3.31,1751,2031,1130,705,1481,.476,200,519,.385,421,580,.726,276,917,400,199,92,350,481,596,1440,.414,183,577,.317,376,502,.749,263,853,376,147,54,420,535
Pepperdine,31,-8.44,0.94,2044,2316,1255,790,1723,.459,238,675,.353,498,726,.686,331,1108,449,198,121,351,578,693,1760,.394,194,569,.341,464,659,.704,394,1122,342,152,75,423,599
Pittsburgh NCAA,34,14.30,7.39,2336,2101,1390,754,1883,.400,172,548,.314,421,637,.661,385,1099,379,186,133,367,663,809,1811,.447,181,526,.344,537,775,.693,420,1269,536,177,139,421,594
Portland State,32,-3.49,-1.21,2496,2536,1295,908,1874,.485,227,574,.395,493,677,.728,391,1110,513,213,77,426,578,888,1862,.477,258,690,.374,462,644,.717,356,1019,424,201,127,431,596
Portland,32,6.35,2.04,2306,2117,1290,746,1702,.438,225,639,.352,400,607,.659,322,983,389,223,90,444,603,798,1720,.464,253,622,.407,457,622,.735,340,1068,472,207,53,420,504
Prairie View,30,-15.79,-12.11,1930,1865,1210,649,1656,.392,198,669,.296,369,577,.640,359,1156,364,193,105,490,544,682,1723,.396,180,605,.298,386,629,.614,364,1128,392,240,124,427,527
Princeton,31,-0.02,-5.56,1871,1652,1250,573,1439,.398,125,380,.329,381,530,.719,268,913,271,183,92,446,491,660,1497,.441,204,568,.359,347,483,.718,275,951,363,238,101,407,523
Providence,31,7.04,8.24,2554,2547,1245,920,1954,.471,191,557,.343,516,746,.692,427,1180,508,185,124,420,574,913,2104,.434,249,754,.330,479,714,.671,535,1253,443,248,136,394,615
Purdue NCAA,35,17.52,8.81,2467,2144,1405,737,1849,.399,184,520,.354,486,680,.715,381,1225,378,182,91,549,661,867,1957,.443,187,588,.318,546,755,.723,351,1170,493,248,162,381,651
Quinnipiac,33,-3.50,-9.37,2415,2194,1320,760,1831,.415,205,582,.352,469,709,.661,352,1052,387,206,103,466,666,862,1926,.448,133,392,.339,558,774,.721,482,1333,443,232,71,452,627
Radford,31,-6.42,-6.90,2217,2127,1255,766,1928,.397,220,672,.327,375,562,.667,357,1112,426,272,114,390,650,819,1847,.443,138,460,.300,441,744,.593,442,1340,503,182,115,467,495
Rhode Island,36,9.16,3.33,2737,2528,1450,963,2076,.464,186,544,.342,416,623,.668,439,1313,473,179,94,559,673,991,2227,.445,235,705,.333,520,745,.698,477,1258,533,294,182,394,595
Rice,31,-5.72,1.15,1983,2161,1245,726,1640,.443,221,633,.349,488,690,.707,317,1096,431,236,130,449,569,703,1739,.404,164,532,.308,413,638,.647,382,1097,369,229,82,436,615
Richmond NCAA,35,10.03,3.43,2427,2196,1430,761,1927,.395,181,602,.301,493,698,.706,462,1327,347,190,117,528,625,868,1943,.447,250,704,.355,441,630,.700,304,1139,442,289,158,384,634
Rider,33,-3.71,-1.68,2295,2362,1335,835,1900,.439,230,650,.354,462,659,.701,373,1252,475,203,115,463,599,811,1914,.424,218,646,.337,455,661,.688,345,1150,411,225,101,425,582
Robert Morris NCAA,35,-3.71,-6.15,2399,2306,1405,733,1800,.407,221,688,.321,619,861,.719,392,1172,418,246,119,549,701,815,1868,.436,197,546,.361,572,859,.666,412,1227,433,267,80,520,757
Rutgers,32,1.29,5.91,2160,2295,1285,853,1990,.429,193,574,.336,396,588,.673,473,1241,434,259,102,390,556,767,1810,.424,211,635,.332,415,623,.666,381,1146,438,186,227,466,517
Sacramento State,30,-12.41,-2.65,1935,2140,1200,732,1645,.445,197,563,.350,479,647,.740,320,1099,414,206,100,427,529,671,1632,.411,176,507,.347,417,583,.715,266,970,385,216,85,412,563
Sacred Heart,29,-11.39,-8.72,2087,2123,1165,747,1639,.456,161,442,.364,468,641,.730,299,984,372,229,78,406,483,770,1743,.442,252,635,.397,295,477,.618,389,1077,426,201,101,462,550
Saint Francis (PA),30,-15.87,-7.08,1875,2104,1205,718,1579,.455,198,561,.353,470,656,.716,335,1021,416,222,104,407,544,633,1523,.416,203,551,.368,406,555,.732,299,922,386,174,76,476,603
Saint Joseph's,31,-2.13,3.97,2141,2330,1250,844,1894,.446,212,635,.334,430,606,.710,421,1249,481,222,124,448,557,731,1775,.412,191,637,.300,488,687,.710,299,1001,406,226,108,407,553
Saint Louis,36,5.46,2.55,2283,2168,1480,792,1962,.404,138,480,.288,446,659,.677,425,1281,356,227,107,495,656,826,1882,.439,215,674,.319,416,672,.619,333,1206,454,204,169,478,615
Saint Mary's (CA) NCAA,34,13.38,2.20,2668,2258,1365,856,2023,.423,144,478,.301,402,606,.663,390,1096,332,192,79,369,599,944,1950,.484,284,699,.406,496,652,.761,370,1244,543,168,176,394,560
Saint Peter's,30,-2.73,-4.57,1863,1808,1220,606,1607,.377,163,529,.308,433,663,.653,360,1040,323,227,146,442,550,661,1660,.398,152,479,.317,389,586,.664,428,1169,311,227,132,489,591
Sam Houston State NCAA,33,3.71,-3.37,2616,2284,1330,789,1834,.430,204,620,.329,502,737,.681,342,1107,544,210,94,510,676,909,1963,.463,287,775,.370,511,727,.703,410,1247,673,257,85,442,661
Samford,31,-7.32,-2.54,1789,1881,1240,670,1601,.418,261,723,.361,280,427,.656,345,982,365,216,74,335,490,620,1365,.454,247,696,.355,302,453,.667,192,867,405,162,53,399,443
San Diego State NCAA,34,11.34,4.21,2389,2101,1375,745,1843,.404,225,642,.350,386,557,.693,375,1035,420,202,106,453,618,875,1846,.474,179,564,.317,460,741,.621,444,1257,458,251,156,453,552
San Diego,32,-2.60,1.98,1996,2119,1290,724,1592,.455,190,506,.375,481,702,.685,304,1060,376,222,114,432,560,680,1652,.412,220,616,.357,416,584,.712,298,972,367,213,96,429,585
San Francisco,30,-3.48,2.82,2116,2186,1225,773,1725,.448,209,579,.361,431,579,.744,278,967,428,208,94,372,582,723,1618,.447,171,483,.354,499,727,.686,329,1076,369,161,59,441,544
San Jose State,31,-2.06,0.83,2289,2342,1245,862,1901,.453,223,606,.368,395,625,.632,399,1077,507,198,72,313,560,796,1748,.455,202,509,.397,495,680,.728,358,1090,416,145,81,392,521
Santa Clara,32,-5.84,1.66,2049,2225,1285,756,1699,.445,217,544,.399,496,739,.671,357,1090,438,234,130,466,611,696,1692,.411,149,498,.299,508,743,.684,376,1091,316,232,121,493,634
Savannah State,26,-12.90,-5.75,1604,,1045,572,1301,.440,122,364,.335,338,514,.658,251,807,314,189,112,395,432,564,1329,.424,112,370,.303,288,443,.650,292,852,303,194,74,418,476
Seton Hall,32,10.43,5.78,2563,2414,1300,855,2011,.425,195,603,.323,509,716,.711,468,1277,403,167,147,444,584,938,2107,.445,209,627,.333,478,701,.682,456,1240,487,236,168,342,602
Siena NCAA,34,8.48,-1.17,2554,2226,1370,870,2032,.428,209,637,.328,277,434,.638,364,1168,469,207,113,517,630,930,2048,.454,160,498,.321,534,793,.673,442,1310,486,298,119,418,471
South Alabama,32,-7.72,-3.82,2124,2177,1300,740,1812,.408,217,642,.338,480,658,.729,408,1153,376,219,121,458,638,739,1771,.417,160,464,.345,486,685,.709,395,1163,374,193,114,462,588
South Carolina State,32,-9.31,-8.65,2224,2225,1290,790,1812,.436,199,614,.324,446,676,.660,393,1093,407,223,102,481,625,784,1766,.444,162,529,.306,494,675,.732,367,1110,423,224,92,497,602
South Carolina,31,8.26,7.29,2227,2197,1240,785,1754,.448,159,460,.346,468,688,.680,407,1236,394,200,114,508,506,820,1961,.418,216,675,.320,371,571,.650,411,1078,306,269,188,382,549
South Dakota State,30,-6.05,-5.05,2227,2197,1210,795,1716,.463,177,480,.369,430,613,.701,326,1056,368,202,115,405,632,721,1710,.422,212,574,.369,573,769,.745,363,1061,351,166,67,364,554
South Florida,33,8.72,7.21,2226,2176,1330,802,1876,.428,176,551,.319,396,617,.642,407,1142,363,190,113,391,614,775,1757,.441,133,470,.283,543,796,.682,384,1170,392,205,117,415,563
Southeast Missouri State,30,-14.49,-3.06,1927,2172,1221,738,1611,.458,187,516,.362,509,769,.662,332,1095,424,233,116,444,590,662,1621,.408,175,498,.351,428,656,.652,334,1026,335,178,73,465,654
Southeastern Louisiana,31,-3.97,-6.21,2255,2074,1250,719,1815,.396,177,536,.330,459,644,.713,426,1102,352,192,73,442,574,795,1667,.477,209,539,.388,456,648,.704,288,1042,442,231,178,460,614
Southern California,30,8.93,6.47,1789,1715,1210,591,1540,.384,149,461,.323,384,584,.658,303,941,259,166,71,380,513,662,1551,.427,107,360,.297,358,550,.651,331,1047,282,171,132,434,531
Southern Illinois,30,3.44,1.27,2104,2026,1210,678,1529,.443,170,494,.344,500,690,.725,275,962,354,197,81,420,561,740,1614,.458,204,563,.362,420,608,.691,300,978,411,192,83,405,629
Southern Methodist,31,2.39,3.78,2053,1998,1240,700,1640,.427,230,643,.358,368,498,.739,291,917,390,196,67,363,570,710,1554,.457,183,521,.351,450,643,.700,315,1032,333,176,76,425,518
Southern Mississippi,34,4.21,2.25,2200,2034,1360,699,1727,.405,197,656,.300,439,673,.652,316,1047,361,193,94,443,672,758,1821,.416,155,478,.324,529,733,.722,444,1285,326,179,121,432,614
