School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Cleveland State,35,-10.82,-3.64,2402,2613,1410,936,2052,.456,289,813,.355,452,633,.714,390,1335,528,184,115,490,588,853,1965,.434,294,863,.341,402,572,.703,270,1063,456,231,90,458,595
Coastal Carolina,32,-3.91,-2.40,2298,2241,1290,736,1819,.405,276,809,.341,493,680,.725,315,1053,419,224,69,384,620,787,1813,.434,218,660,.330,506,702,.721,388,1244,418,171,116,479,608
Colgate,33,-4.86,-5.73,2394,2315,1320,831,1836,.453,270,735,.367,383,520,.737,285,1128,437,169,101,431,560,829,1897,.437,309,856,.361,427,552,.774,296,1083,426,201,110,363,542
College of Charleston,34,1.83,-3.29,2536,2331,1385,824,1907,.432,239,694,.344,444,602,.738,321,1149,410,140,110,403,617,875,1905,.459,259,720,.360,527,699,.754,285,1129,387,177,119,339,563
Colorado State,32,-3.86,3.79,2314,2537,1295,879,1918,.458,302,842,.359,477,677,.705,321,1166,503,199,82,406,621,811,1941,.418,225,684,.329,467,651,.717,375,1200,409,190,102,426,624
Colorado,32,6.07,7.00,2307,2337,1295,808,1909,.423,265,743,.357,456,649,.703,312,1091,370,235,128,339,594,810,1839,.440,241,672,.359,446,612,.729,324,1200,409,140,122,451,619
Columbia,27,-5.64,-3.02,2062,2085,1090,723,1608,.450,269,715,.376,370,505,.733,275,1000,405,163,72,354,432,746,1686,.442,269,733,.367,301,407,.740,277,962,384,177,93,338,504
Connecticut,32,1.08,6.05,2181,2340,1300,804,1856,.433,288,791,.364,444,629,.706,371,1176,440,163,97,400,543,762,1832,.416,215,659,.326,442,593,.745,326,1096,334,190,119,403,592
Coppin State,32,-20.97,-7.25,1945,2384,1305,810,1897,.427,247,732,.337,517,713,.725,379,1332,449,181,102,404,494,657,1824,.360,265,869,.305,366,497,.736,273,1082,338,172,82,462,649
Cornell,28,-8.80,-3.24,2124,2250,1150,809,1785,.453,258,663,.389,374,516,.725,316,1042,407,186,101,320,529,744,1613,.461,217,639,.340,419,574,.730,232,961,449,144,98,376,499
Creighton,33,16.35,8.10,2756,2444,1330,907,2093,.433,261,785,.332,369,512,.721,303,1160,460,200,99,387,529,1008,2050,.492,343,923,.372,397,531,.748,246,1206,588,187,88,371,501
Dartmouth,27,-10.31,-4.00,1841,1970,1085,724,1552,.466,220,631,.349,302,386,.782,233,901,378,167,78,337,458,651,1454,.448,200,557,.359,339,475,.714,208,847,359,152,86,365,421
Davidson,33,11.02,2.57,2519,2240,1335,802,1826,.439,266,761,.350,370,540,.685,258,1042,417,158,83,352,525,899,1874,.480,353,907,.389,368,461,.798,225,1078,551,155,65,315,503
Dayton,31,1.64,2.70,2244,2277,1260,824,1755,.470,262,684,.383,367,513,.715,277,980,457,186,74,388,540,804,1671,.481,248,736,.337,388,531,.731,240,968,488,162,78,426,510
Delaware State,32,-24.59,-9.32,2034,2458,1300,846,1822,.464,313,813,.385,454,646,.703,367,1146,478,240,106,410,488,742,1781,.417,192,591,.325,358,516,.694,337,1066,348,189,83,489,560
Delaware,33,-6.93,-2.96,2338,2428,1330,869,1909,.455,274,740,.370,416,574,.725,297,1139,453,176,99,338,605,859,1880,.457,192,584,.329,428,657,.651,314,1150,386,164,75,354,554
Denver,30,-5.22,-2.54,2192,2189,1220,746,1719,.434,250,746,.335,447,618,.723,250,929,330,199,87,335,554,803,1699,.473,211,527,.400,375,540,.694,311,1107,452,129,72,451,561
DePaul,31,6.55,8.45,2230,2289,1245,787,1788,.440,286,770,.371,429,578,.742,303,1083,463,219,93,447,557,819,1912,.428,194,626,.310,398,562,.708,383,1160,465,200,94,430,553
Detroit Mercy,32,-12.47,-2.07,2516,2743,1285,959,1989,.482,298,751,.397,527,743,.709,356,1230,525,210,140,434,582,883,2031,.435,281,815,.345,469,621,.755,334,1114,437,212,88,435,649
Drake,34,-0.51,0.59,2506,2495,1390,937,2076,.451,264,784,.337,357,504,.708,322,1235,509,203,122,413,590,862,1972,.437,289,795,.364,493,640,.770,274,1158,504,204,86,412,530
Drexel,33,-7.20,-2.48,2454,2591,1340,948,2054,.462,246,672,.366,449,636,.706,371,1204,472,217,108,374,605,880,1994,.441,227,699,.325,467,646,.723,369,1197,380,176,138,409,583
Duke,37,24.44,9.71,3121,2576,1490,957,2364,.405,279,871,.320,383,526,.728,432,1216,537,210,97,453,671,1125,2288,.492,309,831,.372,562,791,.710,492,1519,648,275,185,460,574
Duquesne,32,-1.08,-3.33,2317,2245,1310,803,1771,.453,192,573,.335,447,645,.693,309,1094,451,171,95,401,560,801,1874,.427,261,745,.350,454,663,.685,387,1148,382,186,140,383,598
East Carolina,30,-8.72,-0.22,1993,2248,1215,818,1808,.452,225,637,.353,385,562,.685,350,1108,476,199,102,360,482,741,1723,.430,182,597,.305,329,494,.666,292,1020,388,148,93,431,530
East Tennessee State,34,3.72,-4.09,2556,2241,1360,778,1929,.403,250,783,.319,435,622,.699,352,1128,375,207,108,500,599,926,1957,.473,244,711,.343,460,648,.710,352,1265,500,265,146,454,613
Eastern Illinois,31,-8.33,-3.40,2065,2120,1245,740,1696,.436,246,643,.383,394,551,.715,308,1070,416,194,99,410,517,732,1726,.424,224,627,.357,377,551,.684,331,1064,392,182,138,417,509
Eastern Kentucky,31,-10.57,-3.68,2230,2371,1245,849,1801,.471,256,654,.391,417,619,.674,327,1106,475,217,106,412,556,778,1779,.437,226,638,.354,448,600,.747,290,1022,405,193,113,401,542
Eastern Michigan,35,-0.23,-2.81,2509,2339,1415,814,2013,.404,278,792,.351,433,599,.723,411,1244,516,240,107,506,591,933,2010,.464,234,698,.335,409,599,.683,353,1230,450,303,227,447,559
Eastern Washington,35,-0.03,-1.55,2619,2520,1410,884,1983,.446,241,673,.358,511,711,.719,289,1181,464,192,77,413,594,936,2017,.464,310,828,.374,437,572,.764,255,1163,440,185,106,402,667
Elon,32,-6.89,-1.69,2346,2437,1320,892,2037,.438,332,901,.368,321,458,.701,341,1224,420,208,95,327,498,842,1916,.439,337,966,.349,325,457,.711,256,1140,507,140,66,373,494
Evansville,32,0.69,1.35,2094,2045,1285,712,1696,.420,246,728,.338,375,545,.688,278,1025,400,229,136,437,594,731,1652,.442,184,448,.411,448,578,.775,240,1058,417,190,92,431,568
Fairfield,33,-4.98,-3.68,2506,2549,1345,886,1946,.455,271,690,.393,506,716,.707,317,1243,422,198,91,457,597,881,2009,.439,303,893,.339,441,621,.710,301,1159,487,211,95,421,663
Fairleigh Dickinson,31,-10.42,-5.66,2313,2350,1240,812,1851,.439,250,705,.355,476,639,.745,382,1144,454,207,89,451,564,842,1868,.451,213,623,.342,416,573,.726,339,1067,416,220,100,426,561
Florida A&M,34,-19.22,-8.34,2343,2684,1385,963,2027,.475,243,697,.349,515,727,.708,426,1329,475,213,111,458,593,831,1981,.419,217,616,.352,464,641,.724,344,1094,370,194,104,471,612
Florida Atlantic,31,-5.36,-0.14,2155,2172,1245,788,1827,.431,192,584,.329,404,583,.693,303,1167,371,201,89,393,466,790,1929,.410,179,551,.325,396,536,.739,357,1194,376,182,124,393,557
Florida Gulf Coast,35,1.93,-5.44,2847,2515,1400,884,2092,.423,267,818,.326,480,712,.674,358,1151,452,245,96,494,620,1045,2117,.494,254,699,.363,503,680,.740,368,1338,535,256,97,494,653
Florida International,32,-4.30,-1.99,2262,2278,1310,799,1841,.434,240,709,.339,440,643,.684,321,1257,431,155,112,467,563,815,1912,.426,203,632,.321,429,704,.609,321,1150,378,242,102,354,585
Florida State,35,15.79,8.50,2806,2551,1420,887,2129,.417,285,802,.355,492,689,.714,383,1228,432,204,104,494,658,994,2125,.468,273,781,.350,543,786,.691,393,1322,523,241,186,456,652
Florida,34,16.67,10.08,2577,2353,1375,832,1946,.428,229,650,.352,460,629,.731,362,1273,394,150,105,468,607,893,2065,.432,308,832,.370,483,673,.718,366,1198,445,237,164,335,591
Fordham,31,-6.74,1.26,1931,2179,1250,806,1738,.464,205,584,.351,362,528,.686,334,1193,496,179,100,440,455,692,1680,.412,227,787,.288,320,452,.708,198,884,419,283,74,386,491
Fresno State,32,8.17,1.84,2459,2201,1295,749,1725,.434,220,601,.366,483,658,.734,254,1001,378,158,96,432,646,885,1805,.490,216,548,.394,473,682,.694,293,1082,415,217,104,384,626
Furman,33,4.43,-3.64,2619,2260,1325,825,1905,.433,224,708,.316,386,550,.702,319,1152,402,178,105,489,539,942,2006,.470,338,950,.356,397,557,.713,316,1157,526,265,72,382,531
Gardner-Webb,32,-9.68,-3.79,2258,2307,1300,798,1839,.434,256,752,.340,455,639,.712,295,1109,465,223,108,404,486,822,1850,.444,236,676,.349,378,526,.719,298,1141,415,195,92,437,568
George Mason,33,-2.99,0.83,2371,2497,1345,899,1994,.451,278,788,.353,421,614,.686,322,1173,465,210,141,376,584,841,1949,.432,230,705,.326,459,619,.742,329,1213,378,200,96,425,541
George Washington,33,-0.72,2.13,2225,2319,1320,857,1891,.453,229,642,.357,376,532,.707,330,1084,441,215,81,374,527,832,1861,.447,180,561,.321,381,537,.709,350,1120,440,189,163,419,486
Georgetown,30,7.16,5.29,2350,2294,1235,821,1870,.439,259,744,.348,393,529,.743,289,1009,459,213,103,377,570,800,1763,.454,226,618,.366,524,676,.775,325,1151,522,164,110,458,531
Georgia Southern,33,-0.54,-3.28,2504,2315,1325,816,1916,.426,245,758,.323,438,661,.663,383,1272,394,140,121,486,677,857,1992,.430,267,784,.341,523,789,.663,402,1248,333,227,120,372,633
Georgia State,35,3.23,-2.78,2614,2356,1415,771,1963,.393,307,901,.341,507,727,.697,416,1296,457,174,117,501,577,937,2033,.461,323,839,.385,417,615,.678,303,1182,455,256,160,395,639
Georgia Tech,32,5.25,7.47,2101,2172,1285,768,1791,.429,227,599,.379,407,569,.715,331,1082,457,203,104,403,543,753,1770,.425,156,490,.318,439,616,.713,334,1084,409,221,171,411,533
Georgia,33,10.24,8.87,2247,2202,1340,778,1975,.394,247,743,.332,399,547,.729,363,1124,347,195,103,318,665,767,1825,.420,201,632,.318,512,732,.699,406,1301,402,126,156,420,533
Gonzaga,37,18.43,2.59,3091,2505,1500,890,2178,.409,272,777,.350,453,633,.716,316,1160,411,190,101,455,681,1125,2261,.498,328,891,.368,513,725,.708,405,1477,564,234,134,420,631
Grambling,31,-12.97,-10.30,2257,2321,1250,792,1820,.435,209,657,.318,528,778,.679,357,1160,398,202,143,465,649,777,1852,.420,154,470,.328,547,769,.711,377,1193,342,239,113,477,674
Grand Canyon,34,3.76,-4.81,2512,2213,1370,767,1906,.402,161,580,.278,518,734,.706,357,1238,328,203,81,511,746,855,1992,.429,251,779,.322,551,785,.702,403,1310,540,211,134,450,685
Green Bay,33,-8.51,-4.08,2517,2499,1330,899,2087,.431,253,811,.312,448,631,.710,372,1307,450,229,143,450,623,859,2027,.424,295,813,.363,504,670,.752,334,1241,459,226,100,453,635
Hampton,34,-8.85,-9.57,2703,2603,1370,913,2175,.420,258,786,.328,519,761,.682,409,1323,454,196,121,438,643,970,2173,.446,198,627,.316,565,727,.777,385,1372,518,183,123,440,672
Hartford,33,-5.54,-5.26,2326,2318,1325,820,1869,.439,262,767,.342,416,622,.669,322,1149,453,194,98,407,561,835,1840,.454,270,783,.345,386,569,.678,274,1100,433,200,123,402,601
Harvard,32,-0.28,-1.70,2182,2129,1305,725,1718,.422,233,682,.342,446,606,.736,250,1030,395,214,79,405,545,764,1775,.430,257,729,.353,397,512,.775,284,1115,406,173,118,445,575
Hawaii,30,-2.32,-2.50,2104,2071,1215,714,1618,.441,196,590,.332,447,619,.722,232,965,299,187,87,423,638,721,1630,.442,202,613,.330,460,670,.687,267,995,428,169,59,402,584
High Point,30,-6.74,-6.37,2126,1993,1205,674,1581,.426,210,611,.344,435,593,.734,283,976,330,190,132,441,512,775,1691,.458,163,456,.357,413,588,.702,322,1039,353,222,82,375,545
Hofstra,31,-0.53,-1.60,2464,2397,1245,874,1831,.477,237,653,.363,412,586,.703,282,1042,432,185,90,362,608,868,1868,.465,260,693,.375,468,686,.682,339,1103,413,156,83,334,576
Holy Cross,31,-9.93,-5.83,1972,2099,1250,713,1653,.431,260,735,.354,413,561,.736,330,1074,425,196,66,399,469,724,1569,.461,203,623,.326,321,465,.690,178,880,421,193,105,381,537
Houston Baptist,31,-16.14,-3.96,2382,2617,1250,912,1895,.481,271,687,.394,522,687,.760,313,1177,509,200,164,456,627,860,2058,.418,219,677,.323,443,710,.624,471,1219,432,206,90,438,605
Houston,35,15.99,4.16,2685,2271,1400,744,1887,.394,231,715,.323,552,785,.703,320,1126,386,175,92,457,648,952,2066,.461,297,768,.387,484,674,.718,404,1352,505,218,106,418,737
Howard,33,-17.26,-9.75,2449,2654,1345,931,1992,.467,251,719,.349,541,773,.700,424,1313,518,186,104,465,646,847,1997,.424,268,772,.347,487,688,.708,369,1153,407,178,93,442,676
Idaho State,30,-5.77,-3.70,2211,2232,1200,816,1789,.456,208,616,.338,392,555,.706,286,1041,353,177,86,358,587,778,1639,.475,252,637,.396,403,594,.678,202,962,354,169,72,408,525
Idaho,31,0.82,-3.94,2330,2134,1245,746,1781,.419,261,754,.346,381,535,.712,264,939,365,164,68,342,572,819,1749,.468,277,679,.408,415,565,.735,307,1138,459,135,80,411,553
Illinois-Chicago,36,-2.91,-4.21,2708,2597,1445,919,2265,.406,245,766,.320,514,744,.691,420,1335,543,258,139,465,673,951,2115,.450,242,697,.347,564,768,.734,368,1384,451,244,242,544,687
Illinois State,33,1.08,3.67,2364,2418,1350,828,1944,.426,240,771,.311,522,738,.707,382,1288,470,213,104,426,589,813,1917,.424,301,883,.341,437,640,.683,315,1171,468,216,131,438,677
Illinois,32,8.50,7.53,2426,2362,1295,788,1669,.472,200,582,.344,586,802,.731,295,1063,410,203,150,543,654,856,1949,.439,236,705,.335,478,653,.732,398,1053,442,240,69,425,720
Incarnate Word,28,-17.71,-5.04,1978,2163,1120,775,1746,.444,212,584,.363,401,565,.710,365,1076,378,210,114,385,552,671,1566,.428,166,493,.337,470,630,.746,279,976,311,169,143,442,521
Indiana State,31,1.54,2.43,2248,2253,1275,760,1714,.443,225,633,.355,508,706,.720,253,1074,384,209,121,439,591,762,1803,.423,270,748,.361,454,644,.705,321,1124,360,233,105,445,614
Indiana,31,9.89,8.25,2229,2178,1255,773,1752,.441,235,640,.367,397,564,.704,315,1055,404,201,124,417,587,806,1767,.456,194,602,.322,423,644,.657,345,1099,435,199,134,386,561
Iona,34,0.76,-2.19,2702,2602,1385,969,2102,.461,267,745,.358,397,602,.659,379,1280,505,172,95,464,577,957,2076,.461,324,846,.383,462,626,.738,290,1146,542,229,103,395,587
Iowa State,31,6.88,9.49,2258,2339,1250,856,1936,.442,261,769,.339,366,513,.713,353,1158,445,185,107,356,553,817,1870,.437,234,653,.358,390,557,.700,338,1134,423,149,129,369,508
Iowa,33,8.13,7.13,2630,2597,1330,953,2061,.462,284,755,.376,407,579,.703,338,1092,537,232,97,365,645,946,1975,.479,252,672,.375,486,699,.695,391,1258,602,172,134,441,548
Purdue-Fort Wayne,33,-1.49,-3.24,2716,2535,1325,924,1999,.462,266,752,.354,421,568,.741,286,1176,431,174,73,500,582,953,2073,.460,339,925,.366,471,654,.720,315,1157,484,264,110,391,538
IUPUI,30,-9.82,-3.53,2047,2180,1205,759,1614,.470,211,608,.347,451,612,.737,275,1022,408,224,127,441,524,731,1723,.424,213,600,.355,372,559,.665,347,1022,385,205,103,427,562
Jackson State,32,-17.66,-10.49,1991,2161,1295,719,1599,.450,205,591,.347,518,736,.704,311,1202,380,152,102,474,508,714,1921,.372,238,724,.329,325,497,.654,401,1087,350,235,89,368,651
Jacksonville State,36,-0.30,-4.87,2587,2369,1450,821,2016,.407,275,836,.329,452,642,.704,336,1169,417,228,93,473,627,954,2091,.456,211,650,.325,468,657,.712,406,1371,542,220,176,469,624
Jacksonville,33,-13.39,-6.12,2405,2482,1345,907,2043,.444,247,790,.313,421,571,.737,342,1219,442,224,119,465,582,897,1993,.450,202,601,.336,409,622,.658,330,1180,415,226,112,472,536
James Madison,32,-5.47,-2.15,2341,2414,1310,811,1804,.450,260,711,.366,532,745,.714,309,1158,458,186,107,426,603,812,1933,.420,231,695,.332,486,667,.729,361,1148,388,228,104,383,670
Kansas State,37,12.84,8.74,2630,2478,1485,842,1980,.425,261,791,.330,533,728,.732,386,1259,459,208,91,533,673,937,2025,.463,254,745,.341,502,684,.734,299,1136,510,294,110,423,684
Kansas,39,21.39,11.87,3174,2803,1565,1031,2419,.426,315,947,.333,424,595,.713,453,1371,500,216,138,501,656,1165,2366,.492,391,974,.401,453,640,.708,372,1388,649,254,160,456,597
Kennesaw State,30,-11.17,-4.31,2182,2328,1205,862,1802,.478,200,613,.326,404,566,.714,327,1057,443,190,86,402,518,805,1771,.455,160,438,.365,412,597,.690,306,987,446,216,93,409,540
Kent State,34,-3.72,-1.75,2482,2502,1370,892,1998,.446,248,735,.337,470,656,.716,352,1194,468,190,106,438,632,871,2049,.425,255,782,.326,485,666,.728,390,1220,393,201,122,442,638
Kentucky,37,17.24,10.73,2840,2599,1485,905,2242,.404,287,955,.301,502,725,.692,437,1240,472,212,134,436,761,998,2115,.472,195,546,.357,649,930,.698,439,1431,489,208,176,480,702
La Salle,32,1.70,2.54,2333,2360,1315,839,1858,.452,241,633,.381,441,627,.703,281,1136,376,201,94,397,554,817,1905,.429,234,710,.330,465,591,.787,292,1124,410,189,90,374,546
Lafayette,31,-9.78,-6.04,2207,2307,1245,856,1886,.454,247,716,.345,348,498,.699,301,1088,391,184,94,318,543,777,1709,.455,263,708,.371,390,507,.769,210,1026,386,131,103,411,515
Lamar,33,-5.19,-7.22,2500,2296,1340,809,1809,.447,215,629,.342,463,669,.692,306,1179,433,185,127,553,658,873,2026,.431,257,750,.343,497,757,.657,425,1246,449,281,75,430,654
Lehigh,30,-6.42,-5.66,2336,2333,1230,828,1849,.448,281,815,.345,396,563,.703,291,1079,476,193,100,356,459,835,1845,.453,293,721,.406,373,480,.777,269,1074,428,184,53,380,553
Liberty,37,-2.67,-6.23,2621,2353,1510,790,1899,.416,316,864,.366,457,626,.730,237,1096,431,218,89,454,636,899,1948,.461,300,805,.373,523,660,.792,269,1239,521,218,94,438,613
Lipscomb,33,-2.10,-3.80,2708,2564,1340,898,2002,.449,249,730,.341,519,751,.691,292,1169,444,233,144,511,712,924,2040,.453,267,813,.328,593,826,.718,346,1276,517,216,102,493,656
Long Beach State,33,-3.75,0.89,2485,2586,1330,955,2040,.468,255,699,.365,421,558,.754,347,1137,498,253,110,449,664,866,1917,.452,196,558,.351,557,765,.728,382,1195,419,218,119,501,592
Long Island University,35,-8.61,-8.19,2696,2674,1405,973,2209,.440,242,743,.326,486,702,.692,401,1275,458,232,91,423,714,935,2055,.455,279,815,.342,547,786,.696,367,1327,442,194,111,496,687
Longwood,33,-18.31,-4.31,2088,2445,1320,856,1938,.442,263,804,.327,470,650,.723,363,1244,428,256,97,419,552,728,1764,.413,226,691,.327,406,591,.687,263,1070,327,218,103,516,575
Louisiana,34,7.58,-2.54,2829,2408,1365,849,1958,.434,212,631,.336,498,721,.691,329,1099,367,197,105,506,637,971,2093,.464,297,818,.363,590,775,.761,435,1325,591,255,147,455,648
Louisiana-Monroe,32,-6.27,-3.31,2235,2187,1290,771,1796,.429,266,774,.344,379,536,.707,310,1108,463,165,125,422,464,811,1863,.435,288,801,.360,325,453,.717,294,1077,446,207,42,380,535
Louisiana State,33,10.93,8.03,2559,2463,1325,875,1922,.455,277,785,.353,436,626,.696,361,1130,418,186,113,450,593,916,1926,.476,268,774,.346,459,628,.731,317,1101,467,252,110,382,585
Louisiana Tech,33,1.33,-0.12,2468,2331,1325,838,1900,.441,230,635,.362,425,600,.708,330,1155,438,185,113,427,605,838,1877,.446,287,765,.375,505,697,.725,313,1137,470,196,132,405,568
Louisville,36,14.30,9.08,2721,2533,1460,913,2208,.413,249,757,.329,456,646,.706,438,1331,404,217,115,482,609,969,2140,.453,280,754,.371,503,683,.736,358,1317,489,251,217,425,585
Loyola (IL),38,10.38,1.81,2721,2377,1520,877,2118,.414,254,786,.323,369,523,.706,335,1158,439,252,119,484,627,995,1963,.507,277,700,.396,454,626,.725,229,1222,594,241,90,472,528
Loyola Marymount,31,-4.38,1.09,2226,2369,1250,817,1645,.497,238,626,.380,497,687,.723,277,996,501,187,147,416,557,803,1813,.443,200,574,.348,421,593,.710,377,1011,439,216,72,407,607
Loyola (MD),31,-12.72,-5.25,2154,2326,1255,805,1714,.470,226,628,.360,490,674,.727,265,1064,404,188,152,414,559,797,1820,.438,163,509,.320,397,608,.653,332,1076,360,218,97,414,614
Maine,32,-14.64,-3.28,2140,2408,1295,833,1894,.440,255,755,.338,487,685,.711,348,1236,444,236,112,434,526,765,1873,.408,225,745,.302,385,559,.689,304,1131,378,206,94,496,624
Manhattan,31,-5.05,-4.15,2147,2175,1260,735,1681,.437,214,620,.345,491,689,.713,335,1045,435,241,69,458,637,737,1661,.444,239,598,.400,434,625,.694,319,1030,433,186,121,482,616
Marist,31,-12.48,-3.57,2239,2515,1260,896,1976,.453,287,778,.369,436,589,.740,342,1139,472,227,93,332,570,761,1710,.445,280,802,.349,437,612,.714,233,1041,369,130,77,488,547
Marquette,35,12.50,9.70,2846,2748,1415,960,2010,.478,244,679,.359,584,782,.747,334,1160,523,206,93,450,593,989,2081,.475,385,924,.417,483,600,.805,314,1114,551,214,128,431,679
Marshall,36,4.21,0.44,3017,2849,1455,1059,2399,.441,265,747,.355,466,684,.681,458,1466,539,239,95,515,675,1042,2232,.467,362,1012,.358,571,747,.764,288,1287,615,252,209,476,617
Maryland-Baltimore County,36,-2.02,-3.84,2630,2466,1440,883,2012,.439,282,819,.344,418,618,.676,339,1289,458,238,96,529,678,926,2088,.443,364,940,.387,414,641,.646,347,1245,547,269,87,440,592
Maryland-Eastern Shore,32,-24.63,-7.57,1992,2473,1280,882,1879,.469,271,750,.361,438,616,.711,373,1261,525,198,108,355,525,710,1844,.385,206,725,.284,366,542,.675,347,1065,347,151,57,417,548
Maryland,32,13.78,7.94,2338,2140,1285,781,1909,.409,244,723,.337,334,452,.739,334,994,408,214,113,351,587,811,1696,.478,229,617,.371,487,645,.755,305,1149,452,138,137,438,512
Massachusetts-Lowell,30,-9.54,-5.78,2286,2356,1205,862,1772,.486,216,584,.370,416,589,.706,318,1091,424,211,99,439,621,791,1719,.460,215,621,.346,489,690,.709,282,969,435,210,86,405,538
Massachusetts,33,-1.66,1.10,2374,2465,1350,879,1927,.456,227,654,.347,480,640,.750,330,1132,526,209,109,375,504,861,1918,.449,293,732,.400,359,481,.746,300,1084,505,159,98,423,595
McNeese State,29,-12.06,-6.10,2184,2209,1170,805,1878,.429,216,627,.344,383,562,.681,361,1118,407,187,86,357,532,780,1787,.436,205,597,.343,419,590,.710,339,1144,327,156,133,416,505
Memphis,34,1.80,2.16,2408,2420,1380,841,1947,.432,296,801,.370,442,630,.702,395,1118,502,248,117,433,701,828,1832,.452,201,634,.317,551,798,.690,391,1166,443,201,129,467,583
Mercer,34,-0.87,-3.50,2561,2373,1380,812,1859,.437,317,893,.355,432,601,.719,275,996,502,202,119,397,626,878,1854,.474,288,749,.385,517,680,.760,325,1176,490,182,55,424,582
Miami (FL),32,12.83,6.96,2361,2173,1290,794,1841,.431,215,655,.328,368,517,.712,314,1088,423,182,108,412,526,875,1881,.465,247,678,.364,362,547,.662,317,1113,424,210,130,367,518
Miami (OH),34,-3.56,-1.15,2449,2404,1390,881,2002,.440,246,749,.328,396,559,.708,305,1174,404,217,120,433,520,886,2006,.442,301,878,.343,376,548,.686,336,1232,453,257,88,453,569
Michigan State,35,22.41,7.10,2807,2271,1405,774,2108,.367,252,748,.337,471,647,.728,369,1058,419,207,88,349,698,991,1996,.496,290,725,.400,535,716,.747,401,1439,670,143,251,459,640
Michigan,41,19.03,9.41,3019,2596,1655,948,2227,.426,222,676,.328,478,663,.721,341,1353,412,172,129,530,729,1092,2335,.468,361,1011,.357,474,717,.661,336,1367,585,261,126,379,643
Middle Tennessee,33,10.29,2.83,2479,2188,1330,738,1713,.431,202,643,.314,510,714,.714,240,1003,385,184,88,438,566,902,1914,.471,241,648,.372,434,585,.742,346,1182,468,201,76,413,651
Milwaukee,33,-4.15,-4.25,2259,2260,1330,811,1865,.435,263,698,.377,375,504,.744,264,1108,408,192,134,406,547,834,1872,.446,235,704,.334,356,528,.674,289,1146,429,196,125,412,545
Minnesota,32,7.01,6.91,2405,2402,1295,876,2000,.438,268,714,.375,382,542,.705,355,1223,502,177,152,364,594,850,1971,.431,218,630,.346,487,692,.704,371,1221,467,181,163,352,492
Mississippi State,37,11.71,6.82,2716,2507,1490,902,2160,.418,274,825,.332,429,626,.685,410,1264,446,201,116,498,610,1000,2151,.465,256,802,.319,460,666,.691,398,1335,491,243,198,483,614
Mississippi Valley State,32,-21.41,-8.13,2075,2500,1300,862,1823,.473,275,747,.368,501,715,.701,344,1273,489,194,171,445,556,758,1979,.383,171,568,.301,388,575,.675,393,1138,327,186,56,421,658
Mississippi,32,6.85,9.16,2426,2500,1300,852,1933,.441,288,761,.378,508,713,.712,361,1230,531,180,116,397,612,841,1999,.421,251,788,.319,493,675,.730,393,1215,468,200,131,365,609
Missouri-Kansas City,32,-10.19,-1.02,2251,2447,1285,840,1850,.454,227,643,.353,540,769,.702,359,1295,438,171,115,481,588,756,1859,.407,284,845,.336,455,640,.711,259,1018,354,202,81,411,681
Missouri State,33,3.08,0.45,2313,2197,1325,779,1898,.410,231,697,.331,408,565,.722,301,1085,381,180,106,326,537,851,1953,.436,234,707,.331,377,527,.715,389,1276,425,153,134,382,575
Missouri,33,13.81,9.19,2399,2246,1330,795,1949,.408,231,706,.327,425,586,.725,343,1079,376,217,117,365,649,794,1765,.450,306,799,.383,505,688,.734,332,1225,443,170,140,469,594
Monmouth,31,-2.41,-1.24,2336,2372,1280,781,1805,.433,292,825,.354,518,750,.691,308,1071,415,211,120,413,657,787,1718,.458,223,574,.389,539,758,.711,276,1115,399,197,73,473,674
Montana State,32,-8.69,-3.53,2434,2524,1295,897,1884,.476,247,701,.352,483,684,.706,287,1165,412,189,106,425,658,817,1929,.424,257,731,.352,543,746,.728,358,1168,401,176,66,399,645
Montana,34,6.28,-2.25,2625,2329,1380,784,1825,.430,209,584,.358,552,764,.723,295,1102,343,168,129,522,674,944,2021,.467,186,549,.339,551,780,.706,400,1258,428,264,114,422,716
Morehead State,29,-10.65,-1.91,2043,2204,1165,765,1634,.468,233,661,.352,441,635,.694,282,983,461,196,103,407,564,712,1655,.430,204,631,.323,415,592,.701,338,1041,344,165,86,456,598
Morgan State,31,-15.67,-11.97,2273,2338,1260,791,1772,.446,239,687,.348,517,736,.702,334,1126,449,194,119,463,665,787,1883,.418,161,478,.337,538,742,.725,421,1187,389,222,88,435,628
Mount St. Mary's,32,-8.15,-8.05,2331,2301,1295,842,1870,.450,243,700,.347,374,509,.735,375,1204,434,187,77,438,533,809,1778,.455,323,853,.379,390,532,.733,212,918,449,221,125,351,492
Murray State,32,6.87,-3.53,2515,2117,1280,761,1841,.413,199,649,.307,396,547,.724,314,1005,322,173,105,402,579,870,1803,.483,271,719,.377,504,687,.734,340,1186,471,216,104,384,559
Navy,32,-6.93,-7.22,2199,2125,1285,744,1645,.452,247,678,.364,390,549,.710,215,939,399,205,119,465,600,771,1737,.444,206,622,.331,451,627,.719,342,1113,450,206,41,453,553
