School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
IUPUI,32,-4.29,-1.62,2500,2517,1290,860,1823,.472,227,628,.361,570,754,.756,296,1129,429,185,129,438,639,883,1957,.451,288,743,.388,446,653,.683,348,1104,455,217,87,401,655
Jackson State,32,-15.42,-11.55,2066,2142,1290,696,1602,.434,188,565,.333,562,782,.719,282,1096,375,161,97,441,574,716,1860,.385,217,730,.297,417,619,.674,425,1162,350,197,83,390,648
Jacksonville State NCAA,35,-2.85,-3.24,2434,2378,1410,816,1955,.417,268,716,.374,478,663,.721,343,1116,400,210,106,381,626,857,1869,.459,258,685,.377,462,647,.714,355,1244,493,157,134,477,628
Jacksonville,33,-10.21,-8.45,2557,2477,1325,882,1857,.475,281,750,.375,432,648,.667,296,1101,452,186,99,483,615,878,1885,.466,327,812,.403,474,644,.736,302,1081,445,265,63,424,620
James Madison,33,-5.64,-1.83,2194,2299,1335,775,1767,.439,262,757,.346,487,679,.717,275,1025,418,202,88,391,605,770,1733,.444,208,629,.331,446,622,.717,310,1133,385,194,89,467,665
Kansas State NCAA,35,14.80,10.48,2523,2372,1405,827,1921,.431,250,654,.382,468,642,.729,382,1171,459,220,114,525,682,869,1883,.461,247,683,.362,538,775,.694,330,1132,521,271,130,453,630
Kansas NCAA,36,23.53,12.23,2995,2588,1455,924,2200,.420,268,753,.356,472,660,.715,401,1234,461,245,132,483,673,1071,2193,.488,318,787,.404,535,789,.678,428,1393,584,250,162,456,639
Kennesaw State,32,-8.44,-5.97,2401,2456,1280,885,1876,.472,220,590,.373,466,689,.676,315,1101,390,212,97,398,585,892,1932,.462,206,495,.416,411,595,.691,358,1146,507,163,95,431,613
Kent State NCAA,36,0.88,-1.63,2772,2628,1465,931,2139,.435,265,761,.348,501,713,.703,385,1238,483,214,86,502,705,986,2302,.428,257,803,.320,543,755,.719,539,1454,449,230,134,465,685
Kentucky NCAA,38,23.88,10.49,3225,2716,1525,979,2309,.424,235,768,.306,523,774,.676,388,1332,431,182,127,544,867,1134,2396,.473,267,757,.353,690,980,.704,470,1512,585,229,200,443,716
La Salle,30,1.91,2.94,2266,2297,1220,810,1733,.467,262,665,.394,415,573,.724,276,998,450,185,87,375,548,761,1666,.457,255,700,.364,489,638,.766,249,973,425,191,64,393,559
Lafayette,30,-14.68,-3.50,1995,2282,1205,807,1766,.457,292,771,.379,376,549,.685,301,1120,448,229,65,388,540,712,1655,.430,221,662,.334,350,492,.711,205,956,378,148,85,436,514
Lamar,34,-7.36,-7.93,2623,2434,1375,853,1850,.461,187,580,.322,541,767,.705,330,1162,452,199,154,545,694,907,1977,.459,265,732,.362,544,813,.669,389,1189,481,271,95,455,733
Lehigh,32,1.54,-3.30,2432,2261,1295,816,1879,.434,249,718,.347,380,519,.732,269,1029,431,204,82,420,567,857,1788,.479,270,689,.392,448,580,.772,232,1100,467,215,99,450,539
Liberty,35,-5.51,-6.16,2331,2220,1415,738,1702,.434,241,719,.335,503,698,.721,252,1179,378,158,84,499,607,779,1787,.436,319,888,.359,454,612,.742,173,990,453,229,65,363,670
Lipscomb,33,-1.55,-4.45,2804,2562,1325,872,1967,.443,243,699,.348,575,828,.694,361,1171,432,224,106,514,734,939,1978,.475,340,928,.366,586,811,.723,340,1213,599,218,104,500,702
Long Beach State,34,-5.98,-0.60,2549,2666,1385,939,2028,.463,263,696,.378,525,749,.701,384,1236,471,232,141,469,690,895,2035,.440,216,616,.351,543,750,.724,396,1212,447,199,92,488,682
Long Island University,32,-7.80,-8.51,2278,2218,1295,766,1796,.427,222,633,.351,464,659,.704,330,1058,388,198,124,434,642,803,1846,.435,184,534,.345,488,710,.687,423,1242,350,186,107,460,641
Longwood,30,-21.23,-6.16,2018,2408,1200,874,1833,.477,249,628,.396,411,590,.697,361,1141,422,238,73,380,480,738,1660,.445,186,568,.327,356,487,.731,218,922,324,175,124,456,539
Louisiana,33,-0.64,-3.28,2704,2518,1325,905,1913,.473,230,639,.360,478,686,.697,298,1059,411,202,109,495,685,945,2022,.467,231,673,.343,583,839,.695,442,1252,475,233,91,440,621
Louisiana-Monroe,33,-7.88,-2.56,2198,2299,1350,816,1881,.434,239,671,.356,428,633,.676,333,1156,426,201,128,373,530,814,1916,.425,237,713,.332,333,498,.669,347,1174,443,154,73,433,576
Louisiana State,31,0.53,8.69,2319,2572,1240,897,1899,.472,277,724,.383,501,698,.718,349,1143,476,215,112,383,556,853,1893,.451,196,584,.336,417,599,.696,355,1115,397,186,110,451,593
Louisiana Tech,33,5.20,-4.35,2557,2203,1325,810,1955,.414,230,671,.343,353,517,.683,314,1130,456,189,103,457,576,911,1952,.467,257,711,.361,478,674,.709,335,1244,543,223,176,407,519
Louisville NCAA,34,22.47,11.15,2628,2243,1370,760,1894,.401,213,674,.316,510,734,.695,348,1139,367,169,117,460,622,952,2085,.457,238,670,.355,486,708,.686,457,1343,461,227,186,374,652
Loyola (IL),32,5.15,1.02,2348,2137,1300,766,1716,.446,212,582,.364,393,554,.709,263,1032,375,173,104,463,560,852,1754,.486,259,665,.389,385,543,.709,218,1000,474,218,76,377,545
Loyola Marymount,30,-0.47,1.60,2113,2125,1205,718,1599,.449,197,567,.347,492,688,.715,294,1043,433,185,104,447,557,779,1755,.444,217,614,.353,338,545,.620,332,1022,444,228,120,395,610
Loyola (MD),33,-6.32,-3.60,2175,2249,1330,810,1748,.463,189,574,.329,440,613,.718,289,1058,418,235,142,478,650,753,1791,.420,177,538,.329,492,711,.692,381,1113,385,240,113,496,636
Maine,32,-16.33,-4.01,2069,2400,1280,861,1866,.461,234,648,.361,444,616,.721,310,1191,448,212,111,369,512,746,1852,.403,212,665,.319,365,558,.654,325,1122,377,165,63,419,562
Manhattan,32,-9.67,-2.61,2259,2485,1305,796,1759,.453,224,571,.392,669,940,.712,330,1126,479,209,125,468,685,754,1813,.416,209,636,.329,542,743,.729,355,1118,350,224,103,530,790
Marist,32,-12.33,-2.74,2223,2530,1290,879,1909,.460,250,663,.377,522,707,.738,374,1228,474,204,99,350,614,749,1747,.429,245,736,.333,480,662,.725,235,998,352,146,83,409,628
Marquette NCAA,32,15.26,8.60,2631,2418,1285,859,1871,.459,235,639,.368,465,667,.697,319,1077,511,210,114,418,548,919,1888,.487,336,783,.429,457,585,.781,280,1058,525,231,115,396,620
Marshall,35,0.18,-1.05,2997,2939,1415,1104,2393,.461,242,704,.344,489,742,.659,469,1474,521,214,117,462,714,1021,2237,.456,356,962,.370,599,816,.734,325,1291,576,211,140,433,643
Maryland-Baltimore County,34,-3.84,-5.87,2759,2624,1390,922,2031,.454,274,775,.354,506,700,.723,320,1205,477,190,82,436,636,957,2041,.469,330,840,.393,515,691,.745,307,1199,507,224,80,411,625
Maryland-Eastern Shore,34,-13.77,-7.61,2424,2583,1380,880,1938,.454,263,745,.353,562,794,.708,398,1321,499,187,117,482,626,854,2013,.424,262,765,.342,456,668,.683,337,1142,449,193,89,425,665
Maryland NCAA,33,12.79,8.29,2438,2246,1325,797,1917,.416,212,628,.338,440,626,.703,383,1160,369,202,118,418,646,827,1840,.449,272,757,.359,512,732,.699,351,1173,472,180,154,426,613
Massachusetts-Lowell,31,-10.13,-6.40,2429,2517,1255,872,1882,.463,255,695,.367,518,704,.736,329,1080,477,269,82,408,574,877,1825,.481,258,662,.390,417,567,.735,280,1038,495,171,64,474,622
Massachusetts,33,1.63,1.66,2371,2372,1320,783,1897,.413,212,615,.345,594,844,.704,368,1220,453,221,95,472,603,847,1939,.437,234,789,.297,443,671,.660,333,1185,529,250,169,489,722
McNeese State,29,-14.28,-4.12,2043,2292,1165,796,1774,.449,196,562,.349,504,702,.718,380,1193,428,184,93,384,569,715,1697,.421,195,587,.332,418,610,.685,285,977,302,159,91,403,573
Memphis,32,6.47,3.19,2367,2262,1290,794,1879,.423,246,729,.337,428,623,.687,352,1161,433,185,132,435,608,852,1926,.442,181,613,.295,482,706,.683,373,1172,508,221,150,368,534
Mercer,32,-1.12,-0.92,2269,2184,1295,735,1771,.415,272,790,.344,442,592,.747,316,999,430,180,105,328,591,787,1774,.444,244,698,.350,449,574,.782,367,1174,433,134,74,367,546
Miami (FL) NCAA,33,14.48,9.57,2278,2116,1325,761,1817,.419,208,631,.330,386,522,.739,318,1043,395,197,101,392,553,813,1800,.452,209,587,.356,443,617,.718,363,1176,389,213,125,417,513
Miami (OH),32,-8.16,-2.10,2249,2384,1290,796,1842,.432,271,782,.347,521,709,.735,357,1223,392,259,115,484,639,787,1815,.434,199,647,.308,476,689,.691,298,1091,364,238,125,467,642
Michigan State NCAA,35,13.67,10.50,2515,2404,1405,832,2027,.410,229,662,.346,511,704,.726,349,1150,446,211,105,380,658,905,1927,.470,273,732,.373,432,646,.669,328,1275,591,151,162,490,699
Michigan NCAA,38,18.80,10.17,2851,2523,1535,958,2060,.465,224,593,.378,383,560,.684,348,1210,438,162,95,478,650,1002,2076,.483,361,937,.385,486,624,.779,280,1111,527,220,108,348,571
Middle Tennessee NCAA,36,9.80,-0.48,2697,2299,1445,791,1882,.420,219,678,.323,498,700,.711,286,1088,400,171,85,476,602,1014,2077,.488,228,622,.367,441,631,.699,355,1273,552,242,100,374,655
Milwaukee,35,-7.37,-2.17,2347,2494,1430,891,1915,.465,267,757,.353,445,634,.702,291,1175,479,203,124,408,580,860,1949,.441,272,782,.348,355,538,.660,280,1107,467,164,53,409,641
Minnesota NCAA,34,14.56,8.82,2556,2361,1390,857,2142,.400,220,712,.309,427,626,.682,415,1312,460,192,124,429,687,887,2037,.435,209,610,.343,573,806,.711,378,1341,507,194,227,393,577
Mississippi State,32,7.12,5.90,2320,2281,1285,792,1852,.428,199,632,.315,498,701,.710,354,1182,373,164,108,448,560,821,1849,.444,247,711,.347,431,627,.687,310,1130,386,239,131,433,638
Mississippi Valley State,32,-20.54,-7.11,2235,2665,1295,935,1910,.490,286,751,.381,509,722,.705,368,1250,521,237,117,456,600,818,1942,.421,174,508,.343,423,651,.650,385,1108,374,218,60,460,624
Mississippi,36,9.65,7.99,2807,2747,1450,938,2204,.426,321,884,.363,550,785,.701,414,1313,557,244,131,501,756,914,2162,.423,283,815,.347,696,926,.752,458,1422,465,243,149,516,702
Missouri-Kansas City,35,-4.97,-1.06,2691,2753,1405,951,2081,.457,257,759,.339,594,873,.680,389,1317,490,222,97,522,709,911,2076,.439,315,848,.371,554,777,.713,353,1213,451,236,92,510,772
Missouri State,33,2.84,1.18,2403,2277,1345,801,1844,.434,224,656,.341,451,601,.750,268,1026,436,196,86,371,614,838,1895,.442,270,744,.363,457,652,.701,377,1212,403,176,127,406,585
Missouri,32,2.98,6.73,2213,2333,1290,779,1821,.428,247,719,.344,528,775,.681,351,1259,397,168,145,439,670,744,1893,.393,225,739,.304,500,732,.683,357,1168,386,200,68,384,647
Monmouth,34,4.94,-2.62,2761,2504,1375,853,2097,.407,266,796,.334,532,748,.711,399,1299,444,201,151,498,697,929,2127,.437,303,813,.373,600,793,.757,380,1310,431,235,155,425,697
Montana State,32,-6.14,-5.88,2561,2532,1320,815,1815,.449,263,702,.375,639,900,.710,310,1184,401,185,99,429,704,857,1968,.435,320,853,.375,527,722,.730,336,1167,423,181,74,393,732
Montana,32,-2.67,-4.02,2391,2348,1290,802,1737,.462,202,585,.345,542,772,.702,283,1082,362,166,130,404,605,843,1879,.449,238,667,.357,467,621,.752,310,1084,416,181,91,345,699
Morehead State,30,-3.60,-1.85,2370,2311,1215,780,1689,.462,261,679,.384,490,697,.703,269,981,401,156,108,440,526,878,1906,.461,219,568,.386,395,544,.726,396,1129,482,202,95,404,633
Morgan State,30,-15.03,-11.20,2025,2121,1210,749,1710,.438,163,570,.286,460,699,.658,336,1129,418,210,113,433,593,691,1793,.385,159,541,.294,484,681,.711,424,1168,322,170,101,420,602
Mount St. Mary's NCAA,36,-4.29,-3.51,2446,2474,1445,923,2039,.453,190,558,.341,438,664,.660,427,1351,405,230,99,534,674,877,1977,.444,261,730,.358,431,640,.673,276,1082,403,222,142,472,640
Murray State,33,-3.06,-4.41,2639,2543,1350,879,1955,.450,260,722,.360,525,742,.708,346,1201,439,191,107,434,640,899,2040,.441,289,803,.360,552,751,.735,399,1243,458,198,75,403,659
Navy,32,-4.11,-3.92,2076,2055,1285,708,1557,.455,223,625,.357,414,600,.690,244,960,416,242,93,497,616,735,1740,.422,206,670,.307,400,624,.641,424,1134,433,227,66,464,594
Omaha,32,-2.24,-1.11,2685,2673,1295,941,2031,.463,291,788,.369,500,678,.737,355,1209,492,214,125,481,682,895,1972,.454,297,765,.388,598,799,.748,338,1149,442,262,107,444,616
Nebraska,31,6.47,10.74,2168,2264,1260,805,1800,.447,240,601,.399,414,593,.698,323,1125,411,192,148,422,564,793,1906,.416,179,560,.320,403,568,.710,411,1187,354,211,116,411,577
Nevada-Las Vegas,32,-3.75,2.59,2202,2405,1295,882,1957,.451,256,677,.378,385,559,.689,317,1216,442,196,145,377,664,747,1893,.395,213,666,.320,495,711,.696,365,1210,412,189,85,410,539
Nevada NCAA,35,10.49,2.03,2792,2496,1405,920,2149,.428,236,762,.310,420,607,.692,341,1229,478,193,78,397,724,933,2082,.448,320,837,.382,606,859,.705,386,1351,559,189,152,386,581
New Hampshire,32,-3.57,-4.46,2277,2118,1300,786,1848,.425,214,665,.322,330,524,.630,251,1032,356,197,94,336,589,783,1787,.438,256,727,.352,455,628,.725,324,1227,398,129,59,401,505
New Mexico State NCAA,34,4.66,-3.82,2678,2310,1365,827,1972,.419,188,640,.294,468,686,.682,371,1124,359,178,65,466,736,913,1957,.467,252,747,.337,600,843,.712,436,1339,505,166,128,465,627
New Mexico,31,3.04,2.07,2283,2253,1245,766,1771,.433,261,708,.369,460,667,.690,307,1049,436,233,102,416,651,778,1693,.460,145,444,.327,582,780,.746,274,1071,419,189,109,403,611
New Orleans NCAA,32,-4.10,-5.34,2331,2215,1300,792,1793,.442,209,661,.316,422,614,.687,349,1016,405,269,106,521,684,830,1755,.473,139,438,.317,532,749,.710,386,1140,500,252,97,534,562
Niagara,33,-8.34,-4.37,2448,2579,1335,921,2090,.441,268,733,.366,469,643,.729,385,1268,509,195,135,382,634,846,2035,.416,244,667,.366,512,683,.750,389,1260,416,172,152,428,604
Nicholls State,31,-14.57,-5.23,2316,2464,1255,882,1882,.469,258,649,.398,442,645,.685,402,1230,501,195,113,475,611,771,1804,.427,278,805,.345,496,671,.739,303,1020,430,234,190,451,599
NJIT,31,-10.12,-4.22,2253,2320,1245,814,1773,.459,254,677,.375,438,623,.703,250,1046,439,196,89,416,585,786,1857,.423,258,775,.333,421,599,.703,343,1134,395,203,89,418,599
Norfolk State,34,-12.07,-8.57,2374,2430,1380,822,2024,.406,266,785,.339,520,795,.654,380,1244,465,201,128,418,653,827,1949,.424,225,663,.339,495,727,.681,365,1307,375,173,180,502,705
North Carolina-Asheville,33,0.84,-5.61,2544,2261,1345,815,1814,.449,249,702,.355,382,581,.657,298,1142,454,178,107,547,586,908,1908,.476,264,670,.394,464,681,.681,281,1096,512,306,64,384,553
North Carolina A&T,32,-23.07,-9.61,2056,2435,1300,817,1840,.444,291,768,.379,510,711,.717,371,1110,522,186,125,312,540,728,1716,.424,200,610,.328,400,587,.681,351,1102,352,144,69,466,629
North Carolina Central NCAA,34,-3.18,-12.12,2542,2159,1360,788,2007,.393,210,724,.290,373,576,.648,416,1225,359,155,92,474,608,910,2005,.454,255,761,.335,467,684,.683,397,1313,480,209,112,406,587
North Carolina-Greensboro,35,-0.10,-2.63,2628,2424,1400,832,1942,.428,258,719,.359,502,673,.746,361,1119,441,225,106,486,605,947,2043,.464,308,807,.382,426,603,.706,405,1243,525,245,133,474,638
North Carolina State,32,6.09,8.09,2483,2547,1290,918,2039,.450,268,726,.369,443,619,.716,380,1156,450,208,93,361,576,888,1898,.468,226,635,.356,481,687,.700,329,1161,457,162,140,428,582
North Carolina-Wilmington NCAA,35,8.06,-0.55,2967,2624,1405,938,1964,.478,192,568,.338,556,777,.716,320,1184,433,171,97,504,662,1071,2231,.480,336,917,.366,489,708,.691,422,1261,564,234,115,363,699
North Carolina NCAA,40,24.84,11.76,3377,2824,1605,982,2377,.413,319,939,.340,541,746,.725,362,1258,458,249,177,544,778,1226,2633,.466,283,798,.355,642,916,.701,630,1748,722,283,139,473,711
North Dakota State,30,-1.31,-2.63,2244,2146,1215,757,1764,.429,251,660,.380,379,535,.708,301,1046,407,171,88,369,574,775,1693,.458,232,630,.368,462,650,.711,258,1047,365,183,111,348,501
North Dakota NCAA,32,-1.83,-5.45,2578,2357,1300,824,1858,.443,215,612,.351,494,715,.691,310,1123,369,201,75,479,654,926,1919,.483,228,585,.390,498,698,.713,297,1146,487,251,93,419,672
North Florida,34,-7.78,-1.65,2637,2674,1360,960,2143,.448,257,718,.358,497,725,.686,410,1224,511,273,112,408,654,926,2025,.457,295,841,.351,490,748,.655,423,1321,447,185,143,542,639
North Texas,30,-11.14,-3.32,2075,2258,1205,784,1815,.432,231,678,.341,459,616,.745,347,1163,413,207,108,398,548,740,1747,.424,186,582,.320,409,633,.646,300,1075,338,199,95,410,567
Northeastern,31,-0.78,-0.91,2234,2230,1255,806,1773,.455,235,646,.364,383,550,.696,284,1051,424,180,111,359,571,767,1682,.456,267,728,.367,433,636,.681,264,1039,414,170,112,390,522
Northern Arizona,32,-13.92,-5.95,2217,2436,1285,879,1913,.459,253,750,.337,425,617,.689,303,1145,459,220,101,386,631,769,1892,.406,239,746,.320,440,644,.683,382,1218,440,142,63,465,590
Northern Colorado,29,-9.27,-4.20,2075,2167,1170,763,1677,.455,222,631,.352,419,588,.713,253,1047,361,179,103,375,574,732,1666,.439,254,732,.347,357,590,.605,310,1075,392,147,64,407,563
Northern Illinois,32,-3.29,-2.05,2310,2261,1310,777,1786,.435,256,738,.347,451,675,.668,311,1109,443,189,102,477,658,828,1891,.438,161,516,.312,493,728,.677,400,1211,347,226,80,429,618
Northern Iowa,30,1.29,5.22,1854,1931,1215,697,1624,.429,230,635,.362,307,409,.751,271,1099,365,174,65,415,553,622,1559,.399,229,702,.326,381,520,.733,182,878,298,197,84,342,464
Northern Kentucky NCAA,35,-0.17,-2.84,2659,2507,1400,918,2087,.440,227,699,.325,444,628,.707,322,1165,417,207,146,427,643,928,2037,.456,300,859,.349,503,740,.680,391,1319,486,200,98,468,622
Northwestern State,29,-12.03,-6.07,2204,2301,1170,816,1737,.470,228,605,.377,441,663,.665,325,1065,477,203,94,424,628,751,1698,.442,203,555,.366,499,723,.690,337,1049,405,196,77,439,568
Northwestern NCAA,36,14.02,8.43,2558,2357,1440,817,2025,.403,233,698,.334,490,732,.669,404,1275,428,206,139,430,640,913,2094,.436,256,747,.343,476,637,.747,386,1304,540,190,175,383,691
Notre Dame NCAA,36,17.81,9.78,2783,2494,1445,914,2118,.432,250,739,.338,416,565,.736,387,1278,467,188,146,456,575,980,2139,.458,334,869,.384,489,611,.800,334,1212,566,255,134,341,533
Oakland,34,4.22,-3.00,2699,2419,1365,882,2166,.407,225,703,.320,430,614,.700,388,1246,451,217,109,483,665,935,2057,.455,247,738,.335,582,765,.761,353,1324,576,266,170,462,592
Ohio State,32,10.31,7.28,2329,2232,1285,791,1902,.416,278,780,.356,372,560,.664,351,1119,417,158,98,387,615,827,1786,.463,211,592,.356,464,680,.682,324,1191,434,166,121,423,562
Ohio,31,3.90,-2.56,2387,2166,1240,768,1853,.414,218,675,.323,412,602,.684,326,1149,337,182,86,417,611,835,1837,.455,285,742,.384,432,626,.690,284,1141,415,182,88,388,550
Oklahoma State NCAA,33,19.19,12.22,2828,2589,1320,875,1856,.471,235,641,.367,604,834,.724,345,1083,451,213,142,491,683,957,2050,.467,294,732,.402,620,786,.789,454,1215,486,252,99,432,730
Oklahoma,31,11.42,12.62,2262,2299,1265,806,1871,.431,259,711,.364,428,627,.683,344,1152,416,218,139,415,579,788,1863,.423,192,558,.344,494,685,.721,361,1173,328,213,147,428,602
Old Dominion,31,1.94,-1.35,1998,1896,1250,632,1579,.400,202,601,.336,430,609,.706,265,1015,319,154,100,400,570,727,1765,.412,157,485,.324,387,602,.643,412,1190,422,196,142,348,566
Oral Roberts,30,-5.51,1.24,2252,2398,1210,857,1832,.468,277,698,.397,407,576,.707,307,1109,475,204,94,357,524,810,1819,.445,216,588,.367,416,548,.759,278,1034,423,162,88,360,534
Oregon State,32,-4.59,5.89,2021,2321,1285,798,1793,.445,237,661,.359,488,696,.701,350,1128,439,259,99,376,578,721,1686,.428,203,586,.346,376,569,.661,290,1038,380,177,118,491,611
Oregon NCAA,39,20.80,8.38,3076,2565,1565,932,2311,.403,273,873,.313,428,595,.719,408,1274,456,186,133,516,742,1091,2270,.481,334,880,.380,560,787,.712,412,1431,614,253,248,454,614
Pacific,33,-4.57,2.09,2206,2371,1325,800,1782,.449,259,734,.353,512,736,.696,268,1159,481,168,140,383,642,784,1939,.404,185,560,.330,453,671,.675,385,1225,396,140,63,386,690
Penn State,33,7.90,8.90,2367,2400,1345,856,1990,.430,246,677,.363,442,620,.713,370,1282,440,217,134,491,609,825,1989,.415,230,679,.339,487,654,.745,330,1166,449,224,184,430,596
Pennsylvania,28,-0.65,-1.50,1928,1904,1125,650,1561,.416,222,617,.360,382,524,.729,294,998,355,159,86,381,448,710,1603,.443,234,690,.339,274,417,.657,267,972,401,181,100,358,501
Pepperdine,31,-10.00,1.87,2140,2490,1240,910,1874,.486,292,698,.418,378,535,.707,299,1129,513,191,118,337,566,807,1811,.446,178,482,.369,348,543,.641,295,1033,420,157,84,389,531
Pittsburgh,33,9.25,11.06,2404,2464,1340,910,2028,.449,261,734,.356,383,540,.709,354,1153,498,173,113,322,616,807,1825,.442,263,728,.361,527,719,.733,314,1158,473,127,112,396,548
Portland State,31,-7.06,-6.63,2645,2535,1280,900,1873,.481,276,747,.369,459,632,.726,322,1173,510,183,85,527,624,959,1991,.482,238,697,.341,489,743,.658,322,1064,491,307,81,376,590
Portland,33,-5.81,2.32,2215,2383,1335,846,1971,.429,290,814,.356,401,578,.694,373,1209,460,199,125,382,643,758,1793,.423,214,573,.373,485,655,.740,278,1098,325,163,112,424,581
Prairie View,33,-14.54,-8.48,2276,2419,1330,806,1756,.459,213,610,.349,594,861,.690,383,1253,426,179,127,502,576,788,1839,.428,237,678,.350,463,659,.703,292,1019,404,273,121,436,700
Presbyterian,30,-23.63,-5.95,1836,2245,1205,766,1674,.458,285,734,.388,428,607,.705,321,1053,429,251,112,348,507,667,1618,.412,181,523,.346,321,468,.686,300,979,364,143,72,451,519
Princeton NCAA,30,6.57,-1.84,2149,1843,1205,652,1568,.416,195,587,.332,344,499,.689,238,1002,317,134,78,394,458,772,1716,.450,298,789,.378,307,416,.738,247,1003,426,200,93,298,482
Providence NCAA,33,11.24,7.84,2319,2207,1325,810,1840,.440,207,631,.328,380,562,.676,322,1142,392,206,96,454,629,804,1795,.448,239,645,.371,472,683,.691,294,1101,471,218,98,412,569
Purdue NCAA,35,20.13,8.79,2790,2393,1415,902,2145,.421,242,728,.332,347,491,.707,313,1088,451,228,109,411,666,980,2044,.479,315,782,.403,515,680,.757,344,1322,640,181,87,455,552
Quinnipiac,31,-9.86,-3.22,2377,2583,1250,899,1936,.464,239,629,.380,546,739,.739,342,1178,497,242,106,393,617,848,2008,.422,228,700,.326,453,663,.683,432,1223,447,178,111,448,607
Radford,32,-11.34,-4.58,2090,2247,1300,826,1851,.446,214,600,.357,381,551,.691,300,1060,382,223,118,327,498,745,1802,.413,247,715,.345,353,530,.666,396,1219,393,153,114,470,550
Rhode Island NCAA,35,12.88,4.62,2577,2288,1405,762,1875,.406,166,563,.295,598,845,.708,373,1212,353,184,104,459,692,916,2019,.454,217,653,.332,528,791,.668,409,1301,467,227,206,389,725
Rice,35,0.51,-4.16,2853,2650,1415,942,2146,.439,229,693,.330,537,760,.707,341,1213,456,252,96,472,745,946,2048,.462,326,840,.388,635,858,.740,353,1331,484,221,129,524,669
Richmond,35,5.45,3.28,2596,2520,1410,890,2012,.442,229,714,.321,511,697,.733,373,1279,472,197,105,492,625,938,1993,.471,271,793,.342,449,630,.713,236,1078,592,232,67,399,634
Rider,33,-5.34,-5.28,2498,2500,1325,859,2007,.428,247,732,.337,535,721,.742,339,1191,449,236,118,444,669,907,2034,.446,179,539,.332,505,752,.672,421,1331,466,219,119,481,650
Robert Morris,33,-8.56,-5.13,2125,2238,1325,777,1773,.438,162,545,.297,522,754,.692,354,1227,390,212,129,548,689,728,1818,.400,183,574,.319,486,750,.648,363,1139,348,261,80,497,671
Rutgers,33,3.69,6.22,2163,2215,1325,778,1882,.413,232,709,.327,427,594,.719,356,1158,448,216,167,427,605,809,1967,.411,152,502,.303,393,631,.623,480,1319,360,217,153,437,584
Sacramento State,31,-10.69,-5.58,2204,2303,1260,827,1828,.452,235,616,.381,414,584,.709,307,1085,442,175,90,333,596,808,1759,.459,160,506,.316,428,657,.651,306,1100,408,145,135,360,568
Sacred Heart,32,-10.95,-7.52,2326,2436,1305,871,1895,.460,258,681,.379,436,631,.691,310,1117,405,261,132,459,642,832,1882,.442,200,597,.335,462,659,.701,361,1194,459,217,86,516,617
Saint Francis (PA),34,-8.13,-7.65,2577,2533,1375,924,2157,.428,312,853,.366,373,512,.729,407,1244,492,227,116,457,577,943,2021,.467,277,709,.391,414,598,.692,342,1243,472,225,136,491,551
Saint Joseph's,31,0.14,3.69,2155,2265,1250,779,1795,.434,281,805,.349,426,584,.729,283,1111,453,173,92,392,633,755,1808,.418,174,537,.324,471,725,.650,351,1132,352,150,106,371,547
Saint Louis,33,-6.09,1.85,2026,2288,1330,784,1787,.439,240,674,.356,480,688,.698,305,1178,496,209,129,367,598,700,1733,.404,230,672,.342,396,597,.663,279,1093,423,164,95,441,639
Saint Mary's (CA) NCAA,34,16.75,2.19,2449,1954,1360,738,1792,.412,149,496,.300,329,476,.691,245,903,297,190,82,318,548,892,1797,.496,293,744,.394,372,499,.745,324,1205,563,143,110,365,512
Saint Peter's,36,1.60,-3.60,2376,2189,1450,782,1881,.416,247,775,.319,378,549,.689,305,1175,419,184,107,481,644,825,1891,.436,288,755,.381,438,625,.701,297,1182,440,251,106,398,571
Sam Houston State,34,-7.55,-6.35,2526,2424,1365,782,1835,.426,233,679,.343,627,863,.727,306,1176,424,216,114,554,706,898,2055,.437,212,671,.316,518,755,.686,401,1283,507,239,93,466,758
Samford,36,-1.87,-3.70,2834,2733,1490,961,2241,.429,298,900,.331,513,715,.717,419,1277,591,244,134,449,733,955,2038,.469,279,707,.395,645,868,.743,345,1300,581,222,88,493,678
San Diego State,33,6.88,1.47,2260,2064,1325,715,1845,.388,219,676,.324,415,587,.707,342,1157,366,175,116,426,627,782,1878,.416,233,736,.317,463,663,.698,350,1199,360,227,164,387,572
San Diego,31,-5.78,0.92,2025,2210,1265,785,1710,.459,225,615,.366,415,608,.683,257,1059,378,147,108,312,571,666,1636,.407,258,741,.348,435,603,.721,254,1028,376,121,54,379,600
San Francisco,33,3.80,0.42,2362,2222,1320,793,1879,.422,207,618,.335,429,626,.685,318,1163,377,174,127,440,561,868,1934,.449,299,855,.350,327,514,.636,314,1187,428,220,92,415,639
San Jose State,30,-2.84,1.74,2195,2245,1205,776,1688,.460,191,551,.347,502,672,.747,244,1028,391,179,89,416,585,772,1750,.441,200,574,.348,451,643,.701,267,1015,417,190,124,377,589
