School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
IUPUI,32,-5.86,0.11,2181,2362,1290,843,1836,.459,186,552,.337,490,697,.703,309,1147,383,239,142,404,566,785,1858,.422,183,549,.333,428,607,.705,321,1105,355,213,81,426,651
Jackson State,36,-8.66,-9.54,2455,2352,1465,751,1918,.392,209,682,.306,641,909,.705,358,1339,390,214,134,519,651,898,2208,.407,243,781,.311,416,659,.631,474,1417,445,279,131,446,771
Jacksonville State,31,-10.26,-3.95,2100,2234,1245,783,1685,.465,179,543,.330,489,706,.693,337,1163,381,139,86,387,571,721,1792,.402,243,709,.343,415,567,.732,315,994,377,158,96,331,611
Jacksonville,32,-9.34,-6.09,2444,2431,1290,862,1931,.446,288,812,.355,419,633,.662,305,1200,456,157,101,413,596,866,1985,.436,278,715,.389,434,640,.678,339,1218,402,207,85,366,592
James Madison,32,6.17,0.50,2405,2197,1305,742,1874,.396,231,795,.291,482,684,.705,332,1136,386,181,75,344,623,830,1848,.449,278,775,.359,467,682,.685,335,1247,406,139,97,380,612
Kansas State,33,12.31,9.79,2334,2251,1345,776,1789,.434,201,649,.310,498,723,.689,344,1089,448,226,134,471,705,805,1876,.429,175,583,.300,549,798,.688,437,1204,458,249,91,460,659
Kansas NCAA,38,23.87,11.22,3089,2570,1540,873,2200,.397,233,726,.321,591,816,.724,392,1234,413,248,125,490,779,1092,2207,.495,304,728,.418,601,843,.713,402,1443,604,253,158,478,719
Kennesaw State,31,-8.58,-1.61,2239,2399,1245,857,1833,.468,216,643,.336,469,684,.686,378,1169,415,209,102,398,589,811,1826,.444,179,508,.352,438,625,.701,322,1039,378,216,99,405,605
Kent State,32,-1.53,-1.47,2361,2317,1290,810,1826,.444,230,641,.359,467,631,.740,308,1074,436,172,91,375,659,834,1871,.446,185,564,.328,508,744,.683,405,1204,373,170,106,379,578
Kentucky NCAA,36,20.23,8.84,2861,2451,1455,827,2082,.397,201,616,.326,596,848,.703,433,1209,334,155,111,437,710,1028,2149,.478,244,666,.366,561,813,.690,451,1395,512,206,207,389,735
La Salle,31,-6.09,4.65,1987,2279,1240,802,1749,.459,234,626,.374,441,608,.725,353,1173,466,180,121,403,506,690,1707,.404,259,762,.340,348,520,.669,274,957,388,217,92,398,539
Lafayette,30,-15.00,-6.00,2142,2412,1235,853,1838,.464,239,669,.357,467,645,.724,350,1192,450,188,109,358,561,758,1742,.435,245,671,.365,381,551,.691,242,955,416,171,68,391,588
Lamar,30,-14.69,-8.77,2263,2310,1200,773,1736,.445,204,601,.339,560,799,.701,345,1125,468,201,101,441,642,771,1819,.424,197,617,.319,524,781,.671,415,1171,425,225,116,439,699
Lehigh,32,-4.42,-5.20,2268,2210,1280,795,1825,.436,254,705,.360,366,513,.713,321,1056,475,191,115,399,553,810,1777,.456,237,604,.392,411,565,.727,307,1095,477,214,103,416,548
Liberty,32,-10.42,-3.73,2070,2188,1280,747,1637,.456,215,603,.357,479,693,.691,282,1042,399,219,67,388,528,738,1644,.449,283,774,.366,311,434,.717,214,943,419,178,44,442,638
Lipscomb,33,-8.85,-3.81,2590,2689,1340,922,2057,.448,305,825,.370,540,735,.735,374,1273,527,222,125,441,653,888,2017,.440,331,921,.359,483,695,.695,335,1202,549,208,98,458,628
Long Beach State,35,4.09,4.57,2613,2568,1415,890,2016,.441,258,744,.347,530,779,.680,385,1338,489,188,128,497,716,896,2077,.431,287,783,.367,534,776,.688,371,1251,532,226,90,430,722
Long Island University,31,-11.79,-11.01,2362,2386,1255,837,1857,.451,217,587,.370,495,706,.701,355,1167,461,181,105,451,685,813,1884,.432,179,602,.297,557,779,.715,386,1173,432,238,87,422,652
Longwood,33,-11.42,-5.15,2397,2503,1330,853,1913,.446,306,821,.373,491,674,.728,322,1124,487,238,93,407,623,860,1899,.453,227,650,.349,450,636,.708,350,1197,421,205,91,474,624
Louisiana,34,2.62,-1.94,2706,2476,1370,876,2016,.435,219,604,.363,505,722,.699,323,1133,372,191,126,408,757,931,2099,.444,222,716,.310,622,891,.698,485,1410,433,218,123,425,634
Louisiana-Monroe,34,-0.18,-1.46,2471,2360,1390,827,2005,.412,252,764,.330,454,637,.713,385,1178,391,186,100,403,583,896,1956,.458,225,636,.354,454,647,.702,370,1233,481,198,113,411,596
Louisiana State,33,8.79,7.00,2602,2543,1330,915,2021,.453,262,749,.350,451,675,.668,367,1233,450,197,109,452,689,915,1990,.460,203,620,.327,569,856,.665,368,1231,507,263,90,394,609
Louisiana Tech,33,-0.07,-4.40,2624,2395,1345,863,2017,.428,210,670,.313,459,673,.682,362,1249,440,190,103,476,684,915,1999,.458,234,704,.332,560,842,.665,358,1257,463,247,142,412,597
Louisville,31,21.57,7.74,2324,1895,1240,631,1616,.390,183,570,.321,450,654,.688,317,981,325,169,90,442,555,866,1847,.469,186,536,.347,406,588,.690,415,1183,419,222,149,353,597
Loyola (IL),32,-0.70,1.11,2059,2082,1295,726,1676,.433,198,568,.349,432,597,.724,317,1126,403,188,122,473,587,722,1700,.425,196,565,.347,413,565,.731,246,977,370,189,90,405,584
Loyola Marymount,31,-3.63,0.87,2208,2319,1265,775,1686,.460,250,667,.375,519,717,.724,324,1156,499,169,108,437,572,796,1903,.418,227,669,.339,389,536,.726,349,1047,482,211,90,352,631
Loyola (MD),30,-10.90,-5.24,2090,2260,1230,784,1707,.459,208,559,.372,484,698,.693,318,1048,420,181,130,352,566,732,1702,.430,161,530,.304,465,653,.712,334,1054,338,162,102,392,648
Maine,30,-17.39,-6.49,2279,2606,1215,934,1880,.497,219,593,.369,519,714,.727,342,1212,535,252,142,494,590,825,1909,.432,228,673,.339,401,611,.656,337,1055,433,249,90,491,638
Manhattan,31,-7.48,-3.12,2133,2268,1255,769,1643,.468,176,523,.337,554,769,.720,324,1113,464,202,104,490,628,708,1644,.431,232,643,.361,485,655,.740,242,916,436,238,71,442,672
Marist,30,-11.69,-4.52,2145,2360,1220,833,1776,.469,238,623,.382,456,650,.702,336,1150,448,192,88,355,581,723,1713,.422,248,726,.342,451,615,.733,261,975,350,138,81,364,587
Marquette,33,7.66,5.57,2517,2448,1340,886,2073,.427,246,718,.343,430,580,.741,385,1181,534,231,108,460,674,884,1888,.468,194,572,.339,555,764,.726,311,1179,533,258,137,485,620
Marshall,33,0.83,-0.30,2838,2801,1330,1009,2160,.467,241,644,.374,542,776,.698,397,1339,454,217,85,437,606,1017,2183,.466,332,985,.337,472,681,.693,341,1230,554,226,103,424,637
Maryland-Baltimore County,32,-15.37,-6.87,2307,2579,1290,904,1821,.496,254,668,.380,517,707,.731,300,1141,487,206,98,441,646,788,1788,.441,216,652,.331,515,754,.683,279,1017,393,223,57,398,636
Maryland-Eastern Shore,32,-14.23,-6.17,2178,2399,1295,790,1713,.461,233,661,.352,586,837,.700,306,1042,436,213,109,420,571,759,1715,.443,201,610,.330,459,648,.708,337,1100,403,188,72,512,691
Maryland NCAA,36,16.71,8.31,2725,2400,1445,874,2145,.407,240,750,.320,412,579,.712,398,1193,409,220,97,407,667,943,1941,.486,267,739,.361,572,745,.768,319,1288,488,210,194,458,605
Massachusetts-Lowell,29,-13.59,-6.17,2221,2401,1170,850,1776,.479,230,625,.368,471,664,.709,338,1084,408,240,85,417,553,800,1705,.469,240,659,.364,381,556,.685,249,947,426,205,71,455,596
Massachusetts,32,0.64,2.96,2353,2427,1300,823,1928,.427,215,687,.313,566,776,.729,365,1242,469,184,110,398,607,817,1903,.429,234,709,.330,485,694,.699,307,1141,443,207,113,409,668
McNeese State,29,-15.24,-6.74,2083,2301,1185,822,1785,.461,206,551,.374,451,662,.681,357,1163,452,183,94,336,521,719,1751,.411,205,617,.332,440,629,.700,321,1045,331,171,126,370,583
Memphis,34,9.84,3.58,2603,2390,1370,825,2062,.400,203,666,.305,537,791,.679,396,1304,431,229,163,477,720,877,2124,.413,206,635,.324,643,890,.722,431,1379,510,261,185,407,680
Mercer,34,-3.11,-4.55,2446,2339,1390,786,1954,.402,307,872,.352,460,640,.719,336,1077,455,224,139,371,630,871,1958,.445,210,612,.343,494,676,.731,436,1363,509,174,85,431,588
Miami (FL) NCAA,35,18.52,10.69,2633,2359,1405,865,2008,.431,210,611,.344,419,584,.717,357,1129,398,185,87,404,666,907,1895,.479,241,643,.375,578,772,.749,330,1207,438,215,127,383,581
Miami (OH),33,-5.91,-0.25,2089,2249,1320,748,1724,.434,261,730,.358,492,656,.750,330,1159,422,175,101,457,633,719,1781,.404,178,582,.306,471,646,.729,326,1068,336,218,72,402,617
Michigan State NCAA,35,22.59,6.94,2793,2245,1410,774,2025,.382,204,658,.310,493,690,.714,329,1055,377,187,115,333,606,1009,2078,.486,321,739,.434,454,623,.729,415,1454,719,156,177,406,671
Michigan NCAA,36,13.75,7.92,2656,2426,1445,894,1995,.448,251,725,.346,387,534,.725,308,1190,471,146,113,432,580,947,2048,.462,342,901,.380,420,569,.738,290,1152,537,203,81,348,558
Middle Tennessee NCAA,35,2.66,-0.70,2539,2410,1405,824,1902,.433,232,664,.349,530,794,.668,312,1213,419,206,101,469,652,909,2025,.449,279,716,.390,442,718,.616,369,1283,455,215,123,419,700
Milwaukee,33,2.89,-2.02,2618,2391,1345,882,1966,.449,239,628,.381,388,558,.695,292,1117,429,169,99,360,670,879,1927,.456,306,842,.363,554,718,.772,320,1195,566,149,86,362,562
Minnesota,31,0.86,6.86,2108,2294,1255,807,1789,.451,235,615,.382,445,611,.728,312,1169,471,172,119,382,607,724,1785,.406,191,616,.310,469,662,.708,310,1067,379,170,112,354,565
Mississippi State,31,8.18,6.02,2323,2256,1245,791,1837,.431,214,623,.343,460,666,.691,377,1145,387,196,110,401,522,850,1862,.456,225,674,.334,398,549,.725,325,1096,431,202,132,393,596
Mississippi Valley State,35,-19.86,-8.11,2293,2704,1425,973,2152,.452,250,825,.303,508,757,.671,458,1480,506,229,148,490,622,826,2129,.388,179,590,.303,462,667,.693,380,1245,373,241,82,470,671
Mississippi,32,7.91,4.81,2405,2306,1290,779,1821,.428,249,702,.355,499,740,.674,363,1164,459,211,136,453,676,796,1916,.415,252,746,.338,561,791,.709,424,1230,412,242,100,386,635
Missouri-Kansas City,31,-6.31,-2.24,2152,2240,1245,734,1703,.431,223,649,.344,549,747,.735,332,1066,426,178,116,378,616,746,1738,.429,213,588,.362,447,663,.674,356,1084,350,181,98,415,651
Missouri State,32,-3.52,2.58,2153,2321,1290,818,1841,.444,240,656,.366,445,637,.699,311,1158,469,209,83,393,625,752,1817,.414,168,533,.315,481,713,.675,333,1135,390,199,130,409,622
Missouri,31,2.50,6.88,2126,2262,1240,759,1791,.424,236,702,.336,508,730,.696,345,1152,428,180,133,349,594,732,1736,.422,175,565,.310,487,688,.708,295,1109,362,169,81,386,636
Monmouth,36,5.29,-1.85,2861,2604,1450,871,2206,.395,290,923,.314,572,821,.697,448,1415,436,212,146,539,721,963,2214,.435,282,770,.366,653,850,.768,388,1397,443,296,128,443,767
Montana State,31,-6.91,-5.35,2369,2411,1245,820,1732,.473,231,629,.367,540,791,.683,289,1087,405,178,119,364,607,831,1916,.434,297,797,.373,410,598,.686,394,1159,392,149,62,375,683
Montana,33,-0.72,-4.29,2393,2225,1330,743,1732,.429,204,633,.322,535,748,.715,266,1043,341,207,103,420,659,841,1807,.465,254,680,.374,457,657,.696,304,1138,451,173,83,409,712
Morehead State,37,1.04,-1.65,2722,2553,1495,810,1851,.438,234,652,.359,699,969,.721,333,1197,404,194,155,548,760,974,2219,.439,215,593,.363,557,801,.695,541,1380,533,304,83,464,859
Morgan State,31,-12.57,-7.97,2089,2223,1250,800,1756,.456,177,562,.315,446,658,.678,363,1205,430,175,135,452,604,734,1854,.396,161,535,.301,460,672,.685,377,1089,349,188,68,368,572
Mount St. Mary's,33,-9.93,-7.99,2218,2282,1335,801,1766,.454,172,510,.337,508,713,.712,358,1299,362,198,101,569,590,788,1967,.401,226,713,.317,416,601,.692,318,1022,361,248,119,401,655
Murray State,31,-1.58,-3.06,2212,2093,1245,719,1580,.455,191,528,.362,464,647,.717,255,969,366,172,70,409,591,770,1694,.455,226,621,.364,444,613,.724,308,1018,445,186,66,367,617
Navy,33,-4.99,-7.05,2230,2135,1340,707,1713,.413,252,711,.354,469,666,.704,302,1031,412,195,97,438,661,805,1768,.455,141,469,.301,479,748,.640,370,1187,448,188,125,430,648
Omaha,32,-0.24,-2.04,2729,2619,1295,909,1973,.461,250,701,.357,551,729,.756,352,1178,454,195,123,486,697,953,2023,.471,202,599,.337,621,833,.745,340,1129,460,297,94,413,657
Nebraska,34,8.84,5.57,2456,2345,1370,799,1822,.439,227,619,.367,520,723,.719,321,1130,428,179,127,446,619,883,1976,.447,220,634,.347,470,644,.730,377,1197,397,250,112,401,656
Nevada-Las Vegas,33,5.50,3.17,2581,2427,1350,831,2004,.415,213,647,.329,552,792,.697,383,1282,390,212,114,500,717,887,2015,.440,252,760,.332,555,815,.681,371,1270,499,266,168,466,700
Nevada,38,2.85,1.79,2878,2740,1550,934,2335,.400,264,817,.323,606,905,.670,450,1460,519,225,117,488,790,973,2293,.424,202,658,.307,730,992,.736,459,1535,478,254,216,495,788
New Hampshire,33,-7.89,-7.05,2342,2297,1330,811,1900,.427,240,702,.342,435,620,.702,257,1121,334,175,116,344,639,809,1944,.416,222,666,.333,502,693,.724,376,1296,389,126,59,385,585
New Mexico State,34,3.59,-3.54,2424,2145,1380,780,1989,.392,214,636,.336,371,553,.671,326,1065,365,180,68,376,686,887,1919,.462,179,537,.333,471,696,.677,415,1395,475,141,160,462,535
New Mexico,32,5.21,2.58,2432,2348,1285,807,1919,.421,247,761,.325,487,711,.685,345,1054,452,249,130,393,679,829,1782,.465,196,540,.363,578,783,.738,310,1173,462,180,130,489,657
New Orleans,30,-14.21,-8.17,2249,2325,1205,785,1725,.455,227,633,.359,528,736,.717,346,1113,444,243,140,493,673,763,1820,.419,162,480,.338,561,816,.688,422,1138,408,252,77,452,640
Niagara,32,-11.26,-3.86,2067,2304,1300,788,1854,.425,240,673,.357,488,658,.742,356,1144,460,195,134,369,572,735,1821,.404,166,589,.282,431,620,.695,384,1168,347,165,103,461,626
Nicholls State,34,-16.68,-5.23,2298,2598,1375,909,2031,.448,222,642,.346,558,796,.701,421,1345,479,277,125,471,714,787,1875,.420,212,694,.305,512,782,.655,315,1144,433,229,164,534,686
NJIT,35,-4.17,-4.56,2629,2587,1410,902,2059,.438,302,869,.348,481,724,.664,388,1276,525,215,141,477,659,911,2045,.445,306,865,.354,501,679,.738,330,1214,562,226,93,452,672
Norfolk State,34,-7.55,-6.73,2494,2494,1370,824,1948,.423,271,724,.374,575,797,.721,411,1210,480,141,120,446,672,813,1919,.424,242,697,.347,626,808,.775,376,1182,411,191,174,423,712
North Carolina-Asheville NCAA,34,1.10,-3.25,2552,2313,1370,835,1954,.427,205,705,.291,438,627,.699,359,1204,375,230,84,528,669,898,1973,.455,195,603,.323,561,808,.694,396,1278,422,312,112,444,587
North Carolina A&T,32,-16.78,-8.49,2169,2433,1305,796,1791,.444,254,749,.339,587,867,.677,356,1188,473,189,101,400,621,745,1836,.406,199,633,.314,480,675,.711,357,1148,339,162,77,439,718
North Carolina Central,32,-13.00,-10.03,2220,2235,1285,770,1787,.431,226,660,.342,469,673,.697,356,1117,420,175,123,423,606,779,1805,.432,200,575,.348,462,697,.663,395,1178,406,186,54,444,635
North Carolina-Greensboro,34,-6.01,-3.23,2469,2494,1370,837,1909,.438,281,760,.370,539,720,.749,314,1195,464,171,101,413,613,890,1997,.446,296,815,.363,393,579,.679,322,1167,440,208,86,407,675
North Carolina State,33,9.83,9.04,2482,2456,1330,883,2016,.438,275,735,.374,415,598,.694,371,1173,469,205,136,338,680,866,1999,.433,207,595,.348,543,777,.699,457,1306,383,149,141,366,558
North Carolina-Wilmington NCAA,33,6.25,0.35,2620,2379,1335,758,1802,.421,175,522,.335,688,976,.705,374,1210,344,163,108,493,663,928,2039,.455,230,677,.340,534,760,.703,397,1237,438,246,143,374,793
North Carolina NCAA,40,23.44,10.69,3311,2801,1600,993,2384,.417,308,850,.362,505,725,.697,441,1282,434,225,122,510,732,1235,2560,.482,224,685,.327,617,826,.747,568,1624,708,269,177,431,718
North Dakota State,33,-0.93,-2.99,2271,2129,1325,772,1830,.422,185,573,.323,400,568,.704,295,1114,375,177,93,378,589,817,1837,.445,214,630,.340,423,619,.683,302,1149,347,198,117,348,523
North Dakota,33,-3.68,-4.91,2474,2366,1340,838,1913,.438,252,737,.342,438,702,.624,311,1196,447,208,94,481,679,876,1926,.455,203,565,.359,519,761,.682,293,1209,439,257,90,435,694
North Florida,34,-1.41,-3.92,2865,2704,1360,1049,2261,.464,205,609,.337,401,598,.671,443,1312,500,212,83,368,615,1000,2065,.484,411,1002,.410,454,624,.728,293,1168,559,177,172,383,551
North Texas,32,-9.83,-3.23,2386,2505,1285,864,1878,.460,232,645,.360,545,784,.695,347,1179,428,226,118,400,689,830,1838,.452,187,567,.330,539,838,.643,362,1158,362,210,98,443,685
Northeastern,33,1.60,1.35,2376,2339,1365,883,1935,.456,221,655,.337,352,540,.652,335,1161,485,188,109,395,634,793,1808,.439,286,770,.371,504,704,.716,295,1111,485,202,109,409,546
Northern Arizona,30,-18.29,-2.83,2054,2438,1225,864,1812,.477,268,692,.387,442,609,.726,304,1186,457,186,102,377,549,699,1749,.400,220,650,.338,436,619,.704,260,1002,372,185,60,389,563
Northern Colorado,31,-12.22,-4.01,2292,2482,1240,811,1714,.473,264,682,.387,596,803,.742,313,1074,449,178,97,381,632,780,1726,.452,203,545,.372,529,727,.728,327,1077,320,178,78,427,703
Northern Illinois,34,-0.46,-1.20,2463,2285,1370,759,1881,.404,265,778,.341,502,747,.672,338,1186,435,197,118,487,715,842,1970,.427,238,681,.349,541,791,.684,416,1331,472,250,118,430,687
Northern Iowa NCAA,36,8.78,4.44,2475,2303,1455,850,2011,.423,255,795,.321,348,483,.720,326,1238,434,172,95,420,667,849,1864,.455,298,796,.374,479,633,.757,195,1091,429,204,94,357,560
Northern Kentucky,30,-6.87,-0.69,2116,2233,1210,754,1721,.438,202,559,.361,523,711,.736,311,1071,397,201,112,347,529,755,1719,.439,234,656,.357,372,545,.683,281,1033,439,142,88,406,615
Northwestern State,28,-15.74,-5.66,2224,2413,1120,870,1798,.484,203,581,.349,470,662,.710,393,1103,475,236,91,388,565,770,1688,.456,207,578,.358,477,623,.766,286,919,433,174,90,407,560
Northwestern,32,10.16,4.12,2304,2111,1305,716,1784,.401,227,658,.345,452,625,.723,325,1105,448,157,97,345,544,837,1859,.450,278,776,.358,352,528,.667,342,1167,527,124,121,331,605
Notre Dame NCAA,36,14.10,9.57,2704,2541,1445,930,2154,.432,274,742,.369,407,559,.728,410,1210,493,194,110,346,615,972,2042,.476,262,700,.374,498,671,.742,381,1265,480,197,143,359,544
Oakland,35,6.30,-1.61,3023,2746,1405,982,2259,.435,277,793,.349,505,725,.697,401,1286,536,185,113,431,729,1002,2186,.458,316,794,.398,703,913,.770,399,1373,545,215,116,399,667
Ohio State,35,9.39,7.08,2462,2381,1420,839,2076,.404,257,770,.334,446,632,.706,391,1263,427,175,78,412,665,876,1995,.439,219,655,.334,491,718,.684,379,1333,397,191,183,451,620
Ohio,35,1.90,-1.18,2746,2617,1410,919,2117,.434,261,720,.363,518,704,.736,326,1197,412,209,89,356,690,937,1993,.470,296,767,.386,576,759,.759,288,1251,487,157,128,414,632
Oklahoma State,32,8.18,8.81,2128,2148,1295,725,1769,.410,216,631,.342,482,723,.667,383,1151,359,205,94,368,617,723,1709,.423,205,625,.328,477,654,.729,310,1111,389,179,132,402,636
Oklahoma NCAA,37,19.76,11.14,2948,2629,1495,953,2314,.412,278,825,.337,445,656,.678,434,1341,411,268,118,468,694,1018,2225,.458,382,906,.422,530,734,.722,407,1418,537,247,188,484,630
Old Dominion,38,4.66,-2.31,2604,2339,1530,797,2007,.397,231,733,.315,514,718,.716,356,1229,399,161,121,413,684,987,2227,.443,159,528,.301,471,691,.682,501,1474,505,221,150,346,687
Oral Roberts,31,-2.69,0.59,2356,2384,1245,861,1909,.451,227,619,.367,435,595,.731,324,1092,386,184,82,352,594,832,1821,.457,194,514,.377,498,665,.749,299,1101,384,162,133,373,563
Oregon State NCAA,32,10.39,9.26,2301,2244,1280,766,1788,.428,226,695,.325,486,699,.695,364,1180,445,160,121,430,599,811,1843,.440,218,587,.371,461,687,.671,337,1102,432,236,106,361,642
Oregon NCAA,38,18.05,8.64,2990,2614,1525,931,2199,.423,272,754,.361,480,690,.696,408,1257,486,174,114,533,779,1041,2230,.467,260,758,.343,648,906,.715,442,1382,517,275,221,431,675
Pacific,28,-3.57,2.35,1948,2009,1140,650,1528,.425,201,561,.358,508,727,.699,279,969,354,169,93,337,563,685,1559,.439,190,576,.330,388,575,.675,282,993,362,125,71,383,637
Penn State,32,3.17,6.95,2107,2228,1290,739,1744,.424,225,615,.366,525,741,.709,324,1152,382,183,104,375,586,732,1799,.407,211,665,.317,432,621,.696,333,1109,322,166,141,361,644
Pennsylvania,28,-6.18,-2.15,1911,2013,1130,732,1653,.443,181,520,.348,368,550,.669,308,1030,347,175,102,323,512,685,1606,.427,200,657,.304,341,508,.671,288,1001,381,146,75,373,513
Pepperdine,32,2.33,1.68,2349,2287,1300,834,1914,.436,209,660,.317,410,609,.673,346,1150,420,174,91,355,648,840,1861,.451,162,469,.345,507,754,.672,351,1182,457,187,93,357,595
Pittsburgh NCAA,33,15.47,8.75,2476,2220,1330,798,1844,.433,222,631,.352,402,608,.661,310,1022,437,186,110,379,597,878,1919,.458,204,589,.346,516,686,.752,417,1257,547,162,121,384,581
Portland State,31,-8.15,-5.94,2408,2409,1240,875,1878,.466,233,617,.378,426,607,.702,336,1130,448,211,74,439,601,908,1904,.477,167,519,.322,425,645,.659,329,1096,527,263,112,390,589
Portland,32,-2.21,0.56,2483,2552,1285,871,1928,.452,264,693,.381,546,784,.696,394,1230,449,181,118,431,625,868,2012,.431,289,787,.367,458,633,.724,369,1130,425,208,128,389,697
Prairie View,31,-17.43,-6.82,1873,2202,1240,748,1637,.457,164,536,.306,542,776,.698,366,1167,415,221,140,498,591,657,1727,.380,127,467,.272,432,630,.686,355,998,269,239,84,465,691
Presbyterian,31,-13.38,-4.98,2093,2259,1245,781,1751,.446,243,726,.335,454,665,.683,325,1116,414,217,129,422,566,754,1743,.433,148,502,.295,437,615,.711,298,1047,350,206,60,441,595
Princeton,29,7.17,-1.72,2294,1989,1175,737,1691,.436,169,486,.348,346,519,.667,272,985,335,164,115,372,532,800,1725,.464,282,736,.383,412,579,.712,288,1069,431,206,104,330,503
Providence NCAA,35,11.94,8.46,2577,2455,1415,909,2067,.440,221,685,.323,416,578,.720,370,1293,460,207,116,508,699,881,2093,.421,249,776,.321,566,781,.725,402,1263,550,229,123,397,591
Purdue NCAA,35,20.17,7.46,2726,2281,1415,824,2106,.391,219,697,.314,414,591,.701,315,1074,416,217,101,325,712,960,2042,.470,268,731,.367,538,723,.744,400,1443,615,147,165,419,607
Quinnipiac,30,-10.38,-4.98,1969,2131,1215,729,1755,.415,174,562,.310,499,704,.709,333,1127,392,234,120,369,557,698,1897,.368,229,671,.341,344,532,.647,495,1299,377,146,141,459,611
Radford,31,-5.17,-3.45,2266,2248,1270,818,1819,.450,182,550,.331,430,610,.705,334,1077,367,230,98,366,527,844,1885,.448,226,658,.343,352,541,.651,408,1174,410,183,138,416,580
Rhode Island,32,7.92,3.29,2220,2072,1295,713,1672,.426,165,495,.333,481,662,.727,280,1038,306,187,111,397,594,782,1762,.444,213,584,.365,443,662,.669,335,1118,391,170,159,368,606
Rice,32,-8.80,-2.70,2427,2576,1285,915,1901,.481,277,670,.413,469,669,.701,346,1144,491,227,96,426,662,813,1798,.452,228,716,.318,573,773,.741,294,1052,419,205,89,419,562
Richmond,32,7.28,4.56,2450,2363,1295,837,1858,.450,217,602,.360,472,670,.704,357,1188,425,151,87,402,611,890,1848,.482,240,674,.356,430,652,.660,251,1021,531,210,74,327,610
Rider,33,-5.00,-3.60,2177,2223,1340,767,1862,.412,245,721,.340,444,603,.736,350,1173,418,223,90,400,610,769,1803,.427,204,647,.315,435,638,.682,330,1170,416,189,124,421,587
Robert Morris,32,-13.53,-7.75,2082,2267,1285,800,1843,.434,222,662,.335,445,607,.733,392,1253,500,200,117,489,553,741,1780,.416,178,645,.276,422,633,.667,303,1042,400,265,127,454,552
Rutgers,32,-7.06,6.43,2166,2571,1295,940,2074,.453,265,711,.373,426,625,.682,441,1334,512,230,131,374,573,785,1878,.418,161,503,.320,435,640,.680,314,1113,377,195,113,443,562
Sacramento State,31,-8.63,-5.32,2210,2237,1245,789,1839,.429,216,684,.316,443,663,.668,366,1182,443,195,99,375,577,790,1784,.443,209,618,.338,421,627,.671,302,1112,434,175,130,367,631
Sacred Heart,30,-13.01,-9.05,2217,2336,1210,811,1805,.449,222,618,.359,492,711,.692,359,1114,436,195,121,394,616,785,1795,.437,169,544,.311,478,695,.688,378,1128,363,190,77,442,625
Saint Francis (PA),30,-12.57,-9.06,2110,2181,1210,796,1776,.448,204,642,.318,385,534,.721,329,1062,406,173,119,345,602,716,1700,.421,218,607,.359,460,662,.695,349,1093,356,140,95,379,515
Saint Joseph's NCAA,36,12.10,4.93,2780,2522,1445,924,2218,.417,286,920,.311,388,555,.699,351,1277,454,161,103,410,706,976,2153,.453,251,767,.327,577,806,.716,359,1378,534,184,119,355,583
Saint Louis,32,-2.73,3.49,2106,2305,1290,780,1800,.433,240,731,.328,505,708,.713,316,1196,447,191,138,414,641,724,1726,.419,199,607,.328,459,653,.703,230,1045,426,175,66,436,646
Saint Mary's (CA),35,13.60,1.24,2576,2132,1400,804,1964,.409,204,621,.329,320,476,.672,332,1048,378,155,87,337,605,951,1887,.504,303,747,.406,371,539,.688,310,1225,583,169,119,335,539
Saint Peter's,30,-5.00,-4.30,1966,1987,1210,693,1682,.412,221,649,.341,380,533,.713,278,1012,347,192,107,356,584,700,1660,.422,183,560,.327,383,582,.658,322,1102,357,164,96,392,528
Sam Houston State,34,-6.06,-6.50,2551,2427,1370,796,1806,.441,255,716,.356,580,810,.716,259,1154,511,184,104,455,719,876,2013,.435,264,775,.341,535,767,.698,380,1261,575,188,57,400,742
Samford,33,-5.94,-4.49,2440,2442,1345,820,1848,.444,247,682,.362,555,795,.698,369,1157,458,225,149,483,680,845,1857,.455,177,548,.323,573,798,.718,345,1143,435,226,113,455,691
San Diego State,38,11.89,4.33,2605,2303,1530,799,2142,.373,228,760,.300,477,657,.726,390,1266,393,228,135,460,758,885,2100,.421,222,687,.323,613,892,.687,453,1475,405,210,207,467,648
San Diego,30,-7.78,1.42,1822,2074,1200,714,1605,.445,177,490,.361,469,664,.706,281,1081,377,179,102,355,570,630,1614,.390,192,673,.285,370,559,.662,289,995,328,139,118,410,640
San Francisco,30,-2.92,-0.68,2329,2362,1220,811,1843,.440,280,725,.386,460,644,.714,336,1096,426,151,139,343,631,808,1839,.439,233,659,.354,480,708,.678,389,1181,371,162,88,379,619
San Jose State,31,-5.79,1.35,2186,2290,1245,761,1767,.431,211,600,.352,557,811,.687,317,1133,402,194,88,387,642,756,1783,.424,212,690,.307,462,701,.659,327,1130,449,186,120,430,687
Santa Clara,31,-4.67,1.86,2083,2272,1265,781,1774,.440,243,703,.346,467,645,.724,324,1144,441,152,100,350,582,713,1741,.410,232,675,.344,425,592,.718,279,1047,383,134,83,350,613
