School,G,SRS,SOS,Tm.,Opp.,MP,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
IUPUI,33,-2.72,-3.04,2507,2429,1320,862,1924,.448,276,759,.364,429,612,.701,312,1083,451,231,139,460,621,891,1969,.453,234,695,.337,491,699,.702,403,1233,471,228,103,462,578
Jackson State,32,-14.60,-9.33,1974,2107,1285,694,1651,.420,213,610,.349,506,725,.698,277,1106,379,239,119,446,551,717,1774,.404,155,554,.280,385,607,.634,331,1125,359,209,124,436,643
Jacksonville State,33,1.59,-5.47,2574,2283,1345,798,1931,.413,270,800,.338,417,569,.733,305,1102,390,217,84,494,600,953,2063,.462,200,634,.315,468,630,.743,400,1310,451,245,138,440,553
Jacksonville,32,-8.27,-4.74,2385,2402,1285,883,1957,.451,245,681,.360,391,560,.698,307,1141,403,230,114,432,547,889,1953,.455,213,645,.330,394,582,.677,330,1163,457,213,166,463,523
James Madison,33,-8.52,-4.07,2322,2409,1350,865,1879,.460,230,658,.350,449,629,.714,321,1097,461,190,105,374,557,821,1859,.442,243,670,.363,437,607,.720,345,1123,403,211,101,420,612
Kansas State,34,15.39,9.18,2236,2025,1360,717,1728,.415,233,741,.314,358,531,.674,279,1098,391,213,95,504,560,806,1878,.429,241,721,.334,383,574,.667,325,1137,464,256,76,385,550
Kansas,36,18.35,12.79,2725,2525,1455,898,2201,.408,309,921,.336,420,612,.686,385,1263,473,237,123,455,620,989,2128,.465,260,743,.350,487,691,.705,374,1376,478,243,139,472,610
Kennesaw State,32,-16.17,-1.04,2030,2455,1285,907,1945,.466,257,725,.354,384,546,.703,330,1223,510,231,123,392,527,742,1945,.381,136,438,.311,410,590,.695,372,1163,362,185,106,437,525
Kent State,33,1.26,0.61,2481,2417,1330,862,1880,.459,244,712,.343,449,650,.691,327,1139,442,192,106,451,566,878,2032,.432,261,775,.337,464,641,.724,412,1185,430,226,119,378,601
Kentucky,37,21.43,10.29,2806,2394,1490,854,2134,.400,283,824,.343,403,572,.705,337,1083,409,215,112,449,725,978,2050,.477,215,607,.354,635,859,.739,427,1428,501,220,176,466,600
La Salle,31,-3.61,1.29,2091,2243,1240,774,1698,.456,193,564,.342,502,702,.715,297,1109,410,199,98,427,502,719,1798,.400,259,783,.331,394,512,.770,328,1060,391,230,98,435,630
Lafayette,30,-11.17,-4.93,2209,2349,1220,854,1810,.472,246,645,.381,395,555,.712,275,1075,381,189,68,335,469,802,1786,.449,280,736,.380,325,437,.744,233,1004,419,158,126,402,515
Lamar,33,-5.94,-7.22,2597,2322,1340,819,1863,.440,239,704,.339,445,632,.704,300,1054,492,210,118,523,676,902,1976,.456,228,664,.343,565,823,.687,446,1282,481,283,97,473,622
Lehigh,31,-2.34,-4.46,2479,2413,1250,846,1967,.430,282,835,.338,439,599,.733,329,1083,483,218,113,354,560,856,1775,.482,287,679,.423,480,620,.774,232,1105,471,171,71,418,571
Liberty,36,5.27,-3.88,2654,2209,1440,790,1894,.417,231,713,.324,398,588,.677,300,1104,363,194,97,482,561,963,1977,.487,322,873,.369,406,524,.775,270,1174,532,223,96,395,543
Lipscomb,37,9.21,-1.20,3076,2597,1480,929,2227,.417,279,875,.319,460,614,.749,303,1229,460,241,139,558,730,1071,2230,.480,327,876,.373,607,801,.758,329,1378,654,268,108,489,633
Cal State Long Beach,34,-4.57,-0.44,2545,2584,1375,948,2133,.444,248,757,.328,440,640,.688,414,1331,459,262,117,490,721,877,2031,.432,217,630,.344,574,831,.691,377,1263,399,219,105,479,620
Long Island University,32,-8.99,-9.08,2373,2337,1285,823,1944,.423,209,634,.330,482,680,.709,356,1191,402,221,119,436,591,822,1880,.437,277,813,.341,452,643,.703,321,1196,430,218,157,471,610
Longwood,34,-8.43,-6.62,2407,2408,1375,806,1932,.417,320,950,.337,474,626,.757,290,1161,450,196,110,429,589,803,1875,.428,333,939,.355,468,639,.732,284,1194,401,210,71,477,624
Louisiana,32,-2.07,-1.51,2612,2575,1290,903,1951,.463,256,695,.368,513,699,.734,363,1215,411,202,95,485,624,901,2026,.445,283,821,.345,527,710,.742,364,1142,487,226,125,423,612
Louisiana-Monroe,35,0.81,-1.96,2773,2637,1425,962,2116,.455,292,827,.353,421,589,.715,358,1205,471,195,126,433,634,922,2029,.454,353,891,.396,576,737,.782,317,1176,498,206,78,398,545
Louisiana State,35,16.50,9.16,2815,2558,1435,900,2085,.432,281,833,.337,477,691,.690,388,1200,405,225,113,508,670,988,2162,.457,236,740,.319,603,802,.752,460,1355,452,308,148,452,634
Louisiana Tech,33,0.95,-2.31,2386,2235,1335,804,1882,.427,245,737,.332,382,555,.688,322,1174,453,185,114,439,612,840,1928,.436,253,756,.335,453,690,.657,368,1204,440,190,115,386,535
Louisville,34,17.28,11.04,2536,2324,1380,819,2007,.408,239,746,.320,447,643,.695,330,1176,392,195,117,380,652,854,1967,.434,294,860,.342,534,687,.777,345,1297,458,149,99,412,591
Loyola (IL),34,3.99,-0.16,2231,2066,1360,764,1749,.437,248,683,.363,290,409,.709,223,992,395,194,140,448,523,831,1687,.493,206,563,.366,363,545,.666,190,1013,468,220,78,407,471
Loyola Marymount,34,2.93,0.90,2278,2125,1360,715,1703,.420,230,729,.316,465,610,.762,265,1007,470,196,123,488,629,817,1800,.454,163,510,.320,481,645,.746,314,1098,460,250,102,425,602
Loyola (MD),32,-9.13,-4.60,2332,2477,1295,885,1819,.487,254,646,.393,453,588,.770,291,1069,496,232,140,468,569,842,1836,.459,210,616,.341,438,617,.710,292,997,448,278,73,444,573
Maine,32,-15.11,-4.21,1988,2271,1310,757,1661,.456,303,792,.383,454,639,.710,274,1064,490,230,77,418,493,747,1728,.432,201,647,.311,293,452,.648,280,1015,471,239,94,460,566
Manhattan,32,-12.89,-7.32,1833,2011,1285,650,1499,.434,227,627,.362,484,683,.709,287,1066,388,201,114,473,563,651,1608,.405,219,661,.331,312,534,.584,326,1026,360,221,78,487,672
Marist,31,-9.49,-7.53,2086,2147,1250,728,1637,.445,278,782,.355,413,588,.702,259,1015,409,175,99,395,541,739,1647,.449,245,675,.363,363,530,.685,241,967,377,172,53,387,583
Marquette,34,14.78,6.96,2629,2363,1375,819,2020,.405,233,720,.324,492,725,.679,341,1146,418,236,102,402,644,893,1969,.454,319,822,.388,524,692,.757,331,1292,456,168,145,467,635
Marshall,37,-0.64,-0.61,2978,2979,1495,1071,2340,.458,293,826,.355,544,758,.718,433,1551,476,239,96,591,639,1047,2367,.442,362,1058,.342,522,723,.722,319,1260,527,334,170,453,664
Maryland-Baltimore County,34,-5.85,-5.85,2296,2177,1400,742,1774,.418,289,874,.331,404,566,.714,266,1132,400,194,88,532,606,820,1893,.433,261,807,.323,395,573,.689,296,1145,453,268,83,428,578
Maryland-Eastern Shore,32,-24.21,-7.91,1833,2291,1285,786,1725,.456,284,766,.371,435,636,.684,329,1188,469,206,102,405,511,666,1705,.391,172,610,.282,329,489,.673,264,989,361,186,70,431,575
Maryland,34,16.01,10.09,2429,2228,1360,795,2005,.397,252,790,.319,386,534,.723,315,1050,413,236,118,318,595,858,1909,.449,247,707,.349,466,627,.743,378,1336,447,148,163,437,526
Massachusetts-Lowell,32,-8.28,-6.95,2456,2420,1290,879,1946,.452,215,692,.311,447,632,.707,340,1126,411,230,111,419,615,875,1852,.472,246,721,.341,460,639,.720,293,1115,500,181,85,447,589
Massachusetts,32,-3.02,-0.18,2263,2354,1290,800,1773,.451,216,617,.350,538,734,.733,288,1037,479,213,114,371,565,808,1831,.441,256,732,.350,391,574,.681,342,1123,468,154,93,445,643
McNeese State,31,-14.41,-6.15,2149,2303,1245,839,1839,.456,264,735,.359,361,493,.732,318,1029,470,217,87,379,574,760,1676,.453,168,548,.307,461,647,.713,310,1054,429,147,97,450,467
Memphis,36,10.70,5.09,2882,2680,1450,917,2169,.423,275,855,.322,571,814,.701,404,1292,533,282,163,583,755,1013,2238,.453,260,807,.322,596,835,.714,436,1358,553,288,144,538,739
Mercer,31,-2.86,-0.24,2248,2246,1245,779,1772,.440,289,832,.347,399,591,.675,345,1093,425,205,120,442,586,787,1746,.451,228,663,.344,446,648,.688,307,1057,393,207,80,407,557
Miami (FL),32,9.39,8.70,2297,2275,1285,852,1888,.451,260,744,.349,311,428,.727,326,1161,455,182,91,436,545,805,1851,.435,268,805,.333,419,570,.735,291,1061,413,212,100,372,465
Miami (OH),32,0.77,2.31,2267,2233,1285,784,1813,.432,248,745,.333,417,603,.692,269,1099,386,196,103,385,568,777,1847,.421,269,832,.323,444,626,.709,353,1190,349,194,87,413,581
Michigan State,39,24.93,12.34,3025,2534,1570,905,2378,.381,280,885,.316,444,654,.679,404,1238,470,243,117,398,694,1071,2230,.480,319,844,.378,564,749,.753,414,1579,715,201,205,493,647
Michigan,37,21.82,10.55,2575,2158,1480,823,2073,.397,181,623,.291,331,499,.663,320,1273,377,147,121,434,557,941,2102,.448,287,839,.342,406,579,.701,299,1307,512,225,149,334,514
Middle Tennessee,32,-6.09,1.44,2141,2313,1280,807,1869,.432,259,755,.343,440,621,.709,311,1118,424,245,104,394,508,778,1858,.419,212,650,.326,373,551,.677,382,1228,352,190,85,512,583
Milwaukee,31,-8.90,-2.50,2146,2315,1245,796,1812,.439,276,817,.338,447,638,.701,305,1125,426,179,107,326,481,765,1820,.420,237,692,.342,379,508,.746,288,1094,356,145,94,382,579
Minnesota,36,12.52,11.27,2543,2498,1445,922,2107,.438,243,714,.340,411,594,.692,353,1252,468,209,156,412,693,887,2039,.435,191,603,.317,578,848,.682,402,1314,523,175,140,418,578
Mississippi State,34,15.96,9.07,2628,2394,1370,848,1937,.438,253,708,.357,445,622,.715,342,1086,429,199,122,458,559,936,1982,.472,292,774,.377,464,647,.717,393,1215,481,274,172,451,586
Mississippi Valley State,32,-22.47,-6.99,2058,2498,1285,897,1935,.464,281,729,.385,423,611,.692,351,1281,484,191,132,394,604,730,1923,.380,172,554,.310,426,647,.658,378,1165,361,176,70,415,570
Mississippi,33,12.32,8.13,2485,2347,1325,832,1869,.445,241,644,.374,442,627,.705,332,1080,459,203,112,471,563,876,1906,.460,272,760,.358,461,589,.783,322,1128,475,235,118,416,603
Missouri-Kansas City,32,-6.61,-1.55,2220,2341,1290,825,1774,.465,234,644,.363,457,649,.704,326,1164,424,172,105,466,563,774,1794,.431,259,728,.356,413,590,.700,261,966,351,233,90,391,647
Missouri State,32,-1.20,-1.03,2206,2157,1285,749,1656,.452,240,610,.393,419,585,.716,247,1013,389,183,96,460,595,774,1714,.452,224,649,.345,434,627,.692,270,1000,354,221,127,385,540
Missouri,32,8.60,9.16,2150,2168,1290,738,1719,.429,223,700,.319,469,654,.717,271,1011,370,193,117,386,568,758,1764,.430,264,727,.363,370,526,.703,345,1130,354,149,53,448,625
Monmouth,35,-10.66,-4.83,2286,2490,1420,788,1879,.419,346,966,.358,568,812,.700,343,1222,463,243,131,515,682,794,1915,.415,168,565,.297,530,773,.686,360,1224,379,237,101,502,698
Montana State,32,-7.91,-5.81,2502,2552,1280,923,1908,.484,318,849,.375,388,552,.703,273,1099,493,189,75,394,633,858,1882,.456,306,818,.374,480,651,.737,292,1083,491,169,46,394,567
Montana,35,1.50,-5.05,2665,2397,1405,823,1906,.432,236,696,.339,515,687,.750,286,1094,373,195,97,472,612,975,1983,.492,287,763,.376,428,621,.689,293,1176,510,229,106,416,655
Morehead State,33,-7.73,-1.76,2431,2543,1335,924,2029,.455,273,759,.360,422,569,.742,361,1236,463,196,157,424,642,855,1993,.429,260,762,.341,461,654,.705,357,1177,440,186,137,402,561
Morgan State,30,-15.98,-10.70,2161,2304,1210,804,1726,.466,233,642,.363,463,685,.676,355,1208,429,172,161,530,574,758,1920,.395,168,521,.322,477,669,.713,397,1078,362,230,48,401,614
Mount St. Mary's,31,-14.57,-6.02,2092,2286,1240,802,1804,.445,247,701,.352,435,604,.720,331,1148,438,192,98,393,551,733,1755,.418,223,723,.308,403,594,.678,293,1036,354,146,107,410,576
Murray State,33,8.96,-3.11,2727,2255,1320,827,2014,.411,204,713,.286,397,552,.719,376,1145,374,199,117,464,584,988,2007,.492,258,731,.353,493,673,.733,351,1247,591,249,149,401,527
Navy,31,-10.09,-4.00,2061,2250,1240,800,1782,.449,258,764,.338,392,530,.740,272,1053,496,229,134,352,532,732,1785,.410,208,656,.317,389,544,.715,359,1160,399,167,58,437,534
Omaha,32,-2.32,-3.39,2523,2454,1290,890,1896,.469,302,834,.362,372,499,.745,259,1083,432,148,110,389,493,950,1998,.475,282,719,.392,341,473,.721,273,1047,409,180,61,304,486
Nebraska,36,14.85,11.31,2586,2421,1445,875,2080,.421,237,714,.332,434,613,.708,413,1358,425,173,132,470,629,916,2133,.429,270,800,.338,484,694,.697,379,1278,466,260,151,345,580
Nevada-Las Vegas,31,1.58,0.48,2276,2242,1250,813,1810,.449,220,617,.357,396,572,.692,299,1054,402,196,76,380,584,791,1852,.427,251,745,.337,443,647,.685,408,1204,401,184,115,401,556
Nevada,34,16.00,2.68,2723,2270,1360,815,1984,.411,263,791,.332,375,555,.676,312,1186,421,158,85,461,717,924,1999,.462,297,855,.347,578,816,.708,325,1274,498,211,134,352,584
New Hampshire,29,-18.66,-6.03,1742,1990,1160,688,1552,.443,198,595,.333,416,596,.698,217,1080,288,156,76,340,453,623,1656,.376,261,787,.332,235,385,.610,260,986,325,116,53,356,533
New Mexico State,35,10.05,-2.38,2734,2259,1405,789,1882,.419,252,755,.334,429,611,.702,236,1003,309,174,66,460,715,962,2092,.460,326,977,.334,484,714,.678,445,1343,514,197,91,419,632
New Mexico,32,-0.55,1.61,2443,2454,1280,869,1925,.451,230,648,.355,486,708,.686,319,1191,489,223,105,438,653,814,1927,.422,292,844,.346,523,745,.702,351,1199,446,220,107,455,627
New Orleans,33,-8.88,-6.47,2384,2325,1345,815,1860,.438,202,631,.320,493,699,.705,377,1180,443,262,139,577,599,862,1941,.444,189,566,.334,471,681,.692,393,1166,497,285,134,517,631
Niagara,32,-11.33,-7.77,2318,2432,1285,902,1946,.464,276,726,.380,352,492,.715,285,1154,458,181,99,365,576,795,1887,.421,265,738,.359,463,629,.736,315,1143,343,128,127,390,511
Nicholls State,31,-11.87,-6.98,2260,2302,1250,829,1872,.443,198,636,.311,446,634,.703,368,1239,458,150,101,426,435,807,1914,.422,324,883,.367,322,418,.770,280,1041,428,208,128,386,587
NJIT,35,-3.63,-4.74,2472,2401,1410,872,2041,.427,252,767,.329,405,600,.675,326,1247,439,195,120,444,649,849,1913,.444,246,713,.345,528,732,.721,250,1178,376,223,94,421,582
Norfolk State,36,-8.04,-8.74,2652,2503,1460,831,2033,.409,279,849,.329,562,837,.671,372,1308,474,175,118,562,683,900,2079,.433,282,770,.366,570,803,.710,366,1318,457,219,154,523,763
North Alabama,32,-11.00,-1.69,2145,2358,1285,818,1806,.453,232,668,.347,490,698,.702,273,1200,422,206,146,410,539,744,1914,.389,240,805,.298,417,619,.674,351,1170,334,209,74,435,614
North Carolina-Asheville,31,-19.81,-2.35,1857,2313,1245,810,1702,.476,271,743,.365,422,593,.712,346,1073,536,211,104,366,462,655,1627,.403,223,687,.325,324,437,.741,298,931,331,196,86,456,533
North Carolina A&T,32,-11.24,-9.88,2241,2209,1290,790,1855,.426,220,687,.320,409,579,.706,388,1158,434,190,110,455,531,825,1797,.459,227,649,.350,364,548,.664,291,1059,452,215,108,417,514
North Carolina Central,34,-11.53,-11.24,2429,2266,1365,831,1911,.435,213,672,.317,391,582,.672,308,1045,442,198,123,450,550,874,1922,.455,221,693,.319,460,641,.718,399,1265,526,207,93,515,610
North Carolina-Greensboro,36,4.08,-0.90,2738,2443,1445,867,1981,.438,265,766,.346,444,628,.707,348,1218,409,206,105,592,635,997,2184,.457,280,818,.342,464,666,.697,399,1251,453,315,140,423,631
North Carolina State,36,14.94,6.22,2882,2568,1450,898,2037,.441,216,699,.309,556,790,.704,362,1232,468,224,151,559,628,1061,2319,.458,292,830,.352,468,661,.708,486,1390,539,257,138,449,691
North Carolina-Wilmington,33,-8.10,-2.04,2515,2670,1335,938,1984,.473,330,854,.386,464,634,.732,293,1109,455,206,76,342,594,880,1986,.443,260,744,.349,493,673,.733,387,1221,495,150,68,436,585
North Carolina,36,23.94,11.35,3089,2636,1445,935,2248,.416,330,985,.335,434,639,.679,321,1216,507,242,170,501,630,1118,2410,.464,312,862,.362,541,728,.743,477,1589,678,252,120,473,611
North Dakota State,35,-4.01,-2.07,2556,2541,1410,942,2043,.461,261,721,.362,396,529,.749,284,1164,426,181,95,343,581,874,1926,.454,332,910,.365,476,613,.777,229,1105,402,160,87,368,523
North Dakota,30,-8.78,-3.55,2220,2196,1200,806,1783,.452,204,599,.341,380,489,.777,254,1054,348,211,65,382,495,822,1771,.464,241,647,.372,335,482,.695,233,1009,398,171,87,380,485
North Florida,33,-3.47,-0.70,2485,2531,1325,939,2161,.435,214,631,.339,439,628,.699,425,1261,525,304,105,428,523,902,2014,.448,308,897,.343,373,539,.692,363,1252,520,212,165,536,573
North Texas,33,-0.25,-3.48,2302,2077,1325,718,1766,.407,205,654,.313,436,653,.668,295,1095,352,215,132,451,531,831,1910,.435,284,838,.339,356,532,.669,368,1244,428,210,88,443,589
Northeastern,34,3.95,-0.70,2564,2406,1385,889,1931,.460,234,694,.337,394,536,.735,272,1090,403,185,73,383,596,880,1848,.476,328,858,.382,476,634,.751,237,1075,480,211,74,381,539
Northern Arizona,31,-10.75,-6.23,2262,2402,1250,866,1837,.471,287,801,.358,383,545,.703,275,1113,468,171,89,363,544,785,1819,.432,259,749,.346,433,614,.705,290,1055,381,196,65,372,537
Northern Colorado,32,-3.92,-6.76,2450,2229,1295,829,1842,.450,210,572,.367,361,502,.719,266,1036,368,204,99,408,594,849,1837,.462,307,849,.362,445,633,.703,309,1128,422,176,101,398,538
Northern Illinois,34,2.58,1.11,2506,2413,1375,813,1877,.433,301,842,.357,486,718,.677,301,1138,455,171,99,434,558,940,1995,.471,229,642,.357,397,543,.731,304,1179,374,188,75,404,653
Northern Iowa,34,-1.54,0.62,2215,2230,1360,793,1803,.440,233,691,.337,411,571,.720,244,1115,388,221,82,412,546,769,1847,.416,276,792,.348,401,537,.747,262,1115,370,165,75,393,554
Northern Kentucky,35,4.67,-2.39,2747,2410,1410,834,1987,.420,244,778,.314,498,692,.720,317,1141,428,206,133,466,630,979,2047,.478,306,844,.363,483,725,.666,364,1298,592,218,139,441,664
Northwestern State,31,-17.06,-5.99,2051,2280,1250,792,1827,.433,248,684,.363,448,652,.687,377,1204,446,244,118,440,555,725,1790,.405,190,646,.294,411,604,.680,352,1103,340,192,138,496,578
Northwestern,32,9.97,9.16,2108,2082,1290,743,1770,.420,166,567,.293,430,602,.714,289,1157,420,184,104,385,547,735,1827,.402,233,744,.313,405,551,.735,278,1086,451,176,134,349,583
Notre Dame,33,7.97,8.28,2266,2276,1320,861,2006,.429,244,737,.331,310,438,.708,379,1287,423,163,95,359,530,776,1973,.393,272,863,.315,442,594,.744,370,1208,423,179,148,306,455
Oakland,33,-2.27,-1.48,2534,2515,1325,927,2009,.461,258,739,.349,403,553,.729,365,1180,516,212,97,401,628,864,1859,.465,314,816,.385,492,663,.742,275,1063,580,191,99,426,534
Ohio State,35,13.89,11.00,2419,2318,1405,814,1929,.422,236,722,.327,454,613,.741,308,1170,408,218,107,425,651,839,1931,.434,264,774,.341,477,650,.734,328,1215,494,206,85,438,623
Ohio,31,-1.84,3.16,2174,2288,1255,812,1861,.436,260,727,.358,404,572,.706,300,1114,417,238,73,416,558,803,1838,.437,187,633,.295,381,602,.633,332,1152,451,200,115,448,504
Oklahoma State,32,8.09,11.53,2178,2288,1285,789,1843,.428,276,780,.354,434,580,.748,332,1154,435,188,108,379,525,760,1796,.423,280,753,.372,378,549,.689,295,1093,422,183,139,386,516
Oklahoma,34,15.30,12.21,2423,2318,1365,852,2096,.406,288,865,.333,326,485,.672,368,1253,424,225,125,408,586,883,1975,.447,226,654,.346,431,618,.697,305,1263,430,203,102,401,527
Old Dominion,35,3.74,-1.18,2300,2128,1400,737,1887,.391,248,765,.324,408,612,.667,305,1201,390,169,86,424,573,823,2026,.406,264,756,.349,388,585,.663,418,1365,439,197,160,408,580
Oral Roberts,32,-9.34,-1.91,2314,2483,1285,868,1886,.460,285,749,.381,462,617,.749,285,1056,491,218,90,327,476,854,1874,.456,266,734,.362,340,492,.691,335,1147,434,152,107,447,575
Oregon State,31,7.84,4.29,2275,2165,1250,762,1764,.432,246,660,.373,395,591,.668,317,1019,398,188,84,370,601,800,1728,.463,203,633,.321,472,636,.742,310,1091,465,185,164,384,536
Oregon,38,13.95,6.13,2661,2364,1530,807,2027,.398,267,921,.290,483,688,.702,371,1250,445,197,103,523,629,958,2126,.451,295,840,.351,450,624,.721,361,1307,501,290,162,442,665
Pacific,32,-2.46,1.97,2138,2241,1290,757,1631,.464,254,708,.359,473,674,.702,223,993,371,190,123,423,640,710,1681,.422,198,566,.350,520,698,.745,285,1039,325,199,46,423,630
Penn State,32,12.55,11.51,2229,2196,1295,778,1766,.441,208,588,.354,432,602,.718,277,1102,388,216,111,432,579,791,1898,.417,222,693,.320,425,613,.693,382,1174,389,245,122,399,597
Pennsylvania,31,2.04,-0.76,2250,2117,1265,796,1841,.432,202,603,.335,323,472,.684,287,1110,322,200,87,417,543,821,1810,.454,282,803,.351,326,511,.638,270,1101,465,210,76,395,500
Pepperdine,34,0.90,0.63,2572,2529,1370,893,1919,.465,262,762,.344,481,685,.702,330,1205,495,211,109,505,692,865,1949,.444,313,819,.382,529,696,.760,290,1085,479,229,95,432,639
Pittsburgh,33,7.88,6.69,2306,2267,1330,779,1905,.409,260,773,.336,449,627,.716,402,1213,458,217,175,484,658,769,1841,.418,225,680,.331,543,779,.697,383,1211,387,227,126,448,611
Portland State,32,-8.95,-5.78,2475,2404,1290,819,1769,.463,221,637,.347,545,769,.709,286,1061,446,190,108,478,640,856,2017,.424,238,769,.309,525,748,.702,491,1282,434,264,130,449,681
Portland,32,-10.80,0.51,2078,2389,1290,830,1865,.445,280,759,.369,449,629,.714,325,1197,506,206,109,357,623,707,1708,.414,216,664,.325,448,668,.671,233,1032,369,175,123,425,588
Prairie View,35,-7.29,-9.17,2627,2547,1400,863,1887,.457,215,679,.317,606,875,.693,393,1316,445,174,152,637,758,903,2061,.438,225,703,.320,596,875,.681,392,1151,445,309,55,445,758
Presbyterian,36,-3.56,-5.35,2817,2610,1445,918,2056,.446,302,860,.351,472,672,.702,320,1279,461,172,96,472,590,966,2150,.449,394,1034,.381,491,674,.728,324,1248,565,214,69,358,617
Princeton,28,-3.43,-0.89,1948,1951,1135,708,1640,.432,192,593,.324,343,472,.727,239,1001,307,184,113,348,459,685,1666,.411,207,679,.305,371,502,.739,272,1016,295,168,72,354,459
Providence,34,8.29,6.71,2428,2374,1385,834,1927,.433,246,721,.341,460,632,.728,326,1187,425,233,108,480,673,835,1973,.423,225,690,.326,533,771,.691,399,1241,491,253,136,445,600
Purdue,36,21.40,11.99,2760,2421,1460,831,1997,.416,295,862,.342,464,634,.732,331,1155,445,179,135,448,614,967,2145,.451,365,977,.374,461,641,.719,421,1341,518,220,143,381,625
Quinnipiac,31,-6.78,-8.03,2294,2255,1270,840,1893,.444,241,698,.345,334,512,.652,322,1075,381,184,93,335,588,739,1730,.427,348,923,.377,468,646,.724,311,1111,393,159,62,415,524
Radford,33,1.28,-1.95,2440,2247,1330,788,1814,.434,275,811,.339,396,544,.728,264,1050,395,149,104,405,531,893,1938,.461,285,751,.379,369,515,.717,335,1170,467,196,101,358,528
Rhode Island,33,2.83,1.19,2293,2239,1335,774,1818,.426,221,685,.323,470,649,.724,312,1140,407,191,115,458,608,821,1914,.429,172,615,.280,479,704,.680,375,1194,401,235,129,405,582
Rice,32,-6.56,-2.06,2367,2481,1305,891,1987,.448,270,782,.345,429,596,.720,284,1162,463,200,108,363,627,795,1867,.426,277,797,.348,500,729,.686,316,1221,425,171,104,438,568
Richmond,33,-1.37,-0.79,2314,2333,1320,863,1854,.465,243,706,.344,364,533,.683,322,1174,415,184,103,409,517,849,1800,.472,251,723,.347,365,552,.661,196,957,519,249,101,336,488
Rider,31,-4.96,-6.51,2381,2333,1245,814,1774,.459,276,770,.358,429,638,.672,290,1125,470,188,113,525,644,847,1893,.447,222,651,.341,465,755,.616,363,1144,450,282,101,415,591
Robert Morris,35,-9.41,-7.62,2448,2403,1420,820,1832,.448,237,696,.341,526,711,.740,300,1155,406,224,102,544,637,861,1991,.432,280,789,.355,446,638,.699,373,1178,487,257,92,507,683
Rutgers,31,8.89,9.76,2105,2132,1250,755,1776,.425,239,677,.353,383,576,.665,303,1082,386,203,109,371,561,771,1842,.419,191,612,.312,372,584,.637,391,1210,390,201,124,408,566
Sacramento State,31,-8.78,-6.78,2197,2155,1250,742,1676,.443,228,635,.359,443,595,.745,270,1052,408,205,115,474,598,806,1800,.448,175,527,.332,410,592,.693,308,1050,431,239,104,404,566
Sacred Heart,32,-7.88,-8.11,2558,2509,1285,886,2001,.443,284,765,.371,453,624,.726,312,1089,453,224,124,389,619,885,1926,.460,243,681,.357,545,722,.755,354,1231,471,170,133,465,572
Saint Francis (PA),33,-8.74,-6.16,2517,2510,1320,904,1953,.463,266,761,.350,436,613,.711,321,1149,457,169,146,412,597,885,2035,.435,254,724,.351,493,698,.706,430,1246,413,221,94,402,598
Saint Joseph's,33,-0.43,1.66,2328,2397,1325,852,1948,.437,309,859,.360,384,528,.727,282,1225,504,166,79,357,539,793,1943,.408,280,869,.322,462,615,.751,258,1145,397,186,110,305,497
Saint Louis,36,5.06,2.23,2399,2297,1440,798,1948,.410,230,732,.314,471,652,.722,305,1191,437,216,139,466,674,855,2052,.417,205,675,.304,484,809,.598,492,1428,460,254,145,464,634
Saint Mary's (CA),34,12.58,4.40,2463,2185,1365,803,1834,.438,186,580,.321,393,534,.736,251,991,346,167,114,358,536,899,1905,.472,253,670,.378,412,555,.742,329,1180,341,201,87,355,572
Saint Peter's,32,-12.15,-6.40,2012,2196,1305,728,1677,.434,262,679,.386,478,646,.740,284,994,389,229,100,394,548,707,1639,.431,184,567,.325,414,570,.726,293,1032,301,172,177,488,614
Sam Houston State,33,-3.17,-5.84,2476,2307,1345,774,1775,.436,242,718,.337,517,733,.705,308,1131,430,192,96,498,571,889,2011,.442,308,840,.367,390,518,.753,369,1191,555,242,94,413,659
Samford,33,0.69,-2.03,2583,2487,1355,872,2088,.418,326,923,.353,417,594,.702,403,1210,471,223,100,441,610,921,1951,.472,254,687,.370,487,666,.731,316,1225,461,238,127,463,560
San Diego State,34,5.29,2.47,2437,2291,1360,792,1934,.410,263,812,.324,444,639,.695,340,1171,429,199,91,444,649,845,1940,.436,261,721,.362,486,679,.716,346,1228,487,197,113,424,638
San Diego,36,6.12,3.61,2591,2455,1460,861,1963,.439,210,636,.330,523,722,.724,265,1149,382,239,117,440,670,914,2002,.457,284,808,.351,479,641,.747,290,1238,516,204,112,466,667
San Francisco,31,8.56,1.13,2358,2101,1250,764,1765,.433,187,586,.319,386,535,.721,276,1040,332,150,119,364,543,864,1851,.467,258,727,.355,372,568,.655,340,1138,439,188,105,321,543
San Jose State,31,-16.37,0.59,2042,2534,1250,920,1947,.473,348,931,.374,346,530,.653,309,1144,542,243,91,345,595,713,1765,.404,210,641,.328,406,620,.655,323,1130,423,131,52,484,539
