Home,Away,Home_Score,Away_Score
Austin Peay,Kansas,79,105
Florida Gulf Coast,UNC,67,83
Hampton,Virginia,45,81
Buffalo,Miami (FL),72,79
Fresno State,Utah,69,80
Iona,Iowa State,81,94
UNC Wilmington,Duke,85,93
Stony Brook,Kentucky,57,85
Little Rock,Purdue,85,83
Chattanooga,Indiana,74,99
Yale,Baylor,79,75
Gonzaga,Seton Hall,68,52
Wichita State,Arizona,65,55
Butler,Texas Tech,71,61
UConn,Colorado,74,67
Providence,USC,70,69
Florida State,Valparaiso,69,81
Jackson State,Grand Canyon,54,64
Holy Cross,Oregon,52,91
Cal State Bakersfield,Oklahoma,68,82
Middle Tennessee,Michigan State,90,81
UNC Asheville,Villanova,56,86
Weber State,Xavier,53,71
Green Bay,Texas A&M,65,92
Stephen F. Austin,West Virginia,70,56
Hawaii,California,77,66
South Dakota State,Maryland,74,79
Michigan,Notre Dame,63,70
Northern Iowa,Texas,75,72
Pitt,Wisconsin,43,47
Syracuse,Dayton,70,51
Temple,Iowa,70,72
VCU,Oregon State,75,67
Cincinnati,St. Joseph's,76,78
Virginia Tech,BYU,77,80
Butler,Virginia,69,77
UConn,Kansas,61,73
Providence,UNC,66,85
Gonzaga,Utah,82,59
Wichita State,Miami (FL),57,65
Little Rock,Iowa State,61,78
Indiana,Kentucky,73,67
Yale,Duke,64,71
Louisiana,Furman,80,72
New Hampshire,Coastal Carolina,62,71
Wagner,Creighton,54,87
St. Joseph's,Oregon,64,69
Iowa,Villanova,68,87
VCU,Oklahoma,81,85
Wisconsin,Xavier,66,63
Northern Iowa,Texas A&M,88,92
Hawaii,Maryland,60,73
Stephen F. Austin,Notre Dame,75,76
Middle Tennessee,Syracuse,50,75
Florida,Ohio State,74,66
Georgia,Saint Mary's,65,77
UT-Martin,Ball State,80,83
Boston University,NJIT,72,83
Duquesne,Morehead State,72,82
Eastern Washington,Nevada,70,85
George Washington,Monmouth,87,71
Georgia Tech,South Carolina,83,66
UNC Greensboro,Ohio,67,72
Vermont,Seattle,73,54
Washington,San Diego State,78,93
Creighton,BYU,82,88
Saint Mary's,Valparaiso,44,60
Ball State,Columbia,67,69
UC-Irvine,Louisiana,67,66
Florida,George Washington,77,82
Georgia Tech,San Diego State,56,72
Grand Canyon,Coastal Carolina,58,60
Morehead State,Ohio,77,72
Vermont,Nevada,72,86
Duke,Oregon,68,82
Maryland,Kansas,63,79
Miami (FL),Villanova,69,92
Texas A&M,Oklahoma,63,77
Texas-Arlington,NJIT,60,63
Indiana,UNC,86,101
Iowa State,Virginia,71,84
Wisconsin,Notre Dame,56,61
Gonzaga,Syracuse,60,63
Oklahoma,Oregon,80,68
Villanova,Kansas,64,59
Notre Dame,UNC,74,88
Syracuse,Virginia,68,62
UC-Irvine,Coastal Carolina,66,47
NJIT,Columbia,65,80
Louisiana Tech,ETSU,83,88
Nevada,Morehead State,83,86
Northern Illinois,UCSB,63,70
Oakland,Towson,90,72
Tennessee Tech,Old Dominion,59,75
BYU,Valparaiso,70,72
UC-Irvine,Columbia,67,73
UCSB,Old Dominion,49,64
ETSU,Oakland,81,104
George Washington,San Diego State,65,46
Morehead State,Nevada,68,77
Old Dominion,Oakland,68,67
George Washington,Valparaiso,76,60
Morehead State,Nevada,82,85
Syracuse,UNC,66,83
Villanova,Oklahoma,95,51
Villanova,UNC,77,74
