Home,Away,Home_Score,Away_Score
Duke,Alabama State,96,61
St. Joseph's,Liberty,82,63
UTSA,Stanford,45,71
Valparaiso,Gonzaga,49,76
Vermont,UConn,53,70
Texas,Princeton,66,49
UTEP,Maryland,83,86
Wake Forest,VCU,79,78
Manhattan,Florida,75,60
Syracuse,BYU,80,75
UNC,Air Force,63,52
DePaul,Dayton,76,69
Nevada,Michigan State,72,66
Seton Hall,Arizona,80,76
Southern Illinois,Alabama,64,65
Texas Tech,Charlotte,76,73
Kentucky,Florida A&M,96,76
Monmouth,Mississippi State,52,85
Oklahoma State,Eastern Washington,75,56
NC State,Louisiana,61,52
Northern Iowa,Georgia Tech,60,65
Pitt,UCF,53,44
ETSU,Cincinnati,77,80
Kansas,UIC,78,53
Murray State,Illinois,53,72
Providence,Pacific,58,66
Utah,Boston College,51,58
Western Michigan,Vanderbilt,58,71
Wisconsin,Richmond,76,64
South Carolina,Memphis,43,59
Xavier,Louisville,80,70
Washington,Alabama-Birmingham,100,102
Austin Peay,George Mason,60,66
Niagara,Nebraska,70,78
Rhode Island,West Virginia,72,79
Seton Hall,Duke,62,90
Stanford,Alabama,67,70
Texas Tech,St. Joseph's,65,70
DePaul,UConn,55,72
Nevada,Gonzaga,91,72
Texas,UNC,78,75
Syracuse,Maryland,72,70
Wake Forest,Manhattan,84,80
Milwaukee,Boise State,70,73
Virginia,Villanova,63,73
Kentucky,Alabama-Birmingham,75,76
Oklahoma State,Memphis,70,53
Xavier,Mississippi State,89,74
Georgia Tech,Boston College,57,54
Vanderbilt,NC State,75,73
Wisconsin,Pitt,55,59
Illinois,Cincinnati,92,68
Pacific,Kansas,63,78
Nebraska,Hawaii,83,84
Oklahoma,Michigan,52,63
Saint Louis,Notre Dame,66,77
West Virginia,Rutgers,64,67
Boise State,Marquette,53,66
George Mason,Oregon,54,68
Iowa State,Florida State,62,59
Hawaii,Michigan,73,88
Villanova,Rutgers,60,72
Wake Forest,St. Joseph's,80,84
Pitt,Oklahoma State,51,63
Vanderbilt,UConn,53,73
Syracuse,Alabama,71,80
Marquette,Iowa State,69,77
Oregon,Notre Dame,65,61
Illinois,Duke,62,72
Nevada,Georgia Tech,67,72
Xavier,Texas,79,71
Kansas,Alabama-Birmingham,100,74
St. Joseph's,Oklahoma State,62,64
UConn,Alabama,87,71
Xavier,Duke,63,66
Kansas,Georgia Tech,71,79
Michigan,Oregon,78,53
Rutgers,Iowa State,84,81
Michigan,Rutgers,62,55
Duke,UConn,78,79
Oklahoma State,Georgia Tech,65,67
Georgia Tech,UConn,73,82
