Home,Away,Home_Score,Away_Score
Roosevelt,UIC,54,94
Sacred Heart,Fordham,51,69
San Diego,Stanford,48,64
San Francisco State,Long Beach State,65,82
Santa Clara,USC,73,86
Siena,Minnesota,69,76
USC Upstate,Virginia,54,74
Southeastern,Florida A&M,61,88
St. Francis (NY),South Florida,71,74
Stillman,Lipscomb,78,103
Tennessee Wesleyan,Samford,54,57
Texas A&M,Texas A&M-Corpus Christi,86,65
Troy,Alabama,60,79
Urbana,Cleveland State,49,83
Wagner,Lehigh,57,73
Western New Mexico,New Mexico State,62,95
William & Mary,Richmond,49,73
Winthrop,VCU,54,67
Wofford,Clemson,70,78
Yale,Providence,55,58
Miami (OH),Duke,45,79
South Carolina,Michigan State,73,82
Virginia Tech,Kansas State,57,73
Ohio State,Florida,93,75
Marist,Villanova,47,84
Detroit,Syracuse,55,66
San Diego State,Gonzaga,79,76
Butler,Louisville,73,88
Eastern Washington,Washington,72,98
La Salle,Baylor,64,74
Belmont,Tennessee,76,85
Akron,Dayton,68,76
Alabama State,Northern Arizona,46,74
Anderson (SC),South Carolina State,83,94
Arizona State,New Mexico,62,76
Arkansas State,Missouri State,71,80
Arlington Baptist,Prairie View,58,82
Bethany (CA),Sacramento State,55,84
Boston University,George Washington,76,67
Brown,Rhode Island,67,92
Buffalo,Youngstown State,53,64
Cal State Northridge,California,63,80
Central Michigan,Hawaii,62,65
Citadel,Charleston Southern,61,68
Coastal Carolina,College of Charleston,67,83
Coe,Northern Iowa,45,84
Colorado,Georgia,74,83
Colorado Christian,Weber State,73,97
Coppin State,Towson,74,89
Gardner-Webb,Florida State,53,78
Georgia State,McNeese State,62,68
Hampton,Winthrop,45,44
Hartford,Quinnipiac,64,66
Idaho,Washington State,71,88
Indiana-Northwest,IUPUI,62,83
Purdue-Fort Wayne,Xavier,66,76
Jacksonville State,Norfolk State,53,70
Liberty,UNC Wilmington,64,69
LIU-Brooklyn,Texas State,91,67
Louisiana-Monroe,Iowa,40,68
Mississippi Valley State,Indiana,54,71
UMKC,Central Arkansas,73,71
Montreat,Appalachian State,71,101
Neumann,Navy,62,74
New Hampshire,Dartmouth,55,53
Nicholls State,LSU,62,53
UNC Asheville,Furman,67,69
North Carolina Wesleyan,North Carolina A&T,66,100
North Dakota,Wisconsin,53,85
Northeastern,Southern Illinois,63,62
Northern Illinois,Bradley,63,66
Oral Roberts,Tulsa,68,83
Pacific,UCLA,44,57
Pepperdine,Nevada,76,75
Robert Morris,Kent State,59,62
St. Joseph's,Penn State,57,66
Savannah State,Jacksonville,54,64
Southeast Missouri State,Florida Gulf Coast,78,89
SMU,TCU,64,84
St. John's (NY),Saint Mary's,71,76
Stetson,Bethune-Cookman,66,78
Stony Brook,Monmouth,51,49
Texas Southern,Wichita State,67,79
Texas Tech,North Texas,83,92
Texas-Tyler,Texas-Arlington,56,96
VCU,Wake Forest,90,69
Virginia Wise,VMI,88,120
Western Carolina,DePaul,69,64
Wyoming,Northern Colorado,53,67
Boston University,Villanova,66,82
Alcorn State,Purdue,48,103
Northwestern State,Memphis,79,94
Utah State,BYU,72,78
Missouri State,Tennessee,56,60
Alabama-Birmingham,Middle Tennessee,76,71
Albany (NY),Georgia Tech,51,78
Arkansas-Monticello,Centenary (LA),82,70
Auburn Montgomery,Southern,72,74
Belmont,Arkansas State,93,60
Binghamton,Bucknell,38,66
UC-Santa Cruz,UC-Davis,49,70
Chattanooga,Kennesaw State,73,69
Chicago State,Notre Dame,62,102
Colorado College,Air Force,60,57
Columbia,St. John's (NY),66,79
Delaware,Cornell,61,75
Drake,Iowa State,43,91
Green Bay,Marquette,69,89
Holy Cross,Harvard,49,72
Houston,Louisiana Tech,54,60
Indiana State,Ball State,60,75
Louisiana,Creighton,58,63
Loyola Marymount,Bradley,57,59
Madonna,Eastern Michigan,70,79
Marist,George Washington,59,79
UMBC,Loyola (MD),72,83
Maryland-Eastern Shore,American,58,65
Milwaukee,Niagara,90,73
Montana,Utah,71,80
Murray State,Ole Miss,61,77
Northwestern,Texas-Rio Grande Valley,77,71
Northwood (MI),Wright State,55,75
Oregon State,Seattle,80,83
Penn,Manhattan,54,59
Rider,USC,77,57
Sacred Heart,UMass,65,73
Saint Francis (PA),Lafayette,68,72
San Francisco,San Jose State,64,74
South Alabama,Southern Miss,58,93
South Dakota School of Mines,South Dakota,61,72
Southeastern Louisiana,UNLV,56,92
SIU-Edwardsville,Eastern Kentucky,65,81
Southern Utah,Cal State Bakersfield,66,58
St. Gregory's,Little Rock,58,108
Tennessee State,Illinois State,68,73
Texas A&M-Corpus Christi,Oklahoma State,58,68
UTSA,Evansville,73,77
Vanguard,Fresno State,42,74
Vermont,UConn,73,89
Warner Southern,Florida Atlantic,58,88
Presbyterian,Kansas State,67,76
Pitt,Maryland,79,70
Hofstra,UNC,63,107
North Carolina A&T,Florida,55,105
Illinois,Texas,84,90
Western Illinois,Missouri,61,66
Jackson State,Baylor,49,63
Coastal Carolina,Georgetown,61,80
Army,NJIT,63,60
Austin Peay,Lipscomb,101,104
Bowling Green State,Michigan,50,69
Cal State Monterey Bay,Cal Poly,50,47
Colorado State,Denver,77,66
Davidson,West Virginia,70,84
East Carolina,NC State,65,85
Eastern Illinois,Loyola (IL),62,73
Florida State,Florida International,89,66
George Mason,Charlotte,78,56
Grambling,Arkansas,52,75
Jacksonville State,VMI,55,65
Montreat,Charleston Southern,85,103
Morehead State,UNC Wilmington,58,60
Morgan State,Providence,55,77
Nebraska,Vanderbilt,49,59
New Mexico State,Arizona,57,83
North Florida,Wyoming,76,60
Northwest Washington,Eastern Washington,87,96
Point Loma Nazarene,Saint Mary's,69,101
Prairie View,La Salle,74,88
Purdue North Central,Valparaiso,44,98
Reinhardt,Georgia Southern,84,101
Rice,Santa Clara,65,66
Richmond,Iona,77,81
Savannah State,Florida A&M,53,64
USC Upstate,Wofford,61,79
South Florida,UCF,59,65
Southern Virginia,Liberty,49,82
Southwest Minnesota State,South Dakota State,80,94
Stony Brook,Fairleigh Dickinson,66,59
UT-Martin,LSU,56,79
Texas Southern,Oklahoma,52,82
Virginia,Stanford,60,81
Virginia Intermont,Gardner-Webb,42,78
Virginia Wise,Longwood,70,104
Western Kentucky,Minnesota,77,95
Yale,Boston College,75,67
Colgate,Duke,58,110
Pitt,Texas,68,66
North Texas,Kansas,60,93
UNC,Minnesota,67,72
Kentucky,Portland,79,48
Maryland,Illinois,76,80
Georgetown,Wofford,74,59
Alabama,Seton Hall,78,83
Appalachian State,Mississippi State,74,76
Arkansas-Pine Bluff,Northwestern,45,71
Boise State,San Diego,65,60
UC-Riverside,Lamar,75,90
Cameron,UTSA,61,71
Campbell,Middle Tennessee,97,90
Carver Bible,South Carolina State,67,69
Centenary (LA),Tulane,36,77
Cleveland State,Louisiana,60,55
Coastal Carolina,USC Upstate,71,50
Dartmouth,Hartford,71,57
Davidson,Nebraska,70,67
Duquesne,Robert Morris,63,69
East Carolina,Charlotte,63,74
Fairfield,Penn State,49,64
Furman,Kent State,74,78
Great Falls,Idaho State,68,78
Gwynedd-Mercy,High Point,77,86
Hampton,Fordham,58,48
Hofstra,Western Kentucky,60,62
Howard,Delaware,34,66
UIC,Toledo,57,51
Indiana Tech,Detroit,62,93
Iowa,Xavier,73,86
Lehigh,Monmouth,68,69
Long Beach State,Clemson,55,69
Maine-Machias,Maine,44,95
Marist,Boston University,37,58
Minot State,Montana State,67,92
Missouri State,Tulsa,50,62
Montana Tech,Montana,51,78
Navy,UC-Irvine,60,75
Niagara,Georgia Tech,51,77
North Carolina Central,Miami (FL),65,88
NC State,George Mason,78,65
Portland State,SMU,53,69
Radford,South Carolina,56,85
Rhode Island,College of Charleston,75,66
Sacramento State,North Dakota,60,64
St. Peter's,Old Dominion,52,59
Samford,Auburn,79,68
Seattle,Louisiana Tech,72,85
Southwestern (AZ),Northern Arizona,47,97
St. Bonaventure,Cornell,56,54
Stephen F. Austin,Texas Tech,58,70
Texas A&M-International,Texas A&M,46,77
Tougaloo,Southern,71,58
Troy,Georgia State,70,80
Vanderbilt,West Virginia,71,74
UNC Wilmington,Ohio State,41,81
Lafayette,Villanova,41,86
North Florida,Missouri,58,96
Ball State,Butler,55,88
Chicago State,BYU,60,109
Green Bay,San Diego State,70,79
Alabama,Iowa,47,55
Alabama-Birmingham,Arizona State,66,69
Albany (NY),Fairleigh Dickinson,72,46
American,Florida Atlantic,82,72
Army,Bryant,76,66
Bradley,USC,64,63
Bucknell,Saint Francis (PA),67,68
Cal State Bakersfield,Pepperdine,66,64
UC-Riverside,SMU,73,69
Campbell,Auburn,61,54
Central Arkansas,Hawaii,69,83
Central Connecticut,UMBC,82,74
Central Michigan,South Alabama,76,82
Chattanooga,Marshall,69,68
College of Charleston,UIC,78,66
Colorado,San Francisco,81,83
Columbia,Longwood,76,95
Dayton,Ole Miss,78,71
Dowling,Loyola Marymount,71,78
Drexel,Penn,77,56
Eastern Michigan,Canisius,51,71
Florida Gulf Coast,Grambling,74,70
Florida Tech,Jacksonville,75,87
Fresno State,UCSB,54,69
Georgia,Saint Louis,61,59
Harvard,Mercer,75,69
Holy Cross,New Hampshire,52,55
Indiana-South Bend,Eastern Illinois,40,57
Indiana State,Oral Roberts,74,69
Purdue-Fort Wayne,Cincinnati,59,65
IUPUI,Miami (OH),58,59
Jackson State,Louisville,45,62
James Madison,Citadel,74,67
Kean,Maryland-Eastern Shore,68,86
Kennesaw State,Alabama State,59,74
Lamar,Portland State,98,102
LIU-Brooklyn,Manhattan,91,80
Louisiana College,McNeese State,53,92
Louisiana Tech,Navy,80,65
Loyola (IL),Western Michigan,82,64
MacMurray,SIU-Edwardsville,73,88
Mayville State,North Dakota State,63,103
Middle Tennessee,Samford,68,55
Morgan State,La Salle,74,79
New Mexico,California,64,89
New Mexico State,UMass,57,71
Norfolk State,St. Joseph's,65,70
Northern Iowa,Milwaukee,63,65
Northwest Oklahoma State,Houston,58,81
Portland,Idaho,66,53
Prairie View,Providence,62,78
Presbyterian,Eastern Kentucky,67,66
Reinhardt,Murray State,70,84
Rhode Island,Toledo,76,65
Rider,TCU,76,61
Sacred Heart,Brown,67,81
St. Peter's,Long Beach State,56,68
San Jose State,Oregon,75,72
Savannah State,Mount St. Mary's,62,68
Seattle,UC-Irvine,77,85
Siena,Northeastern,84,68
South Dakota,Marquette,69,82
Southeast Missouri State,UMKC,62,70
SE Oklahoma St.,Louisiana-Monroe,59,70
UT-Martin,Northwestern State,94,103
Tennessee State,Air Force,72,87
Tennessee Tech,ETSU,60,73
Texas-Arlington,Houston Baptist,74,65
Texas State,Texas-Rio Grande Valley,76,63
Towson,Buffalo,76,87
Tuskegee,Alabama A&M,67,70
Utah State,Southern Utah,66,53
Utah Valley,Florida International,62,65
Vanguard,Cal State Northridge,66,109
Vermont,Quinnipiac,79,75
Virginia Intermont,UNC Asheville,58,116
Wake Forest,Elon,89,70
Weber State,Utah,75,90
Western Carolina,UTEP,65,77
Western Illinois,Wyoming,55,64
William Jessup,Pacific,61,70
Wisconsin,UNLV,65,68
Youngstown State,Akron,84,91
Vanderbilt,UNC,72,65
Morehead State,Florida,55,61
William & Mary,Syracuse,60,63
Oakland,Purdue,67,82
LSU,Memphis,61,70
Georgetown,NC State,82,67
Virginia Tech,UNC Greensboro,92,70
San Diego State,IUPUI,61,46
Arkansas-Pine Bluff,Stanford,49,92
Austin Peay,Southern Illinois,65,72
Bethune-Cookman,Santa Clara,61,75
Boise State,UC-Davis,67,47
Cal Poly,Montana State,57,73
Cal State Fullerton,San Diego,62,59
Campbell,Samford,56,60
Cardinal Stritch,Northern Illinois,57,81
Charleston Southern,Richmond,71,82
Coastal Carolina,Charlotte,79,75
College of Charleston,Toledo,64,51
Creighton,Iowa State,88,91
Dartmouth,Loyola (MD),59,73
Davidson,Western Kentucky,64,51
Evansville,Indiana,54,67
Gardner-Webb,Michigan,58,80
George Mason,Wofford,79,82
Georgia Southern,South Florida,63,76
Green Bay,Miami (OH),69,65
Howard,St. Francis (NY),52,70
UIC,Rhode Island,74,68
Illinois State,Little Rock,54,63
Lamar,SMU,70,102
Liberty,Texas Tech,71,79
Louisiana Tech,UC-Irvine,76,72
Loyola Marymount,Rider,63,73
Miami (FL),Rutgers,45,61
Middle Tennessee,Auburn,66,68
Minnesota,West Virginia,74,70
Mississippi Valley State,Saint Mary's,52,87
Navy,Seattle,70,75
Nebraska,Hofstra,62,47
Nicholls State,Oklahoma State,56,76
Northern Colorado,Arizona,70,93
Old Dominion,Clemson,61,60
Portland State,UC-Riverside,69,58
Seton Hall,Xavier,52,57
USC Upstate,East Carolina,67,75
Southern,Wright State,43,66
USC,New Mexico State,80,61
St. Bonaventure,Binghamton,69,44
St. Gregory's,Rice,58,75
Texas A&M-Corpus Christi,Ohio,70,83
TCU,Bradley,74,68
Texas Southern,Oregon State,66,60
Wagner,Stony Brook,58,54
Duke,Marquette,82,77
Michigan State,Chaminade,82,74
Kansas State,Gonzaga,81,64
Oklahoma,Kentucky,64,76
Lipscomb,Baylor,60,72
Virginia,Washington,63,106
San Diego State,Miami (OH),77,56
Alabama State,Loyola (IL),46,74
Arkansas State,Pacific,70,77
Central Connecticut,Penn State,61,77
Chattanooga,Louisville,65,106
Clemson,Seton Hall,64,58
Cornell,Lehigh,57,60
Detroit,Mississippi State,76,82
Duquesne,Bowling Green State,90,54
Florida A&M,Cincinnati,51,76
Florida Gulf Coast,Arkansas,47,90
Grambling,Southeast Missouri State,77,76
Hampden-Sydney,Elon,56,76
Hampton,Boston University,51,50
Hardin-Simmons,Texas-Arlington,71,88
Holy Cross,Boston College,54,69
Idaho,Montana,33,75
IUPUI,Green Bay,63,46
Jackson State,Marshall,60,66
Long Beach State,Iowa,78,72
Maine,Notre Dame,72,97
Marist,Belmont,74,102
Maryville (MO),Tulane,45,91
UMass,TCU,67,48
McNeese State,Southern Miss,60,75
Montreat,Longwood,62,111
Mount St. Mary's,Niagara,63,65
Nevada,George Washington,56,58
Northern Arizona,Kennesaw State,74,66
Northwestern State,Centenary (LA),83,70
Old Dominion,Xavier,67,58
Pepperdine,Missouri State,60,80
Presbyterian,Bucknell,47,71
Princeton,James Madison,64,65
St. Peter's,Alabama,50,49
Savannah State,Dayton,59,61
Southeastern Louisiana,Jacksonville State,74,66
Troy,UTSA,70,81
Warren Wilson,Western Carolina,47,97
Wichita State,UConn,79,83
Winthrop,Wake Forest,83,74
Duke,Kansas State,82,68
UConn,Michigan State,70,67
Morehead State,Ohio State,45,64
Robert Morris,Pitt,53,74
Texas A&M-Corpus Christi,Kansas,41,82
Kentucky,Washington,74,67
Austin Peay,Purdue,65,87
Wyoming,Missouri,62,72
UT-Martin,Memphis,80,102
Florida Atlantic,Florida,66,79
Yale,Illinois,47,73
Sam Houston State,Texas,50,84
Gonzaga,Marquette,66,63
Mississippi Valley State,BYU,36,86
UNC Asheville,UNC,69,80
Alcorn State,Colorado,51,91
American,Howard,66,54
Arkansas State,Pepperdine,62,69
Bethune-Cookman,Arizona,45,78
Binghamton,Army,58,72
Boston University,Nevada,66,57
Bucknell,Princeton,55,66
Buffalo,Canisius,81,64
Butler,Siena,70,57
UC-Davis,Sacramento State,61,54
UCF,Stetson,85,58
Champion Baptist,Central Arkansas,29,100
Charleston Southern,Southern Illinois,67,85
Chicago State,Saint Mary's,52,121
Cincinnati Christian,Eastern Kentucky,27,91
Colgate,Columbia,63,76
Delaware State,Maryland,54,72
Furman,South Carolina State,59,55
Georgia Southern,Texas Tech,79,103
Hampton,George Washington,62,51
High Point,Citadel,63,71
Idaho State,South Dakota State,47,79
Iona,Albany (NY),86,65
Purdue-Fort Wayne,North Dakota,71,61
La Salle,Providence,84,73
Lafayette,Penn,65,74
Lamar,Texas-Rio Grande Valley,85,82
Liberty,South Florida,43,60
LIU-Brooklyn,Fordham,82,70
Louisiana,Houston,65,78
Marist,Wake Forest,59,81
UMBC,Coppin State,69,71
Mercer,Florida State,55,79
New Hampshire,Sacred Heart,42,50
New Mexico State,UTEP,56,73
Norfolk State,Rutgers,59,83
North Carolina Central,Indiana,56,72
North Carolina Wesleyan,Coastal Carolina,56,96
UNC Wilmington,North Carolina A&T,79,84
Northern Colorado,Santa Clara,84,87
Oakland,Wright State,79,82
Oklahoma,Virginia,56,74
Pacific,Missouri State,49,60
Portland,Washington State,68,84
Prairie View,North Florida,66,84
Presbyterian,James Madison,56,65
Quinnipiac,Dartmouth,69,52
Rice,North Texas,65,68
St. Joseph's,Fairfield,60,51
South Alabama,Alabama-Birmingham,58,82
USC Upstate,South Carolina,41,57
Southern,Richmond,40,81
Southern Virginia,VMI,78,94
Stephen F. Austin,Louisiana-Monroe,65,64
Tennessee State,Saint Louis,50,78
Texas Southern,Oregon,52,75
Urbana,Kent State,71,94
Utah Valley,Georgia State,56,69
Valparaiso,Ohio,75,78
Western Illinois,Morgan State,53,72
Western Michigan,Milwaukee,67,55
Wichita State,Chaminade,79,58
Winthrop,Belmont,44,71
Michigan State,Washington,76,71
UCLA,Villanova,70,82
UConn,Kentucky,84,67
Missouri,La Salle,83,71
North Dakota State,Minnesota,65,84
VCU,Tennessee,72,77
Air Force,Wofford,72,66
Alcorn State,Denver,51,69
American International,UMass,56,83
Little Rock,Oral Roberts,60,86
Arkansas-Pine Bluff,Hawaii,63,70
Bucknell,James Madison,75,85
Cal State Fullerton,USC,54,81
Centenary (LA),LSU,36,78
Central Michigan,UIC,62,52
Charlotte,Oregon State,70,83
Cleveland State,Akron,64,51
Drexel,Rhode Island,68,74
Eastern Illinois,Bradley,63,56
Eastern Washington,Boise State,54,83
Evansville,Middle Tennessee,70,82
Florida A&M,Dayton,60,80
Grambling,Vanderbilt,59,92
Harvard,Bryant,69,66
Jackson State,Chattanooga,87,75
Jacksonville,Samford,60,49
Kennesaw State,Iowa State,51,91
Lenoir-Rhyne,East Carolina,48,71
Loyola Marymount,Cal Poly,48,55
Loyola (MD),Vermont,48,51
McNeese State,Miami (FL),59,79
Morgan State,North Florida,52,59
Navy,Towson,89,84
Northern Illinois,Maryland-Eastern Shore,86,80
Northwood (MI),New Mexico,56,78
Oklahoma,Chaminade,64,68
Our Lady of the Lake,Texas State,127,126
Princeton,Presbyterian,67,69
