Home,Away,Home_Score,Away_Score
UTSA,Oklahoma State,57,76
Texas Southern,UTEP,63,69
Texas State,Cal State Fullerton,76,66
Tougaloo,Southern,78,67
Trevecca Nazarene,Middle Tennessee,53,94
VMI,Kentucky,111,103
Virginia Wise,Longwood,44,87
Western Illinois,Kennesaw State,63,85
Western State,Air Force,64,70
William & Mary,Penn State,51,65
Wilmington (DE),Delaware State,59,71
Winston-Salem,Georgia Tech,47,92
Penn,UNC,71,86
Montana State-Billings,Gonzaga,52,83
Fairfield,Memphis,63,90
Chattanooga,Tennessee,75,114
Florida Southern,Miami (FL),60,96
UC-Irvine,USC,55,78
Alabama-Birmingham,Troy,87,66
Austin Peay,Evansville,62,70
Bowling Green State,Minnesota,61,68
Bryan,Tennessee Tech,48,76
Buffalo,Youngstown State,70,62
Butler,Drake,58,48
UC-Riverside,New Mexico State,52,79
UC-San Diego,San Diego State,40,59
Canisius,Akron,46,56
Centenary (LA),Mississippi State,55,77
Cheyney,Delaware State,67,64
Chowan,Campbell,64,79
Clemson,TCU,70,58
Coker,Coastal Carolina,80,59
Dartmouth,Army,48,63
Denver,Northern Iowa,56,61
ETSU,SIU-Edwardsville,65,62
Eastern Illinois,Ball State,59,72
Edward Waters,Bethune-Cookman,64,70
Elon,West Virginia,47,92
Florida State,Jacksonville,59,57
George Mason,Vermont,80,79
Georgia State,Concordia-St. Paul,67,63
Hardin-Simmons,Texas-Arlington,64,84
Hofstra,Western Michigan,71,68
Illinois State,Wright State,69,61
Jackson State,LSU,65,79
Lehigh,St. Peter's,79,62
Louisiana College,Lamar,72,105
Louisiana Tech,Louisiana,61,59
Loyola (LA),Southern Miss,51,75
Loyola Marymount,Iowa State,55,67
Lyon,Murray State,46,84
Maine,Kennesaw State,60,47
Manhattan,NJIT,56,32
Marian (IN),Valparaiso,56,87
McNeese State,Tulane,62,68
Mesa State,Southern Utah,73,85
Milwaukee,UC-Davis,81,75
Mississippi Valley State,Washington State,25,76
Morgan State,La Salle,61,64
Nevada,Montana State,72,63
NC State,New Orleans,65,59
Northeastern,Providence,70,66
Northern Illinois,Western Illinois,65,54
Northwestern State,Indiana,65,83
Oakland,Cleveland State,55,58
Oakland City,Lipscomb,54,121
Oakwood,Alabama A&M,86,85
Oral Roberts,Tulsa,43,50
Pacific,California,56,68
Paul Quinn,Baylor,50,108
Portland State,Rice,78,74
Prairie View,Missouri,65,86
Randolph-Macon,Richmond,57,81
San Diego,UNLV,60,65
Southwest Baptist,Utah,80,79
Stevenson,UMBC,54,91
Sul Ross State,Texas-Rio Grande Valley,59,84
Temple,College of Charleston,70,65
Washington,Portland,74,80
Western Kentucky,Houston,64,73
Wilmington (DE),Coppin State,73,94
Idaho,Michigan State,62,100
Rhode Island,Duke,79,82
USC Upstate,Notre Dame,58,94
Bradley,Florida,58,81
UMKC,Kansas,56,71
Long Beach State,Wisconsin,61,68
Little Rock,Pepperdine,66,65
Arkansas-Pine Bluff,Texas A&M,47,76
Bowling Green State,Concordia-St. Paul,82,61
Cal State Bakersfield,Air Force,62,70
Cal State Fullerton,Hawaii,90,76
UC-Davis,Loyola Marymount,64,55
Central Arkansas,Northwestern,39,81
Citadel,VCU,59,82
Clemson,Temple,76,72
Columbia,Seton Hall,50,71
Florida A&M,Wichita State,53,77
Georgia State,Minnesota,52,60
Hofstra,ETSU,76,75
Houston Baptist,Middle Tennessee,63,80
Howard,Navy,55,66
Le Moyne,Syracuse,51,85
Mayville State,South Dakota State,61,92
Mercer,Alabama,72,69
Milwaukee,Iowa State,61,79
Montreat,UNC Asheville,78,91
Morehead State,Vanderbilt,48,74
New Mexico,Creighton,75,82
Norfolk State,Longwood,81,74
North Carolina A&T,UCF,62,81
North Florida,Savannah State,60,75
Old Dominion,Charlotte,69,68
Rutgers,Delaware,85,77
St. Joseph's,Holy Cross,69,73
San Francisco,Texas State,88,74
San Jose State,Nebraska,46,63
South Dakota,Cincinnati,46,77
Southeast Missouri State,Kansas State,68,88
SIU-Edwardsville,Western Michigan,83,72
St. Andrews,East Carolina,58,94
Suffolk,New Hampshire,50,101
Tennessee State,Loyola (MD),70,73
Texas A&M-Corpus Christi,Illinois,53,72
TCU,College of Charleston,75,86
Towson,Niagara,62,79
VMI,Virginia,97,107
West Virginia Tech,Marshall,57,110
William & Mary,Ohio,55,74
Winthrop,South Carolina,63,86
Wofford,Dayton,49,52
Hartford,UConn,56,99
Miami (OH),Pitt,53,82
Eastern Michigan,Purdue,58,87
Mississippi Valley State,Oklahoma,53,94
UMass,Memphis,58,80
Chicago State,Marquette,87,106
Davidson,James Madison,99,64
Jacksonville,Georgetown,62,71
Fordham,Villanova,68,107
Alabama-Birmingham,Santa Clara,64,61
Albany (NY),DePaul,64,75
Army,Quinnipiac,64,66
Austin Peay,Belmont,86,84
Boise State,Siena,52,82
Brown,George Mason,52,89
Champion Baptist,Prairie View,39,90
Chattanooga,Missouri,75,103
Colgate,Central Connecticut,58,57
Cornell,St. John's (NY),75,86
Delaware State,Lehigh,58,76
Florida Atlantic,Arizona,62,75
Fresno State,Saint Mary's,85,99
Furman,Charleston Southern,64,75
Haskell Indian Nations Institute,Northern Arizona,63,95
Idaho State,Hawaii,64,67
John Brown,Oral Roberts,58,82
Louisiana-Monroe,Mississippi State,49,78
Loyola (IL),Georgia,74,53
Loyola (MD),Boston College,57,90
Lyon,Arkansas State,46,88
Mansfield,Binghamton,62,80
UMBC,Morgan State,60,67
Miles,Southeastern Louisiana,69,95
Missouri State,Central Michigan,60,57
Monmouth,Florida International,61,80
Montana Western,Montana,67,75
Mount St. Mary's,Virginia Tech,57,62
NJIT,Penn State,47,74
North Carolina Central,Kent State,42,83
North Texas,Oklahoma State,88,100
Oakland,Oregon,82,79
Saint Francis (PA),American,46,67
Sam Houston State,Texas Tech,76,87
Spring Hill,Samford,52,72
St. Bonaventure,Marist,77,54
UTSA,Iowa,67,73
Toledo,Xavier,65,81
Troy,UNC Wilmington,95,107
Utah State,UCSB,61,59
Webber,UNC Greensboro,78,90
Kentucky,UNC,58,77
Tulane,Texas,51,76
Idaho,Gonzaga,46,80
Loyola (IL),Purdue,46,78
Davidson,Oklahoma,78,82
UT-Martin,Tennessee,64,91
Arizona State,San Diego State,59,52
New Mexico State,USC,60,73
Florida Gulf Coast,Kansas,45,85
SIU-Edwardsville,Wisconsin,58,88
Alabama-Birmingham,Arizona,72,71
Alabama State,Southern Miss,61,74
Alcorn State,Houston,57,110
Allen,South Carolina State,68,98
Bethune-Cookman,Stetson,58,64
Boston University,Bucknell,71,68
Bridgewater (VA),Radford,46,86
BYU,Pepperdine,82,53
Buffalo,Canisius,69,64
Cal State Northridge,Stanford,85,103
Campbellsville,Western Kentucky,48,62
Centenary (LA),Baylor,55,90
UCF,Valparaiso,52,69
Clark Atlanta,Kennesaw State,60,70
Cleveland State,Washington,63,78
Coastal Carolina,Savannah State,65,66
Cornell,Loyola (MD),82,72
Dartmouth,Providence,82,100
Delaware,Robert Morris,75,86
Detroit,Western Michigan,58,71
East Texas Baptist,Northwestern State,65,87
Fairleigh Dickinson,Washington State,33,55
Florida Atlantic,Santa Clara,65,61
Florida State,La Salle,65,61
Gardner-Webb,Longwood,84,85
Georgia,Eastern Michigan,61,60
Georgia Southern,UTEP,79,96
Green Bay,Utah,60,79
Indiana State,Northern Illinois,79,86
IUPUI,Indiana,57,60
James Madison,Mississippi Valley State,62,54
Lamar,Louisiana,78,68
Liberty,UNC Asheville,56,84
Louisiana Tech,Grambling,80,74
Maryland Bible,VMI,72,118
Mayville State,North Dakota State,64,128
Montana State,Colorado,85,82
Montana Western,Utah Valley,80,90
Nevada,San Diego,51,65
Northern Colorado,Colorado State,74,85
Oakland City,Evansville,51,75
Penn,Drexel,64,66
Portland,Portland State,76,81
Richmond,Syracuse,71,76
Sacramento State,UC-Riverside,49,61
Sacred Heart,Fairfield,54,70
San Francisco,California,74,87
South Alabama,Ole Miss,71,89
Southern Virginia,Elon,55,83
St. Francis (NY),Navy,63,75
St. John's (NY),Boston College,70,82
Stephen F. Austin,Texas A&M,48,55
Stony Brook,Lafayette,71,80
Tennessee Tech,Lipscomb,83,72
Texas-Rio Grande Valley,UNLV,48,73
Texas Southern,Cincinnati,51,82
Texas Wesleyan,Texas-Arlington,71,74
West Alabama,Jacksonville State,48,69
Winston-Salem,Eastern Kentucky,44,69
Winthrop,Akron,58,72
Yale,Vermont,58,89
Youngstown State,Maryland,49,73
Michigan State,Purdue-Fort Wayne,70,59
UNC Wilmington,Wake Forest,88,120
Niagara,Villanova,62,77
Albany (NY),Bryant,76,67
American,Howard,65,63
Bacone,Central Arkansas,57,74
Ball State,Butler,55,64
Binghamton,George Washington,57,71
Brown,Holy Cross,62,57
Cal State Maritime,San Jose State,37,79
UC-San Diego,Pacific,58,66
Campbell,East Carolina,65,86
Charlotte,Appalachian State,84,87
Delaware State,Dayton,42,62
Eastern Washington,UC-Irvine,74,69
Emporia State,Kansas State,60,82
Eureka,Western Illinois,57,75
Florida A&M,Alabama,48,89
Harvard,New Hampshire,80,69
Huston-Tillotson,Texas State,81,104
Kent State,Saint Louis,76,74
Maine,Princeton,58,55
Manchester,Eastern Illinois,53,82
Mercer,Auburn,78,74
UMKC,Wichita State,66,63
Morehead State,Drake,70,86
Morgan State,Manhattan,60,61
Murray State,Arkansas State,47,55
Nebraska,TCU,62,50
New Orleans,Nicholls State,62,79
Norfolk State,William & Mary,58,74
North Alabama,Mississippi State,61,102
Northern Iowa,UIC,77,84
Prairie View,Wyoming,75,80
St. Peter's,Wagner,44,59
South Dakota State,VCU,56,72
South Florida,Virginia,75,77
Southern Tech,Georgia State,64,82
Talladega,North Carolina A&T,54,83
Texas A&M-Corpus Christi,Northwestern,48,66
Upper Iowa,Milwaukee,59,87
Wofford,Clemson,40,93
Michigan,UCLA,55,52
Duke,Southern Illinois,83,58
Memphis,Chattanooga,83,71
Southern Utah,Florida,50,64
Seton Hall,USC,63,61
Alcorn State,LSU,45,77
Arkansas-Pine Bluff,Creighton,50,82
Army,LIU-Brooklyn,68,78
Atlanta Christian,High Point,51,91
UC-Davis,Arkansas,59,68
Campbellsville,Samford,54,73
Centenary (LA),Troy,81,77
Central Michigan,Chicago State,74,84
College of Charleston,Charleston Southern,93,83
Delaware State,Ohio State,42,70
Duquesne,Saint Francis (PA),83,72
East Central,Texas Tech,116,167
Florida International,Washington,51,74
George Mason,Hampton,44,50
Grambling,New Mexico,50,96
Hartford,Penn State,64,89
Hope International,Cal State Fullerton,60,106
Illinois,Vanderbilt,69,63
Iowa,Citadel,70,48
Longwood,West Virginia,54,86
McNeese State,Louisiana-Monroe,82,63
Mississippi Valley State,Montana,65,82
North Carolina Central,Florida Gulf Coast,58,66
North Florida,BYU,41,74
North Texas,Sam Houston State,76,71
Northern Arizona,UNLV,71,87
Rhode Island,Monmouth,85,62
Rice,Cal Poly,81,76
Rider,Lehigh,69,68
Sacred Heart,Providence,87,111
Southeastern Louisiana,Lipscomb,58,70
Stetson,Florida State,77,79
Stevenson,VMI,72,133
Texas-Rio Grande Valley,California,58,85
Toccoa Falls,Western Carolina,62,120
Tulsa,Oklahoma State,73,91
Virginia Tech,Fairfield,74,57
Wayne State (MI),Bowling Green State,48,80
Wingate,ETSU,66,96
Xavier,Missouri,75,71
UNC,UCSB,84,67
UConn,La Salle,89,81
UCLA,Southern Illinois,77,60
Akron,Pitt,67,86
Notre Dame,Loyola Marymount,65,54
Duke,Michigan,71,56
Memphis,Seton Hall,84,70
Tennessee,Middle Tennessee,76,66
Miami (FL),Southern Miss,70,60
USC,Chattanooga,73,46
Winthrop,Davidson,70,97
Wisconsin,Iona,60,58
Academy of Art,San Francisco,23,74
Bryant,Columbia,54,70
Cal Poly,North Florida,76,42
Cal State Northridge,Cal State Bakersfield,65,67
Carver Bible,South Carolina State,77,112
Culver-Stockton,Southeast Missouri State,50,89
Delaware,St. Bonaventure,85,81
Houston Baptist,SMU,60,79
Illinois State,Alabama State,77,71
Jackson State,Texas A&M,78,96
Kennesaw State,James Madison,69,82
UMBC,Quinnipiac,76,71
Missouri,Fairfield,87,59
Morgan State,Marshall,72,67
Northern Illinois,Tennessee State,73,75
Northwestern State,Centenary (LA),69,66
Oakland,Syracuse,66,86
Oregon,UC-Irvine,84,77
Pepperdine,New Mexico State,66,90
Presbyterian,Georgia,47,55
Radford,Virginia,66,68
Rice,BYU,52,83
Robert Morris,Rutgers,55,69
Rollins,Green Bay,75,58
Sacramento State,Washington State,55,76
San Diego,Valparaiso,73,66
Temple,Lafayette,71,55
Troy,Alcorn State,92,79
Utah,Ole Miss,83,72
Vermont,Maryland,74,89
Xavier,Virginia Tech,63,62
Yale,Portland,58,77
Morehead State,Louisville,41,79
Indiana (PA),Pitt,60,86
Coppin State,Purdue,46,66
Gardner-Webb,Oklahoma,76,80
Milwaukee,Marquette,80,100
Drexel,Georgetown,53,81
Alabama-Birmingham,Old Dominion,77,62
Alabama State,SMU,51,56
Allegheny,Youngstown State,59,96
American,Jacksonville,75,67
Appalachian State,Niagara,80,95
Arkansas,Missouri State,57,62
Arkansas-Pine Bluff,Nebraska,53,67
Boston College,Saint Louis,50,53
Bryant,Quinnipiac,59,50
Bucknell,Saint Francis (PA),59,69
Buffalo,Evansville,49,64
Cal Poly,BYU,64,76
Central Connecticut,Albany (NY),67,68
UCF,New Mexico,72,71
Cincinnati Christian,Citadel,55,78
Clemson,Charlotte,71,70
Coastal Carolina,Florida State,70,82
Colgate,Dartmouth,65,60
Colorado-Colorado Springs,Air Force,65,86
Cornell,Siena,56,74
Delaware State,Kentucky,42,71
Denver,Lamar,48,61
DePaul,UIC,67,63
East Central,UTSA,68,136
Eastern Illinois,Purdue-Fort Wayne,77,81
Eastern Kentucky,Texas Tech,84,98
Eastern Michigan,Detroit,47,62
Elon,UT-Martin,65,82
Fairleigh Dickinson,Mississippi State,58,84
Fresno State,San Diego State,56,80
George Mason,East Carolina,77,71
George Washington,Auburn,71,83
Georgia Tech,Mercer,82,76
Green Bay,Marshall,72,66
Hampton,Towson,73,82
Harvard,Colorado,57,70
High Point,NC State,56,69
Holy Cross,Northeastern,49,61
Howard,St. John's (NY),44,79
Idaho State,Boise State,84,92
Illinois State,Houston Baptist,107,70
Indiana-East,IUPUI,55,92
Indiana-South Bend,Butler,33,87
Iona,Valparaiso,75,55
Jacksonville State,Georgia State,80,73
Johnson & Wales (CO),Wyoming,64,105
Kansas State,Cleveland State,69,59
LIU-Brooklyn,Canisius,63,76
Longwood,Maryland-Eastern Shore,61,49
Louisiana,Utah Valley,41,71
Louisiana Tech,Little Rock,69,78
Loyola (IL),Western Michigan,54,51
Maine,Providence,62,83
Manhattan,Fordham,81,67
Marist,Robert Morris,72,55
UMBC,Columbia,66,52
McNeese State,TCU,64,68
Minnesota,Colorado State,72,71
UMKC,Florida Atlantic,59,77
Monmouth,Penn,62,83
Navy,William & Mary,102,99
New Orleans,Savannah State,44,54
Nicholls State,Tulane,70,72
UNC Asheville,Campbell,57,94
North Carolina A&T,UNLV,58,71
UNC Greensboro,Central Arkansas,60,73
North Dakota State,Idaho,69,78
Northern Arizona,UC-Riverside,52,59
Northwestern,Brown,73,64
Ohio,Austin Peay,79,68
Oral Roberts,Creighton,65,87
Oregon State,Nevada,71,79
Rice,North Florida,68,46
St. Peter's,Boston University,62,67
South Alabama,Florida A&M,93,64
USC Upstate,South Carolina,53,75
Southern,Baylor,43,85
SIU-Edwardsville,Ball State,55,67
Southern Miss,La Salle,76,72
Southern Utah,Tennessee Tech,68,69
St. Francis (NY),Hartford,82,91
Talladega,Alabama A&M,65,60
Texas-Arlington,Eastern Washington,70,73
Toccoa Falls,Charleston Southern,78,107
Utah,Morgan State,66,37
VCU,Rhode Island,86,92
Wagner,Stony Brook,65,62
Weber State,Long Beach State,69,73
Western Illinois,Cincinnati,46,74
Western Kentucky,Murray State,61,89
Wofford,Texas-Rio Grande Valley,75,70
Wright State,Central Michigan,68,70
UConn,Miami (FL),76,63
South Alabama,Louisville,54,81
Montana,Duke,58,78
Xavier,Memphis,63,58
Pepperdine,Arizona State,40,61
Missouri,USC,83,72
Wisconsin,San Diego,64,49
Alabama State,Houston Baptist,77,68
Bethune-Cookman,Dayton,38,78
Cal State Fullerton,Portland State,75,76
Delaware,Marist,88,83
Ecclesia,Prairie View,38,84
Fairfield,Chattanooga,61,42
Florida A&M,Morehead State,79,74
Furman,Duquesne,65,85
Grambling,Oklahoma State,60,91
Green Bay,Morgan State,71,54
Illinois State,SMU,84,73
Jackson State,Illinois,64,78
Ole Miss,Marshall,82,78
New Hampshire,Penn State,50,70
UNC Wilmington,Kent State,64,83
North Texas,Indiana State,80,69
Northwestern State,LSU,60,91
Oakland,Iowa,57,66
Portland,UC-Davis,75,72
Princeton,Army,55,43
Rider,Lafayette,84,77
Seton Hall,Virginia Tech,77,73
South Dakota State,Drake,65,75
St. Bonaventure,Rutgers,64,63
Texas A&M-Corpus Christi,Tulsa,43,66
Texas-Rio Grande Valley,Colorado-Colorado Springs,87,78
Texas Southern,Northern Iowa,67,74
Vanguard,Saint Mary's,54,86
Wofford,Air Force,74,61
UNC,Chaminade,115,70
UConn,Wisconsin,76,57
Texas,St. Joseph's,68,50
Notre Dame,Indiana,88,50
Syracuse,Florida,89,83
Winston-Salem,Wake Forest,31,62
Miami (FL),San Diego,80,45
Washington,Kansas,54,73
Florida Atlantic,Davidson,60,76
Arizona,Mississippi Valley State,86,52
Bowling Green State,Ohio State,57,61
Cal State Northridge,New Mexico,74,85
UCSB,San Francisco,72,73
Centenary (LA),Wichita State,44,65
Cleveland State,Saint Leo,72,62
Coastal Carolina,Cincinnati,56,82
College of Charleston,South Carolina State,94,72
ETSU,Tennessee Tech,78,65
Eastern Michigan,St. John's (NY),61,73
Idaho,Eastern Washington,59,69
Iowa State,Hawaii,59,60
Jacksonville,Baylor,68,76
Jacksonville State,UMass,75,74
Johnson & Wales (FL),Stetson,36,59
La Salle,Valparaiso,75,70
Lipscomb,Samford,50,57
Longwood,Kentucky,57,91
Loyola (IL),Cornell,53,78
Loyola Marymount,Wagner,51,72
Loyola (MD),James Madison,64,54
Miami (OH),Wright State,55,37
Middle Tennessee,Vanderbilt,57,65
Miles,Tennessee State,92,109
UMKC,Bradley,73,61
Montana State,Boise State,61,74
UNLV,UTEP,80,67
NJIT,Towson,48,61
North Carolina A&T,California,47,82
Old Westbury,Hofstra,50,68
Oregon,Alabama,92,69
Richmond,Florida Gulf Coast,69,58
Saint Francis (PA),Lehigh,56,61
Saint Martin's,Colorado State,83,76
San Jose State,Presbyterian,46,47
Santa Clara,Georgia,48,54
Southern Miss,Iona,64,63
Toledo,Florida International,46,50
VMI,Campbell,97,92
Western Illinois,Florida State,55,67
Yale,Oregon State,53,52
UNC,Oregon,98,69
Belmont,Pitt,60,74
Notre Dame,Texas,81,80
Texas Southern,Marquette,68,85
Florida,Washington,86,84
Monmouth,Villanova,48,71
Syracuse,Kansas,89,81
Loyola (MD),Davidson,48,78
Alabama,Chaminade,78,56
Albany (NY),Columbia,66,49
Albany State (GA),Tulane,59,87
American,Stony Brook,56,53
Arizona,Santa Clara,69,66
Arkansas-Pine Bluff,Georgia Tech,47,74
Arkansas State,UT-Martin,76,67
Ball State,Milwaukee,82,69
Bethune-Cookman,Auburn,46,61
Binghamton,Central Connecticut,51,76
Boston University,Northeastern,83,75
Bradley,Florida Gulf Coast,58,54
Canisius,Washington State,41,67
Chicago State,Northern Iowa,70,81
Citadel,Charleston Southern,84,80
Cleveland State,Toledo,77,56
Cornell,Eastern Michigan,67,54
Creighton,Little Rock,69,71
Delaware State,West Virginia,42,76
Duquesne,USC Upstate,79,69
Eastern Illinois,IUPUI,60,67
Furman,Dartmouth,63,68
Gardner-Webb,South Carolina,70,85
Georgia State,Troy,63,68
Hartford,Rhode Island,72,94
High Point,South Florida,46,59
Holy Cross,Harvard,59,69
UIC,Howard,68,54
Indiana-East,Purdue-Fort Wayne,36,79
James Madison,Florida Atlantic,81,64
Lafayette,Colorado,59,73
Lamar,Rice,61,53
Lambuth,Austin Peay,63,79
Liberty,Virginia,86,82
Long Beach State,Idaho State,88,82
Loyola (IL),St. John's (NY),54,73
Maryland-Eastern Shore,Navy,51,76
McMurry,UTSA,55,80
Mercer,Dayton,53,71
Mississippi State,St. Bonaventure,76,71
Mississippi Valley State,Georgia,57,98
Montana,Utah Valley,75,82
Mount St. Mary's,George Mason,60,72
Niagara,Buffalo,65,61
Norfolk State,Michigan,49,83
UNC Asheville,Wofford,69,74
North Carolina Central,Tulsa,52,92
UNC Wilmington,Texas A&M,65,84
North Dakota State,Northern Arizona,89,82
Oakland,Kansas State,64,83
Occidental,UC-Riverside,34,62
Old Dominion,Bucknell,82,83
Oral Roberts,Louisiana,75,79
Penn State,Penn,85,73
Quinnipiac,Maine,73,66
Radford,William & Mary,53,73
Richmond,UMKC,85,74
Sacramento State,Cal State Bakersfield,62,72
St. Joseph's,Indiana,80,54
Saint Louis,Nebraska,57,71
Savannah State,Clemson,49,81
Seattle,Fresno State,58,79
Seattle Pacific,Southern Utah,75,65
Southeast Missouri State,Iowa,41,75
Southeastern Louisiana,Texas Tech,63,74
SW Assembl. of God,Prairie View,61,106
Stephen F. Austin,Louisiana-Monroe,58,60
Talladega,Southern,69,64
Texas-Tyler,Texas-Arlington,67,99
Thiel,Eastern Kentucky,43,91
Upper Iowa,South Dakota State,65,69
Urbana,Akron,37,81
Vermont,Delaware,78,63
VCU,East Carolina,90,93
Weber State,Utah State,49,75
West Georgia,Florida International,57,54
Western Michigan,Sam Houston State,65,62
Winthrop,NC State,48,74
Youngstown State,Robert Morris,72,74
UNC,Notre Dame,102,87
Texas,Oregon,70,57
Purdue,Boston College,71,64
Oklahoma,Alabama-Birmingham,77,67
Air Force,Stanford,57,76
Alabama,St. Joseph's,58,48
Arkansas,South Alabama,79,77
Army,Brown,73,80
Bradley,Richmond,80,66
Central Arkansas,Vanderbilt,62,83
UCF,Ole Miss,46,78
Cleveland State,Florida International,66,58
Detroit,DePaul,62,71
Eastern Washington,Minnesota,67,88
Elon,Virginia Tech,67,76
Hampton,Alaska-Anchorage,69,61
Indiana,Chaminade,81,79
Jackson State,North Texas,82,84
Kennesaw State,Colgate,54,50
Lehigh,Rutgers,76,71
LIU-Brooklyn,St. Peter's,59,69
Manhattan,St. Francis (NY),68,70
UMBC,George Washington,64,70
UMKC,Florida Gulf Coast,73,68
Montana State,Oregon State,82,79
Murray State,Indiana State,67,61
New Orleans,Colorado State,60,78
Northern Colorado,Denver,71,66
Northwestern,Butler,53,57
Pacific,Nevada,67,59
Portland State,Northern Illinois,79,58
Princeton,Fordham,73,61
Southern Illinois,Western Kentucky,70,79
SMU,TCU,44,62
Texas State,Wyoming,96,97
Toledo,West Georgia,77,62
Maryland,Michigan State,80,62
Gonzaga,Oklahoma State,83,71
Tennessee,Siena,78,64
Arizona State,Charlotte,84,56
Wake Forest,Cal State Fullerton,75,69
Georgetown,Wichita State,58,50
Baylor,Providence,72,56
San Diego State,Western Carolina,59,58
Seattle,Louisiana Tech,61,46
UTEP,Saint Mary's,75,62
Pitt,Texas Tech,80,67
Michigan State,Oklahoma State,94,79
Duquesne,Duke,72,95
Gonzaga,Maryland,81,59
Oklahoma,Purdue,87,82
Tennessee,Georgetown,90,78
Baylor,Arizona State,87,78
Marquette,Northern Iowa,73,43
Wake Forest,UTEP,82,79
Towson,Villanova,47,64
Coppin State,Kansas,53,85
Bethune-Cookman,Chicago State,64,79
Boston College,Alabama-Birmingham,83,77
California,UNLV,73,55
UC-Davis,Tulane,76,62
