Home,Away,Home_Score,Away_Score
UT-Martin,Memphis,71,102
Richmond,Maine,44,42
Richmond,Memphis,63,80
Central Arkansas,Kentucky,40,67
Gardner-Webb,Alabama A&M,69,55
UT-Martin,Maine,66,62
Gardner-Webb,Kentucky,84,68
Buffalo,Ohio Valley,89,82
Central Arkansas,Alabama A&M,69,59
Morgan State,UConn,65,69
Buffalo,UConn,57,82
Denver,East Central,76,75
Morgan State,Ohio Valley,77,66
San Francisco,Oklahoma,55,71
Portland State,UCLA,48,69
Louisiana-Monroe,Kansas,78,107
Temple,Tennessee,63,80
Eastern Washington,Washington State,41,68
North Carolina Central,Duke,56,121
McNeese State,Texas A&M,50,73
Wofford,Arkansas,45,67
Houston Baptist,Pitt,62,103
Harvard,Stanford,56,111
Sacramento State,Kansas State,63,94
Alcorn State,Southeastern Louisiana,54,72
Allen,Delaware State,44,77
Arkansas-Pine Bluff,UTEP,50,77
Auburn,Tulane,62,77
Belmont,Cincinnati,86,75
Brown,Eastern Michigan,74,55
Butler,Ball State,61,45
Cal State Bakersfield,Cal State Fullerton,75,92
Cal State Monterey Bay,Santa Clara,49,66
UCSB,Northwestern State,92,71
Carver Bible,Savannah State,48,88
Cascade,Idaho,52,110
Centenary (LA),Lipscomb,72,69
Cleveland State,South Florida,73,70
Colorado State,Montana,39,75
Coppin State,Saint Paul's,69,65
Covenant,Chattanooga,59,120
Cumberland University,Tennessee State,80,90
Daniel Webster,Citadel,79,131
Dartmouth,Air Force,38,67
Denver,Oklahoma,50,80
DePaul,Creighton,62,74
Drake,UC-San Diego,81,63
Drexel,Penn,67,59
Elon,Virginia Tech,64,69
Emory,Davidson,56,120
Fairfield,Wake Forest,60,85
Florida Atlantic,Rhode Island,63,90
Florida Southern,Miami (FL),61,104
Fordham,Columbia,79,61
Furman,UNC Asheville,75,78
Hardin-Simmons,UTSA,47,69
Hartford,St. Francis (NY),59,62
High Point,Charlotte,55,61
Howard,Duquesne,59,129
Huston-Tillotson,Texas State,81,101
Idaho State,Iowa,43,58
Jacksonville State,Georgia,65,107
Kennesaw State,Western Kentucky,61,96
Loyola Marymount,UC-Irvine,61,74
Loyola (MD),Towson,69,83
Maryland-Eastern Shore,VCU,51,70
UMass,Cal Poly,90,64
Monmouth,Colgate,60,63
Montana State,UNLV,65,76
Morehead State,Houston,54,83
Navy,Longwood,88,72
New Mexico,Colorado,54,47
New Mexico State,Ohio,72,80
Nicholls State,Florida State,58,81
UNC Greensboro,Georgia Tech,83,74
North Dakota State,Florida,65,75
North Greenville,Coastal Carolina,75,95
Northern Colorado,VMI,104,97
Northern Illinois,Northern Iowa,45,75
Oakland,Green Bay,75,76
Oakland City,Indiana State,45,78
Palm Beach Atlantic,Stetson,54,56
Portland,Fresno State,68,75
Prairie View,Oklahoma State,48,104
Radford,Michigan,55,82
Saint Louis,North Carolina A&T,54,43
San Diego,Hawaii,73,72
San Diego State,Liberty,62,50
San Francisco,East Central,87,70
Siena,James Madison,88,100
Sonoma State,Saint Mary's,57,82
South Carolina State,South Carolina,67,92
USC Upstate,Utah,52,86
Southern Utah,Utah State,49,60
Southwestern Oklahoma State,Oral Roberts,59,84
St. Bonaventure,Boston University,57,68
Stony Brook,Villanova,64,86
Tennessee Tech,Rutgers,64,70
Texas Southern,Texas A&M-Corpus Christi,72,64
Texas-Tyler,Stephen F. Austin,47,63
Troy,Alabama,72,84
University of the Ozarks,Little Rock,54,92
Upper Iowa,Milwaukee,53,78
Utah Valley,Boise State,72,73
Vermont,George Mason,53,60
Wagner,Lafayette,74,70
Waldorf,Western Illinois,56,76
Western Carolina,Bowling Green State,63,60
Winston-Salem,Iowa State,44,58
William & Mary,Georgetown,53,68
IUPUI,Marquette,68,76
Pepperdine,Oregon,70,100
Mercer,USC,96,81
North Carolina A&T,Pitt,61,88
Northwestern State,Stanford,58,97
Alabama-Birmingham,Georgia State,86,63
Albany (NY),Bucknell,52,55
American,Saint Francis (PA),75,68
Anderson (SC),Charleston Southern,74,85
Angelo State,TCU,70,89
Army,Minnesota,52,84
Austin Peay,Vanderbilt,67,81
Bowling Green State,Belmont,78,67
Bradley,UIC,75,84
BYU,Long Beach State,74,34
Cal Poly,Northern Iowa,55,62
UC-Riverside,Texas Tech,56,68
UCSB,Harvard,79,61
Cameron,North Texas,53,106
Centenary (LA),Iowa State,57,67
Chicago State,Cal State Northridge,85,96
Coker,Campbell,47,76
College of Charleston,UNC Wilmington,91,98
Colorado-Colorado Springs,Wyoming,63,87
Coppin State,Allen,72,61
Dallas Baptist,Sam Houston State,69,86
Dartmouth,VMI,98,87
Drake,Saint Mary's,66,72
ETSU,Dayton,74,78
Harris-Stowe,Eastern Illinois,63,85
Hofstra,Holy Cross,47,61
Iona,Robert Morris,66,72
Kent State,Detroit,60,61
Le Moyne,Loyola (IL),57,73
Lehigh,Cornell,83,87
Liberty,Fresno State,62,71
Limestone,East Carolina,60,78
Louisiana Tech,Mississippi State,45,75
Manhattan,NJIT,70,28
UMass,Northern Illinois,102,87
Mississippi Valley State,Ole Miss,63,97
Missouri State,Toledo,53,57
Mount St. Mary's,George Washington,62,77
New Hampshire,Boston College,57,67
Norfolk State,Richmond,72,69
Northern Colorado,Air Force,62,71
Oakwood,Alabama A&M,81,88
Pacific,Western Michigan,90,76
Paul Quinn,Alabama State,72,90
Presbyterian,Nebraska,52,67
Queens (NC),Winthrop,61,68
Rider,Murray State,65,66
Sacred Heart,Yale,71,82
Saint Louis,Houston Baptist,91,56
Saint Paul's,Delaware State,69,70
St. Peter's,UMBC,78,81
San Diego State,Portland,78,64
Southeast Missouri State,Xavier,59,90
Southern,SMU,75,61
Texas-Permian Basin,Texas-Rio Grande Valley,65,77
Utah State,Weber State,71,78
Warner Southern,Bethune-Cookman,65,59
West Florida,South Alabama,41,73
West Virginia Wesleyan,Eastern Kentucky,45,78
Western Carolina,Cincinnati,64,66
Winston-Salem,Lipscomb,68,58
UMKC,Kansas,62,85
Pacific,Oregon,64,80
Montana,Gonzaga,54,77
Saint Louis,Pitt,58,69
UCSB,Stanford,48,67
Pittsburg State,Kansas State,66,76
Adams State,Northern Arizona,65,78
Adrian,Oakland,46,86
Alabama State,SMU,64,54
Belmont,Western Carolina,79,70
Bowling Green State,Cincinnati,69,67
Brown,Michigan,57,72
Cal Poly,Northern Illinois,88,78
Cal State Los Angeles,Cal State Fullerton,67,87
Central Connecticut,Princeton,57,59
Delaware,Marist,78,89
Georgia Tech,Tennessee State,99,85
Hampton,Tulsa,72,55
Hartford,Quinnipiac,79,85
Harvard,Northwestern State,90,60
Purdue-Fort Wayne,Wisconsin,55,83
Jackson State,Baylor,76,100
La Verne,UC-Davis,55,97
Lees-McRae,UNC Asheville,48,74
UMass,Northern Iowa,68,75
