Home,Away,Home_Score,Away_Score
Wyoming,New Mexico,46,59
Syracuse,Seton Hall,75,63
Rutgers,Notre Dame,61,69
Air Force,UNLV,56,72
Buffalo,Ball State,76,61
Fresno State,Colorado State,61,67
Grambling,Alabama A&M,51,59
Lafayette,Bucknell,56,64
Miami (OH),Eastern Michigan,47,58
Nicholls State,McNeese State,59,62
Norfolk State,Bethune-Cookman,68,70
North Carolina Central,North Carolina A&T,42,55
Oregon State,Colorado,68,74
Providence,Cincinnati,44,61
Rice,Houston,67,72
Sam Houston State,Central Arkansas,69,63
San Diego State,Boise State,73,67
South Carolina,Mississippi State,59,70
SMU,Alabama-Birmingham,52,53
Stanford,Arizona State,88,89
Texas A&M,Auburn,71,62
TCU,Texas,57,70
Tulane,Marshall,66,64
Utah,USC,69,66
Villanova,St. John's (NY),66,53
Washington State,Washington,62,64
West Virginia,Texas Tech,69,71
Villanova,Louisville,55,74
Georgetown,Cincinnati,62,43
Penn State,Michigan,66,83
Texas Tech,Kansas,63,91
Texas,Kansas State,49,66
Notre Dame,Marquette,73,65
Oklahoma State,Baylor,74,72
Syracuse,Pitt,62,59
Colorado,Arizona,69,79
Tulane,Memphis,68,81
UCLA,Arizona State,80,75
UC-Davis,Cal Poly,41,64
Dayton,Butler,67,73
Florida State,Clemson,73,69
Georgia Tech,Boston College,64,84
Hampton,Delaware State,60,63
Hawaii,UC-Irvine,60,71
Jackson State,Alabama State,66,59
Kent State,Buffalo,70,68
Long Beach State,Cal State Fullerton,75,66
LSU,Georgia,68,63
UMass,George Washington,77,72
Minnesota,Illinois,49,51
New Mexico State,Idaho,65,49
Northern Colorado,Montana State,69,56
Northern Kentucky,San Francisco,68,73
Northwestern,Iowa,59,73
Oklahoma,Iowa State,66,73
Pacific,UCSB,71,68
Prairie View,Alcorn State,67,59
Purdue,Nebraska,55,57
Richmond,Charlotte,63,68
Sam Houston State,Oral Roberts,58,55
Savannah State,Morgan State,61,64
Southeastern Louisiana,McNeese State,85,65
Southern Miss,Alabama-Birmingham,81,66
Southern Utah,North Dakota,52,69
Tennessee,Mississippi State,69,53
Texas A&M,Missouri,50,62
UTEP,Houston,80,69
UTSA,Louisiana Tech,73,67
Texas State,Denver,72,68
Tulsa,East Carolina,79,72
Utah,California,79,69
Utah State,Texas-Arlington,78,83
Utah Valley,Houston Baptist,74,76
Vanderbilt,Arkansas,75,72
Virginia Tech,NC State,63,80
Wake Forest,Maryland,62,75
Washington,Oregon,77,80
Weber State,Northern Arizona,84,58
Western Michigan,Eastern Michigan,70,55
Xavier,St. Joseph's,57,58
Maryland,Duke,83,74
Indiana,Illinois,80,64
Notre Dame,Louisville,57,69
Syracuse,Georgetown,58,55
Wisconsin,Michigan,68,59
Kansas,Iowa State,88,73
Michigan State,Iowa,59,56
Miami (FL),Boston College,69,58
Ohio State,Nebraska,71,50
Oklahoma State,Kansas State,57,68
