Home,Away,Home_Score,Away_Score
Bradley,Virginia,96,85
Dayton,Ohio State,63,74
Houston,Tulsa,69,73
Ole Miss,Virginia Tech,81,72
Washington State,UNC,47,68
Western Kentucky,UCLA,78,88
Tennessee,Louisville,60,79
Xavier,West Virginia,79,75
Michigan State,Memphis,74,92
Villanova,Kansas,57,72
Texas,Stanford,82,62
Wisconsin,Davidson,56,73
UNC,Louisville,83,73
Xavier,UCLA,57,76
Kansas,Davidson,59,57
Texas,Memphis,67,85
Bradley,Tulsa,68,73
UMass,Florida,78,66
Ohio State,Ole Miss,81,69
Tulsa,Bradley,74,83
Ohio State,UMass,92,85
Bradley,Tulsa,64,70
UNC,Kansas,66,84
UCLA,Memphis,63,78
Memphis,Kansas,68,75
