Home,Away,Home_Score,Away_Score
Western State,Wyoming,49,88
Wright State,Southern Illinois,85,81
Xavier (LA),Jackson State,54,66
Grand Canyon,Duke,61,96
Akron,Youngstown State,82,90
Alabama State,Western Kentucky,66,79
Appalachian State,Davidson,74,86
Averett,High Point,41,74
Bridgewater (VA),William & Mary,44,96
Bryant,Notre Dame,64,89
UC-Davis,Santa Clara,63,58
Central Baptist,Little Rock,65,97
Charleston Southern,Florida State,67,88
Coe,Northern Iowa,37,74
Corban,Idaho,67,90
Ferrum,Winthrop,47,66
Illinois Tech,Chicago State,89,97
Jacksonville,Denver,92,84
Kent State,Cleveland State,79,74
LeTourneau,Sam Houston State,57,104
Louisiana College,UTEP,54,88
Omaha,UCSB,74,60
North Carolina Central,Marshall,69,81
Northern Colorado,Butler,52,89
Northland,Green Bay,49,84
Northwest Nazarene,Utah,37,81
Northwest University,Boise State,46,85
Saint Francis (PA),St. Bonaventure,82,92
San Diego Christian,Cal State Bakersfield,54,96
USC Upstate,Georgetown,60,105
Southern,Ohio,67,77
Tennessee State,Northern Arizona,69,65
Texas Southern,Texas-Arlington,82,89
Toledo,St. Joseph's,76,77
Towson,George Mason,67,61
Trinity Christian,Valparaiso,75,89
Vermont,Quinnipiac,94,70
West Coast Baptist,San Jose State,70,109
Wofford,LSU,69,91
Canisius,Kentucky,69,93
Chattanooga,UNC,57,97
Cal State Northridge,UCLA,87,102
Alabama A&M,Missouri,44,99
Bowling Green State,South Dakota,72,78
Bristol University,UC-Riverside,45,81
Bucknell,Wake Forest,74,94
Cal Poly,Arizona State,74,96
Central Connecticut,Seton Hall,58,82
Cornell,Siena,78,89
Delaware,Bradley,63,49
Drexel,Rutgers,66,87
Duquesne,Penn State,74,82
Eastern Michigan,SMU,64,91
Hannibal-LaGrange,Southeast Missouri State,54,86
Hiwassee,Western Carolina,47,87
Holy Cross,South Carolina,49,81
Indiana-Northwest,Loyola (IL),51,100
IUPUI,Michigan,65,77
Jacksonville State,Missouri State,65,91
Johnson University,Citadel,84,146
Kenyon,Purdue-Fort Wayne,60,117
Lipscomb,Morehead State,75,89
Long Beach State,Wichita State,55,92
Maine,Longwood,80,58
UMBC,Maryland-Eastern Shore,77,73
Mercer,Florida,54,76
Minnesota-Morris,North Dakota State,62,92
Omaha,USC,72,82
New Mexico State,Colorado State,61,64
Niagara,Brown,79,88
Northern Arizona,UC-Davis,76,89
Northern Kentucky,Illinois,64,79
Northwestern State,Oklahoma,61,97
Oak Hills,Western Illinois,48,95
Portland State,Cal State Fullerton,100,106
Rice,James Madison,94,70
Robert Morris,DePaul,72,78
Sacramento State,Nebraska,61,83
Savannah State,Iowa,84,116
Shenandoah,Norfolk State,58,78
SIU-Edwardsville,Florida Atlantic,77,68
St. Francis (NY),NC State,61,86
Tennessee State,Santa Clara,69,61
Texas-Rio Grande Valley,UT-Martin,80,88
UTSA,Oregon State,64,72
Texas Southern,Delaware State,74,61
Texas State,Hawaii,68,74
Washington College,Navy,47,74
Yale,Washington,98,90
Villanova,Purdue,79,76
Buffalo,Xavier,53,86
William & Mary,Louisville,58,91
San Diego State,Gonzaga,48,69
Mississippi Valley State,West Virginia,66,107
Mount St. Mary's,Iowa State,55,73
Marist,Rhode Island,65,107
Louisiana-Monroe,Texas,59,80
Albany (NY),Cincinnati,51,74
Alabama State,TCU,62,98
Alcorn State,Evansville,59,82
American,Texas A&M,53,76
Binghamton,St. John's (NY),61,77
Blue Mountain College,South Alabama,35,88
Brewton-Parker,Kennesaw State,74,80
Central Arkansas,Oklahoma State,90,102
Central Baptist,Arkansas State,57,100
Central Michigan,Tennessee Tech,86,74
Charlotte,Elon,100,95
Coastal Georgia,Georgia Southern,43,92
College of Charleston,Coastal Carolina,71,64
Columbia,St. Joseph's,65,85
Coppin State,Valparaiso,58,78
Detroit,ETSU,78,107
Eastern Illinois,Troy,67,70
Eastern Washington,Northwestern,72,86
Ecclesia,Arkansas-Pine Bluff,47,83
Edward Waters,North Florida,73,109
Eureka,Loyola (IL),59,97
Florida Atlantic,Hawaii,63,64
Florida International,Stetson,67,82
Furman,Alabama-Birmingham,84,74
Gardner-Webb,Pitt,80,99
Georgia State,Auburn,65,83
Green Bay,Pacific,58,76
Houston Baptist,New Mexico,79,95
Howard,Marquette,49,81
Jacksonville,Air Force,68,86
Lafayette,St. Peter's,61,57
Louisiana,Montana State,83,84
Loyola Marymount,Nevada,64,79
Mars Hill,USC Upstate,66,91
UMass,Ole Miss,88,90
Millersville,Loyola (MD),66,79
New Hampshire,Temple,57,52
Nicholls State,UCF,56,80
NJIT,Utah State,84,93
UNC Asheville,Georgia,46,60
North Carolina A&T,East Carolina,51,61
North Carolina Central,Ohio State,63,69
UNC Wilmington,Eastern Kentucky,78,69
Northeastern,UConn,64,61
NYIT,Fordham,75,101
Oakland City,Austin Peay,67,107
Old Dominion,Richmond,64,61
Prairie View,Fresno State,84,78
Presbyterian,UNC Greensboro,42,61
Princeton,BYU,73,82
Rogers State,Oral Roberts,76,87
Roosevelt,Northern Illinois,55,99
Sam Houston State,Ohio,75,96
Samford,San Diego,83,65
Seattle,Colorado,55,67
South Dakota State,UC-Irvine,58,73
Southeastern Louisiana,Tulane,76,93
Southern,Georgia Tech,62,77
Southern Illinois,Arkansas,65,90
Southern Utah,Saint Louis,76,88
St. Andrews,South Carolina State,76,93
Texas-Arlington,Minnesota,67,84
Texas-Rio Grande Valley,Memphis,75,94
Texas State,SIU-Edwardsville,86,58
University of the Ozarks,Little Rock,61,100
Vermont,Providence,58,80
Wagner,UMass-Lowell,76,87
Western Michigan,Oakland,60,77
Wyoming,Montana,73,72
Duke,Kansas,75,77
Kentucky,Michigan State,69,48
Oregon,Baylor,49,66
Long Beach State,UNC,67,93
St. Francis (NY),Virginia,32,72
Wisconsin,Creighton,67,79
Cal State Bakersfield,Arizona,66,78
Holy Cross,Syracuse,46,90
Allen,Wofford,77,117
Appalachian State,Tennessee,94,103
Belmont,Vanderbilt,66,80
Bridgewater (VA),Campbell,45,101
Cal State Northridge,Stanford,69,96
Canisius,Cleveland State,64,67
Central Washington,Washington State,76,81
Columbia International,Charleston Southern,53,90
Concordia (OR),Utah,53,96
Cumberland,UT-Martin,64,95
Dayton,Alabama,77,72
Delaware,La Salle,68,74
Drake,UMKC,62,68
Elizabeth City State,Norfolk State,55,91
Fairfield,Dartmouth,79,62
Fairleigh Dickinson-Florham,Fairleigh Dickinson,48,96
Grand Canyon,Penn State,76,85
High Point,Virginia Tech,73,99
Hofstra,Sacred Heart,86,90
Indiana State,Ball State,80,74
Iona,Florida State,78,99
Johnson & Wales,Air Force,62,105
Lebanon Valley,George Mason,65,90
Longwood,Stephen F. Austin,60,66
Louisiana College,McNeese State,85,75
Mary,Nebraska,38,70
Maryland,Georgetown,76,75
Maryland-Eastern Shore,Boston College,57,73
Mayville State,North Dakota,66,94
McKendree,Illinois,65,112
Miami (OH),Wright State,87,89
Monmouth,South Carolina,69,70
Mt. St. Mary (NY),Army,53,91
Murray State,Middle Tennessee,81,87
Omaha,Kansas State,68,81
Niagara,Hartford,78,82
North Texas,Texas Tech,43,70
Piedmont,Lipscomb,70,99
Portland,San Jose State,79,66
Rochester (MI),Eastern Michigan,63,78
Salve Regina,Bryant,61,88
Siena,George Washington,75,77
Southern Miss,LSU,61,78
Southern Virginia,VMI,47,78
St. Edward's,Incarnate Word,90,93
Towson,Morgan State,78,72
Trinity Baptist,Florida A&M,62,94
Truett-McConnell,Citadel,90,119
VCU,Liberty,64,59
Weber State,Pepperdine,68,69
Winthrop,Manhattan,94,81
Youngstown State,Toledo,98,103
UMass-Lowell,Indiana,78,100
Prairie View,Saint Mary's,72,110
Brown,Rhode Island,72,79
UC-Irvine,California,65,75
Alabama State,Louisiana Tech,56,87
Bristol University,Utah State,53,96
UC-Riverside,UNLV,62,74
Central Connecticut,Binghamton,70,72
Central Pennsylvania College,Radford,69,91
Colgate,Cornell,67,63
Colorado Christian,Northern Colorado,73,94
Coppin State,Coastal Carolina,59,89
Delaware State,UMBC,68,90
Fort Lewis,Colorado State,75,84
Hiwassee,Chattanooga,54,102
Idaho,Northern Illinois,49,63
Idaho State,Utah Valley,73,82
Purdue-Fort Wayne,Illinois State,57,75
Jackson State,Southeastern Louisiana,71,84
Jacksonville State,Western Kentucky,67,74
Kennesaw State,Bethune-Cookman,72,75
Lamar,Oregon State,63,60
Loyola (MD),LIU-Brooklyn,61,65
Miami (FL),North Florida,94,56
Milwaukee,Memphis,54,68
Mississippi Valley State,Kent State,63,93
Missouri Southern State,Southern Illinois,64,85
Morehead State,Marshall,77,85
Mount St. Mary's,Minnesota,56,80
New Orleans,Oklahoma State,72,117
North Carolina Central,Western Carolina,67,59
Northwestern,Butler,68,70
Presentation College,South Dakota,60,99
Rider,Hartford,84,68
Robert Morris,Bucknell,62,75
Rocky Mountain,Montana State,76,93
Saint Francis (PA),Duquesne,75,89
Samford,New Mexico State,48,58
San Diego Christian,San Diego State,58,81
San Francisco,UCSB,75,63
Seattle,Notre Dame,49,92
Southeast Missouri State,Western Illinois,74,71
SUNY-Oneonta,Albany (NY),56,97
Texas A&M-Corpus Christi,Texas-Rio Grande Valley,94,72
Texas-Arlington,Florida Gulf Coast,72,85
UTSA,UIC,78,86
Texas Southern,Rice,71,68
Tulsa,Wichita State,53,80
Vermont,Marist,76,72
Wayne State (NE),South Dakota State,72,80
Western Michigan,Villanova,65,76
Valparaiso,Oregon,54,76
Chicago State,Wisconsin,51,69
Xavier,Missouri,83,82
Long Beach State,Louisville,56,88
San Diego,UCLA,68,88
Eastern Washington,Texas,52,85
Abilene Christian,New Hampshire,65,57
Alabama A&M,Tennessee Tech,61,95
American,Akron,62,72
Antelope Valley,Sacramento State,60,82
Arkansas-Pine Bluff,George Washington,41,61
Arkansas State,Georgetown,78,72
Benedictine,Northern Arizona,63,91
Boise State,College of Charleston,47,60
Cal St Dominguez Hills,Cal Poly,64,75
Cal State Fullerton,Washington,88,104
Chowan,Hampton,69,70
Clemson,Davidson,95,78
UConn,Loyola Marymount,65,62
Coppin State,BYU,59,96
Denver,San Jose State,74,69
Doane College,South Dakota,46,80
East Carolina,Charlotte,64,76
Eastern Illinois,Saint Louis,69,74
Eastern Kentucky,Auburn,64,85
Elon,South Florida,74,61
Fisher College,Harvard,51,78
Florida,St. Bonaventure,73,66
Fontbonne,Missouri State,27,100
Furman,Georgia,78,84
George Fox,Portland State,81,113
Holy Names,UC-Davis,75,89
Johnson University,Florida A&M,91,100
Lehigh,Yale,81,89
Life Pacific,Pepperdine,79,85
Louisiana-Monroe,Colorado,70,89
Marygrove,Central Michigan,58,107
Michigan,Marquette,79,61
Middle Georgia State,Savannah State,93,101
Mississippi College,Nicholls State,55,86
Mississippi State,UCF,61,86
Nazareth,Buffalo,38,85
NJIT,Lafayette,83,84
UNC Asheville,USC Upstate,73,57
North Carolina A&T,Grambling,55,59
Northern Iowa,Arizona State,82,63
Panhandle State,Louisiana,47,117
Pitt,SMU,67,76
Providence,Ohio State,67,72
Rutgers,DePaul,66,59
Seton Hall,Iowa,91,83
Southern,Sam Houston State,83,91
St. Mary's (MD),Maryland,45,93
Temple,UMass,67,70
Troy,Alabama-Birmingham,51,74
Tulane,Oklahoma,70,89
Wake Forest,UTEP,103,81
Warren Wilson,Appalachian State,51,119
Weber State,Stanford,49,67
Wilmington (DE),Morgan State,73,88
Villanova,Wake Forest,96,77
UNC,Hawaii,83,68
Siena,Kansas,65,86
Sacred Heart,Arizona,65,95
Clemson,Xavier,77,83
Mississippi Valley State,Michigan State,53,100
Bryant,Gonzaga,70,109
Georgia State,Purdue,56,64
Monmouth,Syracuse,50,71
Washington State,Creighton,77,103
Arizona State,Tulane,80,71
Austin Peay,Northern Kentucky,77,69
Ball State,Alabama,59,77
Bethesda University (CA),Southern Utah,92,108
Binghamton,VCU,42,81
Canisius,Duquesne,78,77
UCF,College of Charleston,60,40
Citadel,Stetson,116,112
Cleveland State,UT-Martin,74,85
Coppin State,Utah,51,94
Dallas Christian,Houston Baptist,54,98
Davidson,Missouri,70,55
Delaware,Miami (OH),68,66
Detroit,Illinois,69,89
Fairleigh Dickinson,Fordham,55,68
Florida Gulf Coast,Baylor,72,81
Florida International,South Alabama,64,69
Gardner-Webb,Eastern Michigan,68,76
Goshen,Oakland,59,102
Hartford,Drexel,73,87
Hiram,Kent State,55,111
Hofstra,Manhattan,68,80
Howard,IUPUI,55,77
Idaho,Little Rock,65,57
Jackson State,North Carolina Central,75,84
Jacksonville State,TCU,60,79
James Madison,Montana State,73,80
LeTourneau,Northwestern State,87,92
Lewis & Clark,Portland,52,98
Loyola (MD),Notre Dame,48,83
Michigan,SMU,76,54
Ole Miss,Oral Roberts,95,88
Mississippi State,Boise State,80,68
Montana,NC State,72,85
Mount St. Mary's,George Mason,78,76
Navy,North Dakota State,59,66
New Mexico State,New Mexico,59,72
Norfolk State,Vanderbilt,52,75
UNC Greensboro,High Point,57,63
North Florida,LSU,70,78
Northeastern,Boston University,63,65
Northeastern State,Stephen F. Austin,70,75
Northern Iowa,Oklahoma,73,67
Ohio,Georgia Tech,67,61
Oregon State,Nevada,58,83
Pitt,Marquette,78,75
St. Joseph's,Loyola (IL),71,57
St. Peter's,Lipscomb,90,77
Salem International,Longwood,74,87
Selma University,Alcorn State,48,93
South Carolina State,South Carolina,50,92
Southeast Missouri State,Bradley,78,84
USC,Texas A&M,65,63
Southern Illinois,SIU-Edwardsville,101,83
St. John's (NY),Minnesota,86,92
Texas-Arlington,Arkansas,67,71
Trinity (FL),Bethune-Cookman,52,82
Union (TN),Southern Miss,44,60
Western Michigan,UTEP,75,85
Winthrop,Florida State,86,100
Youngstown State,Jacksonville,54,79
Penn State,Duke,68,78
Liberty,Indiana,48,87
Saint Mary's,Dayton,61,57
Rhode Island,Cincinnati,76,71
Albany (NY),Grand Canyon,77,82
Arkansas State,Army,60,57
Austin Peay,Miami (OH),70,76
Benedictine,Utah Valley,52,86
Bethesda University (CA),Cal Poly,52,69
Bucknell,Butler,60,86
Cal State Fullerton,UNLV,68,77
UCSB,Cal State Bakersfield,70,77
Campbell,Morgan State,66,82
Central Arkansas,Chattanooga,64,75
Chatham,Saint Francis (PA),59,119
Chicago State,Oakland,79,107
Coastal Carolina,BYU,65,81
Colgate,NJIT,68,74
Eastern Kentucky,Texas Tech,71,90
Eastern Michigan,IUPUI,71,83
Fairfield,Wagner,70,64
Florida International,Jacksonville,75,78
Fresno Pacific,UC-Riverside,50,96
Gardner-Webb,Howard,94,78
Grambling,Providence,54,71
Idaho State,Utah State,51,85
Kennesaw State,UMBC,85,93
Lamar,Fresno State,64,83
Lipscomb,Fairleigh Dickinson,72,90
Louisiana Tech,Nebraska,54,65
Loyola (IL),Oral Roberts,78,53
Lyndon State,Vermont,20,79
Maine,Boston University,78,102
Marist,Brown,87,79
UMass-Lowell,Purdue-Fort Wayne,81,94
UMKC,Bowling Green State,71,69
Missouri-St. Louis,Indiana State,55,96
Montana,Washington State,63,87
Morehead State,Evansville,56,69
Murray State,Green Bay,93,77
Navy,High Point,62,69
New Orleans,Tulsa,68,77
North Dakota State,UNC Greensboro,54,65
Northeastern,LIU-Brooklyn,74,78
Northern Colorado,Santa Clara,72,88
Northern Illinois,Cal State Northridge,82,84
Northern Kentucky,Delaware,74,53
Pacific,UC-Irvine,65,72
Penn,Miami (FL),62,74
Prairie View,UTSA,59,69
Presbyterian,William & Mary,59,89
Rice,Omaha,100,87
Rider,South Florida,65,70
St. Peter's,Fordham,41,63
Savannah State,Memphis,86,99
Simpson,Drake,61,76
USC Upstate,Charleston Southern,79,77
South Dakota State,Wyoming,67,77
Tennessee State,Middle Tennessee,74,63
Texas Southern,La Salle,77,76
Toledo,Wright State,82,78
Trinity Baptist,Furman,53,102
Trinity Christian,UIC,66,102
VMI,Virginia Tech,72,88
Western Carolina,Marshall,63,98
Western Illinois,Eastern Illinois,64,73
Western Kentucky,Belmont,69,90
Youngstown State,South Alabama,75,84
Rhode Island,Duke,65,75
Duquesne,Kentucky,59,93
Villanova,UCF,67,57
Yale,Virginia,38,62
Xavier,Northern Iowa,67,59
Florida Gulf Coast,Michigan State,77,78
Long Beach State,UCLA,77,114
New Hampshire,West Virginia,41,100
Citadel,Iowa State,63,130
NC State,Creighton,94,112
Cincinnati,Penn State,71,50
Arkansas State,Chattanooga,73,67
Austin Peay,Delaware,76,75
Bethune-Cookman,New Mexico State,73,89
Brown,Albany (NY),76,80
Central Arkansas,Army,81,76
Clemson,Oklahoma,64,70
Colorado State,Stanford,49,56
Cornell,Lafayette,82,75
Davidson,Arizona State,68,60
Detroit,Florida State,71,100
Drexel,North Texas,83,62
ETSU,UNC Wilmington,59,68
Edward Waters,Florida Atlantic,64,98
Fairleigh Dickinson,St. Peter's,58,84
Florida A&M,Air Force,62,87
Georgia Southern,Mercer,67,80
Grand Canyon,Marist,84,72
Green Bay,Bowling Green State,77,61
Hampton,Kansas State,67,89
Iona,Nevada,76,91
Jacksonville,South Alabama,58,71
Lipscomb,Fordham,69,85
LIU-Brooklyn,Boston University,69,86
Manhattan,Temple,67,88
Maryland-Eastern Shore,Wichita State,79,116
UMass,Holy Cross,68,60
Milwaukee,DePaul,59,77
Missouri,Tulane,67,62
Murray State,UMKC,74,85
Niagara,Rutgers,65,78
Nicholls State,San Diego,72,81
UNC Greensboro,Navy,72,59
North Dakota State,High Point,70,44
Northeastern,Maine,80,72
Northern Arizona,Washington,58,92
Northern Kentucky,Miami (OH),79,70
Presentation College,North Dakota,63,101
Princeton,Lehigh,67,76
Radford,Akron,41,88
Robert Morris,Richmond,69,81
St. Joseph's,Ole Miss,68,81
Sam Houston State,Tennessee Tech,78,71
Siena,UNC Asheville,80,92
Southern-New Orleans,McNeese State,73,96
Stetson,East Carolina,50,73
Stony Brook,Boston College,75,82
UTEP,Mississippi State,54,61
Texas-Rio Grande Valley,Iowa,67,95
Towson,Maryland,66,71
Wake Forest,College of Charleston,78,61
Western Michigan,Boise State,70,91
Youngstown State,Florida International,78,73
UNC,Chaminade,104,61
Kansas,Alabama-Birmingham,83,63
Northern Colorado,Arizona,55,71
Ole Miss,Creighton,77,86
Georgetown,Oregon,65,61
Tennessee,Wisconsin,62,74
Texas,Northwestern,58,77
Alabama A&M,Southern Miss,55,63
Little Rock,St. Bonaventure,68,65
Ball State,Coppin State,79,77
Belmont,Florida,61,78
Blue Mountain College,Arkansas-Pine Bluff,77,74
Bryant,Eastern Washington,77,81
Bucknell,Vanderbilt,75,72
California,San Diego State,65,77
UC-Davis,Sacramento State,81,72
Central Michigan,Pepperdine,88,77
Coastal Carolina,Southern Utah,83,68
Columbia,Quinnipiac,86,78
Delaware State,Louisiana,82,83
Fort Valley State,Savannah State,101,118
George Mason,Houston,56,93
Georgia,George Washington,81,73
Green Bay,UMKC,95,77
Hofstra,Bradley,92,90
Howard Payne,Incarnate Word,61,91
Illinois State,TCU,71,80
Jackson State,Marshall,61,71
Kent State,South Dakota,77,80
LIU-Brooklyn,Maine,71,66
Louisiana-Monroe,Seattle,75,81
Loyola (IL),Washington State,88,79
UMass-Lowell,Liberty,77,84
Montana State,Rice,78,83
Mount St. Mary's,Southern Illinois,63,73
Murray State,Bowling Green State,77,78
Norfolk State,Butler,55,91
Notre Dame,Colorado,89,83
Ohio Dominican,Wright State,54,109
Oklahoma State,UConn,98,90
Oral Roberts,Montana,47,68
Sacred Heart,Santa Clara,74,84
St. Joseph's,NC State,63,73
Saint Louis,BYU,62,92
Samford,Campbell,66,53
South Dakota State,Idaho,89,96
St. Francis (IL),Texas-Arlington,67,88
St. Francis (NY),Providence,48,64
UT-Martin,Canisius,72,69
Texas A&M-Corpus Christi,Texas State,73,69
Texas Southern,James Madison,67,56
Troy,Eastern Illinois,67,71
Valparaiso,Alabama,68,60
Western Carolina,Ohio State,38,66
Winthrop,Illinois,84,80
Wofford,Vermont,59,60
Xavier (LA),Southeastern Louisiana,72,89
Indiana,Purdue-Fort Wayne,68,71
Oklahoma State,UNC,75,107
Kansas,Georgia,65,54
Grambling,Virginia,34,90
Tennessee,Oregon,65,69
San Jose State,Saint Mary's,64,81
Wisconsin,Georgetown,73,57
Purdue,Utah State,85,64
South Carolina State,Syracuse,59,101
Texas,Colorado,54,68
Alabama-Birmingham,George Washington,81,74
Alabama State,Kennesaw State,72,79
Arkansas,Minnesota,71,85
Little Rock,Pepperdine,65,66
Auburn,Texas Tech,67,65
Bethune-Cookman,San Diego,91,96
Binghamton,Ave Maria,95,77
Blue Mountain College,Alcorn State,57,83
Buena Vista,Omaha,65,112
UCSB,SMU,57,84
Charleston Southern,Abilene Christian,66,65
UConn,Chaminade,93,82
Cornell,Monmouth,61,76
Dalton State,Jacksonville State,50,81
East-West,Chicago State,75,103
Ecclesia,Houston Baptist,80,116
Florida A&M,East Carolina,62,82
Florida National University,North Florida,66,112
Fresno State,Cal State Bakersfield,63,71
Georgia Southern,Akron,67,75
Georgia State,NJIT,74,53
Hampton,Richmond,52,65
Hawaii-Hilo,Hawaii,55,86
Holy Cross,Harvard,63,52
Idaho State,Eastern Kentucky,82,91
IUPUI,Marquette,79,104
Jarvis Christian,Prairie View,69,84
Kent State,George Mason,75,79
Long Beach State,Washington,88,94
Louisiana-Monroe,Bryant,57,64
Louisiana State-Alexandria,Northwestern State,69,82
UMass-Lowell,Mississippi Valley State,76,71
McNeese State,Memphis,65,104
New Orleans,USC,54,88
Nicholls State,New Mexico State,74,86
UNC Asheville,Furman,64,58
North Carolina A&T,Western Kentucky,56,77
Northern Arizona,UNLV,71,110
Northwestern,Notre Dame,66,70
Oregon State,Tulsa,64,75
Penn,Central Connecticut,87,65
Radford,Mercer,47,58
Robert Morris,Kansas State,40,61
Sam Houston State,Georgia Tech,73,81
Seattle,Eastern Washington,76,80
USC Upstate,Charlotte,108,103
South Dakota,Houston,58,85
South Florida,Florida Atlantic,62,78
SIU-Edwardsville,Arkansas State,57,75
St. Bonaventure,Central Michigan,102,71
Stetson,Air Force,72,85
Stony Brook,Maryland,63,77
Tennessee Tech,Southern,68,80
Texas-Rio Grande Valley,Southeast Missouri State,72,83
UTSA,Lamar,58,78
Toccoa Falls,Gardner-Webb,53,103
Toledo,Middle Tennessee,70,80
Towson,Boston College,70,80
Vermont,Hofstra,87,73
VMI,Presbyterian,67,77
Wagner,American,73,65
