Home,Away,Home_Score,Away_Score
Boston University,Holy Cross,57,59
Brigham Young-Hawaii,Colorado State,53,84
Campbell,East Carolina,54,93
Central State (OH),Cleveland State,63,76
Coastal Carolina,Marist,74,70
Coppin State,Loyola (MD),82,65
Eastern Illinois,Northern Illinois,76,83
Fairleigh Dickinson,Nebraska,64,80
Fordham,Memphis,64,94
Furman,James Madison,72,78
Hampton,La Salle,68,64
Hofstra,Providence,56,69
Houston Baptist,Stephen F. Austin,83,98
Idaho State,Binghamton,78,62
Lafayette,Rutgers,65,71
LeTourneau,Lamar,72,92
UMBC,Towson,59,53
Montana,Milwaukee,83,95
Morgan State,Seton Hall,62,89
New Hampshire,Virginia Tech,49,79
New Mexico Highlands,New Mexico State,69,89
Northwestern State,Tulsa,49,78
Prairie View,Oregon State,53,70
Puerto Rico-Mayaguez,UCF,59,92
Rice,Saint Mary's,69,55
San Diego,Creighton,44,79
San Francisco State,New Mexico,42,95
South Alabama,Jackson State,65,76
South Carolina State,Eastern Washington,71,51
Southern Illinois,Wyoming,67,62
SMU,Texas-Rio Grande Valley,69,59
UT-Martin,Mississippi State,74,90
Texas A&M-International,Texas A&M-Corpus Christi,75,94
Texas-Arlington,TCU,58,87
Texas-Permian Basin,UTEP,49,109
UTSA,VMI,68,52
Texas Southern,Baylor,59,72
Texas State,New Orleans,64,77
Villanova,Redlands,114,103
Virginia Intermont,Tennessee Tech,67,96
Wagner,Murray State,68,92
Washington State,Alaska-Fairbanks,57,51
Webber,Citadel,75,79
Wiley,Southeastern Louisiana,56,73
Yale,Eastern Michigan,75,60
Youngstown State,Niagara,80,89
Binghamton,VMI,72,63
Boston College,Monmouth,60,50
Chicago State,Northwestern,60,76
Coast Guard,Army,53,67
ETSU,Texas Tech,53,64
Eastern Michigan,Marist,82,62
Florida A&M,Illinois State,70,87
Gardner-Webb,Indiana State,53,67
Georgetown,Penn State,79,78
Georgia Tech,Cornell,90,69
Idaho State,UTSA,65,59
Liberty,William & Mary,64,91
Louisiana-Monroe,Miami (FL),60,78
Lubbock Christian,Rhode Island,74,68
Maryland-Eastern Shore,Auburn,61,85
Montana State,Howard,57,54
Mount St. Mary's,Virginia,71,80
UNC Asheville,Iowa,80,107
Northeastern,Bradley,86,92
Quincy,Butler,54,68
Quinnipiac,Florida International,65,66
Rice,Washington State,64,49
Saint Mary's,Alaska-Fairbanks,71,47
Samford,Purdue,50,66
Utah,Stony Brook,51,48
Virginia Union,Norfolk State,87,74
Wichita State,Hampton,68,65
Yale,Coastal Carolina,70,65
Northern Arizona,Arizona,73,107
UNC,Davidson,91,68
Denver,Gonzaga,58,90
Sam Houston State,Texas,71,122
Oakland,Cincinnati,60,89
Northern Illinois,Notre Dame,65,74
Northern Michigan,Marquette,58,70
Alabama State,Birmingham-Southern,57,67
Appalachian State,La Salle,59,48
Arkansas-Pine Bluff,Texas A&M,53,82
Belmont,Navy,88,71
Boston College,Wichita State,84,81
Cal State Fullerton,Arizona State,76,83
UC-Riverside,Washington,78,91
Central Baptist,UT-Martin,78,105
Chattanooga,Oral Roberts,81,79
Colorado,Pepperdine,77,94
Covenant,Middle Tennessee,53,86
Dayton,Central Michigan,82,63
Drexel,Penn,73,79
Emmanuel (GA),Wofford,42,88
Fairfield,St. John's (NY),64,59
Georgetown (KY),Florida State,67,81
Georgia Southern,Alabama-Birmingham,73,94
Green Bay,IUPUI,55,66
Hartford,UMass,72,66
High Point,Clemson,81,88
Indiana,Vanderbilt,60,73
Iona,Vermont,56,53
Jacksonville,UNC Wilmington,53,71
Kentucky Christian,Southeast Missouri State,51,83
Knoxville College,Austin Peay,35,90
Loyola (LA),Louisiana,57,89
Maine,Bethune-Cookman,68,63
Maine-Machias,Winthrop,46,96
Manhattan,Columbia,72,57
McNeese State,LSU,77,87
Monmouth,Hampton,64,52
Nevada,UNLV,74,62
New Mexico Highlands,New Mexico,59,86
North Carolina A&T,Charlotte,39,102
Oakwood,Troy,66,140
Ohio Dominican,Miami (OH),59,67
Puerto Rico-Mayaguez,Stetson,60,74
Richmond,San Francisco,66,59
St. Peter's,Lafayette,71,74
San Diego State,Ohio State,83,61
Santa Clara,Hawaii,43,56
Savannah State,Saint Louis,33,73
Shorter,Jacksonville State,90,97
South Carolina,Missouri State,77,64
Southern Wesleyan,Furman,53,77
Sul Ross State,UTEP,76,98
Texas-Arlington,New Mexico State,62,72
Texas Lutheran,Texas State,39,79
Utah Valley,Boise State,68,80
Villanova,Chaminade,49,52
Virginia Wise,Tennessee Tech,47,90
Webber,Charleston Southern,55,70
West Alabama,Arkansas State,57,98
West Florida,Murray State,68,94
West Virginia,James Madison,74,57
Western Michigan,Detroit,43,64
William & Mary,Radford,86,89
Michigan State,Kansas,74,81
Montana State,Florida,73,112
St. Joseph's,Boston University,71,56
Tulsa,Oklahoma,73,81
Eastern Illinois,Wisconsin,47,81
Stanford,UC-Irvine,72,59
Howard,NC State,51,71
Alcorn State,Texas A&M-Corpus Christi,59,99
Little Rock,St. Bonaventure,75,89
Asbury,Morehead State,54,71
Bryan,Samford,61,94
Buffalo,Rutgers,53,78
Butler,Northern Iowa,56,54
Cal State Northridge,Loyola Marymount,70,81
UC-Santa Cruz,San Jose State,41,87
Cedarville,Wright State,68,66
Centenary (LA),Ole Miss,60,72
Cleveland State,Florida A&M,97,88
Coastal Carolina,Georgetown,68,81
Colgate,Cornell,84,77
Concordia (MI),Eastern Michigan,45,86
Concordia-St. Paul,Milwaukee,62,90
Dayton,San Diego State,76,71
Delaware,American,72,63
Dominican (CA),Sacramento State,65,76
Drake,Iowa,56,74
Evansville,UIC,73,77
Fairleigh Dickinson,Morgan State,75,76
Findlay,Bowling Green State,50,64
Florida Atlantic,Georgia,84,99
Florida International,George Washington,67,76
Fordham,Siena,59,77
George Mason,Maryland,64,79
Grambling,Arkansas,46,64
Hardin-Simmons,Lamar,76,110
Harvard,Holy Cross,59,67
Hawaii,Chaminade,68,54
Jackson State,Louisiana Tech,63,77
Kent State,Purdue-Fort Wayne,67,66
Lewis & Clark,Southern Utah,49,71
Lipscomb,Kansas State,57,92
Louisiana State-Shreveport,Northwestern State,80,88
Lubbock Christian,Bradley,89,81
Mars Hill,ETSU,57,100
Missouri State,San Francisco,72,51
Norfolk State,Wyoming,42,84
UNC Greensboro,Campbell,78,66
North Carolina-Pembroke,East Carolina,59,100
North Central,Chicago State,63,94
Northeastern,Louisiana-Monroe,81,65
Northwestern,DePaul,53,65
Ohio State,Central Michigan,77,71
Ohio Wesleyan,Eastern Kentucky,52,106
Portland,Oregon State,97,89
Prairie View,Duquesne,57,77
Rhode Island,Miami (FL),54,53
Sacred Heart,Army,55,51
South Carolina,Richmond,67,61
South Florida,Valparaiso,64,62
Southeastern Louisiana,Alabama,76,83
Southern,Tulane,72,78
Southern Oregon,Portland State,71,83
Stephen F. Austin,Baylor,79,57
Stony Brook,Lehigh,49,64
Texas A&M-International,Texas-Rio Grande Valley,50,90
Texas Southern,Southern Miss,63,77
Trevecca Nazarene,Tennessee State,71,73
Utah State,Weber State,66,60
Villanova,Santa Clara,53,51
Wagner,Brown,57,63
Washington & Lee,Citadel,44,62
Western Carolina,Virginia Tech,59,61
Western Kentucky,VCU,67,72
Xavier,Ball State,63,75
Georgia Tech,UConn,77,61
Charlotte,Syracuse,96,92
Mercer,Illinois,61,93
Robert Morris,Pitt,61,75
Colorado State,Oklahoma State,49,82
Alabama A&M,Texas A&M,65,100
Austin Peay,Belmont,65,68
Bradley,Miami (FL),83,82
Brevard,UNC Asheville,51,79
BYU,California,46,47
UCF,College of Charleston,63,72
Colorado,Cal Poly,73,62
Dayton,Hawaii,82,72
Denver,Eastern Washington,73,77
Greensboro,Furman,49,74
High Point,Michigan,49,84
Illinois State,Northern Illinois,55,66
Jacksonville State,Southern Illinois,49,84
Loyola (LA),McNeese State,62,81
Millsaps,Birmingham-Southern,50,96
Montana Tech,Montana,40,85
Nicholls State,Florida State,54,99
Ohio State,Villanova,67,66
Purdue,Texas State,61,50
Radford,North Carolina A&T,86,59
Rhode Island,Louisiana-Monroe,78,46
Saint Francis (PA),Penn State,58,67
San Diego State,Chaminade,75,67
San Jose Christian,Northern Arizona,46,105
Santa Clara,Central Michigan,76,62
Seton Hall,Alaska-Anchorage,62,57
South Alabama,Mississippi State,62,71
SIU-Edwardsville,Murray State,56,81
Tennessee Wesleyan,Chattanooga,58,124
Texas Tech,Utah,65,54
Troy,LSU,69,78
Western Illinois,UNLV,55,75
Yale,Bucknell,63,62
Youngstown State,Toledo,74,78
Duke,Pacific,82,69
Liberty,Canisius,65,48
UConn,Utah,76,44
Duke,Liberty,76,47
Florida,Arizona,78,77
Tennessee Tech,Kentucky,81,108
Albany (NY),Pitt,54,83
Florida A&M,NC State,62,92
Air Force,Navy,86,46
Appalachian State,George Washington,62,76
Bluefield College (VA),Elon,52,85
Brown,Maine-Fort Kent,95,73
Canisius,Pacific,62,59
UCF,Citadel,74,60
Dartmouth,Hawaii-Hilo,48,50
Georgia Southern,Savannah State,86,66
Georgia Tech,Texas Tech,85,65
Holy Cross,Princeton,55,61
Mercer,Iowa State,64,87
New England,Maine,50,99
Oklahoma Wesleyan,Oral Roberts,53,118
Purdue,Seton Hall,75,63
Rider,Quinnipiac,89,70
South Carolina State,Florida State,46,81
SMU,San Diego,65,68
Tennessee State,Tennessee,56,81
Texas State,Alaska-Anchorage,59,80
Virginia Tech,Virginia,65,80
Warner Pacific,Weber State,63,79
Washington State,Southern Utah,36,55
William & Mary,St. Francis (NY),80,60
Purdue,Duke,78,68
Penn,Michigan State,52,77
Missouri,Oakland,90,85
UNC,Cleveland State,82,76
Centenary (LA),Texas,59,94
Illinois,Temple,75,60
St. Joseph's,Old Dominion,75,72
Rutgers,Wisconsin,43,55
Georgia,Gonzaga,76,82
Iowa,Louisville,70,69
Wake Forest,Yale,86,61
Coppin State,Cincinnati,56,76
Mount St. Mary's,Notre Dame,64,78
Pepperdine,Oklahoma State,82,84
Akron,Radford,73,63
Alabama,Providence,71,76
American,Fairleigh Dickinson,54,55
Appalachian State,St. Francis (NY),63,68
Arkansas-Pine Bluff,Tulane,50,80
Auburn,Grambling,105,56
Austin Peay,Memphis,60,74
Boston University,Boston College,44,67
Bowling Green State,Bradley,56,69
Brown,Maine,69,79
California,UNLV,57,59
UC-Riverside,Arizona State,68,77
Campbell,South Carolina,48,77
Canisius,Alaska-Anchorage,67,72
Central Arkansas,Sam Houston State,57,68
Charleston Southern,Central Connecticut,55,66
Coastal Carolina,East Carolina,59,76
Coker,Winthrop,50,65
Colorado State,Drake,76,69
Cornell,Army,79,66
Dartmouth,Quinnipiac,64,65
Delaware State,Georgetown,54,63
Denver,Chicago State,67,60
DePaul,Indiana State,78,66
Drexel,Colgate,89,84
Eastern Kentucky,Alabama A&M,65,71
Eastern Michigan,Nebraska,59,67
Eastern New Mexico,New Mexico State,44,78
Eastern Oregon,Boise State,67,113
Eastern Washington,Washington,91,104
Emmanuel (GA),Chattanooga,78,125
Fisk,Lipscomb,66,77
Fordham,Manhattan,77,90
Fresno State,Santa Clara,64,69
Gardner-Webb,Kansas State,65,68
George Mason,Iona,92,83
Greensboro,UNC Greensboro,41,69
Harding,Arkansas State,81,87
Hartford,LIU-Brooklyn,63,64
Hofstra,Maryland,72,87
Idaho,Montana State,65,71
UIC,UTSA,73,47
Illinois State,Utah State,84,89
Indiana,Xavier,80,77
Purdue-Fort Wayne,Oregon State,55,57
Jacksonville,Arkansas,65,85
Jacksonville State,Mississippi Valley State,59,84
Kent State,Missouri State,64,63
La Salle,Lafayette,63,83
LaGrange,Birmingham-Southern,65,94
Lehigh,Sacred Heart,56,58
Long Beach State,Portland,59,65
Louisiana-Monroe,LSU,65,96
Loyola Marymount,Binghamton,67,56
Middle Tennessee,Wyoming,63,84
Milligan,Western Carolina,55,91
Mississippi State,Western Kentucky,81,75
Monmouth,St. Peter's,63,76
Morehead State,Marshall,71,85
New Hampshire,Harvard,81,75
Niagara,Bucknell,90,71
Norfolk State,UMKC,56,80
North Carolina A&T,Saint Louis,42,75
UNC Wilmington,ETSU,62,67
North Florida,Florida International,72,81
North Texas,Lamar,72,88
Northeastern,West Virginia,91,84
Northern Arizona,Wichita State,51,68
Northwestern State,Northwestern,61,69
Pacific,Texas State,62,55
Penn State,Buffalo,67,64
Portland State,UTEP,57,70
Prairie View,Texas A&M,79,88
Rhode Island College,Davidson,78,108
Richmond,Alabama-Birmingham,75,83
Rider,Hawaii-Hilo,56,58
Sacramento State,Cal State Fullerton,78,71
Saint Francis (PA),Youngstown State,61,77
Saint Mary's,UCSB,62,48
Samford,New Orleans,60,62
San Jose State,Cal Poly,62,70
Seton Hall,Liberty,65,47
Siena,Duquesne,78,68
Southeast Missouri State,Montana,50,61
Southeastern Louisiana,Ole Miss,48,52
Southern Arkansas,Little Rock,48,72
Southern Illinois,Milwaukee,81,77
Southern Miss,Murray State,54,94
St. Bonaventure,Creighton,63,83
St. John's (NY),Stony Brook,72,61
Stephen F. Austin,Alcorn State,80,63
UT-Martin,Vanderbilt,60,94
Texas A&M-Corpus Christi,Baylor,62,69
Texas-Arlington,Texas-Rio Grande Valley,81,75
Tougaloo,McNeese State,68,88
Towson,Loyola (MD),66,62
Tri-State (IN),IUPUI,60,112
Tulsa,TCU,74,62
Utah Valley,BYU,65,84
Vermont,UCLA,67,68
VCU,Hampton,67,51
Western Illinois,Green Bay,55,70
Wiley,Nicholls State,59,96
William & Mary,George Washington,57,73
Wofford,Clemson,77,84
Wright State,South Florida,59,74
DePaul,Michigan State,81,89
Rhode Island,Syracuse,65,69
Stanford,Rice,60,56
Air Force,Belmont,38,46
Alabama State,South Alabama,49,66
Binghamton,Charleston Southern,38,34
Cal State Northridge,USC,69,75
Central Methodist,Louisiana-Monroe,53,84
Charlotte,UNC Asheville,92,65
Furman,Minnesota,84,91
High Point,Virginia,64,79
Loyola (LA),Tulane,57,77
Loyola Marymount,Central Connecticut,58,57
Marist,Central Michigan,67,71
Michigan,Butler,61,60
Navy,James Madison,60,65
Northern Iowa,Iowa State,76,79
Penn,Indiana State,86,48
Quinnipiac,Hawaii-Hilo,85,74
Rider,Dartmouth,68,64
Saint Mary's,Montana,68,75
San Francisco,Delaware,74,72
Southeast Missouri State,UCSB,77,75
Toledo,Ohio,72,66
Troy,San Diego State,93,84
Lehigh,UConn,55,75
Kansas,TCU,85,66
Marshall,Kentucky,76,89
Notre Dame,Marquette,58,71
Akron,Hampton,96,82
Appalachian State,Citadel,72,62
Cabrini,Fairleigh Dickinson,68,90
Cal State Fullerton,Pepperdine,78,74
Chattanooga,Tennessee State,93,86
Colorado State,Auburn,54,84
Davidson,College of Charleston,69,75
Delta State,Mississippi Valley State,61,64
Dillard,Nicholls State,68,79
Evansville,Austin Peay,54,62
Florida International,Florida Atlantic,87,89
Holy Names,Santa Clara,62,90
Purdue-Fort Wayne,Washington State,46,66
IUPUI,Lipscomb,94,84
Jackson State,Jacksonville State,63,71
McNeese State,Mississippi State,69,92
Mercer,Georgia Southern,78,88
Morgan State,Virginia Tech,66,76
UNC Wilmington,Campbell,71,59
Northern Arizona,Oral Roberts,70,83
Northwestern,Florida State,53,71
Oregon State,Colorado,66,81
Portland,New Mexico,77,71
SW Assembl. of God,Texas-Rio Grande Valley,60,90
Texas College,Texas Southern,55,74
Texas Tech,SMU,59,62
Toccoa Falls,Wofford,42,102
Tulsa,Georgia State,67,72
West Alabama,Southern,44,67
Youngstown State,Boston University,61,83
Florida A&M,Florida,78,102
Coppin State,Missouri,61,70
Illinois,UNC,81,88
San Francisco,St. Joseph's,52,84
Arkansas-Pine Bluff,Oklahoma,24,94
Wisconsin,Maryland,67,73
Indiana,Wake Forest,67,100
Cincinnati,Valparaiso,68,49
Albany (NY),Colgate,65,68
Alcorn State,Little Rock,49,84
American,Radford,83,69
Belhaven (MS),Southeastern Louisiana,67,83
Bellarmine,Illinois State,53,87
BYU,Boise State,75,69
Carnegie Mellon,Robert Morris,60,90
Columbia,Sacred Heart,85,79
Delaware State,Wagner,59,48
Drake,Western Illinois,73,64
East Carolina,George Mason,65,76
Eastern Kentucky,Winthrop,66,67
Fordham,Fairfield,72,69
Green Bay,Iowa,56,82
High Point,Western Carolina,66,64
Hofstra,St. John's (NY),81,64
Holy Cross,Boston College,51,64
Idaho State,Tennessee Tech,62,87
UIC,Eastern Illinois,77,60
Ithaca,Cornell,37,69
Kent State,Eastern Michigan,83,74
Lafayette,Drexel,69,68
Louisiana Tech,Northern Iowa,72,75
Loyola (IL),UMKC,83,75
Loyola (MD),Iona,60,77
Maine,Harvard,89,78
Maritime College,Army,48,65
Methodist,Elon,67,83
Monmouth,Siena,89,76
NC State,Michigan,61,68
Northern Greenville,Gardner-Webb,66,95
Northwest Washington,Eastern Washington,46,79
Northwestern State,Centenary (LA),67,90
Portland State,Oregon,55,62
Princeton,UMBC,68,56
Saint Louis,West Virginia,57,66
San Jose Christian,Sacramento State,45,89
South Florida,Providence,60,84
Southern Virginia,VMI,62,85
Stetson,Miami (FL),70,91
Suffolk,Northeastern,56,98
Texas A&M,Tennessee,84,108
Towson,Georgia,51,81
Vermont,UMass,64,76
Weber State,Southern Utah,82,68
Wichita State,Manhattan,74,57
Duke,Michigan State,72,50
Georgia Tech,Ohio State,73,53
Syracuse,St. Bonaventure,87,78
Gonzaga,Washington,86,62
Clemson,Purdue,64,76
Pitt,Duquesne,59,45
UTSA,Oklahoma State,53,83
Arizona State,Nebraska,60,66
Bethune-Cookman,Creighton,49,69
Birmingham-Southern,Alabama-Birmingham,67,90
Boston University,Ohio,67,64
Bowling Green State,Buffalo,64,82
Bradley,Central Michigan,71,65
Bucknell,Northwestern,61,69
Butler,Ball State,61,63
Cal Poly,Loyola Marymount,67,68
Cal State Stanislaus,Long Beach State,62,71
UC-Irvine,California,57,65
UC-Riverside,UCLA,70,84
Charlotte,Alabama,72,79
Cleveland State,Penn State,62,73
Delaware,LIU-Brooklyn,89,76
ETSU,UNC Asheville,78,56
Furman,UNC Greensboro,65,73
George Washington,Appalachian State,77,80
Hampton,Davidson,70,83
Huston-Tillotson,Lamar,76,123
IUPUI,Vanderbilt,68,86
James Madison,La Salle,71,79
Louisiana-Monroe,Mississippi State,52,76
Miami (OH),Dayton,61,67
Milwaukee,Prairie View,87,70
Minnesota,Virginia,78,86
Ole Miss,Florida State,60,66
Montana,Cal State Northridge,63,72
Montana State,Denver,53,55
Murray State,TCU,73,67
UNLV,USC,92,83
New Mexico,New Mexico State,48,67
New Orleans,Tulane,69,66
Niagara,Canisius,109,106
Norfolk State,Georgetown,53,76
North Texas,Southern,58,75
Notre Dame de Namur,Saint Mary's,39,86
Oakland,Detroit,60,76
Oral Roberts,Arkansas,71,77
Pepperdine,UCSB,62,65
Rhode Island,Brown,66,62
Rice,Houston,62,52
Saint Francis (PA),Howard,72,79
St. Peter's,St. Francis (NY),78,68
Sam Houston State,Texas A&M-Corpus Christi,66,76
San Diego State,San Diego,66,63
Santa Clara,San Jose State,66,64
Slippery Rock,Youngstown State,69,106
South Carolina,Citadel,70,38
Southeast Missouri State,Southern Illinois,58,71
SMU,Baylor,66,62
Swarthmore,Lehigh,58,82
Temple,Rutgers,67,77
UT-Martin,Memphis,64,84
UTEP,Texas Tech,57,70
Texas Wesleyan,Texas-Arlington,69,74
Toledo,Arkansas State,64,63
Utah State,Utah,45,56
VCU,Richmond,52,70
Wiley,Grambling,95,113
Wright State,Morehead State,60,65
Wyoming,Kansas State,67,80
Florida,UCF,59,39
Wofford,Texas,72,103
Alabama State,Middle Tennessee,48,71
American,Elon,82,85
Belmont,Georgia State,76,58
Chicago State,Green Bay,65,70
Fisk,Tennessee State,65,63
George Mason,Hartford,79,58
Lipscomb,Mercer,80,88
Louisville,Western Kentucky,93,63
Marshall,Radford,79,77
Nevada,Portland,70,86
UNC Wilmington,William & Mary,66,67
Old Dominion,Virginia Tech,94,92
Sacred Heart,Yale,59,73
Siena,Marist,65,67
Texas-Rio Grande Valley,UMKC,80,104
Texas Southern,Colorado State,66,91
Tufts,Dartmouth,60,95
Williams,Holy Cross,78,71
Grambling,Marquette,55,71
Arkansas-Monticello,Fresno State,55,68
Army,Albany (NY),62,68
UC-Irvine,Princeton,57,55
Centenary (NJ),Lafayette,54,96
Colgate,New Hampshire,70,66
Coppin State,Missouri State,44,73
Cornell,Vermont,60,73
Eastern Washington,Iowa,54,70
Florida A&M,Georgia,59,77
Idaho State,Little Rock,51,47
Iona,Rider,67,88
Purdue-Fort Wayne,Iowa State,51,78
LIU-Brooklyn,Binghamton,52,66
Northern Illinois,UIC,54,53
Samford,Winthrop,66,64
Southern Miss,Hampton,59,57
Texas-Permian Basin,Texas-Arlington,53,96
Virginia,VMI,78,56
Virginia Intermont,Liberty,65,90
Weber State,Texas State,74,63
Stanford,Kansas,64,58
Stetson,Florida,61,74
Army,UConn,46,74
Missouri,Indiana,63,58
Oklahoma,Michigan State,80,77
St. John's (NY),Duke,58,79
Arizona,Saint Louis,68,67
Kentucky,UCLA,52,50
Arkansas,Illinois,61,84
St. Joseph's,Penn,67,59
Tennessee State,Georgia Tech,43,94
Detroit,Wisconsin,42,68
Gonzaga,Maryland,82,68
Richmond,Wake Forest,66,81
Chicago State,Purdue,57,75
Penn State,Pitt,37,64
Central Michigan,Notre Dame,69,68
Oklahoma State,BYU,71,76
Alabama-Birmingham,Mississippi State,84,86
Alcorn State,Stephen F. Austin,49,56
Little Rock,Purdue-Fort Wayne,69,57
Austin Peay,Alabama,47,65
Ball State,Wright State,50,64
Barry,Florida Atlantic,73,76
Belmont,Mercer,70,72
Boise State,Idaho,81,69
Brown,Ohio,62,71
Bucknell,Saint Francis (PA),79,84
Cal State Northridge,San Jose State,49,55
California,Colorado,60,78
UC-Irvine,Arkansas-Monticello,84,67
UC-San Diego,San Diego State,51,76
Canisius,St. Bonaventure,78,64
Centre (KY),Eastern Kentucky,46,67
Charlotte,Old Dominion,105,102
Christian Brothers,Troy,62,61
College of Charleston,Coastal Carolina,73,72
Davidson,Georgetown,53,71
Delaware,UMBC,74,62
Delaware State,Creighton,48,77
Eastern Michigan,Illinois State,69,80
Emmanuel (GA),Citadel,71,66
Evansville,Butler,64,65
Fairleigh Dickinson,Florida State,46,83
Florida International,Miami (FL),72,89
Furman,Northern Iowa,64,55
Gardner-Webb,Colorado State,59,89
Georgia Southern,ETSU,85,91
Hampton,Winthrop,74,84
Hardin-Simmons,North Texas,49,109
Harvard,Lehigh,79,88
High Point,Mount St. Mary's,72,64
Hofstra,Columbia,58,55
Idaho State,Iowa State,47,73
UIC,Eastern Washington,67,52
