Home,Away,Home_Score,Away_Score
Norfolk State,Rhode Island,67,55
UNC Greensboro,High Point,73,81
North Dakota,Kansas State,52,85
Northern Illinois,Omaha,64,77
Northern Michigan,Detroit,53,88
Oral Roberts,UTEP,49,69
Pacific (OR),Portland State,58,77
Pacifica,Loyola Marymount,49,108
Pepperdine,Cal State Northridge,75,81
Philander Smith,Missouri State,61,89
Prairie View,Texas Tech,79,89
Radford,Wake Forest,67,79
Reinhardt,Jacksonville State,63,93
Robert Morris,Rider,54,79
Rochester (MI),Eastern Michigan,52,66
Saint Francis (PA),Penn State,58,65
St. Peter's,Rutgers,56,52
Sam Houston State,Arkansas,68,73
Samford,Austin Peay,64,75
San Diego Christian,San Diego,58,91
San Jose State,New Orleans,68,72
South Carolina State,Claflin,81,62
USC Upstate,Saint Louis,59,76
South Dakota State,Alabama,67,70
Southern,Iowa State,59,82
St. Francis (NY),Lafayette,76,65
Stanford,San Francisco,74,62
Stetson,Miami (FL),79,87
Stony Brook,Marist,60,57
UT-Martin,Little Rock,68,84
Tennessee State,BYU,66,81
Texas-Arlington,Cal State Bakersfield,62,60
Texas-Rio Grande Valley,Iowa,55,86
UTSA,Morgan State,59,71
Toledo,Loyola (IL),50,62
Towson,College of Charleston,58,75
Trinity Baptist,Savannah State,62,84
Tulane,Georgia Tech,61,79
Utah Valley,IUPUI,54,67
Valley City State,North Dakota State,47,93
Vermont,Siena,54,53
Virginia,George Mason,59,63
Western Carolina,UNC Asheville,61,71
Willamette,Utah,47,104
Wofford,Colorado,59,74
Wright State,Idaho,80,70
SIU-Edwardsville,Missouri,69,83
Evansville,Notre Dame,49,58
Arkansas State,Dayton,61,74
Army,Air Force,65,76
Central Arkansas,Arizona State,64,79
UCF,South Florida,74,56
Chicago State,Green Bay,67,72
Columbia,Furman,68,47
Covenant,Gardner-Webb,39,77
Crowley's Ridge,Tennessee Tech,32,107
Delaware,La Salle,66,73
ETSU,Virginia Tech,62,80
Eastern Washington,Washington State,69,88
Edward Waters,North Florida,65,79
Elon,Butler,59,74
Fairfield,Central Connecticut,64,63
Gwynedd-Mercy,Delaware State,56,74
Holy Names,Pacific,38,76
Idaho State,Utah State,48,56
Lincoln (PA),Howard,68,62
Maine,Dartmouth,54,67
Morgan State,Old Dominion,61,72
Nevada,UC-Irvine,64,78
Nicholls State,Vanderbilt,65,80
NJIT,Providence,63,64
North Alabama,Long Beach State,65,75
North Carolina Central,Wichita State,57,71
Northern Arizona,Oregon,73,83
Portland,Ohio,52,81
Princeton,Buffalo,57,53
Quinnipiac,Hartford,65,61
Sewanee,Mercer,36,65
Simpson (CA),Santa Clara,66,106
Sonoma State,Saint Mary's,69,95
St. Andrews,Winthrop,48,80
St. Thomas (TX),Rice,72,59
Suffolk,New Hampshire,51,91
Texas Lutheran,Texas A&M-Corpus Christi,49,60
UTSA,Holy Cross,60,56
University of the Southwest,Northern Colorado,81,127
VMI,Citadel,76,84
Wabash,Western Illinois,39,71
Wartburg,Northern Iowa,50,103
Washington & Lee,East Carolina,50,72
Western Kentucky,Southern Miss,64,67
Western Michigan,Cornell,55,63
Western State,Wyoming,42,62
William Jewell,Drake,66,96
Yale,Sacred Heart,82,85
Young Harris,Alabama-Birmingham,59,105
Youngstown State,George Washington,80,73
Manhattan,Louisville,51,79
Albany (NY),Ohio State,60,82
Syracuse,San Diego State,62,49
Alabama State,Florida,35,84
Florida Atlantic,UNC,56,80
Charleston Southern,Arizona,73,82
Jackson State,Baylor,47,78
Southeastern Louisiana,Wisconsin,47,87
UT-Martin,Cincinnati,57,80
Arkansas-Pine Bluff,Hawaii,54,81
Brown,Binghamton,58,49
Cal State Bakersfield,California,65,78
UC-Riverside,UIC,52,59
Citadel,Air Force,70,77
Colgate,Marquette,63,84
Duquesne,Georgetown,55,61
Eastern Michigan,Jacksonville State,54,61
Florida International,Boston College,70,84
Grambling,Ball State,51,78
Hofstra,Purdue,54,83
Louisiana-Monroe,Oklahoma,51,85
Louisiana State-Shreveport,Tulsa,54,110
Loyola Marymount,SMU,58,73
Loyola (MD),Washington,63,85
Mars Hill,Western Carolina,68,95
Marshall,Villanova,68,80
Maryland-Eastern Shore,Houston Baptist,55,70
Milwaukee,South Carolina,75,82
Montana State,Seattle,72,87
Morgan State,Holy Cross,73,74
Mount Ida College,Stony Brook,57,93
New Mexico State,Oregon State,62,71
UNC Asheville,UNC Wilmington,59,67
Oakland,Louisiana,79,90
Oakwood,Alcorn State,41,85
Saint Mary (KS),Omaha,96,86
Schreiner,Prairie View,51,80
Siena,Navy,54,49
Southern,Nebraska,55,66
UTSA,Old Dominion,79,70
Texas Southern,Boise State,63,81
VMI,Army,74,80
West Alabama,Alabama,49,80
North Dakota State,Indiana,61,87
IUPUI,Michigan,54,91
North Florida,Memphis,66,81
Northern Arizona,UNLV,54,92
West Virginia,Gonzaga,50,84
Monmouth,Notre Dame,57,84
Alabama A&M,Iowa State,40,98
American,Quinnipiac,61,55
Boston University,Canisius,75,83
Bryant,Providence,49,81
Buffalo,Florida State,68,95
Cairn,Delaware State,46,95
Cal State Fullerton,Stanford,68,81
UCSB,Illinois State,72,100
Centenary (LA),TCU,47,75
Central Connecticut,St. Peter's,61,64
Central Michigan,Iowa,61,73
Cincinnati Christian,Radford,71,76
Cleveland State,Bowling Green State,79,73
Coppin State,Texas,46,69
Eastern,UMBC,52,70
Eastern Washington,Cal State Northridge,79,96
Fairfield,Virginia,45,54
Fordham,Pitt,51,86
Hiwassee,USC Upstate,36,90
John Carroll,Akron,53,97
Johnson & Wales (NC),North Carolina Central,46,109
Kennesaw State,South Carolina State,67,65
Lamar,Kansas State,55,79
LIU-Brooklyn,Lafayette,94,98
Lyon,Southeast Missouri State,61,89
Martin Methodist,Samford,40,59
Maryland-Eastern Shore,Arkansas-Pine Bluff,52,62
Maryville (MO),Lipscomb,55,73
Morehead State,Maryland,45,67
Norfolk State,Seton Hall,65,78
North Texas,Alabama-Huntsville,75,78
Northwestern State,Campbell,71,67
Oglethorpe,Mercer,25,70
Penn,Delaware,69,84
Portland State,Oregon,69,80
Presbyterian,Clemson,44,77
Rhode Island,Virginia Tech,50,69
Robert Morris,Lehigh,60,89
Rockhurst,Loyola (IL),41,64
Sacred Heart,Rutgers,62,88
Southern Illinois,New Orleans,72,55
St. Francis (NY),Illinois,64,89
Tennessee Temple,Chattanooga,53,88
Texas-Rio Grande Valley,Bradley,61,78
Toledo,Minnesota,56,82
Troy,Texas A&M,65,83
Utah Valley,North Carolina A&T,64,55
Webber,Wofford,54,87
William & Mary,Liberty,71,59
Winston-Salem,UNC Greensboro,65,81
Yale,St. Joseph's,35,61
Youngstown State,Georgia,68,56
Kentucky,Duke,68,75
Cleveland State,Michigan,47,77
Michigan State,Kansas,67,64
UC-Irvine,UCLA,79,80
Alcorn State,Missouri,54,91
Vermont,UConn,49,67
Mississippi Valley State,Cincinnati,60,102
San Diego Christian,San Diego State,57,91
Alabama State,UCF,56,85
Albany (NY),Washington,63,62
Arkansas-Monticello,Arkansas State,47,76
Arlington Baptist,Prairie View,38,91
Austin Peay,Western Kentucky,54,74
Bethune-Cookman,Tulane,55,65
Bridgewater (VA),Elon,51,95
Butler,Xavier,47,62
Cal State East Bay,San Francisco,58,73
Central Pennsylvania College,VMI,81,116
Coastal Carolina,Ole Miss,72,90
Concordia (IL),Chicago State,65,81
Davidson,New Mexico,81,86
Delaware,Virginia,59,53
Detroit,St. John's (NY),74,77
Eastern Nazarene,NJIT,43,76
Florida A&M,Stetson,66,88
Florida Atlantic,Mississippi State,58,78
George Mason,Bucknell,56,61
Georgia Southern,Charlotte,53,66
Georgia State,BYU,62,80
Grambling,Miami (OH),54,80
Hardin-Simmons,Sam Houston State,31,82
Hartford,Mount St. Mary's,63,70
Harvard,UMass,64,67
Haverford,Columbia,40,74
Hendrix,Central Arkansas,65,108
High Point,Appalachian State,86,64
Houston,San Jose State,77,75
Houston Baptist,Hawaii,60,73
IUPUI,Bowling Green State,80,66
Kansas State,Alabama-Huntsville,87,26
Lehigh,Pitt,53,78
Lincoln (MO),UMKC,64,99
Long Beach State,USC,44,62
Marygrove,Western Michigan,40,85
Maryville (MO),Belmont,49,88
McNeese State,LSU,48,73
Methodist,East Carolina,51,87
Miami (FL),Florida Gulf Coast,51,63
Middle Tennessee,Savannah State,58,55
New Hampshire,Dartmouth,72,58
UNC Wilmington,Richmond,58,101
North Texas,Lamar,74,59
Northeastern,Princeton,67,66
Northern Illinois,Valparaiso,46,69
Oakland,Boise State,80,88
Penn,Fairfield,53,62
Pepperdine,California,62,79
Robert Morris,Fordham,74,58
Rochester (MI),Purdue-Fort Wayne,56,73
Saint Francis (PA),Niagara,69,86
Southeastern Louisiana,Marquette,53,64
Southern Wesleyan,Furman,71,90
Stony Brook,Rider,54,46
Temple,Kent State,80,66
Tennessee State,South Dakota State,71,78
Texas Southern,Northwestern,49,79
Texas-Tyler,Texas State,66,86
Trinity Baptist,Jacksonville,48,78
Wichita State,VCU,53,51
Winthrop,Indiana State,55,66
Wright State,Eastern Illinois,56,44
Wisconsin,Florida,56,74
Alabama-Birmingham,Creighton,60,77
Little Rock,Louisiana Tech,52,70
Binghamton,Navy,52,75
Cal State Bakersfield,Sacramento State,67,85
Crown College,North Dakota,51,87
Fontbonne,UT-Martin,58,84
Fresno State,UC-Riverside,39,30
Liberty,Georgetown,59,68
Lipscomb,Gardner-Webb,66,62
Maine,Holy Cross,54,57
Marist,Colgate,60,74
UMBC,Loyola (MD),70,86
Minot State,Montana,53,82
Montreat,Citadel,45,62
Omaha,Texas Tech,63,91
North Carolina Central,Wyoming,60,73
North Florida,Savannah State,47,54
Northern Kentucky,San Diego,61,65
Presbyterian,Georgia Tech,38,52
Santa Clara,Saint Louis,74,62
Southern,South Dakota,83,79
St. Bonaventure,Cornell,72,68
St. Edward's,Rice,63,75
St. Gregory's,Oral Roberts,41,90
Texas A&M-Corpus Christi,Denver,51,68
Texas-Rio Grande Valley,Rochester (MI),74,65
Toledo,Northern Iowa,81,84
Utah Valley,Washington State,49,72
Wagner,Delaware State,69,73
Western Illinois,SIU-Edwardsville,50,62
William Carey,South Alabama,64,82
Sam Houston State,Indiana,45,99
Samford,Louisville,54,80
Penn State,NC State,55,72
Chattanooga,Kansas,55,69
UTEP,Arizona,51,72
James Madison,UCLA,70,100
Boston College,Baylor,74,84
Alabama A&M,Jacksonville State,61,79
Alcorn State,Stanford,51,69
Alice Lloyd,Morehead State,50,101
Ave Maria,Florida Gulf Coast,54,86
Bethune-Cookman,New Orleans,71,65
Brown,Central Connecticut,71,86
Buffalo,Evansville,56,50
Cal State Northridge,San Diego,74,71
Chadron State,Colorado State,50,93
Coastal Carolina,Tennessee Tech,69,71
Dayton,Colorado,57,67
Gardner-Webb,DePaul,71,59
Hampton,Richmond,58,68
Hiwassee,Charleston Southern,69,105
Howard,Iowa,36,66
Idaho State,Portland,48,51
Illinois State,Drexel,86,84
McNeese State,Southeast Missouri State,53,64
Mississippi Valley State,Northwestern,68,81
Mount St. Mary's,American,57,62
Murray State,Auburn,79,59
Norfolk State,Longwood,78,66
Northern Colorado,Cal Poly,53,64
Oklahoma State,Akron,69,65
Oregon State,Alabama,62,65
Pacifica,UC-Irvine,47,116
Prairie View,Texas A&M,59,81
Providence,UMass,75,77
Saint Mary's,Utah State,67,58
South Dakota,Wyoming,51,71
Southeastern Louisiana,New Mexico State,56,81
Southern,North Carolina Central,55,59
SMU,TCU,64,61
Southern Miss,Georgia,62,60
St. John's (NY),College of Charleston,64,53
Tennessee,UNC Asheville,75,68
Tennessee State,Minnesota,43,72
Tulsa,Northern Kentucky,76,56
Valparaiso,Nebraska,48,50
Villanova,Purdue,89,81
VMI,Virginia Tech,80,95
Webber,South Carolina State,66,86
Weber State,San Jose State,67,68
Western Carolina,Wichita State,63,79
Western State,Air Force,68,102
Lafayette,Kentucky,49,101
NC State,UMass,94,76
UNC,Long Beach State,78,63
Nicholls State,Missouri,54,74
Colorado,Baylor,60,58
St. Joseph's,Notre Dame,79,70
Wake Forest,UConn,71,77
Appalachian State,Campbell,82,101
Little Rock,Ole Miss,52,92
Arkansas State,UT-Martin,77,73
Binghamton,Army,76,85
Bucknell,Niagara,88,71
Cal State Fullerton,Nevada,77,80
California,Denver,72,61
Cameron,North Texas,49,78
Chicago State,Kent State,63,92
Clemson,Furman,72,55
College of Charleston,Auburn,51,55
Dayton,Boston College,87,71
Eastern Illinois,Eastern Michigan,52,60
Florida State,BYU,88,70
Jacksonville,Miami (FL),57,73
Kennesaw State,Eastern Kentucky,71,85
LIU-Brooklyn,Maryland,74,91
Louisiana,Texas Southern,71,74
Manhattan,Harvard,45,79
Marshall,District of Columbia,80,58
Maryland-Eastern Shore,South Florida,59,78
Mercer,George Mason,49,52
Morgan State,South Carolina,71,87
Omaha,Tulane,52,76
New Mexico,UIC,66,59
UNC Asheville,Akron,63,82
North Carolina A&T,Wright State,44,56
UNC Greensboro,East Carolina,73,76
UNC Wilmington,Ohio,47,85
Oklahoma,Texas-Arlington,63,59
Olivet College,Central Michigan,62,76
Pacific,Fresno State,61,66
Providence,Penn State,52,55
Purdue,Oregon State,58,66
Quinnipiac,Iona,98,92
Rutgers,Princeton,58,52
Sacramento State,Utah,74,71
Sacred Heart,Hartford,47,62
Saint Francis (PA),Youngstown State,60,75
St. Peter's,Cornell,68,64
Savannah State,Alabama State,59,54
Siena,Cal State Northridge,64,68
South Dakota,North Carolina Central,81,69
South Dakota State,Hofstra,63,66
Southern,Wyoming,60,67
Southern Utah,Green Bay,54,66
St. John's (NY),Murray State,67,72
Tennessee,Oklahoma State,45,62
Texas-Rio Grande Valley,Purdue-Fort Wayne,94,97
Towson,Radford,75,67
Tulsa,San Diego,63,51
Vanderbilt,Oregon,48,74
Villanova,Alabama,55,77
Washington State,Pepperdine,56,58
Webber,Georgia Southern,64,87
Western Illinois,Buffalo,67,58
Western Michigan,Loyola (IL),81,71
Wofford,Ball State,61,66
Yale,Evansville,56,66
Rhode Island,Ohio State,58,69
Samford,Memphis,54,65
Jacksonville State,UNLV,58,77
Notre Dame,BYU,78,68
San Diego State,Missouri State,60,44
Arizona Christian,Utah Valley,70,96
Austin Peay,DePaul,67,98
Benedictine-Springfield,Southern Illinois,62,100
Bradley,IUPUI,79,72
Brown,Maine,70,68
Colgate,Elon,72,81
Coppin State,Florida Atlantic,61,64
Dallas Christian,Houston Baptist,73,82
Davidson,Milwaukee,68,73
District of Columbia,Hofstra,59,74
Drake,Detroit,79,85
Drexel,Penn,61,59
Gardner-Webb,Iowa,56,65
George Washington,Boston University,72,59
Grambling,Houston,47,87
Green Bay,Nevada,69,71
Hannibal-LaGrange,Northwestern State,43,92
Howard,Wichita State,50,69
Illinois,Hawaii,78,77
Purdue-Fort Wayne,Eastern Michigan,47,60
Lamar,Charlotte,49,70
Loyola (IL),South Florida,50,68
Loyola Marymount,Cal State Bakersfield,76,73
Marist,Columbia,67,62
Master's,UCSB,60,80
Mayville State,North Dakota State,40,73
Mercer,UIC,36,62
UMKC,Albany (NY),59,62
Monmouth,Rider,62,65
Montana,Idaho,66,63
New Hampshire,Bryant,64,76
New Mexico State,Bucknell,49,62
Norfolk State,Loyola (MD),49,65
North Dakota,Northern Iowa,47,72
Oakland,Pitt,62,72
Old Dominion,Cleveland State,55,67
Radford,Kennesaw State,67,58
Rice,Temple,63,77
Robert Morris,Xavier,59,61
St. Joseph's,Florida State,66,73
Seattle,Virginia,43,83
Siena,Northern Kentucky,56,52
USC Upstate,UTSA,59,67
South Dakota State,Marshall,78,77
SMU,Texas State,78,75
Southern Utah,Cal State Fullerton,69,112
St. Bonaventure,Canisius,69,72
Stephen F. Austin,Florida International,69,60
Tennessee Tech,ETSU,65,62
Texas A&M-Corpus Christi,Utah State,68,77
Texas-Rio Grande Valley,Eastern Illinois,50,63
Towson,Eastern Kentucky,69,71
Truman State,Indiana State,57,70
Tulsa,Cal State Northridge,76,92
Union (KY),Citadel,50,92
Vermont,Northeastern,66,55
VCU,Winthrop,90,54
Wake Forest,Iona,68,94
Washington,Seton Hall,84,73
Western Carolina,Western Kentucky,81,92
Western Illinois,Evansville,44,49
Western Michigan,Maryland-Eastern Shore,68,51
Whitman,UC-Riverside,76,89
William & Mary,High Point,83,61
Yale,Buffalo,63,59
Miami (OH),Louisville,39,80
Washington,Ohio State,66,77
Oklahoma State,NC State,76,56
Wagner,Syracuse,57,88
Florida Gulf Coast,Duke,67,88
Middle Tennessee,Florida,45,66
Presbyterian,Creighton,58,87
St. John's (NY),Baylor,78,97
South Dakota,Gonzaga,58,96
Texas Southern,Michigan State,41,69
Cornell,Wisconsin,40,73
Quinnipiac,UConn,83,89
North Carolina A&T,Cincinnati,39,93
Belmont,Stanford,70,62
Campbell,Iowa State,68,88
Central Connecticut,La Salle,81,74
Chicago State,Tulane,51,79
College of Charleston,Boston College,71,67
Coppin State,Colgate,84,88
Dayton,Auburn,73,63
Delaware State,Illinois State,48,87
Eastern Washington,Saint Mary's,66,85
Fairleigh Dickinson,Northwestern,53,80
Florida A&M,Arizona State,70,97
Florida Atlantic,Elon,59,62
Green Bay,Cal State Fullerton,82,93
Purdue-Fort Wayne,Eastern Illinois,67,68
Judson,Northern Illinois,54,72
Lafayette,Morehead State,74,88
Longwood,Arkansas,63,112
Louisiana,Boise State,57,63
Loyola (MD),Albany (NY),67,64
Marshall,Hofstra,100,103
Maryland-Eastern Shore,Loyola (IL),46,62
Murray State,Colorado,74,81
Navy,Alabama-Birmingham,63,82
Omaha,Nebraska,62,75
New Mexico,George Mason,70,69
New Mexico State,Niagara,83,86
NJIT,South Carolina State,74,77
Norfolk State,UMKC,57,63
North Florida,Kansas State,55,74
Northern Arizona,UC-Davis,85,82
Northern Kentucky,Cal State Northridge,58,69
Penn State,Akron,60,85
Portland,Montana State,64,83
Prairie View,TCU,39,44
Providence,UNC Asheville,72,67
Radford,Eastern Kentucky,75,83
Regis (CO),Air Force,43,83
Richmond,Minnesota,57,72
Sacred Heart,Stony Brook,64,62
St. Peter's,Binghamton,54,62
Savannah State,UCF,50,53
Seton Hall,Rhode Island,60,55
Siena,San Diego,60,77
South Dakota State,District of Columbia,96,48
Southeast Missouri State,Chattanooga,77,65
Southern Utah,Nevada,61,79
Tennessee,UMass,83,69
Texas-Rio Grande Valley,Eastern Michigan,47,57
Towson,Kennesaw State,69,63
Troy,Louisiana Tech,46,70
Valparaiso,Kent State,88,83
West Alabama,Bucknell,52,69
Western Michigan,South Florida,58,53
Wofford,Ohio,50,73
Yale,Western Illinois,47,59
Indiana,Georgia,66,53
UNC,Mississippi State,95,49
Long Beach State,Arizona,72,94
UCLA,Georgetown,70,78
Washington State,Kansas,41,78
New Mexico,UConn,66,60
Bowling Green State,Robert Morris,60,71
Brevard,Furman,53,76
Cleveland State,Alabama-Huntsville,71,69
Fairfield,Lehigh,67,82
Fort Valley State,Alcorn State,86,78
Fresno State,Cal Poly,76,67
Iona,UIC,81,86
Jacksonville,Missouri State,64,58
Jacksonville State,Oregon,45,67
James Madison,Duquesne,88,90
Lamar,Virginia,44,63
Liberty,UC-Irvine,46,64
Louisiana College,Houston,59,106
Malone,SMU,47,81
Marquette,Butler,71,72
Milwaukee,Little Rock,43,59
Monmouth,Georgia State,49,62
North Texas,IUPUI,80,66
Oral Roberts,Pacific,69,67
Penn,Fordham,68,70
Quinnipiac,George Mason,58,74
Rider,South Carolina,76,88
San Francisco,American,67,53
Southeast Missouri State,Louisiana Tech,63,67
Southeastern,Stetson,59,81
USC,Illinois,64,94
Southern Miss,Sam Houston State,61,49
Tennessee State,South Alabama,68,57
Texas,Chaminade,73,86
Texas A&M,Saint Louis,49,70
Towson,Cincinnati Christian,79,40
Troy,Chattanooga,68,61
Virginia Tech,UNC Greensboro,96,87
Wake Forest,Mercer,74,71
Youngstown State,North Dakota State,80,83
Indiana,Georgetown,82,72
Savannah State,Florida,40,58
UNC,Butler,71,82
UCLA,Georgia,60,56
Saint Louis,Kansas,59,73
Longwood,Creighton,57,105
Boise State,Michigan State,70,74
Campbell,Cincinnati,72,91
Albany (NY),South Carolina State,83,55
Appalachian State,East Carolina,72,82
Army,St. Francis (NY),67,59
Bethune-Cookman,Kent State,68,69
Blue Mountain College,New Orleans,51,99
Boston University,Rutgers,79,81
Bowling Green State,Alabama-Huntsville,68,54
Bradley,South Florida,63,82
Buffalo,Canisius,64,71
UC-Davis,Sacramento State,87,76
UC-Santa Cruz,San Jose State,54,94
Central Connecticut,UMBC,83,82
Cleveland State,Robert Morris,62,71
Columbia,Villanova,75,57
Cornell,Arizona State,53,64
Delaware State,Northwestern,50,69
ETSU,Charleston Southern,59,57
Evansville,Tennessee Tech,62,50
Fairleigh Dickinson,Illinois State,58,91
Florida A&M,Arkansas,60,89
Fordham,Fairfield,71,74
Grambling,Texas Tech,56,91
Green Bay,Idaho,62,72
Hampton,Ohio,67,75
Harvard,St. Joseph's,56,75
Howard,Gardner-Webb,43,55
Illinois,Chaminade,84,61
Indiana State,Ball State,68,48
Jarvis Christian,Stephen F. Austin,39,78
Johnson & Wales (NC),Coastal Carolina,40,96
Judson,Purdue-Fort Wayne,22,92
La Salle,Hartford,64,51
Lafayette,Maryland,74,83
Lamar,IUPUI,86,82
Lenoir-Rhyne,Winthrop,35,59
Liberty,Sam Houston State,50,64
Louisiana College,Southeastern Louisiana,49,91
Louisiana Tech,Chattanooga,71,63
Lyon,UT-Martin,58,92
McNeese State,Ole Miss,50,76
Middle Tennessee,UCF,75,61
Mississippi State,Marquette,62,89
Navy,TCU,45,47
North Carolina A&T,Iowa State,57,86
North Dakota,Hawaii,66,71
North Dakota State,Duquesne,57,43
North Texas,Virginia,64,80
Northwestern State,LSU,95,102
Oakland,Texas Southern,71,69
Oakwood,Alabama A&M,77,103
Penn,Lehigh,66,73
Pepperdine,Houston Baptist,57,53
Prairie View,Alabama-Birmingham,70,76
Presbyterian,Wisconsin,43,88
South Alabama,Monmouth,71,73
USC Upstate,Santa Clara,65,85
Southern Illinois,SIU-Edwardsville,71,55
Southern Miss,UC-Irvine,69,65
Tennessee State,Georgia State,57,59
Texas,USC,53,59
Toccoa Falls,North Carolina Central,40,94
Troy,Southeast Missouri State,59,56
Utah Valley,Eastern Washington,86,83
Washington State,Texas A&M,54,55
Western Carolina,Austin Peay,71,72
Western Kentucky,Iowa,55,63
Westmont,Cal State Bakersfield,74,77
Wichita State,DePaul,75,62
Wofford,Richmond,58,64
Youngstown State,James Madison,68,69
Pitt,Michigan,62,67
Princeton,Syracuse,53,73
Morehead State,Kentucky,70,81
UNC,Chaminade,112,70
Arkansas-Pine Bluff,San Diego State,43,79
Alcorn State,Florida Gulf Coast,48,50
Arkansas State,Central Arkansas,73,72
Auburn,Boston College,49,50
Brevard,Radford,53,81
Bryant,Brown,68,61
UC-Irvine,Sam Houston State,63,65
Carroll (MT),Southern Utah,58,68
Colgate,Saint Francis (PA),85,76
Colorado State,Denver,60,53
Elon,South Carolina,65,53
Gardner-Webb,Austin Peay,72,62
George Washington,Notre Dame,48,65
Georgia Southern,Kennesaw State,62,46
Hofstra,Manhattan,56,67
Holy Cross,St. John's (NY),53,65
Idaho State,Utah,46,57
Illinois,Butler,78,61
Jackson State,Tulsa,66,86
Jacksonville,Little Rock,56,78
Kansas State,Delaware,66,63
Maine,Seton Hall,49,76
Malone,Missouri State,49,82
Miami (OH),William & Mary,72,59
Montana State,Air Force,72,86
New Hampshire,NJIT,67,69
UNC Wilmington,Purdue,40,66
North Dakota State,James Madison,66,44
North Florida,Florida State,67,75
Northeastern,UC-Riverside,61,52
Northern New Mexico,New Mexico State,37,67
Pacific Lutheran,Seattle,49,58
Portland State,Portland,60,81
Rider,SMU,70,83
Rochester (MI),Eastern Illinois,59,56
San Diego,UCSB,39,57
South Alabama,Georgia State,73,75
USC Upstate,Eastern Washington,70,75
USC,Marquette,64,72
Southern Miss,Liberty,74,56
Southern-New Orleans,Louisiana,66,76
Southwest State (MN),South Dakota State,72,81
St. Andrews,High Point,62,93
Tennessee State,Monmouth,70,81
Texas,Mississippi State,69,55
UTSA,BYU,62,81
Toledo,Samford,82,69
Tulane,Nebraska,57,61
Utah Valley,Santa Clara,67,75
VMI,Old Dominion,76,71
Western Carolina,Howard,69,67
Western Kentucky,DePaul,70,61
Wichita State,Iowa,75,63
Wright State,Central Michigan,55,59
Wyoming,Northern Colorado,69,60
Yale,Vermont,52,65
Youngstown State,Duquesne,74,84
Northern Iowa,Louisville,46,51
Minnesota,Duke,71,89
Stanford,Missouri,70,78
Gonzaga,Clemson,57,49
VCU,Memphis,78,65
Belmont,Alaska-Anchorage,74,60
Drake,California,70,73
Oral Roberts,Loyola Marymount,75,66
Rice,Georgia Tech,36,54
Saint Mary's,Drexel,76,64
Samford,Alcorn State,65,69
UTEP,Oklahoma,61,68
Texas State,Charlotte,64,73
Toledo,Florida Gulf Coast,66,72
Vanderbilt,Davidson,62,75
West Virginia,Marist,87,44
Xavier,Pacific,67,70
Missouri,Louisville,61,84
UMKC,Ohio State,45,91
Michigan,Kansas State,71,57
VCU,Duke,58,67
UCF,Florida,66,79
LIU-Brooklyn,Kentucky,75,104
Wisconsin,Creighton,74,84
Oakland,Michigan State,52,70
