Home,Away,Home_Score,Away_Score
Howard,Miami (FL),49,84
Huston-Tillotson,UTSA,74,92
Idaho State,New Mexico,55,79
UIC,DePaul,71,72
Indiana State,IUPUI,79,66
Jackson State,NC State,58,93
Jacksonville,Hofstra,61,94
Jacksonville State,Marshall,55,74
Lafayette,Robert Morris,77,50
Long Beach State,BYU,90,95
Louisiana College,Louisiana,57,85
Louisiana Tech,Southern,85,76
Loyola (MD),Texas Tech,59,71
Manchester,Purdue-Fort Wayne,50,74
Marist,Bucknell,72,75
UMBC,Akron,57,74
Maryland-Eastern Shore,Virginia Tech,46,71
McNeese State,Baylor,39,80
Milwaukee,Auburn,73,83
Mississippi College,Stephen F. Austin,49,75
Mississippi Valley State,Indiana,65,116
UMKC,Missouri,69,61
Monmouth,West Virginia,54,64
Montana State,UCLA,78,113
Morehead State,UNLV,59,60
Morgan State,Penn State,48,61
New Hampshire,Boston College,50,58
Niagara,Pitt,45,78
NJIT,St. John's (NY),58,77
UNC Asheville,Wake Forest,69,80
North Carolina Wesleyan,East Carolina,81,99
North Florida,South Carolina,56,81
Northern Arizona,Xavier,60,93
Northwestern State,Texas A&M,68,109
NYIT,Fordham,77,94
Ohio Valley,Middle Tennessee,60,77
Our Lady of the Lake,Texas A&M-Corpus Christi,58,73
Pace,Rhode Island,54,94
Pacific,Western Illinois,73,71
Pfeiffer,Norfolk State,43,81
Piedmont,Mercer,48,88
Piedmont,Tennessee Tech,29,83
Prairie View,TCU,54,71
Radford,Richmond,46,64
Randolph,Liberty,45,69
Reinhardt,Tennessee State,66,97
Rice,Oregon State,54,67
Rider,Princeton,58,64
Rochester (MI),Detroit,54,77
Rockhurst,Loyola (IL),58,71
Sacred Heart,Hartford,71,53
Saint Francis (PA),Cincinnati,37,52
St. Peter's,Brown,58,70
Samford,Purdue,40,80
San Diego,Boise State,75,81
Savannah State,Eastern Kentucky,53,76
Siena,UMass,87,95
South Carolina State,Washington,59,77
South Dakota,Utah Valley,52,60
South Dakota State,Buffalo,67,69
Southeast Missouri State,Loyola Marymount,66,76
Southeastern Louisiana,Oklahoma State,55,83
Southern Utah,Kansas State,68,98
St. Francis (IL),Eastern Michigan,52,64
UT-Martin,Marquette,63,79
Tennessee Temple,Georgia State,55,115
Texas-Arlington,Bradley,86,75
Texas Southern,Eastern Washington,62,86
Texas State,Seattle,62,53
Texas-Tyler,Incarnate Word,49,89
Towson,Alabama,54,82
Trinity Baptist,Coastal Carolina,36,79
VMI,Citadel,66,65
Wagner,Maryland,48,82
Washington State,UTEP,52,65
Wayland Baptist,Texas-Rio Grande Valley,80,88
Weber State,Utah State,61,72
Western Carolina,Mississippi State,56,66
William Carey,Southern Miss,63,86
Wofford,Stanford,59,74
Yale,Quinnipiac,85,88
Fairfield,Duke,59,109
Hillsdale,Michigan,68,92
Albany (NY),Providence,60,64
Appalachian State,Ohio,47,73
Aurora,Northern Illinois,56,86
Austin Peay,Western Kentucky,70,77
Bluefield State,Duquesne,51,91
Boise State,Loyola Marymount,77,69
Bowling Green State,Drake,77,58
Cal Poly,Nevada,49,65
Cal State Bakersfield,Hawaii,65,72
UC-San Diego,UC-Riverside,52,75
Catholic,Davidson,66,102
Citadel,Air Force,55,68
Colgate,La Salle,52,57
Dartmouth,St. Bonaventure,57,77
Delaware State,Penn,77,75
Earlham (IN),Evansville,45,116
Florida A&M,USC Upstate,65,78
Gardner-Webb,LSU,82,93
High Point,Arkansas-Pine Bluff,74,62
Illinois-Springfield,Green Bay,57,88
Kent State,Youngstown State,69,61
Louisiana-Monroe,Alabama-Birmingham,74,65
Maine,Butler,57,99
Manhattan,Florida State,66,81
Montana,Colorado State,66,83
UNC Wilmington,Old Dominion,56,76
North Dakota,Northern Iowa,52,64
Nova Southeastern,Florida Gulf Coast,51,63
Pfeiffer,Winthrop,59,82
Portland State,USC,76,68
San Diego Christian,Santa Clara,58,70
San Francisco State,Long Beach State,64,74
Southeast Missouri State,San Diego,56,67
Southern Illinois,Saint Louis,59,62
St. Francis (NY),Georgetown,62,83
Trinity (TX),Bethune-Cookman,69,91
Tulsa,Oral Roberts,68,77
Vermont,Canisius,60,64
VMI,Army,86,92
Buffalo,Kentucky,52,71
Cal State Northridge,Arizona,68,86
Chattanooga,Wisconsin,45,89
Robert Morris,UNC,59,103
Norfolk State,Virginia,39,67
Alcorn State,Texas,53,85
Southeastern Louisiana,Oklahoma,53,78
Northern Kentucky,Nebraska,61,80
Hampton,Syracuse,47,65
Holy Cross,Harvard,58,57
Alabama State,Arkansas,79,97
Aquinas,Western Michigan,57,87
Arkansas-Monticello,Little Rock,64,77
Berea,Austin Peay,63,68
Cal State Fullerton,New Mexico,59,67
Central Arkansas,Omaha,75,100
Charlotte,Elon,73,60
Chicago State,Creighton,66,84
Coastal Carolina,UCLA,71,84
Coppin State,Illinois,56,114
Cornell,Loyola (MD),71,76
Florida National University,Jacksonville,61,72
Fordham,Penn State,54,73
George Washington,Rutgers,70,53
Goucher,Howard,54,101
Holy Names,UC-Davis,42,57
Idaho State,Denver,38,54
IUPUI,Purdue,57,77
Jackson State,South Florida,64,73
Kennesaw State,California,59,93
Lafayette,West Virginia,56,83
Louisiana State-Alexandria,Lamar,75,78
UMass,Boston College,71,62
UMass-Lowell,Rhode Island,56,72
Mercer,Seton Hall,47,63
Navy,Notre Dame,53,92
UNC Asheville,East Carolina,83,79
Northeastern,Boston University,71,65
Northern Arizona,Toledo,58,71
Northern Colorado,Wyoming,70,78
Oberlin,Youngstown State,53,71
Pacific,UC-Irvine,50,68
Portland,San Jose State,73,68
Prairie View,Oklahoma State,52,74
Princeton,George Mason,60,63
St. Peter's,Hartford,50,51
Sam Houston State,UNLV,57,59
Samford,Pitt,56,63
Savannah State,Marshall,47,66
South Carolina State,San Francisco,52,91
South Dakota,Stanford,73,84
Southern Utah,Miami (OH),63,76
Stetson,UCF,55,64
Trevecca Nazarene,Vanderbilt,56,83
Utah State,Illinois State,60,55
Valparaiso,Missouri,41,56
Wright State,Ohio Dominican,76,64
Jacksonville State,Louisville,39,88
Miami (FL),Florida,69,67
Maryland-Eastern Shore,Villanova,44,81
SMU,Gonzaga,56,72
Georgia State,Iowa State,58,81
Bucknell,Michigan,53,77
Adams State,Nevada,64,69
Baptist Bible (PA),Delaware State,63,104
Belmont,Lipscomb,87,62
Bethune-Cookman,Arizona State,39,49
Binghamton,Providence,45,66
Bristol University,Fresno State,55,93
Cal Lutheran,Pepperdine,61,76
Cal State Bakersfield,Arkansas-Pine Bluff,49,56
UCSB,Florida Gulf Coast,75,81
Central Connecticut,Maryland,57,93
Champion Baptist,Louisiana-Monroe,39,106
Cincinnati Christian,Morehead State,79,87
Delaware,Liberty,55,61
Detroit,Oregon,66,83
Erskine,Charleston Southern,50,92
Eureka,Eastern Illinois,51,81
Fairleigh Dickinson-Florham,Fairleigh Dickinson,61,102
Franklin Pierce,St. John's (NY),81,94
Gardner-Webb,College of Charleston,80,67
Hillsdale,Houston Baptist,53,89
Hofstra,NC State,64,76
Indiana-Kokomo,Ball State,62,101
Purdue-Fort Wayne,SIU-Edwardsville,74,71
Louisiana,Tulsa,53,64
Louisiana State-Alexandria,Southern,65,76
Louisiana Tech,Temple,75,82
Lyon,Northwestern State,64,75
Maine,NJIT,86,90
McKendree,Loyola (IL),68,78
Minnesota-Crookston,Milwaukee,54,75
Ole Miss,Troy,74,64
Mississippi Valley State,Mississippi State,68,89
UMKC,Kansas State,73,83
Montana State,Grand Canyon,45,61
Newbury,Yale,51,97
Nicholls State,North Texas,57,71
North Dakota State,Iowa,56,87
Northwestern,Brown,69,56
Oakland,Eastern Michigan,77,89
Presentation College,Weber State,49,74
Radford,James Madison,71,74
Sacramento State,UC-Riverside,70,69
Saint Francis (PA),American,46,49
St. Joseph's,Drexel,52,49
South Alabama,Southern Miss,59,68
USC Upstate,North Carolina A&T,63,46
South Dakota State,Idaho,77,82
UT-Martin,Arkansas State,75,73
Tennessee Tech,USC,58,70
Texas-Rio Grande Valley,UTSA,63,62
Texas Southern,Indiana,64,83
Tiffin,Cleveland State,56,85
Towson,Morgan State,51,46
Utah Valley,Eastern Washington,50,75
Vermont,Siena,84,76
Wake Forest,Tulane,71,49
Warner Southern,Florida Atlantic,49,74
Washington State,TCU,54,81
Webber,North Florida,55,79
Western Carolina,Alabama,74,80
Western Illinois,UIC,64,67
Winthrop,Clemson,77,74
Young Harris,Alabama-Birmingham,81,94
Kentucky,Kansas,72,40
Michigan State,Duke,71,81
South Carolina State,Virginia,55,75
Wichita State,Memphis,71,56
Toledo,VCU,78,87
Utah,San Diego State,49,53
Marquette,Ohio State,63,74
Central Arkansas,Nebraska,56,82
Alabama A&M,Georgia Tech,46,66
Little Rock,BYU,62,91
Auburn,Colorado,59,90
Baylor,South Carolina,69,65
Buffalo,Texas-Arlington,74,68
Cairn,New Orleans,61,88
Campbell,Davidson,51,86
Canisius,Lehigh,63,51
Chattanooga,Butler,48,70
Colgate,Cornell,52,58
College of Faith,North Carolina Central,65,123
Columbia International,Coastal Carolina,51,82
Corban,Oregon State,62,86
Drake,DePaul,62,80
Florida International,Stetson,53,52
Hannibal-LaGrange,Southeast Missouri State,49,86
High Point,Hawaii,62,54
Howard,William & Mary,49,56
Huston-Tillotson,Incarnate Word,63,94
Indiana-Northwest,Chicago State,51,102
Iona,Wofford,73,86
Jackson State,Jacksonville,66,57
Johnson University,VMI,42,124
Kentucky Christian,Eastern Kentucky,35,115
La Salle,Quinnipiac,60,58
Long Beach State,Xavier,74,97
Louisiana College,McNeese State,63,90
Lyon,Grambling,49,55
Malone,Kent State,52,62
Manhattan,UMass,68,77
Mayville State,North Dakota,39,76
Montana,Boise State,67,72
Murray State,Middle Tennessee,68,49
New Mexico State,Saint Mary's,71,83
UNC Wilmington,UNC Greensboro,84,72
Northeastern,Florida State,76,73
Northern Iowa,Stephen F. Austin,79,77
Northwest Oklahoma State,Oklahoma State,45,91
Piedmont,Presbyterian,72,82
Richmond,Old Dominion,57,63
Rider,Penn,73,57
Saint Louis,Indiana State,69,56
San Francisco State,Cal Poly,44,65
Southern Illinois,Tennessee State,84,67
Stony Brook,Georgia,70,80
Texas A&M-Corpus Christi,Georgetown,62,78
Texas Tech,LSU,64,69
Thomas (ME),New Hampshire,36,84
Trinity (CT),Georgia Southern,49,86
Virginia Wise,ETSU,66,111
Wagner,Columbia,56,70
West Virginia Tech,Marshall,65,87
Western Kentucky,Minnesota,54,76
Western State,Wyoming,46,61
Willamette,Portland State,63,84
Youngstown State,Central Michigan,63,75
UC-Irvine,Arizona,54,71
Green Bay,Wisconsin,60,84
St. Joseph's,Gonzaga,42,94
Oklahoma,Creighton,63,65
Abilene Christian,Tulsa,39,65
Appalachian State,Furman,65,84
Army,St. Francis (NY),74,71
Austin Peay,Samford,67,68
Avila,Missouri State,39,87
Boston University,Norfolk State,71,63
Brown,Holy Cross,65,80
Colorado Christian,Air Force,47,70
Coppin State,Notre Dame,67,104
Dartmouth,Hartford,48,53
Delaware State,North Texas,55,62
Evansville,Miami (OH),69,50
Fairleigh Dickinson,Rutgers,44,61
Florida A&M,San Diego,41,72
Hartwick,Binghamton,51,82
Hawaii-Hilo,Hawaii,71,89
Indiana-South Bend,Valparaiso,55,91
IUPUI,Milwaukee,70,68
Jacksonville State,Cleveland State,46,60
Johnson & Wales (NC),UNC Asheville,48,87
Kennesaw State,Mercer,66,74
Lamar,Texas State,55,65
Liberty,Virginia Tech,63,73
LIU-Brooklyn,St. John's (NY),53,66
Longwood,James Madison,60,82
UMBC,Loyola (MD),38,45
Maryland-Eastern Shore,Mount St. Mary's,53,41
Missouri S&T,UMKC,77,90
Montana State,Cal State Northridge,65,72
Morehead State,Cincinnati,61,69
Omaha,Seattle,74,98
NJIT,Albany (NY),48,65
North Carolina A&T,Northern Kentucky,55,68
Northern Colorado,New Mexico State,65,86
Notre Dame de Namur,San Francisco,46,86
Ohio,Florida Gulf Coast,62,79
Oral Roberts,Missouri,64,78
Pepperdine,San Jose State,63,44
Prairie View,Rice,64,68
Princeton,Lafayette,66,83
Robert Morris,Bradley,68,61
Santa Clara,Utah State,54,60
Siena,St. Bonaventure,73,70
Simpson,Sacramento State,42,74
Southern Vermont,Vermont,41,86
Southern Virginia,BYU,48,101
Toccoa Falls,Citadel,58,71
Trevecca Nazarene,Belmont,76,96
Wake Forest,Arkansas,53,83
Walla Walla,Eastern Washington,34,95
Western Michigan,Oakland,82,71
Wright State,Bowling Green State,55,70
Texas,Iowa,71,57
Bucknell,Villanova,65,72
Maryland-Eastern Shore,VCU,66,106
Cal State Bakersfield,San Diego State,27,51
UConn,College of Charleston,65,57
SMU,Indiana,68,74
Syracuse,California,59,73
Detroit,Michigan,62,71
Bluefield (WV),William & Mary,57,100
Bob Jones University,USC Upstate,41,107
Brescia,Murray State,56,89
UC-Davis,Eastern Illinois,63,61
Champion Baptist,UT-Martin,29,115
Denver,Saint Mary's,62,78
Eckerd,UCF,59,76
Fisk,Tennessee State,60,75
Florida Atlantic,Harvard,49,71
Fordham,Maryland,50,66
Franklin Pierce,Minnesota,57,109
Fresno State,Northern Arizona,52,73
Grambling,Purdue,30,82
Howard,Radford,52,61
Idaho,Northern Illinois,67,78
Jacksonville,NC State,43,79
Keystone,Saint Francis (PA),69,102
Lipscomb,Vanderbilt,62,72
Loyola Marymount,Arizona State,44,68
UMass-Lowell,Sacred Heart,57,54
Miami (FL),Drexel,66,46
Mississippi Valley State,Tulane,61,100
Morgan State,Northern Iowa,53,73
Navy,Providence,51,88
New Hampshire,Bryant,63,72
New Mexico,Boston College,65,69
New Orleans,TCU,71,86
Niagara,St. Peter's,61,59
Nicholls State,UCLA,74,107
North Florida,Northwestern,67,69
Northwestern State,Louisiana State-Alexandria,89,79
NYIT,Wagner,49,83
Pacific Union,Pacific,56,81
Palm Beach Atlantic,Stetson,85,96
Penn State,Charlotte,97,106
South Carolina,Cornell,69,45
South Florida,Alabama-Birmingham,73,71
Southern,Ole Miss,38,69
USC,Akron,46,66
Southern Miss,Alabama,67,81
Texas A&M,Dayton,53,55
Texas-Arlington,Grand Canyon,66,64
Texas Southern,Tennessee,58,70
Virginia-Lynchburg,East Carolina,51,92
West Virginia,George Mason,91,65
Winthrop,Savannah State,58,59
Boston University,Kentucky,65,89
Temple,Duke,54,74
Marshall,Louisville,67,85
Louisiana-Monroe,Florida,56,61
George Washington,Virginia,42,59
Texas,California,71,55
Dayton,UConn,64,75
Loyola (IL),Michigan State,52,87
Syracuse,Iowa,66,63
UC-Riverside,Utah,42,88
Austin Peay,Illinois,66,107
Bethune-Cookman,Monmouth,50,73
Delaware,Cal Poly,60,78
Delaware State,Arkansas,71,99
Florida A&M,Grand Canyon,49,64
Florida Memorial,Florida International,48,74
Gardner-Webb,Clemson,72,70
Georgia State,Colorado State,70,80
Hampton,Alcorn State,82,69
Hiwassee,Western Carolina,53,72
Idaho State,Washington State,68,80
Iona,Wake Forest,85,81
Purdue-Fort Wayne,Georgia Tech,69,78
Jarvis Christian,McNeese State,70,85
Kansas State,Long Beach State,60,69
Kennesaw State,North Dakota State,55,68
Lehigh,Rider,74,78
Louisiana,Auburn,80,105
Maine,Central Michigan,48,76
Miami (FL),Akron,79,51
Milwaukee,Oklahoma State,68,82
Morehead State,Louisiana Tech,64,73
New Mexico,George Mason,69,58
UNC Greensboro,Longwood,79,81
North Dakota,South Dakota State,72,74
Old Dominion,LSU,70,61
Oral Roberts,Oregon State,42,55
Penn State,Cornell,72,71
Pitt,Hawaii,70,74
Prairie View,Baylor,45,60
Presbyterian,American,38,63
Seton Hall,Nevada,68,60
South Carolina,Charlotte,63,65
South Dakota,Sam Houston State,85,93
USC,Drexel,72,70
Southern Illinois,Kent State,51,74
Stanford,UNLV,89,60
Stephen F. Austin,Xavier,63,81
Stony Brook,Hofstra,65,66
Texas A&M,College of Charleston,59,50
Toledo,Oregon,68,78
Towson,Central Connecticut,58,49
Troy,Georgia,60,82
Valparaiso,Arkansas-Pine Bluff,59,46
Washington,Seattle,63,48
Weber State,Illinois State,64,73
West Virginia,Boston College,70,66
Wofford,Fairfield,54,36
Yale,UIC,70,58
Youngstown State,Eastern Michigan,62,71
Boise State,Wisconsin,54,78
Stanford,Duke,59,70
UNC,Davidson,90,72
St. Thomas Aquinas,Gonzaga,55,109
Nebraska,Rhode Island,62,66
Eastern Washington,SMU,68,77
American,Louisiana Tech,44,63
Appalachian State,Virginia Tech,65,63
Army,Marist,76,62
Ball State,IUPUI,69,71
Belmont,Western Kentucky,64,63
Bob Jones University,Citadel,50,81
Brown,Indiana State,66,78
UC-Davis,Furman,58,55
Canisius,St. Bonaventure,53,59
Central Connecticut,Monmouth,50,65
Chattanooga,Tennessee Tech,67,69
Cincinnati-Clermont,Eastern Kentucky,50,115
Cleveland State,Savannah State,83,87
Colgate,Campbell,54,48
Colorado,Wyoming,33,56
Drake,Western Michigan,75,91
Duquesne,Abilene Christian,102,81
Elon,Northwestern,67,68
Florida Christian,Georgia Southern,41,97
Hampton,North Dakota State,66,74
Hartford,Niagara,65,62
High Point,Richmond,56,80
Houston Baptist,Texas-Arlington,69,87
Incarnate Word,Princeton,79,68
Kennesaw State,Alcorn State,83,80
Kent State,UIC,78,60
Lafayette,Penn,83,77
Lamar,Indiana,72,85
Liberty,Miami (OH),52,63
Loyola (MD),Butler,39,80
Manhattan,Binghamton,78,63
UMBC,Minnesota,51,69
Maryland-Eastern Shore,Saint Francis (PA),53,57
UMass-Lowell,NJIT,63,61
Master's,UCSB,45,91
Miles,Jacksonville State,71,88
UMKC,Little Rock,68,73
Missouri State,Texas Tech,68,80
Morgan State,Houston,57,72
Mount St. Mary's,Bucknell,73,69
Omaha,Marquette,97,89
Nevada,Clemson,50,59
New Mexico State,UTEP,76,77
UNC Asheville,ETSU,87,98
UNC Greensboro,Eastern Michigan,62,70
UNC Wilmington,VMI,110,93
North Florida,Northern Iowa,49,66
Northeastern,Navy,68,44
Notre Dame,UMass,81,68
Oakwood,Alabama A&M,61,81
Ohio Mid-Western,Northern Kentucky,48,98
Piedmont,Coastal Carolina,33,76
Presbyterian,Morehead State,49,69
Providence,Florida State,80,54
Quinnipiac,Albany (NY),76,73
Robert Morris,Georgetown,66,80
St. Peter's,La Salle,50,59
Sam Houston State,Fairfield,74,60
Samford,Cal State Northridge,72,79
San Jose State,Cal State Fullerton,66,70
South Alabama,Detroit,53,66
Southeast Missouri State,Central Arkansas,74,68
Southeastern Louisiana,Western Illinois,57,60
Southern,Middle Tennessee,48,66
SIU-Edwardsville,Portland,53,75
Southern-New Orleans,Tulane,45,89
Temple,UNLV,50,57
Texas A&M-Kingsville,Texas-Rio Grande Valley,77,82
Texas Southern,Norfolk State,66,76
Texas State,UTSA,67,80
Towson,Bethune-Cookman,63,42
Transylvania,Lipscomb,63,74
Trinity Christian,Chicago State,52,75
Utah State,Mississippi State,63,71
Utah Valley,Southern Utah,85,75
Vermont,St. Joseph's,60,68
Weber State,LSU,58,72
Western State,Air Force,60,90
William & Mary,Rice,69,65
Wofford,South Dakota,72,68
Wright State,Charleston Southern,86,79
Yale,Southern Illinois,53,46
Youngstown State,Longwood,82,72
Montana State,Kentucky,28,86
Newman,Wichita State,57,105
West Virginia,UConn,78,68
Northwestern State,Oklahoma,68,90
Sacred Heart,Ohio State,48,106
Arkansas-Pine Bluff,Central Michigan,43,75
Cal State Northridge,Little Rock,88,94
UC-Irvine,Saint Mary's,69,72
Catawba,Radford,52,88
Central Connecticut,Bethune-Cookman,60,65
Columbia,Lehigh,54,44
Coppin State,Denver,54,80
Dayton,Boston College,65,53
Delaware,Cal State Bakersfield,52,70
Drexel,Cornell,61,59
Eastern Illinois,Cincinnati,49,54
Florida Atlantic,Georgia,61,74
George Mason,College of Charleston,60,61
Hood,Howard,51,78
Iona,North Texas,78,58
Jackson State,Alabama-Birmingham,50,58
Long Beach State,UCLA,63,77
Longwood,Eastern Michigan,48,79
UMass,Florida State,75,69
UMass-Lowell,Fordham,64,57
Mercer,Colorado State,62,75
Merchant Marine,Stony Brook,54,89
Miami (FL),Charlotte,77,58
Montana,Seattle,66,62
Morehead State,American,46,51
Navy,Binghamton,70,68
Nichols,Holy Cross,70,101
North Carolina A&T,Bradley,50,58
North Carolina Central,Creighton,45,65
Northeastern,Manhattan,65,51
Northern Arizona,Ole Miss,74,80
Old Dominion,Illinois State,45,64
Presbyterian,Louisiana Tech,48,76
Providence,Notre Dame,75,74
Samford,UMKC,64,55
San Diego Christian,Loyola Marymount,60,82
Seton Hall,Gardner-Webb,85,67
South Carolina,Akron,63,68
USC Upstate,UCF,69,76
South Dakota,Fairfield,72,80
South Florida,NC State,65,68
USC,Penn State,61,63
Southern Illinois,UIC,67,60
St. Francis (NY),Rutgers,73,76
St. Katherine,UC-Riverside,49,102
Tennessee State,Vanderbilt,46,78
Texas A&M,New Mexico,64,51
Texas A&M-Corpus Christi,Saint Louis,62,56
Towson,Monmouth,79,75
Valparaiso,Maine,93,70
Wagner,Hofstra,71,93
Washington,Pacific,76,69
Wofford,Sam Houston State,64,53
Yale,Kent State,66,59
Youngstown State,UNC Greensboro,76,67
Missouri,Arizona,53,72
Savannah State,Louisville,26,87
Rider,Kansas,60,87
VCU,Villanova,53,77
Iowa State,Alabama,84,74
San Diego State,BYU,92,87
Oregon,Michigan,63,70
Santa Clara,Michigan State,52,79
Austin Peay,Indiana State,57,61
Brown,Illinois,68,89
Bucknell,Toledo,65,92
Chadron State,South Dakota State,42,87
Clayton State,Mississippi State,46,59
Colgate,James Madison,71,77
Colorado Christian,Northern Colorado,58,93
Dillard,Alcorn State,73,95
ETSU,Winthrop,69,64
Eastern Washington,Indiana,88,86
Florida A&M,Wyoming,45,66
Florida International,Georgia Southern,72,78
Fresno State,Evansville,52,58
Georgia State,Chicago State,69,46
Grambling,Ball State,46,88
Green Bay,East Carolina,66,49
Hampton,Appalachian State,74,82
Jacksonville,Purdue-Fort Wayne,71,89
Lipscomb,Belmont,77,82
LSU,Clemson,61,64
Marist,Florida Gulf Coast,43,58
Maryland,Arizona State,78,73
Maryland-Eastern Shore,Detroit,55,69
Milwaukee,Louisiana,56,52
Mississippi Valley State,TCU,53,106
Murray State,Xavier,62,89
Nicholls State,Wake Forest,48,75
NJIT,Marquette,57,62
Old Dominion,Gardner-Webb,58,46
Oregon State,Oklahoma State,53,66
Pepperdine,Iowa,61,72
Pitt,Chaminade,81,68
Prairie View,Memphis,49,77
Purdue,Kansas State,79,88
San Francisco,Hawaii,88,73
Seton Hall,Illinois State,84,80
Southeastern Louisiana,Tennessee Tech,62,81
SIU-Edwardsville,Portland State,87,90
Stephen F. Austin,Baylor,51,67
Stetson,New Mexico State,68,88
Texas A&M-International,Incarnate Word,83,105
Tulsa,Auburn,53,35
Weber State,Nevada,59,56
Western Carolina,Oakland,88,79
Western Michigan,San Diego,70,77
Texas-Arlington,Kentucky,44,92
Kansas State,Arizona,68,72
Saint Francis (PA),Texas,46,78
Tennessee State,Virginia,36,79
Villanova,Michigan,60,55
Maryland,Iowa State,72,63
VCU,Oregon,77,63
San Diego State,Pitt,74,57
Miami (FL),Charlotte,77,74
Eastern Illinois,Creighton,53,75
Arkansas,SMU,78,72
Air Force,Colorado,53,68
Akron,Penn State,72,78
Arizona State,Alabama,71,76
Arkansas-Pine Bluff,Ohio,60,69
Binghamton,Army,54,80
Boston University,New Hampshire,68,75
Bristol University,Sacramento State,63,97
Buffalo,Grand Canyon,80,64
Cal State Fullerton,USC,49,53
Central Arkansas,Charleston Southern,67,80
Chaminade,BYU,85,121
Chicago State,Oakland,57,70
Citadel,Florida State,55,66
Columbia International,South Carolina State,55,92
Delaware,Stanford,47,84
Fairleigh Dickinson,Columbia,47,57
Fresno State,East Carolina,52,58
Green Bay,Evansville,64,62
Hartford,Quinnipiac,54,50
Hofstra,South Florida,70,71
Houston,Harvard,63,84
Howard,UMBC,68,54
Idaho,Boise State,75,86
IUPUI,Drake,60,73
Jackson State,St. Bonaventure,71,79
Jacksonville State,Alabama A&M,67,61
Jarvis Christian,Abilene Christian,65,91
Lamar,Arkansas State,63,58
LIU-Brooklyn,St. Joseph's,70,74
Loyola (IL),UTSA,71,57
Loyola (MD),Syracuse,37,70
Marist,Hawaii,55,62
Maryland-Eastern Shore,Bucknell,55,58
Minnesota-Crookston,North Dakota State,63,64
Morgan State,Elon,73,74
Mount Ida,UMass-Lowell,57,102
Omaha,Nebraska,67,80
Norfolk State,Vanderbilt,53,63
North Carolina A&T,Saint Louis,54,57
North Carolina Central,Cincinnati,50,59
North Florida,Liberty,77,57
Northern Arizona,Middle Tennessee,53,65
Northwestern,Miami (OH),55,46
Northwestern State,Texas Tech,64,75
Ohio Valley,Wofford,54,82
Oral Roberts,Louisiana,52,76
Peace,High Point,71,88
Penn,Temple,67,76
Purdue,Missouri,82,61
St. Peter's,Rutgers,68,50
Saint Xavier (IL),UIC,76,87
San Francisco,Florida Gulf Coast,47,62
Southeast Missouri State,Bowling Green State,54,62
Southern,Tulane,59,74
St. Francis (NY),La Salle,60,73
UT-Martin,Bethune-Cookman,74,56
Texas A&M-Corpus Christi,Bradley,38,52
Toccoa Falls,Presbyterian,40,63
Toledo,Detroit,79,82
