Home,Away,Home_Score,Away_Score
Monmouth,Seton Hall,65,75
Alabama State,Iowa,58,92
Alcorn State,Creighton,72,109
Allen,USC Upstate,66,85
Bluefield College (VA),Hampton,68,85
Bridgewater (VA),Appalachian State,57,95
Bucknell,Arkansas,73,101
Cal Poly,California,82,85
UC-Irvine,Denver,83,69
Central Connecticut,Rutgers,67,71
Charleston Southern,NC State,56,78
Citadel,Virginia Tech,93,132
Coppin State,East Carolina,50,76
Defiance,Purdue-Fort Wayne,59,114
East Central,UTSA,59,92
Eastern Washington,Washington,69,79
Eureka,Loyola (IL),69,96
Fairleigh Dickinson,Penn State,57,81
Gordon,Hartford,63,80
Haskell Indian Nations Institute,UMKC,59,110
Howard,Indiana,77,86
Jacksonville,Georgetown,57,73
LeTourneau,Northwestern State,99,84
Louisiana-Monroe,SMU,65,83
Mary,South Dakota State,54,78
Maryland-Eastern Shore,Maryland,43,96
UMass,Harvard,67,70
Massachusetts-Boston,UMass-Lowell,63,102
Michigan-Dearborn,Eastern Michigan,73,97
Morehead State,Lipscomb,70,77
Omaha,Oklahoma,89,108
North Carolina A&T,Clemson,63,87
North Dakota,Hawaii,78,81
Pacific,Stanford,80,89
Princeton,Butler,75,85
Puget Sound,Seattle,70,121
Radford,Ohio State,72,82
San Diego,San Jose State,81,64
South Carolina State,Boston College,52,91
Southern Utah,Boise State,69,90
Stetson,Florida International,70,64
UT-Martin,Illinois,74,77
Texas Southern,Washington State,84,86
Texas State,Air Force,57,65
Toccoa Falls,Mercer,43,110
Troy,Arkansas-Pine Bluff,81,57
University of the Ozarks,Central Arkansas,51,99
Washington & Lee,Wofford,66,103
Wentworth,Northeastern,49,83
Wilmington (OH),Northern Kentucky,65,93
Yale,Wisconsin,61,89
College of Charleston,Wichita State,63,81
Gardner-Webb,Florida,74,116
North Dakota State,USC,65,75
Western Carolina,Cincinnati,51,102
Mount St. Mary's,Notre Dame,62,88
Minnesota,Providence,86,74
Rider,Xavier,75,101
St. Peter's,Northwestern,66,75
New Mexico State,Saint Mary's,74,92
Texas A&M-Corpus Christi,Baylor,46,70
Abilene Christian,Arkansas State,69,83
Alabama A&M,Samford,68,87
Albany (NY),Boston University,88,74
Alcorn State,Northern Iowa,45,73
Anderson (SC),IUPUI,43,75
Arcadia,Drexel,81,95
Arkansas-Pine Bluff,North Dakota,71,80
Austin Peay,Virginia,49,93
Bethune-Cookman,Texas-Rio Grande Valley,74,92
Binghamton,Cornell,84,94
Brown,Quinnipiac,79,72
Cal State Bakersfield,Georgia Southern,53,77
Cal State Northridge,Fresno State,73,89
UC-Davis,Northern Colorado,72,59
Central Michigan,Michigan,65,72
Charlotte,Oklahoma State,65,83
Chattanooga,Alabama-Birmingham,47,89
Columbia International,Campbell,44,108
Delaware State,DePaul,57,81
ETSU,Savannah State,76,61
Eastern Kentucky,Ole Miss,75,85
Ecclesia,McNeese State,54,101
Embry-Riddle Aeronautical University,Northern Arizona,82,70
Florida Gulf Coast,Siena,86,53
Frostburg State,Towson,45,89
George Fox,Idaho,62,101
Jacksonville State,Richmond,94,61
Kennesaw State,Hofstra,57,75
La Salle,Penn,75,71
Lees-McRae,UNC Asheville,60,92
LIU-Brooklyn,Fordham,68,81
Lynchburg,Norfolk State,83,80
Michigan-Dearborn,Detroit,82,105
Middle Tennessee,Murray State,72,67
Milwaukee,Iowa State,74,56
Mississippi Valley State,Utah,51,91
Mobile,South Alabama,49,71
Montana,Pitt,83,78
Montana State,Utah State,73,81
Morgan State,South Florida,63,53
New Orleans,Oakland,68,87
North Carolina Central,Evansville,55,68
North Florida,VCU,85,95
North Texas,Nebraska,67,86
Old Dominion,James Madison,69,53
Oral Roberts,Tulsa,71,90
Prairie View,Oregon,67,100
Reinhardt,Tennessee State,53,92
Rhode Island,Nevada,81,88
Robert Morris,Grand Canyon,61,75
Rockhurst,Saint Louis,50,74
Saint Francis (PA),San Francisco,63,75
St. Joseph's,UIC,86,82
South Dakota,Bowling Green State,88,79
Southeast Missouri State,Louisiana Tech,95,96
Southeastern Louisiana,Tulane,66,89
Southern,Marshall,74,83
Tennessee Tech,TCU,63,100
Trinity Christian,Valparaiso,46,83
Trinity (TX),Incarnate Word,57,93
Troy,Hawaii,67,72
Vanderbilt,Belmont,60,69
Wagner,Missouri,55,99
Western Michigan,South Carolina,60,78
Wyoming,Oregon State,75,66
Duke,Michigan State,88,81
Kentucky,Kansas,61,65
Nicholls State,Villanova,77,113
Howard,Gonzaga,69,106
Purdue,Marquette,86,71
Alabama State,South Dakota State,63,94
Little Rock,Memphis,62,70
Arlington Baptist,Houston Baptist,67,108
Bryant,NC State,72,95
Cal Lutheran,Pepperdine,82,107
Canisius,Air Force,79,93
Central Connecticut,St. John's (NY),55,80
Chapman,UC-Irvine,52,91
Cleveland State,Rutgers,38,70
Coastal Carolina,Lamar,60,66
Columbia,Longwood,87,77
Delaware,Bradley,53,61
Denver,Colorado,62,89
Eastern Washington,Stanford,67,61
Elon,Furman,67,76
Emerson,Dartmouth,43,78
Franciscan,Youngstown State,46,134
George Washington,Florida State,67,87
Georgia State,Rice,75,54
Green Bay,Northern Illinois,65,85
Hardin-Simmons,Sam Houston State,56,72
High Point,Tennessee,53,84
Iona,Syracuse,62,71
Jackson State,Mercer,58,86
John Jay,Army,43,92
Lafayette,NJIT,80,96
Liberty,Wake Forest,79,66
Lipscomb,Alabama,64,86
Louisiana College,Louisiana,58,113
Loyola (MD),Fairfield,52,64
Maine,Texas Tech,44,83
UMKC,Kansas State,51,72
Monmouth,Lehigh,80,72
Omaha,New Mexico,71,103
New Hampshire,Texas,60,78
UNC Wilmington,Davidson,81,108
Notre Dame (CA),Sacramento State,53,74
Ohio Northern,Toledo,62,72
Sacred Heart,Boston College,53,73
San Diego State,Arizona State,68,90
San Francisco State,Long Beach State,70,95
Silver Lake,Chicago State,53,101
South Carolina State,Yale,54,86
USC Upstate,Georgia,65,74
Stony Brook,UConn,64,72
Utah Valley,Idaho State,84,71
VMI,Duquesne,61,77
Walla Walla,Portland,52,89
West Coast Baptist,Weber State,45,110
Willamette,Portland State,60,111
Winthrop,Colorado State,76,80
Wright State,Miami (OH),67,73
Bucknell,UNC,81,93
Niagara,Minnesota,81,107
Creighton,Northwestern,92,88
Cal State Fullerton,Saint Mary's,57,76
Indiana,Seton Hall,68,84
Central Arkansas,UCLA,101,106
American,West Virginia,64,98
Ball State,Oklahoma,69,108
BYU,Princeton,65,56
Butler,Maryland,65,79
UC-Davis,Pacific,62,58
UC-Riverside,Loyola Marymount,64,76
UCSB,Pitt,62,70
Citadel,North Carolina A&T,73,92
Columbia International,Charleston Southern,58,98
Delaware State,Purdue-Fort Wayne,71,85
Eastern Illinois,Western Illinois,54,56
Fairleigh Dickinson-Florham,Fairleigh Dickinson,49,111
Gardner-Webb,UCF,65,68
Hampton,William & Mary,76,83
Hartford,Rider,53,89
Hiwassee,Western Carolina,57,76
Holy Names,Cal Poly,47,76
Jacksonville State,Buffalo,76,81
Kentucky Wesleyan,Western Kentucky,53,83
Marist,UMass-Lowell,73,76
Middle Georgia State,Savannah State,80,114
Mississippi Valley State,Utah State,47,83
Montana,Penn State,57,70
Montana Western,Montana State,81,109
Mount St. Mary's,Georgetown,68,102
Navy,Penn,45,66
Nevada,Santa Clara,93,63
New Rochelle,LIU-Brooklyn,68,104
North Carolina Central,UT-Martin,57,74
North Carolina Wesleyan,UNC Greensboro,48,82
Northwestern State,SMU,35,81
Oakland City,Austin Peay,50,109
Prairie View,UNLV,63,98
Radford,East Carolina,73,66
Robert Morris,San Diego,53,65
Seattle,Washington State,59,75
South Dakota,TCU,71,76
South Florida,Stetson,75,72
Southern,Missouri State,58,86
St. Edward's,Stephen F. Austin,66,89
St. Francis (NY),Manhattan,79,80
Texas-Rio Grande Valley,Texas A&M-Corpus Christi,82,75
UTSA,Texas State,79,78
Valparaiso,SIU-Edwardsville,94,69
Wartburg,Northern Iowa,43,72
Cal State Bakersfield,Arizona,59,91
North Florida,Florida,68,108
Florida A&M,Miami (FL),59,90
Coppin State,Cincinnati,54,97
Chicago State,Notre Dame,66,105
Xavier,Wisconsin,80,70
Arkansas State,Eastern Michigan,59,76
Auburn,Indiana State,83,64
Belmont,Middle Tennessee,69,63
Bethune-Cookman,North Texas,78,90
Binghamton,George Mason,57,69
Bluefield State,Georgia Southern,52,120
Boise State,UTEP,58,56
Boyce,Tennessee Tech,48,106
Brewton-Parker,Troy,71,106
Central Pennsylvania College,UMBC,62,93
Clemson,Ohio,81,76
Cornell,Colgate,61,72
Dayton,Hofstra,69,72
Delaware State,UIC,55,95
Edward Waters,Florida Atlantic,59,91
Grambling,Iowa,74,85
Harvard,Holy Cross,69,73
Hiwassee,Chattanooga,46,94
Howard Payne,Abilene Christian,62,112
Illinois State,South Carolina,69,65
Iowa State,Appalachian State,104,98
Jarvis Christian,Lamar,66,103
Johnson & Wales,Denver,59,91
Kentucky State,Eastern Kentucky,66,97
LeMoyne-Owen,Alabama-Birmingham,57,81
LeTourneau,Stephen F. Austin,68,91
Lincoln (PA),Morgan State,60,72
Loyola (IL),UMKC,66,56
Marshall,Morehead State,83,86
Missouri,Utah,59,77
Nebraska,St. John's (NY),56,79
Ohio Christian,Kent State,45,90
Old Dominion,Temple,65,76
Oral Roberts,Oklahoma State,48,91
Piedmont,Kennesaw State,54,77
Presbyterian,NC State,68,86
Providence,Washington,77,70
Samford,LSU,86,105
San Jose State,Southern Utah,69,81
South Alabama,La Salle,73,81
Southeast Missouri State,Evansville,50,66
Southeastern Louisiana,Louisiana-Monroe,75,86
Southern Miss,Michigan,47,61
St. Francis (IL),Northern Illinois,60,70
Texas Southern,Ohio State,64,82
Tulsa,Western Michigan,81,74
Virginia Tech,Saint Louis,71,77
Wofford,California,65,79
Southern,Duke,61,78
South Dakota State,Kansas,64,98
Lafayette,Villanova,57,104
ETSU,Kentucky,61,78
UCSB,Texas A&M,65,84
Omaha,Louisville,78,87
South Carolina State,UCLA,68,96
Alcorn State,Baylor,61,78
Alabama A&M,Alabama,67,104
Alabama State,Oregon,56,114
Appalachian State,Western Michigan,67,86
Auburn,Temple,74,88
Bradley,Vermont,64,65
UC-Irvine,Kansas State,49,71
Central Connecticut,East Carolina,79,68
Clemson,Hofstra,78,59
Coastal Carolina,UTSA,83,69
Columbia,Penn State,65,79
Concordia-St. Paul,Milwaukee,69,55
Coppin State,Cleveland State,56,80
DePaul,Illinois,73,82
Eastern Washington,UNLV,76,91
Ferrum,UNC Greensboro,43,95
Florida International,Elon,87,95
Fordham,Florida State,43,67
Fresno State,Arkansas,75,83
Georgia State,Ole Miss,72,77
Houston,Drexel,80,84
Illinois State,Boise State,64,82
Indiana State,Old Dominion,44,62
Iowa State,Tulsa,80,78
IUPUI,Eastern Illinois,79,80
Lakeland,Green Bay,27,98
LIU-Brooklyn,Miami (OH),74,78
McMurry,Incarnate Word,49,88
McNeese State,San Diego State,52,83
Mercer,Liberty,63,48
New Mexico,New Mexico State,56,75
UNC Asheville,Vanderbilt,76,79
North Dakota State,Missouri State,57,54
Northeastern,Stanford,59,73
Northern Arizona,Arizona State,62,97
Northern Colorado,Pepperdine,84,82
Northern Kentucky,James Madison,87,78
Ohio,Dayton,65,79
Providence,Saint Louis,90,63
Quinnipiac,Colorado,69,70
Rice,Northwestern State,87,65
Sacramento State,San Francisco,56,69
Savannah State,Louisiana,82,115
Siena,Lehigh,90,91
South Carolina,UTEP,80,56
Spring Hill,Nicholls State,83,127
Stony Brook,Ball State,76,87
Towson,Loyola (MD),95,72
Tulane,Colorado State,80,53
Virginia,VCU,76,67
Virginia Tech,Washington,103,79
Wake Forest,Drake,74,77
Warren Wilson,North Carolina Central,76,101
Weber State,Iona,72,80
Wesley,Delaware,78,93
Yale,Albany (NY),72,80
Utah State,Gonzaga,66,79
Fairfield,Purdue,64,106
La Salle,Northwestern,74,82
NJIT,Seton Hall,53,82
Morgan State,West Virginia,48,111
American,Wagner,70,71
Little Rock,Grand Canyon,51,76
Arkansas-Pine Bluff,SMU,37,72
Army,Marist,94,73
Bethesda University (CA),Cal State Fullerton,35,77
Binghamton,Evansville,61,66
Bob Jones University,Wofford,65,96
Bradley,UTSA,71,69
Bucknell,Maryland,78,80
Cal Poly,Santa Clara,63,59
Cal State Northridge,George Mason,73,78
UC-Davis,Utah Valley,71,80
Calvary,Western Illinois,25,102
Campbell,UNC Wilmington,84,88
Central Pennsylvania College,Winthrop,65,106
Charleston Southern,USC Upstate,82,72
Chicago State,Northern Iowa,44,82
Citadel,High Point,79,77
College of Charleston,Charlotte,81,72
Colorado,Drake,86,81
Elon,Concordia-St. Paul,84,62
Eureka,Central Michigan,68,103
Florida A&M,Mississippi State,48,79
Florida Gulf Coast,Bowling Green State,80,83
Florida International,Milwaukee,51,66
Furman,Butler,65,82
Grambling,South Dakota,55,84
Hampton,George Washington,57,65
Hartford,LIU-Brooklyn,84,86
Harvard,Manhattan,69,73
Houston,Liberty,68,66
Houston Baptist,Belmont,88,93
Howard,Eastern Michigan,66,76
Howard Payne,Stephen F. Austin,64,118
Idaho State,Washington State,62,83
Illinois-Springfield,Southern Illinois,64,69
Purdue-Fort Wayne,UIC,67,51
Jackson State,St. Bonaventure,58,72
James Madison,Weber State,65,73
Kean,Fairleigh Dickinson,55,94
Kennesaw State,Tennessee Tech,68,82
Lipscomb,Texas,57,80
Long Beach State,Oregon State,81,89
Maryland-Eastern Shore,Georgetown,57,83
Mercer,Drexel,78,59
Middle Tennessee,Tennessee State,75,65
Montana State,Louisiana Tech,58,71
Murray State,Wright State,80,61
Navy,Bryant,79,71
Nevada,Pacific,89,74
Norfolk State,San Diego,62,71
North Carolina A&T,Jacksonville,90,82
North Florida,Mount St. Mary's,81,84
Northern Kentucky,Iona,85,72
Oakland,Toledo,74,87
Penn St. - Brandywine,Penn,40,99
Portland State,UC-Riverside,94,82
Presbyterian,VMI,58,78
Princeton,St. Joseph's,58,71
Quinnipiac,Wake Forest,55,72
Saint Francis (PA),Longwood,83,56
St. Peter's,Sacred Heart,70,61
Sam Houston State,Idaho,54,63
Seattle,Detroit,102,71
South Alabama,Maine,68,46
SIU-Edwardsville,Stetson,80,76
UT-Martin,Akron,59,76
Texas-Arlington,BYU,89,75
Texas-Rio Grande Valley,Texas State,58,75
Texas Southern,Syracuse,67,80
Texas Tech,Boston College,75,64
Vermont,Coastal Carolina,80,67
Warren Wilson,Gardner-Webb,81,119
William & Mary,UCF,64,75
Youngstown State,Canisius,84,104
Stony Brook,Michigan State,71,93
New Hampshire,Florida,63,70
USC,Vanderbilt,93,89
Western Carolina,Minnesota,64,92
Texas Tech,Northwestern,85,49
Saint Mary's,San Jose State,79,61
Alcorn State,Central Arkansas,76,102
Auburn,Hofstra,89,78
Ball State,Oregon,71,95
Bethune-Cookman,Georgia Tech,62,65
Boise State,Iowa State,64,75
Boston College,La Salle,82,61
Boston University,UConn,66,85
Brown,St. Francis (NY),74,77
Cal State Bakersfield,Lamar,85,73
UC-Irvine,Arizona State,78,99
Coastal Carolina,Iona,89,84
Colorado State,Florida State,73,90
Concordia-St. Paul,Florida International,67,77
Coppin State,Rutgers,39,64
Cornell,UMass-Lowell,78,98
Curry,Yale,42,107
Drexel,Drake,88,90
Eastern,Lehigh,70,95
Elon,Milwaukee,71,72
Hartford,Miami (OH),68,58
Holy Cross,Rhode Island,66,88
Houston,Wake Forest,78,73
Houston Baptist,Detroit,109,116
Illinois State,Tulsa,84,68
Indiana State,Ohio,94,96
James Madison,UTSA,77,90
Marshall,Illinois,74,91
UMBC,Colgate,88,93
McNeese State,Loyola Marymount,86,92
Mercer,Colorado,70,79
Mississippi Valley State,Kent State,67,80
Monmouth,Virginia,53,73
Niagara,UMass,76,101
Nicholls State,Western Kentucky,86,100
UNC Asheville,Austin Peay,82,79
North Dakota,Nebraska,70,92
North Florida,Wofford,83,86
Northeastern,Ohio State,55,80
Northern Kentucky,Vermont,64,66
Old Dominion,Dayton,75,67
Oregon Tech,Portland,59,86
Quinnipiac,Liberty,72,84
Robert Morris,Duquesne,66,59
Sacred Heart,Maine,69,68
Samford,Loyola (IL),67,88
Seattle,Belmont,77,90
South Alabama,St. Peter's,54,49
South Carolina,Western Michigan,79,66
South Florida,Indiana,53,70
Southeastern Louisiana,Valparaiso,50,83
Southern,North Carolina Central,67,80
Temple,Clemson,67,60
Texas A&M-Corpus Christi,Georgia,65,68
UTEP,Appalachian State,72,76
Tulane,Fordham,63,55
Weber State,Bradley,64,70
Furman,Duke,63,92
Wichita State,California,92,82
Troy,Kentucky,62,70
UNC,Stanford,96,72
Cincinnati,Buffalo,73,67
Notre Dame,Chaminade,83,56
Hampton,Xavier,60,96
Texas A&M,Oklahoma State,72,55
Baylor,Wisconsin,70,65
Long Beach State,West Virginia,62,91
UCLA,Creighton,89,100
Alabama-Birmingham,Richmond,50,63
Alabama State,Chattanooga,50,67
Albany State (GA),Florida A&M,59,77
Little Rock,San Diego,52,66
Arkansas-Pine Bluff,Air Force,47,57
Ave Maria,Stetson,53,87
Blue Mountain College,Southern Miss,46,90
UCSB,Pepperdine,92,84
Cleveland State,East Carolina,69,72
Delaware,UNC Greensboro,66,79
Delaware State,ETSU,57,81
Eastern Illinois,San Diego State,63,94
Eastern Kentucky,Prairie View,70,80
Eastern Oregon,Utah Valley,52,97
Eastern Washington,Georgia State,50,68
Emporia State,Missouri,62,67
Florida Atlantic,Towson,52,76
Green Bay,Mississippi State,68,77
Howard,Arkansas State,78,92
Jackson State,Maryland,45,76
Jacksonville State,Savannah State,86,71
Johnson & Wales (NC),Campbell,53,98
Lake Erie,Bowling Green State,106,109
Lipscomb,Abilene Christian,75,67
Louisiana,Iowa,80,71
Marquette,VCU,94,83
Maryland-Eastern Shore,St. Bonaventure,48,96
Michigan,LSU,75,77
UMKC,Manhattan,74,63
Missouri State,Georgia Southern,73,74
Molloy,St. John's (NY),43,71
Mount Marty,South Dakota,54,93
Omaha,TCU,66,99
Norfolk State,Grand Canyon,60,85
Northern Arizona,Kansas State,58,80
Oakland,Syracuse,50,74
Oral Roberts,Montana,64,69
Paine,USC Upstate,59,79
Penn State,Pitt,85,54
Penn,Northern Illinois,93,80
Presbyterian,Charlotte,74,83
Rice,UNLV,68,95
Rider,George Washington,67,65
Siena,Bucknell,92,115
South Dakota State,Wyoming,65,77
SUNY-Oneonta,Albany (NY),77,102
Texas-Rio Grande Valley,North Texas,75,63
Tiffin,Wright State,49,73
Toccoa Falls,Charleston Southern,36,107
Utah State,Portland State,79,83
Webber,Jacksonville,70,88
Texas Southern,Kansas,71,114
Marquette,Wichita State,66,80
Richmond,Cincinnati,48,75
Notre Dame,LSU,92,53
Alabama A&M,Minnesota,57,100
Penn State,Texas A&M,87,98
Southern Illinois,Louisville,42,84
Baylor,Creighton,65,59
Wisconsin,UCLA,70,72
Texas-Arlington,Alabama,76,77
Alabama-Birmingham,Buffalo,91,96
American,New Hampshire,74,70
Benedictine,Southern Utah,68,85
Brevard,Gardner-Webb,70,93
Bryant,Rutgers,54,83
UC-Davis,Sacramento State,64,47
Canisius,Tennessee State,52,60
Central Arkansas,South Carolina State,73,64
Columbia,Army,78,88
Coppin State,Central Connecticut,71,74
Davidson,Nevada,68,81
Delaware,North Carolina Wesleyan,88,70
East-West,Chicago State,65,113
Edward Waters,North Florida,77,101
Florida Gulf Coast,Middle Tennessee,72,85
Franciscan,Saint Francis (PA),54,96
Fresno State,Evansville,57,59
Goldey-Beacom,Morgan State,67,82
Goucher,Loyola (MD),45,97
Grambling,Bethune-Cookman,78,87
Houston Baptist,Virginia Tech,73,99
Iowa,South Dakota State,72,80
Jacksonville State,Chattanooga,77,75
Longwood,UNC Greensboro,40,71
Louisiana,Wyoming,61,70
Louisiana Tech,George Mason,77,64
Manhattan,Missouri State,65,69
Mars Hill,Winthrop,49,104
Methodist,High Point,63,99
Michigan,Chaminade,102,64
Mid-Atlantic Christian,North Carolina A&T,76,115
Ole Miss,Utah,74,83
Mississippi Valley State,Loyola (IL),50,63
UMKC,Georgia Southern,75,78
Montana,UCSB,73,80
Montana State,Binghamton,74,64
Morehead State,IUPUI,61,67
New Orleans,Memphis,52,63
Niagara,BYU,88,95
Northern Illinois,Florida Atlantic,67,77
Northern New Mexico,Northern Colorado,60,99
Northland,North Dakota,48,79
Northwestern State,Louisiana-Monroe,76,61
Ohio Valley,VMI,66,81
Oral Roberts,Pepperdine,76,80
Pacific,Air Force,83,71
Penn,Towson,71,79
Pitt,Oklahoma State,67,73
Samford,Valparaiso,67,88
Savannah State,Alabama State,101,97
Shenandoah,William & Mary,54,103
Sonoma State,San Francisco,55,78
Southeast Missouri State,Cal State Northridge,74,59
Southeastern Louisiana,Kent State,70,66
Staten Island,Wagner,64,107
Tennessee Tech,New Mexico,104,96
Trinity Baptist,Citadel,66,116
VCU,California,83,69
Western Carolina,UMass,76,85
Westminster,Youngstown State,83,91
York (PA),Mount St. Mary's,80,91
