Home,Away,Home_Score,Away_Score
Earlham (IN),Bowling Green State,49,102
Eastern Illinois,Northwestern,55,72
Eastern Kentucky,Kennesaw State,68,60
Evergreen State,Idaho State,62,99
Grambling,DePaul,58,96
Grand Canyon,San Diego,59,70
Hawaii Pacific,Long Beach State,59,71
Incarnate Word,Northwood (TX),88,72
Iona,Cleveland State,69,73
Purdue-Fort Wayne,Dayton,80,81
Lamar,Butler,58,89
Longwood,South Carolina,44,82
Louisiana College,Louisiana,67,101
Loyola (LA),UTEP,49,84
Manhattan,La Salle,99,90
Martin Methodist,Evansville,69,87
Maryland-Eastern Shore,Columbia,54,73
Mid-Continent,Morehead State,60,107
Niagara,Seton Hall,72,83
Norfolk State,Texas Southern,83,95
Northern Arizona,UTSA,74,63
Northern Iowa,Ohio,64,75
Northern Michigan,Green Bay,49,71
Northwestern Ohio,Toledo,55,102
Quinnipiac,Hartford,82,77
Roanoke,Winthrop,74,93
Sacred Heart,Fairfield,54,67
St. Joseph's,Vermont,74,64
St. Peter's,LIU-Brooklyn,80,87
San Diego Christian,Pepperdine,68,81
Savannah State,Robert Morris,66,86
USC Upstate,Virginia Tech,64,63
South Dakota,St. Bonaventure,46,68
South Dakota State,Loyola Marymount,89,98
Southern Tech,Georgia State,78,97
St. Thomas (TX),Rice,60,69
Suffolk,New Hampshire,70,94
Temple,Penn,78,73
Tennessee State,New Mexico State,55,70
Tennessee Tech,South Florida,62,72
Trinity Baptist,Bethune-Cookman,74,91
Urbana,Chicago State,52,77
Wagner,Penn State,62,74
Western Illinois,Idaho,63,67
Yale,Central Connecticut,93,77
Youngstown State,Florida International,74,72
Northern Kentucky,Kentucky,63,93
Stetson,Notre Dame,49,80
Alabama State,Bradley,59,85
Binghamton,Brown,57,74
Charleston Southern,Delaware,95,93
Coppin State,Oregon State,78,73
Elon,Marist,75,48
Fairleigh Dickinson,Hofstra,58,80
Fisher College,Maine,64,111
Florida A&M,Princeton,50,67
Florida International,Kennesaw State,66,58
Gwynedd-Mercy,Howard,66,83
Haverford,Stony Brook,65,81
Holy Cross,Harvard,72,82
Jacksonville State,Illinois,62,86
Loyola (MD),Cornell,93,89
Lyndon State,Dartmouth,61,106
UMass,Boston College,86,73
Mount St. Joseph,Wright State,49,82
Omaha,Iowa,75,83
UNC Wilmington,Iowa State,62,95
North Park,Valparaiso,50,113
Northeastern,Boston University,69,72
Oral Roberts,Tulsa,74,68
Pacific (OR),Eastern Washington,58,87
Seattle,Washington,78,88
Southern,Middle Tennessee,75,78
St. Andrews,South Carolina State,55,59
UT-Martin,Colorado,65,91
Tougaloo,Alcorn State,68,73
Tuskegee,Arkansas-Pine Bluff,64,66
Western Michigan,Hawaii,68,78
Youngstown State,Eastern Kentucky,75,67
Long Beach State,Arizona,57,91
Colorado State,Gonzaga,61,93
Yale,UConn,62,80
Abilene Christian,St. Bonaventure,47,75
Arkansas-Pine Bluff,Morehouse,67,54
Arkansas State,Jackson State,65,61
Belmont,Richmond,61,69
BYU,Stanford,112,103
UC-Merced,Cal State Bakersfield,54,97
Central Baptist,Southeast Missouri State,56,118
Chattanooga,Radford,78,89
Coe,Northern Iowa,52,86
Crowley's Ridge,Houston Baptist,61,75
Delaware State,Georgia Tech,50,68
Eastern,UMBC,79,84
Emory & Henry,Wofford,58,83
Georgia Southern,Miami (FL),80,81
Guilford,Coastal Carolina,49,76
Hillsdale Baptist/Randall (Ok.),Sam Houston State,54,116
Holy Names,UC-Davis,54,80
Houston,Texas-Rio Grande Valley,77,65
Incarnate Word,Trinity (TX),74,62
Indiana-Kokomo,Purdue-Fort Wayne,62,90
Johnson & Wales (NC),North Carolina Central,47,98
Kent State,Temple,81,77
LaGrange,Troy,69,102
Michigan-Dearborn,Detroit,51,106
Milwaukee,Davidson,81,77
Mississippi Valley State,Texas A&M,67,91
UMKC,Creighton,70,96
Navy,Saint Francis (PA),57,60
UNC Asheville,Western Carolina,67,74
North Carolina A&T,Utah Valley,71,78
North Florida,Little Rock,72,70
North Texas,Oklahoma,82,95
Northern Arizona,Texas Tech,68,88
Oakland City,Lipscomb,78,88
Rhode Island,SMU,58,89
Rutgers,Alabama-Birmingham,76,79
Schreiner,Prairie View,73,100
South Dakota,Canisius,66,71
St. Francis (NY),Florida Atlantic,59,57
Warren Wilson,Kennesaw State,48,92
Western Michigan,Tennessee State,63,52
Wiley,Texas Southern,96,113
Michigan State,Kentucky,78,74
Hofstra,Louisville,69,97
Kansas,Duke,94,83
South Carolina State,Michigan,59,93
Utah Valley,Oklahoma State,40,93
Fordham,Syracuse,74,89
Ohio,Ohio State,69,79
Florida,Wisconsin,53,59
VCU,Virginia,59,56
Western Kentucky,Wichita State,49,66
Grambling,Marquette,71,114
South Carolina,Baylor,64,66
Oakland,UCLA,60,91
Akron,Saint Mary's,63,85
Bethune-Cookman,South Florida,65,91
Brescia,Murray State,69,97
Cal State Northridge,USC,79,95
UC-Irvine,Pacific,79,84
UCSB,UNLV,86,65
Campbell,Appalachian State,73,66
Central Michigan,Bradley,70,80
Charlotte,College of Charleston,82,83
Chestnut Hill,Wagner,67,75
Colorado Christian,Northern Colorado,74,98
Concordia (MI),Eastern Michigan,50,95
Denver,California,50,77
Drexel,Illinois State,78,70
East Carolina,UNC Greensboro,85,84
Evansville,IUPUI,84,78
Ferrum,High Point,64,94
Florida College,Jacksonville,72,101
Fresno State,Pitt,54,75
Gardner-Webb,Furman,64,75
George Mason,Lamar,68,54
Georgia State,Vanderbilt,80,86
Hampton,St. Peter's,64,59
Hartford,Florida Gulf Coast,51,65
Hendrix,Central Arkansas,59,109
Iowa Wesleyan,Drake,49,104
Jacksonville State,Chicago State,75,79
Liberty,William & Mary,72,84
LIU-Brooklyn,Indiana,72,73
Longwood,TCU,82,79
LSU,UMass,90,92
Loyola (IL),Tennessee Tech,69,74
Maine,George Washington,81,108
Manhattan,Columbia,71,70
MIT,Harvard,37,79
McNeese State,Louisiana,66,92
Miami (OH),Arizona State,54,90
Millsaps,New Orleans,45,81
Mississippi College,Alcorn State,61,87
Montana,Minnesota,58,84
Morehead State,ETSU,71,63
Morgan State,Towson,75,95
Nevada,Cal Poly,60,58
New Mexico State,Hawaii,95,88
NJIT,Albany (NY),65,71
NC State,Cincinnati,57,68
Penn,Monmouth,79,73
Presbyterian,Citadel,68,82
Quinnipiac,La Salle,67,73
Rider,Lehigh,78,92
Rio Grande,Marshall,77,119
Robert Morris,Lafayette,90,81
Salisbury,Maryland-Eastern Shore,55,95
Samford,Texas-Arlington,75,88
San Jose State,Santa Clara,77,89
Siena,Vermont,66,77
South Alabama,Texas,77,84
Southeastern Louisiana,Rice,63,62
Southern Illinois,Missouri,59,72
Southern Utah,Utah State,57,90
Stephen F. Austin,Texas State,64,57
Taylor (IN),Ball State,53,73
Tennessee,Xavier,63,67
Tennessee Temple,Savannah State,63,73
Texas A&M-Corpus Christi,Iowa State,50,80
VMI,Wake Forest,71,98
Warren Wilson,Florida International,56,93
West Virginia,Virginia Tech,82,87
Western Illinois,Nebraska,47,62
Western Carolina,Oregon,83,107
Abilene Christian,Maryland,44,67
Binghamton,Cornell,89,79
Brown,Providence,69,73
Bryant,Dartmouth,87,77
Bucknell,Penn State,90,80
Buffalo,Niagara,81,92
Cal State Fullerton,Seattle,71,75
Centenary (LA),Louisiana Tech,59,106
Central Connecticut,Purdue,73,109
Cleveland State,San Francisco,82,91
Delaware State,Clemson,37,58
Florida State,UCF,80,68
Goucher,Navy,47,98
Hartford,Fairfield,63,53
Howard,Old Dominion,57,77
Howard Payne,Texas-Arlington,64,111
Huston-Tillotson,Texas-Rio Grande Valley,62,94
Idaho,Oklahoma,65,85
Kent State,Seton Hall,76,78
Marist,St. Joseph's,62,81
UMass-Lowell,Boston University,65,91
Minnesota-Morris,North Dakota,69,110
UMKC,Omaha,71,101
Mobile,Alabama State,58,88
Mount St. Mary's,Villanova,59,90
New Hampshire,Duquesne,84,81
Newberry,Norfolk State,95,115
UNC Wilmington,Charleston Southern,80,78
North Florida,Middle Tennessee,70,77
Northeastern,Stony Brook,66,73
Olivet Nazarene,Eastern Illinois,60,67
Oral Roberts,Kansas State,63,71
Pacific Lutheran,Portland State,43,79
Pepperdine,UC-Riverside,69,66
Portland,Oregon State,73,79
Reinhardt,Mercer,53,95
Roosevelt,UIC,65,87
Sacramento State,Cal State Bakersfield,66,74
Sacred Heart,Holy Cross,118,122
Saint Francis (PA),Dayton,56,70
Saint Louis,SIU-Edwardsville,82,58
USC Upstate,Winthrop,74,82
Southern Miss,DePaul,75,68
UT-Martin,Arkansas State,62,72
Tulane,Southern,79,73
Valparaiso,Illinois,52,64
Warren Wilson,Eastern Kentucky,45,114
Wright State,Georgetown,70,88
Wyoming,Colorado,58,63
Arizona,San Diego State,69,60
Austin Peay,Memphis,69,95
William & Mary,Wichita State,62,79
Detroit,UConn,55,101
Alabama-Huntsville,Alabama A&M,73,79
UC-Irvine,Washington,86,72
Champion Baptist,Southeastern Louisiana,54,108
Chowan,East Carolina,45,95
Florida College,Florida International,39,85
Florida National University,Savannah State,60,87
Indiana State,Belmont,95,96
Jackson State,Air Force,84,82
Kennesaw State,Mississippi State,55,78
Loyola Marymount,Long Beach State,74,73
UMBC,American,61,63
Maryland-Eastern Shore,Iowa,63,109
Montana,South Dakota State,77,69
Nicholls State,North Texas,78,92
North Dakota State,Saint Mary's,65,78
Northwestern,Stanford,58,71
Robert Morris,Eastern Michigan,64,69
Sam Houston State,Prairie View,108,103
San Diego,Morgan State,68,61
Stetson,Florida A&M,60,63
Temple,Towson,69,75
UTSA,Houston,62,80
Texas Southern,Miami (FL),69,84
Texas Tech,Alabama,64,76
Toledo,Boston College,95,92
Troy,Alabama-Birmingham,69,81
Warren Wilson,Youngstown State,58,104
Yale,Rutgers,71,72
Columbia,Michigan State,53,62
Cornell,Louisville,54,99
Florida Atlantic,Duke,64,97
Arkansas-Pine Bluff,Oklahoma State,63,97
Holy Cross,UNC,54,62
UC-Davis,Utah,60,94
Champion Baptist,Mississippi Valley State,48,108
Chicago State,Bradley,64,77
Cleveland State,Texas-Arlington,83,73
Elon,Charlotte,69,83
Fairleigh Dickinson,Hartford,60,74
Florida Gulf Coast,Furman,70,69
Georgia Tech,Georgia,80,71
Howard,Harvard,44,76
Idaho State,Arizona State,60,88
Purdue-Fort Wayne,Texas A&M-Corpus Christi,71,72
James Madison,Northern Illinois,60,55
Lehigh,Fordham,72,80
Lipscomb,Vanderbilt,69,80
Louisiana College,McNeese State,83,92
Louisiana,Arkansas,63,76
Morehead State,Xavier,56,79
Mount St. Mary's,BYU,76,108
Murray State,Old Dominion,60,70
Omaha,UNLV,70,73
Nevada,San Francisco,92,90
NJIT,Army,89,85
UNC Asheville,College of Charleston,67,58
North Carolina A&T,Rhode Island,59,72
Northern Arizona,USC,63,67
Northwestern State,Auburn,111,92
Oakland,California,60,64
Presbyterian,Wake Forest,48,69
Rice,Texas A&M,65,68
Rochester (MI),UT-Martin,64,79
Samford,Indiana,59,105
San Jose State,Milwaukee,61,64
Simpson (CA),Boise State,53,110
South Florida,Bowling Green State,75,61
Stephen F. Austin,Texas,62,72
UTEP,New Mexico State,73,86
Texas-Rio Grande Valley,Tennessee Tech,81,78
Virginia Union,Norfolk State,84,92
Wagner,St. John's (NY),57,73
Western Carolina,Virginia Tech,61,79
Colgate,Syracuse,50,69
Ohio State,Marquette,52,35
Little Rock,Florida,56,86
Winthrop,VCU,71,92
Tennessee State,Wichita State,71,85
Wisconsin,Green Bay,69,66
Virginia,Davidson,70,57
Akron,Middle Tennessee,73,80
Alabama State,Jacksonville State,84,73
Albany (NY),Quinnipiac,69,79
Appalachian State,Cincinnati,49,77
Arkansas State,Wyoming,64,85
Bluefield State,VMI,80,121
Brevard,Radford,57,105
Brown,Sacred Heart,85,73
Cal State Northridge,Fresno State,64,80
Campbell,NC State,66,81
Canisius,St. Bonaventure,64,86
Central Arkansas,SIU-Edwardsville,93,100
Central Connecticut,Northeastern,69,83
Creighton,St. Joseph's,83,79
Drake,Saint Mary's,63,67
ETSU,Western Kentucky,50,57
Eastern Illinois,UIC,86,66
Evergreen State,Seattle,59,100
Fairfield,Loyola (MD),52,59
George Washington,Manhattan,80,74
High Point,Eastern Kentucky,67,74
Incarnate Word,Huston-Tillotson,85,78
Jackson State,Colorado,70,94
Jacksonville,Gardner-Webb,78,87
Loyola (IL),Tulane,59,65
Marist,Providence,48,93
Mars Hill,Longwood,70,88
UMass-Lowell,Dartmouth,59,77
Mesa State,BYU,60,84
Milwaukee,James Madison,77,66
Minnesota,Richmond,74,59
Ole Miss,Coastal Carolina,72,70
Missouri,Hawaii,92,80
Montana State,UC-Riverside,67,72
Montreat,Chattanooga,51,108
Navy,Binghamton,68,50
North Greenville,Citadel,53,83
Northern Iowa,George Mason,70,76
Northwest Nazarene,Idaho,64,78
Northwestern State,LSU,74,88
Penn State,Penn,83,71
Pepperdine,Central Michigan,88,71
Princeton,Butler,67,70
Saint Francis (PA),Bucknell,50,72
Saint Louis,Southern Illinois,76,67
San Diego,Northern Kentucky,75,44
San Jose State,Northern Illinois,59,60
Santa Clara,Cal State Fullerton,73,86
Seton Hall,Mercer,74,77
Siena,La Salle,74,78
USC Upstate,Tennessee,65,74
Southeast Missouri State,IUPUI,76,68
Southern,North Florida,87,78
St. Francis (NY),Dayton,58,78
Tennessee Tech,Texas A&M-Corpus Christi,62,60
Texas-Rio Grande Valley,Purdue-Fort Wayne,60,66
Texas Southern,Florida International,68,70
Texas State,Oral Roberts,65,82
Toccoa Falls,Georgia Southern,50,104
Tulsa,Missouri State,93,96
Utah State,UCSB,71,64
Vermont,Bryant,64,87
Weber State,Colorado State,67,88
West Virginia Wesleyan,Buffalo,60,80
Western Carolina,Liberty,68,63
Western New Mexico,Grand Canyon,41,91
Wingate,UNC Wilmington,61,80
Wofford,Iona,55,76
Wright State,DePaul,72,81
Robert Morris,Kentucky,49,87
Michigan,Iowa State,70,77
Belmont,UNC,83,80
Oakland,Gonzaga,67,82
Boston University,UConn,60,77
Indiana State,Notre Dame,83,70
Charleston Southern,New Mexico,93,109
Louisiana,Baylor,68,87
Abilene Christian,Iowa,41,103
Alabama A&M,Western Michigan,69,73
Arkansas-Pine Bluff,Air Force,64,67
Bethune-Cookman,UCF,63,83
Bradley,Illinois,55,81
Chowan,UNC Greensboro,58,97
Delaware,Hampton,90,79
Duquesne,West Virginia,83,96
Eastern Washington,Washington,80,92
Florida Atlantic,Boston College,79,82
Howard,Pitt,52,84
Illinois State,Northwestern,68,64
Lamar,Washington State,64,84
Lehigh,Houston,66,80
Long Beach State,Kansas State,58,71
Marshall,Morehead State,94,102
Milwaukee,Northern Illinois,82,69
Mount St. Mary's,UMBC,84,90
NJIT,New Hampshire,71,63
Northern Arizona,Loyola Marymount,78,90
Oregon State,Maryland,90,83
Pacifica,UC-Irvine,73,110
Rider,Purdue,77,81
St. Peter's,Kent State,58,75
San Jose State,James Madison,66,79
South Carolina,Clemson,57,71
South Carolina State,Nebraska,57,83
Stanford,Denver,66,57
Stony Brook,Indiana,74,90
UT-Martin,Florida State,61,89
Tennessee Tech,Purdue-Fort Wayne,66,69
Texas-Rio Grande Valley,Texas A&M-Corpus Christi,61,72
Towson,Villanova,44,78
Valparaiso,Ohio,72,76
West Alabama,UTEP,46,67
Western Illinois,Pacific,52,66
Youngstown State,UMass,69,85
Portland,Michigan State,67,82
Fairleigh Dickinson,Arizona,50,100
UNC Asheville,Duke,55,91
St. Francis (NY),Syracuse,50,56
Southern,Florida,53,67
Sacramento State,UCLA,50,86
Little Rock,Middle Tennessee,59,76
Arkansas State,Colorado,70,93
Canisius,Rutgers,51,66
Chicago State,Alabama State,75,79
Citadel,Tennessee,60,86
Cleveland State,Eastern Michigan,69,81
Dillard,Alcorn State,51,91
Eckerd,Florida Gulf Coast,55,72
Elon,Drexel,64,71
Florida A&M,Toledo,69,79
Houston Baptist,Texas,61,89
Idaho State,San Francisco,93,90
Jackson State,Wyoming,65,73
Jacksonville,Wake Forest,83,90
Lipscomb,Tennessee State,75,70
Manchester,Wright State,33,83
McMurry,UTSA,73,71
McNeese State,Georgia State,70,96
Mercer,Evansville,76,89
Miami (FL),College of Charleston,70,54
Monmouth,Seton Hall,66,82
Nevada,Cal State Bakersfield,66,74
Norfolk State,East Carolina,74,76
North Carolina Central,Campbell,62,43
UNC Wilmington,Liberty,87,76
Rhode Island,Metropolitan State,66,63
Samford,Louisiana-Monroe,52,86
Savannah State,North Florida,63,66
Southeast Missouri State,Ball State,83,87
SMU,Arkansas,78,89
Southern Miss,North Dakota State,70,69
Southern Utah,California,47,75
Southwest State (MN),South Dakota State,62,83
Stetson,Florida International,66,75
Stillman,Alabama,65,102
Texas Southern,Texas Tech,71,80
Toccoa Falls,Presbyterian,76,86
Vermont,Providence,49,70
VMI,Virginia Tech,92,105
Wagner,Coppin State,102,87
William Carey,South Alabama,53,76
Iona,Kansas,66,86
Hartford,Louisville,48,87
Texas-Arlington,Kentucky,76,105
Rhode Island,Arizona,59,87
East Carolina,Duke,74,83
Memphis,Oklahoma State,80,101
North Dakota,Wisconsin,85,103
Utah Valley,Oregon,54,69
Abilene Christian,TCU,64,71
Alabama A&M,Eastern Kentucky,68,82
Allen,Gardner-Webb,51,92
Arizona State,UNLV,86,80
Bethel (TN),Murray State,64,91
Brown,UMass-Lowell,87,76
Bucknell,St. John's (NY),63,67
Cal State Fullerton,USC,62,76
Coastal Carolina,Minnesota,72,82
Colorado State,UTEP,74,82
Delaware,Army,89,74
Delaware State,George Washington,50,94
DePaul,Milwaukee,80,71
Detroit,James Madison,71,67
Drexel,Rutgers,70,59
Elon,Canisius,85,86
Georgia State,Alabama,58,75
Hofstra,Richmond,63,74
Indiana-Northwest,IUPUI,53,88
Jacksonville State,Auburn,54,78
Kennesaw State,Chattanooga,73,69
La Salle,Penn State,72,79
Lees-McRae,Appalachian State,63,91
Metropolitan State,Fairleigh Dickinson,87,76
Mississippi Valley State,Mississippi State,72,94
Morehead State,Northern Kentucky,74,61
Navy,Virginia,42,67
New Orleans,LSU,54,81
Nicholls State,Troy,62,77
NJIT,Maine,88,82
UNC Asheville,Norfolk State,78,80
Northwood (TX),Incarnate Word,94,106
Prairie View,Texas A&M,65,75
Rockhurst,Loyola (IL),65,83
Sacred Heart,Yale,65,80
Saint Francis (PA),George Mason,46,58
Seattle,Boise State,68,86
South Carolina State,Omaha,59,91
Southern Illinois,Austin Peay,70,72
St. Bonaventure,Siena,70,72
Stillman,McNeese State,72,81
Trinity (FL),Bethune-Cookman,55,98
Vanderbilt,Butler,77,85
Walla Walla,Eastern Washington,44,82
Winthrop,ETSU,76,66
American,Ohio State,52,63
Wichita State,Tulsa,77,54
Charleston Southern,Baylor,64,69
Iowa State,BYU,90,88
Albany (NY),Duquesne,59,70
Bridgewater (VA),VMI,86,112
Bryant,Harvard,68,86
Cal Poly,Fresno State,46,63
Campbell,Cincinnati,62,81
Cedarville,Tulane,58,68
Colorado Christian,Air Force,51,78
Cornell,Colgate,58,81
Dayton,Georgia Tech,82,72
Eastern Illinois,Purdue,55,83
Grambling,Missouri State,67,97
Greensboro,UNC Greensboro,62,92
Hampton,Quinnipiac,68,71
High Point,William & Mary,80,69
Holy Cross,Fairfield,63,49
Jarvis Christian,Sam Houston State,48,98
Johnson & Wales (NC),Mercer,56,109
Lafayette,Princeton,80,81
Lehigh,Pitt,58,77
Lipscomb,Belmont,64,94
Louisiana Tech,Central Arkansas,94,57
Loyola (MD),UMBC,89,83
Manhattan,Illinois State,79,70
Miami (OH),Xavier,51,77
UMKC,UT-Martin,79,67
Mount St. Mary's,Maryland-Eastern Shore,71,78
North Carolina Central,NC State,82,72
North Dakota State,Western Michigan,83,74
Northern Colorado,New Mexico State,63,67
Northwestern,UIC,93,58
Ohio,Morgan State,65,62
Purdue Calumet,Purdue-Fort Wayne,72,106
Rice,Texas A&M-Corpus Christi,63,61
San Diego Christian,San Diego State,41,93
San Jose State,Pepperdine,83,77
Texas State,SMU,49,70
Thiel,Youngstown State,58,82
Valparaiso,Evansville,92,100
VCU,Florida State,67,85
Bowling Green State,Wisconsin,64,88
Washington State,Gonzaga,74,90
Michigan,Long Beach State,85,61
Middle Tennessee,Florida,59,79
UConn,Boston College,72,70
New Mexico,Alabama-Birmingham,97,94
New Hampshire,Marquette,53,58
Austin Peay,Central Michigan,75,90
UCSB,Colorado,68,76
UCF,Miami (FL),63,58
Citadel,Wake Forest,54,82
Eureka,Western Illinois,52,79
Florida International,Bethune-Cookman,82,67
Georgia,Davidson,82,94
Georgia Southern,West Virginia,68,101
Grand Canyon,Utah,54,79
Hawaii-Hilo,Hawaii,63,114
Howard,Houston,62,75
Idaho,Portland,74,88
Indiana-Kokomo,Tennessee Tech,39,92
Kansas State,Charlotte,61,68
Louisiana-Monroe,Northwestern State,84,80
Missouri S&T,Southern Illinois,74,96
Montana State,Cal State Northridge,73,74
Nebraska,UMass,90,96
UNC Wilmington,Western Kentucky,58,73
North Texas,Columbia,66,70
Northeastern,Georgetown,63,56
Oral Roberts,Saint Louis,55,72
Presbyterian,Old Dominion,51,69
Samford,ETSU,75,89
San Diego Christian,San Diego,46,82
Savannah State,Lamar,66,75
USC Upstate,Niagara,83,74
South Dakota State,Texas Tech,54,68
Stephen F. Austin,Marshall,80,73
Temple,Clemson,58,72
Texas-Arlington,Robert Morris,81,88
Texas-Rio Grande Valley,UTSA,70,55
Texas Southern,Stanford,71,97
Vermont,Wagner,61,68
Washington,Indiana,84,102
Webber,North Florida,64,109
West Alabama,USC,57,73
Western Carolina,Kent State,59,72
Wofford,Minnesota,57,79
Virginia Tech,Michigan State,77,96
Towson,Kansas,58,88
VCU,Long Beach State,73,67
Michigan,Florida State,82,80
Indiana,UConn,58,59
New Mexico,UMass,65,81
Morehead State,UCLA,70,81
Appalachian State,North Carolina Central,70,76
Little Rock,Southern,85,82
Bradley,Arizona State,58,70
Brescia,Eastern Kentucky,56,95
Brown,Longwood,81,69
Cal State Northridge,Austin Peay,80,77
Chattanooga,Nevada,81,83
Chicago State,Illinois,53,77
Columbia,Portland,52,69
Dalton State,Jacksonville State,61,85
Davidson,Clemson,54,85
Delaware,Villanova,80,84
Eastern Washington,Boston University,80,68
Florida Atlantic,Detroit,44,77
Incarnate Word,Southwestern (TX),80,61
IUPUI,Northwestern,61,63
Jackson State,UT-Martin,68,64
Kansas State,Georgetown,63,90
Lamar,Utah,57,84
LIU-Brooklyn,UC-Irvine,64,84
Loyola (IL),Portland State,63,67
Maryland,Marist,68,43
Mid-Continent,Southeast Missouri State,64,109
Mississippi Valley State,Ole Miss,82,111
Monmouth,St. John's (NY),54,64
Montana State,Central Michigan,59,54
Morgan State,La Salle,59,78
Nebraska,Alabama-Birmingham,74,87
North Texas,Idaho,76,87
Northeastern,Charlotte,77,86
Northern Colorado,Colorado State,65,72
