Home,Away,Home_Score,Away_Score
Sacramento State,Southern,67,64
Memphis,Alabama,87,76
Syracuse,Texas Tech,81,46
Temple,UCLA,47,54
Florida,Wake Forest,77,72
UIC,Montana State,69,64
Sam Houston State,Drexel,61,72
San Diego State,Alaska-Fairbanks,67,55
UConn,Pepperdine,75,56
Stony Brook,Villanova,35,78
Idaho,Gonzaga,60,69
Dartmouth,Boston College,61,80
Florida,Syracuse,75,70
South Dakota State,Illinois,65,90
Wake Forest,Texas Tech,78,73
Nicholls State,Indiana,65,99
Fairleigh Dickinson,Maryland,85,111
Alcorn State,South Florida,52,69
Little Rock,Appalachian State,65,75
Austin Peay,Western Kentucky,54,83
Bethune-Cookman,Clemson,55,84
Birmingham-Southern,Central Connecticut,67,76
Bucknell,Rider,56,54
California,Eastern Michigan,65,67
UC-San Diego,Cal Poly,67,71
UC-Santa Cruz,Saint Mary's,41,93
Canisius,Buffalo,76,81
Central Michigan,Michigan,60,87
Central State (OH),Indiana State,60,84
Charleston Southern,College of Charleston,82,77
Colorado State,Northern Colorado,70,57
Delaware,Citadel,77,57
Denver,Kennesaw State,80,66
ETSU,Tennessee,83,106
East Texas Baptist,Northwestern State,74,77
Fairfield,St. Francis (NY),64,69
Florida Atlantic,Colgate,74,78
Georgetown,Navy,72,49
Georgia Southern,Kansas State,58,83
Hampton,Richmond,40,44
Hardin-Simmons,North Texas,48,85
Harris-Stowe,Western Illinois,55,110
Hartford,UMass,62,67
Holy Cross,High Point,85,73
Idaho State,Kansas,66,90
Jacksonville State,Vanderbilt,46,67
Jarvis Christian,Texas Southern,66,100
Kentucky Christian,Morehead State,83,123
Lafayette,St. Joseph's,47,70
Liberty,Virginia,44,79
Long Beach State,UNLV,73,108
Longwood,Nebraska,65,80
Louisiana College,Louisiana-Monroe,59,92
Louisiana,Southern Illinois,47,65
Loyola Marymount,BYU,83,71
Macalester,Furman,58,100
Maine,William & Mary,55,89
Marshall,Evansville,81,91
Mary Hardin-Baylor,McNeese State,63,68
Maryland-Eastern Shore,UMBC,65,75
Ole Miss,Southern Utah,69,62
Missouri S&T,Arkansas State,56,85
Montana,Boise State,69,90
Montana Western,Weber State,66,77
Mount St. Mary's,Virginia Tech,62,74
New Hampshire,Columbia,61,64
Niagara,Binghamton,71,56
UNC Asheville,Georgia Tech,52,80
North Carolina A&T,East Carolina,75,86
UNC Wilmington,Colorado,54,73
North Dakota State,Minnesota,57,70
Northeastern,Brown,67,53
NYU-Poly,Army,37,76
Old Dominion,Georgia,74,65
Panhandle State,Wichita State,55,83
Paul Quinn,Prairie View,72,87
Portland State,Arkansas,69,107
Rice,Marquette,65,82
Robert Morris,St. Bonaventure,61,80
Rochester (MI),Detroit,61,80
Rollins,UCF,58,68
San Diego,Campbell,90,81
San Francisco,UCSB,59,82
Sonoma State,Pacific,55,74
South Carolina,Western Carolina,87,62
South Carolina State,New Mexico,47,56
Southeast Florida,Elon,42,78
Southern,LSU,56,84
Southern Miss,Lamar,79,76
Spring Hill,South Alabama,46,84
Stetson,NC State,61,91
Sul Ross State,Texas-Rio Grande Valley,72,87
Tennessee Tech,Dayton,60,81
Texas-Arlington,Oklahoma State,65,74
Texas State,Utah,59,74
Texas-Tyler,Centenary (LA),73,84
Troy,Quinnipiac,94,83
Truman State,Southeast Missouri State,56,59
Western New Mexico,UTEP,51,78
Wilberforce,Savannah State,59,63
Winthrop,IUPUI,73,50
Wisconsin,Norfolk State,80,51
Yale,Louisiana Tech,69,68
Davidson,Duke,55,84
Michigan State,Hawaii,62,84
Samford,Oklahoma,41,68
UT-Martin,Louisville,61,78
UC-Irvine,Stanford,79,63
Delaware State,UCLA,37,56
Sacramento State,Nevada,74,82
American,Washington,82,99
Angelo State,UTSA,78,81
Arkansas-Pine Bluff,Creighton,55,87
Birmingham-Southern,Brown,63,62
Bradley,DePaul,75,60
Cal State Stanislaus,Santa Clara,53,97
UC-Davis,Northern Arizona,50,78
UC-Riverside,Washington State,55,86
Central Methodist,UMKC,61,74
Chattanooga,Mississippi State,48,64
Citadel,NC State,59,91
Colorado-Colorado Springs,Air Force,45,77
Concordia (TX),Texas A&M-Corpus Christi,78,116
Cornell,Penn State,54,66
Delaware,Stetson,67,64
Denver,Southern Miss,44,30
Eastern Illinois,Xavier,35,80
Florida A&M,Cleveland State,68,66
Florida International,Hofstra,51,64
Florida State,Jacksonville,78,48
Gardner-Webb,UNC,80,83
High Point,Maine,70,67
Holy Cross,William & Mary,67,55
UIC,San Diego State,66,63
Indianapolis,Illinois State,50,54
IUPUI,Rice,58,56
John Jay,Wagner,44,86
Kennesaw State,Lamar,79,60
Louisiana Tech,Longwood,83,73
Loyola (IL),Purdue-Fort Wayne,69,61
Loyola (MD),Towson,80,67
Marist,Seton Hall,72,75
Maryland-Eastern Shore,St. John's (NY),40,77
Ole Miss,New Mexico,42,95
Montana State,Alaska-Fairbanks,62,65
Morgan State,Miami (FL),51,83
Murray State,Cincinnati,75,79
New Orleans,Belhaven (MS),103,69
Northeastern,Central Connecticut,94,90
Northern Illinois,Missouri State,51,87
Northwood (MI),Western Michigan,62,82
Notre Dame (OH),Oakland,74,102
Oakland City,Ball State,72,78
Old Dominion,Fordham,65,52
Pacific Lutheran,Eastern Washington,63,89
Quinnipiac,New Hampshire,64,62
Sacred Heart,Rhode Island,50,56
St. Peter's,Pitt,71,82
South Carolina State,Southern Utah,66,59
Stephen F. Austin,Tulsa,82,72
Stillman,Alabama A&M,80,72
Tarleton State,TCU,68,59
Texas State,Utah Valley,45,77
Texas Wesleyan,Southeastern Louisiana,76,69
Troy,Columbia,71,73
Urbana,Bowling Green State,50,85
Utah State,Oral Roberts,72,67
Vermont,Harvard,57,65
Winthrop,Marquette,71,64
Wisconsin,Eastern Kentucky,95,89
Wofford,Purdue,75,82
Wright State,Belmont,80,86
Yale,Nebraska,64,73
Youngstown State,Saint Francis (PA),58,71
Shawnee State,Boston College,51,70
Alabama State,Alabama,68,105
Texas-Rio Grande Valley,Illinois,59,71
Mountain State,Iowa State,82,101
Austin Peay,Rutgers,46,66
Buffalo State,Buffalo,61,96
Cal State Northridge,USC,81,76
UC-Riverside,Portland,74,92
Chicago State,Ohio State,52,81
Citadel,Stetson,73,60
Delaware,NC State,57,73
Denver,UIC,52,48
Detroit,Drake,61,69
Eastern Kentucky,Norfolk State,67,60
Furman,Vanderbilt,60,81
Georgia,Fordham,79,68
Hamline,North Dakota State,74,90
Hope International,Cal State Fullerton,52,97
Jackson State,Oklahoma State,53,94
Kennesaw State,Alaska-Fairbanks,65,78
La Salle,UMBC,70,55
Lafayette,Notre Dame,66,84
Lamar,Montana State,92,82
Lipscomb,Auburn,54,69
Louisiana Tech,Nebraska,56,59
Ole Miss,South Carolina State,71,47
Northwestern State,Missouri,72,81
Oregon State,Tennessee Tech,62,90
Pacific,Bowie State,89,60
Princeton,Lehigh,64,54
San Diego State,Southern Miss,79,51
San Jose State,Cal Poly,72,57
Savannah State,Oregon,23,83
Southern,Texas A&M,44,88
SMU,Louisiana-Monroe,64,71
Southern Utah,New Mexico,48,62
Texas Southern,Wichita State,54,86
Toledo,South Carolina,73,85
Western Carolina,Northern Iowa,46,68
Yale,Longwood,70,67
Texas,West Virginia,76,75
UConn,Arkansas,77,68
Michigan State,Chaminade,89,67
Iowa,Kentucky,67,63
Gonzaga,Maryland,88,76
Arizona,Kansas,61,49
UNC Asheville,Wake Forest,63,79
Florida A&M,Indiana,63,100
Alcorn State,Florida State,67,85
Arkansas State,Mississippi State,63,68
Army,VMI,53,49
Binghamton,Mount St. Mary's,53,62
Bowie State,Oregon,55,80
Cincinnati Christian,Liberty,54,88
Coastal Carolina,Jacksonville State,71,82
Colorado,Colorado State,82,83
Coppin State,Clemson,71,102
Dayton,Miami (OH),42,58
Delaware State,Kent State,65,56
Elon,Georgia Tech,69,81
Evansville,Loyola (IL),86,99
Fisk,Tennessee State,63,72
Florida Atlantic,Northwestern,59,69
Fordham,Norfolk State,72,53
Georgetown,James Madison,73,66
Georgia,Eastern Kentucky,76,68
Green Bay,Central Michigan,62,67
Huston-Tillotson,Sam Houston State,46,76
Purdue-Fort Wayne,Southeast Missouri State,65,64
Lees-McRae,College of Charleston,47,97
Lock Haven,Saint Francis (PA),54,74
Long Beach State,California,69,88
Louisiana College,McNeese State,46,98
Marshall,Virginia Tech,54,71
Monmouth,San Francisco,66,70
Montana,Loyola Marymount,81,75
Nicholls State,LSU,57,104
Pacific,Savannah State,82,37
Portland State,Bethune-Cookman,79,62
Rider,Drexel,60,72
Sacred Heart,Albany (NY),63,61
St. Joseph's,Fairfield,72,41
San Diego,UCSB,65,67
Siena,Penn,77,82
Southeast Florida,High Point,57,110
St. Bonaventure,Niagara,88,101
Texas A&M-International,Texas A&M-Corpus Christi,58,116
Texas-Permian Basin,UTEP,54,97
Toccoa Falls,Wofford,15,81
Upper Iowa,Milwaukee,64,93
Utah State,Middle Tennessee,59,60
Vermont,Providence,77,87
VCU,Appalachian State,47,51
Weber State,Boise State,66,61
Western New Mexico,New Mexico State,51,83
Wisconsin,Old Dominion,84,81
Texas,Iowa,68,59
UConn,Arizona,79,70
Kentucky,West Virginia,80,66
Gonzaga,Michigan State,109,106
Buffalo,Boston College,63,92
Texas Southern,Illinois,59,93
Bucknell,Syracuse,74,69
Maryland,Chaminade,98,69
Idaho,Washington,67,90
Alvernia,Lafayette,80,86
American,Wagner,59,75
Arkansas,Kansas,65,64
Arkansas-Pine Bluff,Duquesne,64,56
Asbury,Charleston Southern,61,108
Atlanta Christian,Western Carolina,51,110
Austin Peay,Kent State,67,94
Belhaven (MS),Grambling,46,77
Belmont,Chattanooga,93,79
Bluefield College (VA),Tennessee Tech,85,117
BYU,Washington State,76,68
Butler,Ohio State,69,79
Cal State Maritime,Northern Arizona,47,97
Campbellsville,Murray State,51,76
Centenary (LA),SMU,67,85
Central Connecticut,Florida International,61,71
Cleveland State,UNC,55,112
Colgate,Cornell,56,69
Columbia,LIU-Brooklyn,80,63
Concordia (NY),Quinnipiac,57,106
Creighton,George Mason,72,52
Delaware,Georgia State,72,99
Delaware State,Rutgers,42,49
Detroit,Oklahoma State,56,90
ETSU,Radford,85,95
Eastern Illinois,Saint Louis,45,69
Florida Tech,Houston,62,131
Gardner-Webb,East Carolina,77,72
Harvard,Holy Cross,70,55
Hawaii,UNLV,61,67
Hofstra,Notre Dame,50,69
Illinois State,Cincinnati,59,76
IUPUI,Western Kentucky,75,89
Jackson State,TCU,74,76
Lasell,Northeastern,57,105
Louisiana,Tennessee,76,83
Maine-Fort Kent,Maine,36,86
UMBC,Towson,55,60
UMass,Davidson,63,66
Mercer,Georgia Southern,79,98
Michigan,Boston University,51,46
Mississippi Valley State,Texas A&M,53,84
Navy,Little Rock,57,61
New Mexico Highlands,Rice,75,87
North Carolina A&T,Miami (FL),62,87
UNC Greensboro,Vanderbilt,53,85
North Greenville,North Florida,62,77
North Texas,UNC Wilmington,52,70
Northern Colorado,Wyoming,70,83
Nova Southeastern,UCF,67,86
Pacific,Oregon,62,84
Prairie View,Oregon State,71,88
Rhode Island,Utah,50,66
Santa Clara,UC-Irvine,70,78
Shawnee State,Drake,36,85
South Alabama,Purdue,67,85
St. Francis (NY),St. John's (NY),50,64
Stony Brook,Lehigh,54,58
Texas-Rio Grande Valley,Wichita State,66,97
Texas Wesleyan,Stephen F. Austin,73,82
Tulane,New Orleans,77,66
Tulsa,Cal State Northridge,71,77
Virginia,Richmond,59,43
Western Illinois,Utah Valley,69,82
William Jessup,Sacramento State,61,100
William & Mary,Hampton,70,60
Duke,Drexel,78,68
UConn,Gonzaga,65,63
Binghamton,Oklahoma,60,88
Michigan State,Arizona,74,71
Memphis,UCLA,88,80
Kennesaw State,George Washington,42,87
Nevada,Vermont,77,62
Maryland,Arkansas,75,62
Asbury,Citadel,48,75
Belhaven (MS),Louisiana-Monroe,55,77
Brown,Hartford,70,60
Cameron,UTSA,56,73
Fresno State,Cal Poly,85,77
Furman,Texas Tech,74,83
Great Falls,Idaho State,64,106
Iona,Howard,80,68
Kansas,Chaminade,102,54
Marquette,Eastern Washington,83,73
Mississippi State,Charlotte,53,38
Montana Tech,Weber State,51,82
Morehead State,Dayton,41,67
New Hampshire,Providence,51,75
New Mexico,Kansas State,56,68
Nicholls State,Penn State,56,93
North Dakota State,Colorado State,62,79
Northern Iowa,Western Michigan,69,63
Oakwood,Troy,72,111
Oral Roberts,USC,68,48
Pepperdine,Cal State Fullerton,66,76
Portland State,Iowa State,64,72
Robert Morris,Pitt,59,86
Saint Xavier (IL),UIC,74,73
San Diego,San Jose State,68,79
San Francisco,Stanford,56,71
Seattle,Portland,88,85
Slippery Rock,Youngstown State,53,95
South Carolina State,Clemson,38,79
Southern Utah,Arizona State,62,82
Texas-Dallas,Texas-Arlington,74,84
Texas-Permian Basin,Texas State,75,69
Valparaiso,Purdue-Fort Wayne,74,68
VMI,NC State,55,75
Western State,Air Force,44,66
Wright State,Toledo,53,64
Monmouth,Southern Illinois,80,68
South Carolina,Alaska-Anchorage,65,60
Southeast Missouri State,South Dakota State,75,68
Duke,Memphis,70,67
Liberty,Kentucky,51,81
Boston College,Drake,87,84
Florida State,Florida,66,74
Illinois,Wichita State,55,54
UCLA,Drexel,57,56
Siena,Syracuse,77,96
Appalachian State,Wake Forest,78,91
Loyola Marymount,Washington,65,112
Alabama-Birmingham,UMass,86,77
Alabama State,South Alabama,65,82
Austin Peay,Delaware State,57,51
Buffalo,Jackson State,71,65
UC-Davis,Dartmouth,61,66
UCSB,UNC,66,83
Detroit,Shawnee State,56,51
Eastern Kentucky,Tennessee,58,92
Florida International,Florida A&M,56,69
Gardner-Webb,Auburn,43,70
Harvard,Sacred Heart,75,72
Holy Cross,Cincinnati,55,77
Howard,Iowa State,62,96
UIC,Georgia Tech,73,51
Iona,Portland State,81,75
Jacksonville,South Florida,78,91
Marquette,Oral Roberts,73,70
Morgan State,Virginia Tech,49,77
Nicholls State,Maryland-Eastern Shore,71,69
Northeastern,Cal State Northridge,102,81
Northern Colorado,California,59,83
Oklahoma State,TCU,66,58
Rutgers,Kent State,55,52
South Carolina,Monmouth,62,56
USC,Eastern Washington,69,51
Southern Illinois,Alaska-Anchorage,64,72
Texas-Rio Grande Valley,Texas Southern,60,57
Troy,Southeastern Louisiana,68,71
Western Oregon,Montana,57,86
Louisiana-Monroe,Texas,55,90
Belmont,Oklahoma,59,81
Boston College,Oklahoma State,76,68
LSU,West Virginia,71,68
Illinois,Rutgers,77,57
UTSA,Iowa,46,79
Indiana,Western Illinois,102,79
Norfolk State,George Washington,69,80
Nevada,UNLV,68,61
Albany (NY),San Diego State,53,80
Alcorn State,Arizona State,74,86
American,La Salle,63,75
Augusta State,Georgia Southern,58,90
Aurora,Northern Illinois,61,102
Austin Peay,Texas Southern,82,70
Ball State,Wright State,71,50
Boston University,Rider,64,71
Brown,Rhode Island,40,57
Bryan,Samford,45,96
Buffalo,Detroit,66,60
Butler,Michigan,74,78
Cal State Northridge,Northern Colorado,82,73
UC-Irvine,Pepperdine,76,79
Campbell,William & Mary,79,93
Canisius,St. Bonaventure,55,77
Centenary (LA),Ole Miss,67,107
Central Michigan,UMKC,65,75
Charlotte,Georgia State,73,68
Chattanooga,Minnesota,46,67
Chicago State,Bradley,58,68
Citadel,Army,70,68
Clark Atlanta,Kennesaw State,54,76
Clemson,Charleston Southern,68,56
Coastal Carolina,Wisconsin,54,92
Colorado State,Denver,64,58
Columbia,Stony Brook,55,54
Concordia (NY),North Florida,71,81
Cornell,Hartford,71,73
Dayton,Creighton,90,91
Delaware,Marist,48,64
Dowling,Fairleigh Dickinson,50,96
Drake,TCU,86,79
Drexel,Penn,60,68
Duquesne,Oakland,53,77
Eastern Michigan,North Dakota State,65,87
Evansville,Marshall,67,70
George Mason,Manhattan,72,66
Georgia,Western Kentucky,69,65
Hampton,UNC Greensboro,72,75
Idaho,Washington State,37,63
Indiana Wesleyan,IUPUI,57,72
Iona,Iowa State,89,72
Jackson State,Shawnee State,75,66
Jarvis Christian,Alabama A&M,62,75
Johns Hopkins,Furman,55,91
Kent State,Texas-Rio Grande Valley,82,70
Lewis & Clark,Utah State,65,102
Lock Haven,Robert Morris,64,100
LIU-Brooklyn,Penn State,64,80
Louisiana Tech,New Orleans,76,64
Luther,Loyola (IL),55,70
Maine,Pitt,49,62
Marquette,South Carolina,92,89
McNeese State,Richmond,50,58
Middle Tennessee,Indiana State,79,85
Missouri State,Arkansas State,97,80
Morehead State,Texas Tech,42,76
Mount St. Mary's,Old Dominion,57,80
New Hampshire,Colgate,60,52
Niagara,St. John's (NY),61,67
NC State,Notre Dame,61,48
UNC Wilmington,Elon,59,51
Northeastern,California,76,83
Northwestern,DePaul,49,59
Northwestern State,Mississippi State,76,75
Oral Roberts,Monmouth,62,54
Oregon State,Fresno State,73,80
Pacific,Santa Clara,60,63
Portland,Winthrop,46,77
Portland State,Howard,81,53
Radford,Arkansas,55,75
Rice,Oregon,60,84
Rochester (MI),Cleveland State,43,76
Sacramento State,San Francisco,85,78
Saint Francis (PA),Ohio,61,77
St. Joseph's,Davidson,94,100
Saint Louis,Hawaii,64,82
Saint Mary's,Colorado,54,73
Sam Houston State,New Mexico State,78,77
San Diego,UC-Riverside,82,65
Savannah State,Bethune-Cookman,58,81
USC,Alaska-Anchorage,57,56
Southern Illinois,Eastern Washington,80,72
Southern Utah,BYU,61,86
St. Francis (NY),Fordham,66,60
Stephen F. Austin,Kansas State,54,71
Stetson,UCF,66,74
Tennessee Wesleyan,Birmingham-Southern,56,96
Texas A&M-Corpus Christi,Tulsa,67,73
UTEP,New Mexico,72,76
Texas State,Little Rock,54,73
Tulane,Texas A&M,57,83
Utah,Weber State,67,62
Utah Valley,Idaho State,56,72
Vanderbilt,Georgetown,68,61
VCU,Houston,62,61
VMI,James Madison,61,74
Virginia Wise,Longwood,49,93
Wagner,Vermont,67,71
Webster,UT-Martin,72,94
Western Carolina,High Point,66,73
Western Michigan,Illinois State,47,64
Wichita State,Delaware State,62,44
Wofford,East Carolina,68,70
Xavier,Purdue,74,55
Yale,Bucknell,60,87
Youngstown State,Akron,62,67
Lehigh,Villanova,47,84
Virginia,Arizona,51,81
Purdue-Fort Wayne,Michigan State,73,84
Nicholls State,Maryland,56,88
Air Force,Navy,64,55
UC-Davis,Harvard,56,69
Lafayette,Princeton,57,46
UMBC,Loyola (MD),64,71
Miami (FL),Temple,56,73
Montana State-Northern,Boise State,46,82
San Francisco State,Long Beach State,51,108
South Carolina State,Alabama-Birmingham,48,79
Southeast Missouri State,Nebraska,54,69
Toledo,SMU,72,60
Upper Iowa,Northern Iowa,47,72
Wayland Baptist,Montana State,60,84
Lamar,Memphis,83,108
Alabama State,Florida,60,87
Appalachian State,James Madison,79,81
Auburn,Colorado State,67,77
Cal Poly,Stanford,58,82
Cal State Fullerton,South Dakota State,82,70
UCSB,Arizona State,57,73
Central Connecticut,Binghamton,69,66
DePaul,Northern Illinois,68,77
Erskine,Charleston Southern,46,57
Florida Christian,Citadel,43,126
Fordham,Siena,54,64
Furman,Campbell,79,78
Gardner-Webb,Minnesota,73,72
Holy Cross,Vermont,64,68
UIC,Georgia Southern,69,89
Indiana-South Bend,Valparaiso,41,111
IUPUI,Elon,82,70
Maine,Robert Morris,53,62
Marshall,ETSU,63,91
Milwaukee,Tennessee Tech,67,72
Morgan State,Towson,66,71
Portland,Charlotte,46,59
Providence,Fairfield,81,78
Sacred Heart,Yale,67,72
St. Peter's,Seton Hall,57,66
Samford,Southern Miss,52,33
Savannah State,UMass,57,93
South Alabama,Loyola Marymount,81,80
Southeastern Louisiana,Mississippi State,57,46
Southern Virginia,Radford,62,91
Texas Wesleyan,Texas-Arlington,64,78
Toccoa Falls,Western Carolina,37,96
Virginia Tech,Ohio State,56,69
West Virginia Wesleyan,Eastern Kentucky,46,88
William & Mary,Longwood,88,75
Texas-Rio Grande Valley,Texas,54,82
Army,UConn,54,68
High Point,Kentucky,55,75
Illinois,UNC,68,64
Albany (NY),UCLA,65,73
Louisiana Tech,Alabama,63,73
Wisconsin,Wake Forest,88,91
Houston,LSU,84,83
American,Loyola (MD),60,68
Bethune-Cookman,UCF,48,61
Cal State Stanislaus,UC-Irvine,91,90
Chattanooga,Middle Tennessee,71,81
Clemson,Penn State,96,88
Colorado,Penn,78,60
Coppin State,Xavier,56,81
Cornell,Lafayette,43,57
Dartmouth,Colgate,64,65
Dayton,Cincinnati,75,66
Detroit,Eastern Michigan,64,60
Eastern,Lehigh,48,67
Eastern Illinois,Western Illinois,68,76
Florida A&M,Georgia,74,95
Florida Christian,College of Charleston,42,96
Grambling,Illinois State,50,62
Hofstra,St. John's (NY),64,51
Houston Baptist,Stephen F. Austin,66,91
Jarvis Christian,Southern,58,71
John Brown,Little Rock,62,67
LIU-Brooklyn,SMU,62,74
Louisiana,Georgia State,61,76
Louisiana-Monroe,Ole Miss,43,59
Miami (FL),Michigan,53,74
UMKC,Missouri,42,60
Newberry,Winthrop,77,79
North Dakota State,Green Bay,55,60
Northern Iowa,Iowa State,61,68
Northwestern State,Centenary (LA),76,74
Prairie View,Rice,58,67
Purdue,Florida State,57,97
Quinnipiac,Fairleigh Dickinson,70,76
Rhode Island,Boston University,48,38
St. Joseph's,Drexel,69,59
Santa Clara,San Jose State,47,46
South Florida,Florida International,64,69
St. Francis (NY),Pitt,58,79
St. Gregory's,Oral Roberts,52,90
Texas College,Sam Houston State,49,85
Utah Valley,Montana,59,75
Weber State,Southern Utah,47,68
Western Kentucky,Alabama-Birmingham,92,76
Duke,Indiana,75,67
Rider,Villanova,57,86
Oklahoma,Tulsa,62,53
Portland State,Gonzaga,80,89
Jackson State,Memphis,70,97
Georgia Tech,Michigan State,86,88
NC State,Iowa,42,45
Saint Francis (PA),George Washington,68,85
Minnesota,Maryland,66,83
Alabama State,Birmingham-Southern,55,69
Arkansas-Pine Bluff,Air Force,44,63
Bradley,Loyola (IL),72,86
Bucknell,Niagara,66,63
Cal State Fullerton,Kansas State,59,84
UC-Riverside,USC,48,81
Central Michigan,Cleveland State,43,56
Coker,Coastal Carolina,35,70
Columbia,Sacred Heart,61,59
Cornell (IA),Drake,62,102
Creighton,DePaul,57,72
Davidson,Charlotte,81,85
Duquesne,Akron,61,79
East Carolina,Wofford,66,62
Eastern Washington,Idaho,68,55
Elon,VCU,49,69
Fresno State,Buffalo,69,85
Hartford,Canisius,85,78
Purdue-Fort Wayne,Toledo,65,85
Kent State,Youngstown State,77,69
Lamar,BYU,74,97
Lenoir-Rhyne,UNC Asheville,81,78
Liberty,Longwood,75,88
Loyola Marymount,Long Beach State,85,93
Manhattan,Syracuse,82,87
Marquette,Nebraska,74,84
Montreat,Western Carolina,59,76
Mount St. Mary's,La Salle,51,73
UNLV,Oklahoma State,62,80
New Hampshire,Harvard,50,71
New Orleans,Mississippi State,59,67
UNC Greensboro,South Carolina,55,77
UNC Wilmington,William & Mary,75,66
North Florida,Florida Atlantic,75,77
North Texas,Arizona State,67,83
Northwestern,Virginia,57,72
Oakland,Bowling Green State,76,66
Old Dominion,VMI,77,62
Oregon,Vanderbilt,75,76
Pacific,San Francisco,75,71
Providence,Wichita State,74,82
Radford,North Carolina A&T,83,76
Sacramento State,UC-Davis,72,67
San Diego State,San Diego,80,90
San Jose State,California,52,70
Southern Illinois,Saint Louis,42,56
Southern Miss,Arkansas,35,77
Temple,Rutgers,53,67
Tennessee,Murray State,64,53
Texas A&M-Corpus Christi,UTSA,77,59
TCU,Texas Tech,54,81
UTEP,New Mexico State,64,55
Towson,Norfolk State,49,78
Tulane,Butler,61,82
Utah State,Utah,66,67
Wagner,Brown,72,59
West Virginia,St. Bonaventure,66,61
Wright State,Miami (OH),46,54
Wyoming,Washington State,47,63
Nevada,Kansas,72,70
Alcorn State,Sam Houston State,50,51
Arkansas State,UT-Martin,77,80
Asbury,Chattanooga,60,97
Austin Peay,Tennessee Tech,61,78
Belmont,ETSU,88,85
Binghamton,Hofstra,55,69
Boise State,Idaho State,79,88
Charleston Southern,Citadel,74,57
Delaware,UMBC,84,85
Florida Tech,Florida International,54,72
Holy Cross,Siena,63,68
Hope International,Cal State Northridge,55,117
Iona,Fordham,71,70
Lipscomb,Kennesaw State,66,67
Maryland-Eastern Shore,Marshall,56,66
McNeese State,Auburn,76,91
Methodist,Appalachian State,69,87
Montana State,Northern Colorado,83,69
Northern Arizona,Denver,63,78
Pepperdine,Dayton,45,63
St. Peter's,Lafayette,79,76
Savannah State,Mercer,63,88
Seton Hall,Richmond,49,60
SMU,Texas State,78,67
Spring Hill,Southeastern Louisiana,65,79
Stetson,Campbell,70,84
Tennessee Temple,Jacksonville State,70,97
Texas-Permian Basin,Texas-Arlington,65,79
Texas Southern,UConn,49,113
Fairfield,Iowa,59,75
Boston University,George Washington,62,75
Army,Columbia,67,66
Fairleigh Dickinson,Canisius,69,65
George Mason,Georgia State,81,51
Georgia Southern,Missouri State,55,101
Louisiana-Monroe,Florida State,62,85
Lynchburg,Liberty,50,84
Missouri,Arkansas,63,66
Navy,Penn,73,86
North Florida,Jacksonville,71,88
Quinnipiac,Cornell,55,45
Stanford,Montana,69,88
Texas A&M-Corpus Christi,South Florida,59,47
Valparaiso,Tulane,79,72
Virginia Wise,VMI,50,80
Texas-Arlington,Texas,55,93
