Home,Away,Home_Score,Away_Score
Grambling,Georgetown,46,99
Guilford,ETSU,37,104
Harvard,Fairfield,69,67
High Point,Northern Arizona,70,65
Howard,Saint Francis (PA),68,70
UIC,Evansville,68,73
Jackson State,Arkansas,44,81
James Madison,Furman,68,66
Long Beach State,Charlotte,61,89
LIU-Brooklyn,Virginia,86,90
Loyola (IL),Loyola Marymount,79,85
Mars Hill,Appalachian State,72,104
Marshall,Niagara,92,90
Maryland-Eastern Shore,Northwestern,36,56
Miami (OH),Purdue,46,73
Morehead State,Arizona State,56,59
Mount St. Mary's,NC State,60,84
New Mexico State,Texas-Rio Grande Valley,62,59
Nicholls State,LSU,24,68
UNC Wilmington,Texas Tech,76,85
North Texas,Missouri State,81,78
Northeastern,Rhode Island,82,95
Northern Iowa,Montana,77,71
Nova Southeastern,South Florida,60,99
Pacific (OR),Portland,42,70
Pepperdine,Bradley,81,95
Princeton,Western Michigan,62,59
Radford,Richmond,46,92
Robert Morris,UMKC,83,77
Rollins,Stetson,60,67
Saint Leo,Jacksonville,55,85
St. Peter's,Central Connecticut,67,77
Sam Houston State,TCU,81,91
Santa Clara,Pacific,78,72
South Alabama,Southern,82,61
Southeast Missouri State,Arkansas State,71,83
Southeastern Louisiana,Vanderbilt,58,80
Southern Utah,Utah,47,61
St. Bonaventure,Virginia Tech,91,78
UT-Martin,Saint Louis,63,58
Texas A&M-Corpus Christi,Cal State Fullerton,83,76
UTSA,Idaho State,76,71
Texas Wesleyan,McNeese State,54,85
Trevecca Nazarene,Tennessee State,94,107
Tulane,Rice,58,72
Tuskegee,Alabama A&M,79,96
Vermont,Eastern Michigan,71,64
Webber,Citadel,60,83
Weber State,UCSB,91,82
West Florida,Murray State,66,87
Wofford,Auburn,63,81
Yale,Oklahoma State,59,68
Youngstown State,Indiana State,56,63
Western Kentucky,Arizona,68,107
Stephen F. Austin,Texas,55,81
Duquesne,Pitt,67,82
Army,Duke,53,101
Princeton,Oklahoma,63,82
Louisiana,Mississippi State,79,76
Quinnipiac,UConn,72,91
UTSA,Marquette,68,80
Belmont,Georgia,71,87
Tennessee Tech,Cincinnati,48,54
Tulsa,New Mexico State,71,61
Air Force,Louisville,47,65
Akron,Wright State,75,78
Arkansas-Pine Bluff,Georgia Tech,75,113
Baylor,Alcorn State,81,61
Bethune-Cookman,Canisius,64,77
Bowling Green State,Detroit,61,75
BYU,Kansas State,73,64
Brown,Providence,64,83
California,New Mexico,76,68
Columbia,Boston University,37,66
Denver,Wyoming,65,85
DePaul,Northern Illinois,63,48
Dowling,Holy Cross,61,101
Eastern Michigan,Colgate,66,65
Eastern Washington,San Diego State,75,70
Francis Marion,Campbell,64,65
Georgia Southern,John Jay,83,60
Green Bay,Centenary (LA),68,48
High Point,Central Connecticut,74,63
Idaho,Oregon State,76,73
Idaho State,Coppin State,63,55
Iona,Lipscomb,89,86
Jacksonville State,UCSB,73,66
Kentucky Christian,Eastern Kentucky,71,106
Knoxville College,Troy,74,116
Lafayette,Binghamton,68,77
Liberty,VMI,54,68
Loyola (MD),Morgan State,83,80
Maine-Fort Kent,Maine,61,118
UMBC,Towson,86,81
Mercer,Elon,79,67
Milwaukee,Wisconsin,72,83
Monmouth,Rider,61,66
Morris Brown,Florida International,52,60
Nebraska,Alaska-Fairbanks,61,64
Nevada,San Diego,75,77
New Hampshire,Miami (FL),58,93
New Mexico Highlands,UTEP,66,75
North Carolina A&T,Georgia State,44,76
Northern Arizona,St. Peter's,99,93
Oklahoma Wesleyan,Oral Roberts,66,112
Penn State,Penn,37,62
Prairie View,Houston,78,75
Sacred Heart,Stony Brook,64,75
St. Joseph's,Boston College,85,58
Saint Joseph's (IN),IUPUI,58,79
Saint Leo,New Orleans,57,107
San Francisco,Seton Hall,51,77
San Jose State,Washington State,68,76
Spring Arbor,Oakland,72,107
St. Bonaventure,Michigan,89,68
Texas-Arlington,Wichita State,74,76
Toccoa Falls,Western Carolina,58,119
Utah State,Illinois State,68,53
Vermont,Marist,66,63
Weber State,Ball State,72,67
Western Illinois,Norfolk State,75,74
Western Michigan,UC-Irvine,73,62
Coastal Carolina,Florida,45,88
Grambling,Oregon,52,97
Florida A&M,Xavier,64,93
Miami (OH),Maryland,49,64
UNC Asheville,Minnesota,81,87
Tulsa,Texas-Rio Grande Valley,80,50
Alabama A&M,Vanderbilt,40,68
Little Rock,Cal State Fullerton,56,43
Ball State,Nebraska,73,65
Cal State Northridge,Jacksonville,67,55
UCSB,Centenary (LA),84,69
Chattanooga,Alabama-Birmingham,81,92
Chicago State,Buffalo,53,84
Delaware State,Dayton,38,65
ETSU,South Carolina,66,71
Eastern Illinois,UIC,78,91
Florida Atlantic,Iowa,52,79
George Mason,Southern Illinois,74,83
Georgia Southern,Maine,91,77
Holy Names,Saint Mary's,33,78
Iona,Florida International,55,65
Jacksonville State,Green Bay,75,66
Lamar,Pacific,69,73
Lehigh,Illinois,56,90
Lipscomb,Morris Brown,65,67
Millsaps,Louisiana Tech,49,77
Ole Miss,East Carolina,58,65
Montana State,Washington,56,53
Nicholls State,Southern,36,52
UNC,Old Dominion,67,59
Portland State,UNLV,54,69
Radford,William & Mary,64,63
Rice,Stanford,62,79
Rutgers,Temple,59,53
Savannah State,Florida State,46,79
South Alabama,LSU,62,71
Stetson,Colorado,74,107
Texas A&M-Corpus Christi,Hawaii,81,100
TCU,SMU,84,87
Texas Southern,Texas A&M,55,70
Toledo,Kansas State,58,50
Urbana,Kent State,39,93
Valparaiso,Syracuse,66,81
Virginia Tech,Michigan,65,53
Webber,College of Charleston,48,108
Weber State,Alaska-Fairbanks,65,77
Wofford,Clemson,72,79
Middle Tennessee,Alabama,65,80
Davidson,Duke,80,95
Cal State Northridge,Oregon,77,86
McNeese State,Mississippi State,65,81
George Washington,UConn,55,67
Kentucky,Arizona State,82,65
Gonzaga,Utah,71,52
Indiana,UMass,84,71
American,UNC Greensboro,79,80
Arkansas-Pine Bluff,Memphis,54,78
Arkansas State,Samford,61,70
Army,Fairleigh Dickinson,54,76
Bluefield College (VA),Austin Peay,66,90
Bradley,Loyola (IL),84,88
BYU,St. Bonaventure,66,57
UC-Santa Cruz,Santa Clara,70,93
Central Methodist,Southeast Missouri State,63,82
Charlotte,Appalachian State,100,103
Citadel,Navy,51,57
Coe,Iowa State,65,87
Coppin State,Ohio State,51,58
Creighton,IUPUI,99,52
Drexel,Penn,71,62
Fisk,Tennessee State,69,65
Jackson State,Southern Miss,62,80
Jacksonville,Grambling,82,68
James Madison,Georgetown,60,80
Kansas State,Michigan,82,71
Kentucky State,Marshall,78,112
Loyola (LA),Tulane,58,74
Manhattan,Sacred Heart,77,62
UMBC,Loyola (MD),57,43
Milligan,Tennessee Tech,67,99
Missouri Valley,UT-Martin,58,77
New Hampshire,Northwestern,55,81
Niagara,UCF,69,94
Northwestern State,New Mexico,56,60
Notre Dame,Furman,75,50
Nyack,Winthrop,44,86
Sacramento State,Loyola Marymount,55,88
SIU-Edwardsville,Murray State,58,86
Southern Utah,Washington State,66,72
St. Francis (NY),Hofstra,72,56
St. Mary's (MD),Gardner-Webb,74,82
Texas A&M-Kingsville,Colorado State,66,91
Towson,Morgan State,67,53
Troy,Southeastern Louisiana,87,81
Virginia,Chaminade,86,72
VMI,Tennessee,56,88
Virginia Tech,Toledo,58,45
Wayne State (NE),Northern Iowa,40,71
West Virginia,Duquesne,82,86
Western Illinois,Hampton,59,82
Western Michigan,Fordham,70,51
Eastern Illinois,Marquette,74,97
San Diego,UCLA,86,81
Virginia,Kentucky,75,61
Indiana,Gonzaga,76,75
Florida A&M,Cincinnati,53,80
Alcorn State,UTEP,67,53
Anderson (SC),Charleston Southern,75,77
Arizona State,Chaminade,101,72
Arkansas,Oral Roberts,64,76
Austin College,Sam Houston State,47,105
Bethune-Cookman,Iona,79,98
Boston University,Boston College,61,80
Brown,Wagner,69,81
Bucknell,Albany (NY),56,53
Cal State Monterey Bay,Long Beach State,73,84
Campbell,Old Dominion,43,72
Cedarville,Wright State,64,85
Centenary (LA),Louisiana-Monroe,80,65
Coastal Carolina,South Carolina State,68,53
Columbia,Binghamton,42,70
Concordia (MI),Texas-Rio Grande Valley,55,88
Cornell,Colgate,58,76
Creighton,Notre Dame,80,75
Dartmouth,Vermont,41,62
Denver,Montana,47,75
Emmanuel (GA),Wofford,54,80
Florida Gulf Coast,Florida International,50,78
Georgia Southern,Vanderbilt,60,96
Georgia State,Auburn,71,100
Holy Cross,Harvard,71,66
Howard,Radford,62,58
Idaho State,Boise State,71,74
Illinois State,Central Michigan,69,74
Indiana State,Valparaiso,56,81
Iowa,Drake,50,49
Purdue-Fort Wayne,Oakland,68,95
IUPUI,Furman,62,70
Lafayette,La Salle,66,70
LeTourneau,Stephen F. Austin,50,101
LIU-Brooklyn,Hartford,76,81
Mary Hardin-Baylor,Texas State,63,84
Menlo,San Jose State,73,98
Milligan,Lipscomb,61,97
Mississippi Valley State,Milwaukee,75,77
UMKC,Norfolk State,60,61
Missouri State,Saint Louis,72,64
Montana Western,Idaho,60,88
Nevada,San Francisco,64,61
UNC Wilmington,UTSA,66,52
Providence,South Florida,64,68
Robert Morris,Eastern Michigan,85,99
St. Joseph's,Canisius,70,63
Saint Mary's,Eastern Washington,80,88
Seattle,Oregon State,38,81
Slippery Rock,Youngstown State,52,73
USC,Rhode Island,71,73
SMU,Texas Tech,59,77
St. Mary's (MD),Elon,56,69
Stetson,Air Force,43,72
Stony Brook,St. John's (NY),57,68
Suffolk,Northeastern,50,104
Taylor (IN),Morehead State,77,100
Texas A&M,Miami (FL),72,78
Utah,UMass,69,53
VCU,Western Kentucky,73,80
Wayne State (MI),Butler,37,60
Whitman,Utah State,52,86
William & Mary,Liberty,61,62
Northern Arizona,Arizona,66,101
UNC,Kansas,67,56
Texas-Arlington,Texas,45,76
Saint Francis (PA),Pitt,46,69
Stanford,Florida,69,65
Citadel,Maryland,49,97
Kentucky,Gonzaga,80,72
Georgia,Georgia Tech,77,83
Indiana,Virginia,70,63
Alabama-Birmingham,UNLV,75,84
Alabama State,Ole Miss,58,74
Arizona State,Utah,83,79
Arkansas-Pine Bluff,Illinois,43,96
Birmingham-Southern,South Alabama,64,77
Buffalo,Detroit,65,66
Capital,Akron,45,74
Central Arkansas,Little Rock,69,82
Chicago State,Wichita State,65,71
Clemson,High Point,91,65
Cleveland State,Duquesne,74,67
College of Charleston,Wyoming,81,72
Colorado,New Mexico State,71,75
Colorado State,Southern Illinois,71,83
Cumberland University,Tennessee Tech,57,85
Davidson,Navy,69,61
Dominican (CA),Sacramento State,47,62
Evansville,Dayton,59,64
Houston,Rice,53,71
IUPUI,Northwestern,56,53
Jackson State,New Orleans,79,93
Jacksonville,Savannah State,60,47
Louisiana,McNeese State,74,76
Loyola (IL),Northern Illinois,67,69
UMass,Chaminade,69,55
Mercer,Florida State,47,83
Montana State,Santa Clara,66,69
Montana Tech,Weber State,58,94
Mount St. Joseph,Eastern Kentucky,68,87
Northern Georgia,Samford,81,90
Northwestern State,Baylor,54,82
Notre Dame de Namur,Cal Poly,74,88
Nova Southeastern,Florida Atlantic,60,86
Ohio Dominican,Miami (OH),39,65
Oklahoma State,Alaska-Anchorage,98,69
Richmond,Hampton,60,61
San Diego State,Portland,86,91
Siena,Fordham,78,69
St. Francis (NY),St. Peter's,85,94
St. Mary's (MD),Furman,44,81
Swarthmore,Lehigh,46,83
UT-Martin,Middle Tennessee,77,87
Tennessee Wesleyan,Chattanooga,47,93
Trinity (TX),Texas A&M-Corpus Christi,49,73
Troy,Southern Miss,70,77
Winthrop,Gardner-Webb,68,66
Yale,Wake Forest,61,73
Michigan State,Montana,80,60
Maine,Tulane,65,84
Mississippi Valley State,Texas-Rio Grande Valley,68,73
Southeast Missouri State,Milwaukee,89,75
Villanova,Loyola Marymount,87,71
Florida,Kansas,83,73
Alabama,Ohio State,54,48
Villanova,Michigan State,81,73
Air Force,Arkansas State,57,52
American,Virginia Tech,61,69
Binghamton,LIU-Brooklyn,75,66
Bucknell,Columbia,61,47
UCF,Tulane,66,61
City Tech,Army,31,77
College of Charleston,Oklahoma State,66,58
Drake,Hawaii-Hilo,70,50
Idaho State,Fresno State,53,65
Indiana State,Southeast Missouri State,68,55
Loyola Marymount,Montana,65,62
Loyola (MD),Manhattan,53,65
Mercer,Iowa State,60,91
Montreat,UNC Asheville,73,102
Mount St. Mary's,George Washington,54,68
UNC,Stanford,74,57
North Texas,SMU,75,88
Rider,Iona,56,68
Saint Mary's,Sam Houston State,75,66
South Carolina State,South Carolina,65,82
Texas State,Texas Southern,79,71
Utah State,Vermont,62,59
Wyoming,Alaska-Anchorage,77,69
Seton Hall,Texas,61,78
Arkansas-Pine Bluff,Pitt,49,89
Duke,UCLA,84,73
Prairie View,Oklahoma,63,75
Oklahoma State,Michigan State,64,61
Pacific,Oregon,69,88
Duquesne,Maryland,39,89
Georgia,Minnesota,69,72
Austin Peay,Missouri,46,81
Cincinnati,Dayton,69,75
Tulsa,Arkansas,61,60
Jacksonville,Mississippi State,65,100
Wisconsin,Green Bay,69,52
Akron,Oakland,88,84
Alabama State,Florida A&M,67,68
Albany (NY),Notre Dame,55,90
Alcorn State,Jacksonville State,72,75
Appalachian State,South Carolina,56,71
Asbury,Morehead State,54,100
Ball State,Butler,45,71
Baylor,Houston,62,60
Boston University,Dartmouth,65,53
Brown,Navy,97,92
Bucknell,George Washington,77,80
California,Cleveland State,73,64
UC-Irvine,Pepperdine,74,69
UC-Santa Cruz,Northern Arizona,76,100
Canisius,Niagara,89,69
UCF,Maine,72,55
Central Michigan,DePaul,56,92
Charleston Southern,Stetson,68,62
Charlotte,Richmond,60,64
Chattanooga,Bradley,82,70
Coastal Carolina,Campbell,49,65
College of Charleston,Villanova,71,69
Colorado State,Little Rock,75,84
Coppin State,NC State,37,58
Covenant,Birmingham-Southern,65,108
Delaware State,Hartford,57,70
Drexel,Monmouth,73,68
ETSU,UNC Wilmington,57,78
Eastern Kentucky,Purdue-Fort Wayne,69,76
Eastern Washington,Denver,48,69
Elon,Maryland-Eastern Shore,68,64
Evansville,Eastern Illinois,89,94
Florida International,Princeton,68,65
Fordham,Northeastern,75,99
Harvard,Stony Brook,56,45
Hobart,Colgate,56,92
Idaho,Boise State,67,75
Idaho State,Sam Houston State,58,65
UIC,Illinois State,78,65
James Madison,West Virginia,67,70
Lafayette,Arizona State,62,85
Lehigh,Hofstra,50,63
Liberty,New Hampshire,80,70
Lipscomb,Troy,77,95
LSU,Texas A&M,77,79
Louisville,Purdue,84,86
Loyola (LA),Nicholls State,53,66
Marist,La Salle,97,80
Miami (OH),Wright State,48,51
Middle Tennessee,UNC Greensboro,58,70
Milwaukee,Indiana State,71,59
Ole Miss,George Mason,56,49
Missouri State,Kent State,84,88
Montana,Alaska-Anchorage,52,69
Morgan State,Fairleigh Dickinson,75,91
Morris Brown,USC,54,93
Mount St. Mary's,Columbia,57,48
Nevada,Weber State,70,73
New Mexico,New Mexico State,58,59
North Carolina A&T,Radford,58,67
Northern Georgia,Georgia Southern,85,112
Northern Illinois,Valparaiso,67,78
Northern Iowa,Siena,58,69
Northwestern,Kansas State,59,55
Northwestern State,Centenary (LA),63,64
Ohio,Providence,68,91
Portland State,Portland,54,66
Quinnipiac,Texas-Rio Grande Valley,72,62
Rhode Island,Buffalo,48,57
Rice,BYU,56,95
Rollins,New Orleans,57,65
Sacramento State,Southern Utah,68,74
Saint Louis,St. Bonaventure,56,54
Saint Mary's,Fresno State,65,67
San Diego,UC-Riverside,84,64
San Diego State,Cal Poly,65,62
San Francisco,UCSB,47,70
San Jose State,Santa Clara,71,69
Savannah State,Miami (FL),57,91
South Alabama,Southern Miss,78,89
Southeast Florida,Western Carolina,55,94
St. Andrews,Georgia State,80,95
St. John's (NY),Fairfield,81,68
Tennessee State,Iowa,51,84
Texas A&M-Corpus Christi,Lamar,78,94
Texas Tech,UTEP,83,60
Texas Wesleyan,Texas-Arlington,65,81
Tiffin,Bowling Green State,57,91
Toledo,Youngstown State,61,69
Towson,Georgetown,52,81
Utah State,Drake,73,61
Vermont,Hawaii-Hilo,66,69
Wagner,VCU,80,72
Washington,UNLV,61,82
Washington & Lee,Davidson,48,105
Washington State,TCU,83,86
Western Michigan,Michigan,56,52
Wichita State,Oral Roberts,71,76
William & Mary,East Carolina,51,66
Wyoming,Loyola Marymount,72,65
UConn,Vanderbilt,76,70
North Texas,Indiana,58,84
Air Force,Tennessee Tech,47,60
Army,Sacred Heart,75,73
UCF,Indiana State,50,49
Drake,Vermont,83,78
Gardner-Webb,Georgia Tech,53,75
Holy Cross,Boston College,71,70
Howard,Cal State Northridge,80,101
Lehigh,Texas-Rio Grande Valley,66,52
LIU-Brooklyn,Delaware,58,87
Milwaukee,Maine,79,63
Old Dominion,St. Joseph's,47,63
Quinnipiac,Hofstra,71,68
Southeast Missouri State,Tulane,60,81
Temple,Wake Forest,76,83
UTSA,Nebraska,53,69
Utah State,Hawaii-Hilo,71,60
VMI,Saint Francis (PA),76,59
Washington College,Davidson,51,114
West Alabama,Alabama-Birmingham,71,97
Western Illinois,Illinois,56,85
Western Kentucky,Auburn,89,70
Winthrop,Montana State,67,64
Yale,Penn State,84,68
Marquette,Notre Dame,71,92
Sacramento State,Missouri,60,98
Washington,Gonzaga,89,95
Valparaiso,Cincinnati,50,76
Alabama A&M,Mississippi State,58,100
Alcorn State,South Florida,62,81
Bluefield College (VA),Elon,68,77
Cal Poly,Oregon State,60,81
UC-San Diego,San Diego State,57,87
Charleston Southern,Citadel,68,56
Chattanooga,Illinois State,75,68
Coastal Carolina,Georgetown,60,87
Concordia (MI),Eastern Michigan,80,115
Detroit,Western Michigan,55,71
Duquesne,George Mason,72,79
Fairleigh Dickinson,Loyola (MD),61,56
Iowa,Florida State,67,80
Purdue-Fort Wayne,Lipscomb,79,73
Ithaca,Cornell,66,83
Jackson State,Iowa State,63,85
Jacksonville,New Orleans,57,90
Loyola (LA),McNeese State,63,102
Marshall,Rutgers,56,75
UMass,Central Connecticut,45,46
Morris Brown,Cal State Fullerton,56,74
Navy,Belmont,61,68
New Hampshire,Mount St. Mary's,68,70
UNC Wilmington,Fairfield,60,69
Northeastern,New Mexico,88,90
Oakland,Texas A&M,65,71
Ohio,Brown,75,71
Oral Roberts,Tennessee State,77,69
Pepperdine,Long Beach State,65,63
Reinhardt,Mercer,62,85
Rhode Island College,Stony Brook,51,95
Samford,Arkansas State,68,67
Southeastern Louisiana,Auburn,47,77
Southern,San Francisco,71,82
St. Francis (NY),Seton Hall,76,84
Stetson,Birmingham-Southern,59,75
Temple,South Carolina,47,66
Tougaloo,Louisiana-Monroe,80,85
Western Carolina,UNC Asheville,72,77
Wiley,Grambling,80,102
Wofford,Virginia Tech,79,77
Saint Louis,Arizona,58,91
UNC Greensboro,Alabama,61,89
Ohio State,Duke,76,91
Norfolk State,Pitt,51,96
Florida,West Virginia,66,68
Maryland,Indiana,74,80
Sacred Heart,UConn,78,116
UNC,Illinois,65,92
Purdue,Xavier,59,74
High Point,Kentucky,64,84
American,Liberty,72,67
Little Rock,Memphis,49,73
Bethune-Cookman,Florida A&M,71,69
Binghamton,Dartmouth,61,67
Boston University,Harvard,68,61
Canisius,Bucknell,71,67
Cascade,Portland State,71,66
Centenary (LA),Stephen F. Austin,75,69
Central Michigan,Michigan,85,78
Chicago State,Green Bay,58,69
Colgate,Syracuse,68,98
Concordia (OR),Eastern Washington,73,89
Delaware State,LSU,44,65
Drexel,Lafayette,65,47
East Carolina,Radford,87,42
George Washington,Florida International,77,63
Georgia,Colorado,71,70
Georgia Southern,Savannah State,74,62
Great Falls,Montana State,57,90
Howard,California,70,80
IUPUI,Ball State,69,85
La Salle,James Madison,67,59
Lamar,Texas Southern,80,87
Loyola (IL),Texas A&M-Corpus Christi,94,77
Manhattan,Fordham,85,57
Maryland-Eastern Shore,New Mexico State,63,81
Miami (FL),Florida Atlantic,73,74
Mississippi Valley State,Delta State,91,94
UMKC,Denver,66,83
Murray State,Southern Illinois,56,85
North Carolina A&T,VCU,48,76
Penn State,Clemson,70,79
Penn,Delaware,59,60
Princeton,Monmouth,60,57
Siena,Toledo,55,59
USC,UCSB,53,69
Texas Tech,TCU,84,66
Towson,Rider,56,68
Troy,Arkansas,74,66
Wagner,Iona,81,87
West Alabama,Colorado State,50,82
Western Illinois,Eastern Illinois,63,76
Western Kentucky,Evansville,76,81
Winthrop,Utah,42,72
Portland,Oregon,66,96
Central Missouri,Kansas,70,97
Wichita State,Tulsa,69,80
Georgia Tech,Minnesota,63,64
Virginia,Michigan State,75,82
Wake Forest,Wisconsin,90,80
Jackson State,Mississippi State,56,71
Adrian,Oakland,69,88
Alabama-Birmingham,Richmond,68,72
Albertson,Boise State,50,52
Arkansas-Monticello,Texas-Arlington,64,87
Arkansas-Pine Bluff,Kansas State,39,76
Austin Peay,Ole Miss,46,74
Belhaven (MS),Southeastern Louisiana,45,88
BYU,Arizona State,64,60
Buffalo,Bowling Green State,59,76
Cal State Northridge,San Diego,64,61
Carnegie Mellon,Robert Morris,55,68
Cleveland State,Akron,68,65
Cornell,Lehigh,49,66
Creighton,Northern Iowa,65,52
Dayton,Miami (OH),63,78
Drake,Northern Illinois,62,77
ETSU,Vanderbilt,75,86
Eastern Kentucky,Morris Brown,74,61
Furman,Georgia State,64,70
George Mason,Coppin State,68,45
Johns Hopkins,Navy,66,61
Kent State,Rhode Island,82,63
Long Beach State,Southern Utah,67,79
Loyola Marymount,UC-Irvine,66,81
Menlo,Idaho State,56,72
Morehead State,Wright State,74,80
UNLV,Nevada,82,80
Northeastern,Northern Arizona,56,71
Northern Georgia,South Alabama,67,92
Northwestern,NC State,49,74
Oakland City,Southeast Missouri State,66,88
Old Dominion,Hampton,70,77
Pepperdine,Cal State Fullerton,90,87
San Francisco,Sacramento State,57,62
San Jose State,Saint Mary's,62,94
Santa Clara,Fresno State,55,70
South Carolina State,Auburn,65,85
SMU,Oral Roberts,62,75
St. Bonaventure,Boston College,96,105
St. Mary's (TX),UTSA,67,81
Stony Brook,Columbia,65,56
Temple,Charlotte,80,91
Tennessee,Texas A&M,66,83
Tennessee Tech,Middle Tennessee,70,66
UTEP,Houston,47,56
Texas State,Baylor,71,92
Vermont,Providence,60,71
Washington State,Idaho,58,62
Youngstown State,Saint Francis (PA),56,70
Alabama State,Georgia State,82,77
Boston University,St. Joseph's,49,71
Butler,Indiana State,65,45
Florida Atlantic,VCU,72,90
Georgia Southern,Mercer,72,80
Gonzaga,Montana,75,67
Hartford,Oklahoma State,52,65
High Point,Citadel,67,82
Iona,Fairfield,78,83
Marist,Rider,72,70
Mount St. Mary's,UMBC,53,68
Nebraska,South Florida,60,65
Niagara,Loyola (MD),60,53
South Carolina,Georgetown,59,67
Tennessee State,Lipscomb,85,97
Texas College,Birmingham-Southern,81,86
Texas-Rio Grande Valley,Air Force,44,65
Tulane,New Orleans,67,80
Union (TN),UT-Martin,60,72
VMI,Virginia Tech,66,71
Wyoming,Washington,70,79
Yale,Sacred Heart,88,69
Florida,Florida State,58,57
Bethune-Cookman,Minnesota,52,79
Army,Columbia,44,58
Binghamton,Denver,74,69
Cornell,Syracuse,62,85
Purdue-Fort Wayne,New Mexico,66,91
Maryland-Eastern Shore,Cleveland State,61,81
Middle Tennessee,Purdue,56,85
Milwaukee,Florida International,61,48
Montana State,Iowa,44,65
Morris Brown,Winthrop,54,62
New Hampshire,Colgate,68,87
North Texas,Weber State,76,72
Radford,American,49,73
Samford,Missouri State,49,80
San Diego,IUPUI,81,74
Southern Miss,Jacksonville,62,61
Western Illinois,Iowa State,44,59
Arizona,San Diego State,89,81
Texas,George Washington,100,92
St. Bonaventure,Alabama,68,77
Michigan,Duke,59,81
Pitt,Penn State,82,60
Hartford,Oklahoma,52,92
Kansas,Oregon,78,84
Notre Dame,Maryland,79,67
UIC,Indiana,62,91
Wagner,UConn,85,97
Kentucky,UNC,98,81
Appalachian State,Marquette,78,101
Missouri,USC,78,72
Xavier,Cincinnati,50,44
UNLV,Wisconsin,74,91
Louisiana Tech,Mississippi State,38,78
Illinois,Arkansas,62,58
Akron,James Madison,82,84
Alcorn State,Little Rock,58,68
Arizona State,Utah,55,78
Arkansas-Monticello,Bradley,70,107
Bethany (CA),Cal State Northridge,51,117
Binghamton,Iowa State,56,86
Boise State,Southern Utah,73,71
Boston College,UMass,80,62
Bowling Green State,Northwestern,60,62
BYU,Creighton,64,74
Buffalo,Youngstown State,48,63
Butler,Evansville,77,64
Cal State Fullerton,Loyola Marymount,68,75
Cal State Monterey Bay,San Jose State,52,70
UCSB,Pepperdine,68,72
Canisius,Siena,63,71
UCF,Florida A&M,54,55
Charlotte,Davidson,56,75
Colorado,UMKC,62,59
Coppin State,Morgan State,73,59
Denver,Western Illinois,75,48
East Carolina,Old Dominion,75,67
Eastern Illinois,Indiana State,57,63
Fairfield,DePaul,45,73
Fairleigh Dickinson,Delaware State,75,83
Florida International,Samford,54,64
Fordham,St. John's (NY),58,81
Fresno State,San Francisco,74,71
Furman,Memphis,55,72
Gardner-Webb,Colorado State,63,90
Georgia,California,78,73
Georgia Tech,Marist,67,53
Gonzaga,Washington State,110,104
Hillsdale,Detroit,50,70
Holy Cross,Brown,72,56
Idaho,Eastern Washington,62,67
Illinois State,Kent State,61,76
Kansas State,Green Bay,64,68
Knoxville College,Austin Peay,63,86
Lamar,Rice,45,62
Lehigh,Harvard,72,84
