Home,Away,Home_Score,Away_Score
North Dakota State,Utah Valley,72,80
North Greenville,Kennesaw State,79,89
Northern Colorado,McNeese State,101,73
Northern Illinois,Northwestern,55,77
Northern Iowa,Denver,71,65
Ohio Valley,Ohio,72,101
Oral Roberts,Wake Forest,56,76
Pacific,Pepperdine,67,64
Penn,Penn State,55,70
Quinnipiac,Hartford,85,74
Reinhardt,Georgia Southern,59,108
Sacramento State,Rice,51,81
Sacred Heart,Yale,92,86
St. Peter's,Seton Hall,51,53
Samford,Kent State,66,69
San Francisco State,Fresno State,59,65
Santa Clara,Cal State Bakersfield,84,81
Science and Arts of Oklahoma,Southeastern Louisiana,50,99
Siena,Tennessee State,85,69
South Alabama,Houston Baptist,76,64
South Dakota,Texas Tech,49,88
South Dakota State,Wyoming,77,61
South Florida,SMU,67,61
Southern Utah,Hawaii,48,65
Southwestern (AZ),Northern Arizona,61,113
St. Andrews,Campbell,52,76
St. Mary's (TX),Tulsa,47,72
Stanford,San Diego,64,77
Stony Brook,Maryland-Eastern Shore,75,57
Texas A&M-Corpus Christi,Oregon State,67,43
Texas Southern,UTEP,70,89
Utah State,Weber State,66,60
Valparaiso,Ball State,78,88
Vermont,Loyola (MD),66,79
Virginia Intermont,Chattanooga,62,107
Virginia Wise,East Carolina,60,77
Wagner,Lafayette,72,81
Webber,Savannah State,51,65
Western Illinois,Arizona State,35,87
Western State,Air Force,54,65
Winston-Salem,Oregon,43,94
Wofford,Pitt,60,63
Youngstown State,Xavier,57,83
Davidson,Butler,62,73
Belmont,Washington,78,96
Northern Michigan,Michigan,50,97
Mount St. Mary's,Oklahoma,71,95
Creighton,Dayton,80,90
Florida A&M,Georgia Tech,59,100
Alabama-Birmingham,Kent State,65,72
Alaska-Anchorage,Long Beach State,65,86
Appalachian State,ETSU,58,62
Bloomsburg,Binghamton,49,54
Boise State,Montana,82,95
Bucknell,Providence,65,76
Cal State Los Angeles,UCSB,57,85
UC-Davis,Oregon,64,95
UC-Riverside,New Mexico,51,67
UC-San Diego,San Diego State,52,77
Colorado State,Winston-Salem,57,40
Cornell,Alabama,71,67
Covenant,Gardner-Webb,48,89
Dallas Baptist,Texas-Arlington,84,88
Eastern Illinois,Toledo,72,62
Eastern Michigan,Oakland,81,77
Elon,Lipscomb,91,86
Green Bay,Samford,70,68
Hampton,La Salle,80,83
Holy Family,Delaware State,57,67
Hope International,Cal State Fullerton,57,93
Illinois-Springfield,UIC,59,72
IUPUI,Drake,88,82
LeTourneau,Sam Houston State,42,73
Limestone,Winthrop,55,57
Louisiana Tech,Texas-Rio Grande Valley,80,62
Loyola Marymount,North Dakota,83,60
Marist,Rutgers,67,74
Mercer,Bryant,80,56
Mississippi Valley State,Gonzaga,74,92
Missouri-St. Louis,Murray State,54,92
Montana State,Nevada,61,75
NJIT,Manhattan,58,70
North Carolina Central,Miami (FL),53,83
North Carolina-Pembroke,High Point,72,104
North Florida,Notre Dame,65,86
Northern Georgia,Kennesaw State,65,78
Oakland City,Evansville,66,92
Oregon State,South Dakota,62,47
Piedmont,Troy,50,106
Pittsburg State,UNLV,52,91
Portland,Eastern Washington,64,58
Princeton,Central Michigan,71,68
Sacramento State,Houston Baptist,70,60
Schreiner,Prairie View,47,91
Seattle,Oklahoma State,64,86
South Alabama,Rice,69,71
USC Upstate,Nebraska,49,76
Southeast Missouri State,Saint Louis,41,59
Southern Miss,Louisiana,79,72
Southern Virginia,Liberty,53,89
St. Catharine,Western Carolina,41,65
Suffolk,New Hampshire,45,91
Temple,Delaware,76,56
UT-Martin,Southern Illinois,63,91
Texas A&M-Corpus Christi,Texas Tech,59,66
Truman State,UMKC,33,80
Wayne State (MI),Bowling Green State,45,67
West Alabama,Jacksonville State,64,93
West Virginia Tech,Coppin State,52,63
West Virginia Wesleyan,Eastern Kentucky,71,102
Wright State,Portland State,75,70
UC-Irvine,Texas,42,89
Valparaiso,UNC,77,88
Loyola (MD),West Virginia,60,83
Portland State,Washington,55,111
Alabama-Birmingham,Samford,55,52
Alcorn State,Louisiana-Monroe,66,82
Arkansas-Pine Bluff,Denver,56,75
Austin Peay,Akron,80,77
Bethune-Cookman,Old Dominion,38,69
Boise State,North Dakota,75,60
Brown,Virginia Tech,55,69
Bucknell,Bryant,59,56
Cal Poly,Stanford,53,70
UC-Davis,Winston-Salem,99,79
Chicago State,Iowa State,50,72
Colorado State,Oregon,55,68
Dartmouth,George Mason,44,60
Fairleigh Dickinson,Wichita State,64,80
Florida International,Tulsa,49,81
Fordham,Fairfield,55,63
George Washington,UNC Wilmington,76,71
Green Bay,Kent State,87,86
Hartford,Baylor,69,71
Hiram,Youngstown State,41,81
Houston Baptist,Rice,46,60
Idaho,Texas Southern,65,72
Idaho State,Bradley,69,74
Illinois State,SIU-Edwardsville,82,60
Purdue-Fort Wayne,Wisconsin,46,75
Lafayette,Sacred Heart,70,81
Loyola Marymount,Montana,63,64
McNeese State,Hawaii,65,73
Mercer,Providence,77,79
Middle Tennessee,Ohio,68,81
Morgan State,UMBC,72,57
Navy,Longwood,79,76
North Carolina A&T,Marshall,63,79
Northern Arizona,Arizona,70,87
Northern Colorado,Southern Utah,73,51
Oregon State,Texas Tech,60,64
Seton Hall,Monmouth,87,72
South Alabama,Sacramento State,70,58
South Dakota,Texas A&M-Corpus Christi,76,73
Stetson,Florida,46,74
UTSA,Iowa,62,50
Vermont,Buffalo,58,57
Wake Forest,East Carolina,89,58
Western Illinois,Kansas State,50,82
Western Michigan,Detroit,80,86
William & Mary,Harvard,85,87
Wright State,Belmont,82,73
Miami (OH),Kentucky,70,72
Penn,Villanova,65,103
Coastal Carolina,Duke,49,74
Colgate,UConn,63,77
Stephen F. Austin,Minnesota,42,82
Alabama State,Ole Miss,53,90
Albany (NY),American,51,50
Auburn,Missouri State,62,73
Brescia,Morehead State,51,86
Cal State Fullerton,UCLA,68,65
Central Connecticut,Savannah State,45,53
Charlotte,Elon,75,61
Coppin State,Colorado,58,82
Dominican (CA),San Francisco,66,92
Eastern Washington,Washington State,61,67
Ferris State,Central Michigan,69,82
Florida Atlantic,Southeastern Louisiana,77,90
Georgia Southern,South Carolina,66,90
Green Bay,Rochester (MI),77,51
Hofstra,Yale,68,63
Indiana State,LSU,45,56
Jacksonville,Florida State,61,87
Lehigh,Rider,71,86
Lipscomb,Vanderbilt,73,95
Louisiana College,Louisiana,68,90
MacMurray,Arkansas State,47,93
Maine,Norfolk State,71,72
Mayville State,South Dakota State,56,89
Menlo,Santa Clara,55,79
Montreat,Gardner-Webb,62,89
Mt. St. Mary (NY),Stony Brook,53,87
Northern Colorado,Hawaii,81,75
Northwest Oklahoma State,Oral Roberts,50,86
Nova Southeastern,Miami (FL),58,108
Oakwood,Alabama A&M,81,86
Prairie View,Cincinnati,62,69
Robert Morris,Penn State,61,80
Saint Francis (PA),Notre Dame,72,95
San Diego,Pacific,55,56
San Diego State,Saint Mary's,58,80
USC Upstate,Indiana,61,69
Southern,Baylor,45,61
Southern Utah,McNeese State,68,59
St. Joseph's (NY),NJIT,54,96
Tennessee Tech,Central Arkansas,71,67
Texas A&M,SMU,80,68
TCU,Cal State Northridge,83,65
Texas College,Sam Houston State,54,91
Texas-Rio Grande Valley,Lamar,72,77
Texas State,Arizona State,62,84
Virginia,South Florida,49,66
VMI,Richmond,59,103
Western Kentucky,Milwaukee,69,65
William Carey,Troy,88,104
William Jessup,San Jose State,63,89
Wilmington (DE),Delaware State,44,60
Wilmington (OH),Cleveland State,74,99
Kansas,Memphis,57,55
Gonzaga,Michigan State,71,75
Charlotte,Duke,59,101
UNC Asheville,Tennessee,49,124
Hofstra,UConn,67,76
Louisiana-Monroe,Oklahoma,61,72
Temple,Georgetown,45,46
Louisville,Arkansas,96,66
Clemson,Liberty,79,39
Northern Illinois,Illinois,61,80
Fairfield,Maryland,42,71
Alabama-Birmingham,Jacksonville State,87,62
Little Rock,Tulsa,45,59
Binghamton,Pitt,46,71
Bowling Green State,Xavier,57,101
Cal State Northridge,Texas State,85,82
UC-Riverside,USC,67,77
Canisius,Loyola (IL),69,89
Carver Bible,Georgia State,53,77
Centenary (LA),Grambling,71,66
Charleston Southern,Citadel,61,60
Coastal Carolina,Elon,69,46
Colorado Christian,Montana State,58,68
Columbia,DePaul,53,59
Drexel,Niagara,69,76
Duquesne,Iowa,52,50
East Carolina,Campbell,68,74
ETSU,Chattanooga,76,85
Edward Waters,Bethune-Cookman,55,74
Florida A&M,Creighton,53,78
Florida Memorial,Florida International,82,88
Fresno State,Northern Arizona,65,59
George Washington,Boston University,69,59
Holy Cross,St. Joseph's,67,69
Howard,UCF,59,68
Idaho State,BYU,53,87
Indiana State,Milwaukee,76,63
Indianapolis,Southern Illinois,69,84
Iona,Hampton,68,63
Iowa State,Drake,90,70
Jackson State,Alabama,69,86
Lees-McRae,Appalachian State,44,77
Lincoln (MO),UMKC,52,78
Long Beach State,Pepperdine,67,58
LIU-Brooklyn,Army,56,63
Longwood,Old Dominion,59,98
Loyola (LA),Southern Miss,62,73
Lynchburg,Radford,70,94
Madonna,Purdue-Fort Wayne,57,86
Maryland-Eastern Shore,Marquette,60,86
Middle Tennessee,Marshall,60,63
Monmouth,St. Peter's,34,58
New Mexico,New Mexico State,97,87
Nicholls State,Houston,60,92
North Carolina A&T,Ohio,82,93
UNC Greensboro,Virginia Tech,46,59
Northeastern,Siena,53,59
Presbyterian,Furman,64,68
Seattle,Portland,81,98
St. Francis (NY),Boston College,44,72
St. John's (NY),St. Bonaventure,69,68
UT-Martin,Missouri,68,83
TCU,Arizona State,49,52
Utah Valley,Cal State Bakersfield,51,58
Weber State,UCSB,57,66
Western Kentucky,LSU,60,71
Whitman,Eastern Washington,88,100
Winthrop,College of Charleston,57,69
Wofford,Georgia,60,57
Yale,Colgate,65,55
Western Carolina,Texas,41,73
Butler,Northwestern,67,54
Arkansas-Monticello,Wichita State,50,79
Arkansas-Pine Bluff,UTEP,52,70
Arkansas State,Southeast Missouri State,73,49
Bethany (CA),Sacramento State,75,90
Bucknell,Delaware,82,66
UC-Irvine,Loyola Marymount,84,78
UC-Santa Cruz,UC-Davis,59,88
Cornell,UMass,74,61
East Central,UTSA,80,103
Fisk,Mercer,45,110
Georgia Southern,Florida,49,69
High Point,Wake Forest,60,83
UIC,Central Michigan,48,67
IUPUI,Eastern Illinois,69,66
Kent State,Youngstown State,70,61
Loyola (MD),UMBC,69,66
Maine,Delaware State,59,56
Manhattan,Princeton,54,61
Marist,Hartford,38,75
Minot State,North Dakota State,82,110
Mount St. Mary's,American,73,62
Nebraska,Saint Louis,55,69
Nevada,UNLV,75,88
North Carolina Wesleyan,North Carolina Central,70,85
North Texas,Texas-Arlington,101,99
Northern Michigan,Green Bay,64,70
Oakland,Wisconsin,42,58
Oral Roberts,Stanford,83,81
Peru State,Wyoming,73,120
Point Loma Nazarene,San Diego,65,84
Quinnipiac,Lehigh,71,79
Rhode Island,Brown,78,57
Sacred Heart,Fordham,66,76
Savannah State,North Florida,46,57
Southern,Oklahoma State,61,93
SIU-Edwardsville,Evansville,46,76
St. Gregory's,Little Rock,56,100
Stetson,Florida State,38,80
Texas Southern,Colorado,77,88
Toledo,Cincinnati,68,92
Trinity International (IL),Chicago State,84,102
Truman State,Western Illinois,59,71
Utah State,Utah,67,68
VCU,Western Michigan,67,83
West Virginia Wesleyan,VMI,92,111
Central Arkansas,Kansas,44,94
Sam Houston State,Kentucky,92,102
Villanova,George Mason,69,68
UNC,Ohio State,77,73
Syracuse,California,95,73
Dayton,Georgia Tech,63,59
Utah Valley,Minnesota,51,76
Allen,South Carolina State,81,88
Buffalo,Navy,63,53
Champion Baptist,Mississippi Valley State,56,102
ETSU,Morgan State,61,72
Eastern Kentucky,Pitt,60,71
Florida A&M,Cleveland State,64,78
Florida Gulf Coast,Prairie View,54,69
Fresno State,Seattle,84,85
Indiana-South Bend,Valparaiso,56,78
Purdue-Fort Wayne,Washington State,70,89
Kansas State,Boston University,80,70
La Verne,UC-Riverside,71,87
Lafayette,Saint Francis (PA),88,77
Lamar,Middle Tennessee,66,74
Lees-McRae,Wofford,39,81
Long Beach State,Notre Dame,62,82
Miami (FL),Tulane,74,54
Ole Miss,Indiana,89,71
Montana,Denver,49,56
UNC Wilmington,Penn State,80,69
Northwestern State,Texas Tech,75,94
Old Dominion,Liberty,73,41
Paul Quinn,Grambling,61,75
Rice,Arizona,49,66
Richmond,William & Mary,71,78
Rider,Virginia,46,79
Santa Clara,San Diego State,53,86
South Carolina,La Salle,78,68
South Florida,Davidson,65,58
Southeastern Louisiana,Mississippi State,67,82
Southern-New Orleans,New Orleans,65,74
Southwestern (TX),Southern Utah,51,111
Spring Hill,South Alabama,53,82
Tennessee Tech,Lipscomb,92,89
Texas College,Centenary (LA),76,95
Texas-Rio Grande Valley,Texas A&M-Corpus Christi,55,77
Washington Adventist,Coppin State,61,72
Toledo,Michigan State,62,75
Villanova,Dayton,71,65
Syracuse,UNC,87,71
Purdue,South Dakota State,74,63
Tennessee,East Carolina,105,66
Ohio State,California,76,70
San Jose State,Washington,70,80
Houston Baptist,Michigan,55,77
Georgia Tech,George Mason,70,62
Clemson,UNC Greensboro,89,67
New Hampshire,Maryland,55,82
Alcorn State,Albany (NY),55,71
Appalachian State,Arkansas,72,81
Atlanta Christian,Winston-Salem,57,94
Binghamton,St. Bonaventure,40,66
Boston University,Indiana,71,67
Bowling Green State,Iowa,46,68
BYU,Hawaii,83,65
Brown,St. John's (NY),76,79
Bryant,Harvard,51,77
Cal State Bakersfield,UCLA,64,75
Cal State San Bernardino,Pepperdine,70,72
UCF,Auburn,84,74
Citadel,Eastern Michigan,63,56
Colorado State,Indiana State,60,65
Davis & Elkins,North Carolina A&T,53,67
DePaul,Northern Iowa,60,52
Detroit,Robert Morris,71,59
Dickinson State (ND),Air Force,77,95
Drake,Georgia State,65,58
Drexel,Rutgers,56,58
Fairleigh Dickinson-Florham,Elon,68,102
Farmingdale State,Hofstra,48,87
Harris-Stowe,UT-Martin,67,79
Purdue-Fort Wayne,Gonzaga,55,90
IUPUI,Austin Peay,77,63
La Salle,Davidson,84,70
Longwood,Columbia,61,72
Louisiana Tech,Miami (OH),74,62
Loyola (IL),Holy Cross,76,73
Maryland-Eastern Shore,Missouri State,53,70
Mayville State,South Dakota,67,99
Miami (FL),UNC Wilmington,67,60
Ole Miss,Kansas State,86,74
Murray State,James Madison,71,43
Niagara,Howard,82,77
Nicholls State,New Mexico,59,83
North Carolina Central,Florida International,73,83
NC State,Akron,66,45
Northern Colorado,Texas Southern,66,62
Providence,Alabama,75,84
St. Joseph's,Boston College,84,80
Samford,Texas A&M,49,68
San Francisco,Arizona State,65,104
Seton Hall,Cornell,89,79
South Carolina,South Florida,69,66
Tennessee State,Northern Illinois,57,85
Tennessee Tech,Memphis,59,92
Troy,Florida,58,80
Tulane,Penn State,63,60
Vanderbilt,Saint Mary's,72,70
Rider,Kentucky,63,92
Radford,Duke,67,104
Butler,Evansville,64,60
Oklahoma,VCU,69,82
Georgetown,Savannah State,63,44
ETSU,Louisville,56,69
Presbyterian,Illinois,48,94
Akron,Drake,63,59
Alabama State,Belmont,42,78
Arkansas-Fort Smith,UMass,68,94
Arkansas State,UTEP,56,82
Army,Princeton,56,52
Auburn,IUPUI,80,65
Bethune-Cookman,Mississippi State,51,67
Boise State,Wyoming,61,87
Boston College,South Dakota State,75,58
Buffalo,Towson,78,69
Cal Poly,Portland State,83,92
Campbell,UNC Asheville,85,66
Canisius,St. Francis (NY),79,69
Central Michigan,Fairleigh Dickinson,53,62
Citadel,Missouri State,55,72
Colorado Christian,Idaho State,60,77
Dartmouth,Furman,60,83
Delaware,Penn,97,94
Detroit,Albany (NY),66,54
Eastern Michigan,Maryland-Eastern Shore,76,51
Eastern Washington,Texas-Arlington,72,68
Eureka,Eastern Illinois,64,93
Florida A&M,Stanford,69,99
Florida Atlantic,American,81,69
Florida Gulf Coast,SMU,62,79
Florida State,Mercer,89,50
Fordham,Hartford,62,70
Georgia,Alabama-Birmingham,56,72
Georgia Southern,Jacksonville State,67,89
Georgia State,Howard,57,33
Grambling,Marquette,41,87
Hampden-Sydney,High Point,74,100
Hillsdale,Milwaukee,54,62
Houston,Nevada,99,112
Idaho,North Dakota State,81,69
Jackson State,Stephen F. Austin,61,62
Lafayette,NJIT,69,52
Lamar,Texas Tech,54,77
Long Beach State,Green Bay,81,69
Louisiana College,McNeese State,36,73
Louisiana-Monroe,Morehead State,74,73
Louisiana Tech,New Mexico,52,81
Loyola Marymount,USC,67,59
Loyola (MD),Mount St. Mary's,44,63
Marshall,Old Dominion,62,70
Martin Methodist,Alabama A&M,55,76
UMBC,George Washington,51,94
Methodist,Gardner-Webb,58,83
Miami (OH),Nicholls State,69,58
UMKC,North Dakota,70,63
Navy,LIU-Brooklyn,72,83
Niagara,UCF,63,46
Norfolk State,Iona,68,80
NC State,Austin Peay,66,59
North Florida,Illinois State,55,71
North Texas,Oklahoma State,68,82
Northern Colorado,Air Force,70,46
Northern Iowa,East Carolina,74,68
Oral Roberts,Virginia,55,76
Oregon,Portland,81,88
Panhandle State,New Mexico State,73,83
Quinnipiac,Yale,71,64
Robert Morris,Alcorn State,107,76
Rochester (MI),Oakland,63,97
Sacramento State,Oregon State,65,63
Sacred Heart,Xavier,65,105
Saint Francis (PA),Bucknell,58,70
Saint Xavier (IL),Chicago State,66,82
Sam Houston State,Cleveland State,65,80
Siena,Temple,69,73
South Alabama,Tulsa,62,84
USC Upstate,Winthrop,46,49
Southern,Utah,48,88
Southern Illinois,UNLV,69,78
SIU-Edwardsville,Ball State,47,57
Southern Miss,Montana State,66,62
St. Edward's,Texas A&M-Corpus Christi,66,75
Stetson,Charleston Southern,64,80
Stony Brook,Wagner,72,48
TCU,Nebraska,77,90
Texas Southern,Dickinson State (ND),77,65
Texas State,New Orleans,55,67
Utah State,Northeastern,61,64
Voorhees,Coastal Carolina,56,99
Wayland Baptist,Southern Utah,61,79
Western Illinois,Central Arkansas,56,46
William & Mary,Manhattan,75,70
Youngstown State,St. Peter's,68,56
Valparaiso,Michigan State,60,90
Villanova,Ole Miss,79,67
Purdue,St. Joseph's,85,60
Tennessee,DePaul,57,53
Kansas State,Dayton,83,75
Morgan State,Louisville,81,90
Georgia Tech,Boston University,85,67
Akron,Howard,69,52
Little Rock,Creighton,65,80
Austin Peay,Niagara,69,67
UCF,Drake,59,50
Chattanooga,Richmond,49,75
Citadel,Maryland-Eastern Shore,88,62
Detroit,Alcorn State,79,59
Eastern Michigan,Missouri State,61,75
George Mason,Indiana,69,66
Hardin-Simmons,Baylor,45,106
Holy Cross,Rhode Island,75,92
IUPUI,Georgia State,67,56
James Madison,Florida International,81,68
Kennesaw State,Saint Louis,66,76
La Salle,Tulane,61,59
Liberty,Notre Dame,72,91
Louisiana Tech,Nicholls State,77,45
Maine,Brown,62,75
Miami (FL),South Carolina,85,70
Miami (OH),New Mexico,60,85
Mississippi Valley State,Iowa State,55,96
Murray State,North Carolina Central,84,61
NC State,Auburn,60,58
Penn State,Davidson,59,57
Robert Morris,Albany (NY),66,71
Rochester (MI),Kent State,44,63
San Jose State,UC-Riverside,66,70
Santa Clara,Pacific,57,84
South Florida,UNC Wilmington,74,66
Southeast Missouri State,Northern Illinois,70,64
Tennessee State,Northwestern,62,69
Texas-Rio Grande Valley,Missouri,44,100
Vermont,Rutgers,77,71
Weber State,Seattle,87,91
Wofford,Bradley,54,56
Texas,Iowa,85,60
Purdue,Tennessee,73,72
Gardner-Webb,UNC,72,93
Appalachian State,Louisville,53,80
Winthrop,Clemson,66,102
Maryland,Chaminade,79,51
Cincinnati,Vanderbilt,67,58
Arkansas-Monticello,Western Carolina,44,70
Cal Poly,Saint Mary's,67,92
Cal State Northridge,Western Kentucky,67,68
Charlotte,Yale,88,74
Coastal Carolina,Indiana State,77,62
Colgate,TCU,63,76
DePaul,St. Joseph's,58,51
Duquesne,Binghamton,70,52
East Carolina,South Dakota State,82,73
Elon,Hofstra,46,70
Fairfield,American,72,56
Fairleigh Dickinson,Eastern Kentucky,39,68
Florida Atlantic,Manhattan,66,73
Gonzaga,Colorado,76,72
Harvard,Army,53,56
Huston-Tillotson,SMU,65,69
Illinois State,UIC,69,65
James Madison,North Carolina Central,79,66
Lamar,Ohio,46,71
McNeese State,Samford,52,68
Middle Tennessee,North Carolina A&T,56,65
Milwaukee,Texas State,96,77
Monmouth,Lehigh,74,86
Montana,Oregon,68,55
Murray State,Florida International,84,71
Northern Iowa,Boston College,81,69
Oakland,Tennessee Tech,77,56
Pepperdine,UCLA,52,71
Pitt,Wichita State,68,55
San Diego State,Fresno State,62,58
San Francisco,UCSB,65,76
Southern Wesleyan,South Carolina State,69,75
Stillman,Alabama A&M,77,75
UTSA,UC-Irvine,66,56
Trinity (FL),Charleston Southern,50,99
VCU,Hampton,63,52
Virginia Tech,Campbell,71,60
Western Michigan,Loyola (IL),58,60
Wisconsin,Arizona,65,61
Texas,Pitt,78,62
Kentucky,Cleveland State,73,49
Citadel,West Virginia,50,69
Cornell,Syracuse,73,88
Lipscomb,Ohio State,64,84
Wofford,Illinois,64,78
Cincinnati,Maryland,69,57
Kennesaw State,Notre Dame,62,80
Vanderbilt,Chaminade,68,41
Arizona,Colorado,91,87
Ball State,Temple,46,66
Binghamton,Western Carolina,44,73
Boise State,Eastern Washington,82,69
Bucknell,Columbia,59,73
Cal State Northridge,Coastal Carolina,76,69
UC-Irvine,Eastern Kentucky,57,67
Canisius,Buffalo,73,71
Central Arkansas,Memphis,49,81
Central Michigan,Wright State,53,69
Charlotte,Hofstra,80,72
Chattanooga,Missouri,56,99
Columbus State,Alabama State,58,64
Coppin State,UMBC,77,66
Delaware,Siena,56,90
Drexel,Penn,58,49
Duquesne,Arkansas-Monticello,75,72
Eastern Illinois,Chicago State,82,68
Eastern Michigan,Southeast Missouri State,86,76
Florida State,Florida,52,68
Furman,Rice,65,77
Geneva,Youngstown State,47,88
Gonzaga,Wisconsin,74,61
Grambling,Louisiana-Monroe,66,76
Hartford,Lafayette,82,86
Houston Baptist,Northwestern State,61,92
Idaho State,Utah State,44,77
Indiana State,Western Kentucky,64,63
Jackson State,North Texas,58,68
Jacksonville,California,47,79
Jacksonville State,Southeastern Louisiana,73,77
Liberty,Northwestern,53,69
Longwood,Richmond,52,65
Loyola Marymount,Tulsa,65,79
Loyola (MD),Dartmouth,58,41
Mary Washington,Delaware State,43,59
Mayville State,Colorado State,42,79
Milwaukee,Colgate,69,60
Mississippi Valley State,Saint Louis,39,75
UMKC,Nebraska,48,70
Mobile,Louisiana,68,64
Morgan State,Arkansas,97,94
New Mexico State,Cal State Fullerton,73,84
UNC Asheville,Georgia,58,79
UNC Greensboro,USC Upstate,76,70
North Dakota State,UC-Davis,63,62
Prairie View,Oklahoma State,58,80
Presbyterian,Bradley,58,71
Princeton,George Washington,50,65
Quinnipiac,Maine,59,46
Rider,Florida A&M,88,73
Sacramento State,Idaho,61,75
St. Peter's,LIU-Brooklyn,71,77
Sam Houston State,Oral Roberts,71,65
Seattle,Utah,77,74
South Dakota,Marquette,68,93
Southern,BYU,51,107
St. Francis (NY),UMass,65,83
Stanford,Virginia,57,52
Stony Brook,Rhode Island,58,75
Tennessee State,Iowa State,53,84
Texas-Rio Grande Valley,Mississippi State,50,75
Texas-Permian Basin,Texas-Arlington,47,70
UTSA,Fairleigh Dickinson,75,61
Texas State,TCU,99,108
Texas Tech,Stephen F. Austin,63,61
Towson,Navy,70,87
Troy,Alabama-Birmingham,59,77
Vermont,Providence,64,106
VMI,UNC Wilmington,95,115
Wagner,NJIT,51,56
Waldorf,North Dakota,55,79
Western Illinois,Savannah State,48,52
Western State,Weber State,62,89
Wichita State,Iowa,74,57
William Carey,Southern Miss,57,74
Winston-Salem,Wake Forest,52,76
Yale,Elon,69,65
Oakland,Kansas,59,89
Kentucky,Stanford,73,65
Duke,Arizona State,64,53
UConn,LSU,81,55
Wisconsin,Maryland,78,69
Vanderbilt,Arizona,84,72
San Diego,Oklahoma,76,64
Alcorn State,South Alabama,67,83
Little Rock,Louisiana Tech,66,86
Binghamton,Arkansas-Monticello,66,56
Brown,Bryant,70,68
Cal State Maritime,Saint Mary's,59,100
UC-Irvine,Fairleigh Dickinson,75,54
College of Charleston,ETSU,71,77
Colorado,Chaminade,73,58
Duquesne,Western Carolina,77,83
Fairfield,Howard,81,60
Florida Gulf Coast,Miami (FL),58,77
Fredonia State,Davidson,37,78
Georgia State,Utah Valley,59,52
Gonzaga,Cincinnati,61,59
Hampton,William & Mary,61,62
High Point,Auburn,54,75
Holy Cross,UNLV,59,80
Indiana-East,IUPUI,67,98
Jarvis Christian,Texas Southern,47,101
Kent State,South Florida,54,76
