Home,Away,Home_Score,Away_Score
Puerto Rico-Mayaguez,UCF,58,92
Purdue,Valparaiso,73,69
Quinnipiac,Holy Cross,57,85
Radford,Butler,56,73
Saint Joseph's (IN),Eastern Illinois,58,98
Saint Mary's,UC-Irvine,64,71
St. Peter's,Florida International,59,70
Sam Houston State,Drake,65,74
San Jose State,Northwestern,51,59
Savannah State,SMU,54,74
Seton Hall,San Francisco,87,79
Siena,Providence,54,79
St. Francis (IL),Utah,55,74
Sul Ross State,Texas A&M-Corpus Christi,59,93
Tennessee Tech,Tennessee,63,72
Trevecca Nazarene,Tennessee State,77,88
Troy,Kansas State,60,64
Vermont,Brown,58,82
Wake Forest,Arkansas,76,71
Weber State,Illinois State,70,74
Western Michigan,Oregon,48,91
Wichita State,Delaware,47,62
William & Mary,Texas Tech,55,75
American,Maryland,53,83
Louisiana Tech,Iowa,67,75
Stanford,New Mexico,81,66
Austin Peay,Oklahoma State,58,81
Arizona,Texas,88,74
Akron,Iona,67,64
Alabama State,Western Michigan,43,63
Arkansas-Pine Bluff,Colorado,81,98
Bowling Green State,Washington,74,81
Briar Cliff,Arkansas State,57,97
BYU,San Diego,70,59
Brown,Central Connecticut,60,66
Bryan,Middle Tennessee,59,115
Bucknell,Vermont,60,77
Cal State Fullerton,Pepperdine,58,75
UC-Riverside,Portland,67,75
Campbell,LSU,59,83
Coast Guard,Army,61,72
Coastal Carolina,Xavier,41,72
Colgate,LIU-Brooklyn,99,87
Columbia,Marist,59,69
Concordia-St. Paul,Milwaukee,63,77
Coppin State,Towson,51,53
Delaware,Butler,59,76
Drexel,Northeastern,87,76
East Texas Baptist,Centenary (LA),67,87
Eastern Michigan,Alabama-Birmingham,66,79
Florida Atlantic,Hofstra,65,67
George Mason,Niagara,86,71
Hardin-Simmons,Baylor,48,107
Idaho State,Loyola Marymount,56,67
Jackson State,Southern Miss,58,83
Lafayette,Albany (NY),80,72
Long Beach State,Oregon,67,97
Louisiana-Monroe,Samford,53,62
Loyola (IL),Marquette,70,80
Maine,St. Peter's,70,79
UMBC,Loyola (MD),76,66
McNeese State,Louisiana,69,76
Menlo,Sacramento State,65,81
Mercer,Minnesota,59,80
Miami (OH),UNC Wilmington,42,50
Ole Miss,Alaska-Fairbanks,75,58
UMKC,Green Bay,48,47
Montana Tech,Colorado State,50,80
Morris Brown,Clemson,57,70
Mount St. Mary's,Virginia Tech,59,82
Nevada,Cal State Northridge,85,75
New Mexico State,Texas-Arlington,88,71
Nicholls State,Mississippi State,59,95
Northern Colorado,Oregon State,59,64
Pacific,Santa Clara,85,83
Portland State,Boise State,60,53
Radford,Wichita State,81,82
Rider,Monmouth,45,50
Rollins,New Orleans,56,71
San Diego State,Texas Tech,71,81
Schreiner,Texas State,71,108
Stephen F. Austin,Arizona State,61,92
Stony Brook,St. John's (NY),55,72
Sul Ross State,Texas-Rio Grande Valley,60,99
Tennessee Wesleyan,Chattanooga,59,89
UTSA,Florida International,71,65
Toccoa Falls,Wofford,42,94
Tuskegee,Alabama A&M,59,75
Utah State,Montana State,66,51
Valdosta State,Georgia State,71,82
Webber,Stetson,57,87
West Florida,Murray State,61,100
Westmont,UCSB,42,51
Wiley,Grambling,54,81
William & Mary,Northern Iowa,55,76
Wilmington (OH),Eastern Kentucky,56,91
Wisconsin,UNLV,69,74
Wright State,Saint Francis (PA),83,67
Youngstown State,Evansville,64,87
ETSU,Virginia,62,85
Northwestern State,Memphis,69,97
Boston University,Boston College,65,82
Binghamton,Syracuse,56,103
Indiana,Charlotte,65,61
Cardinal Stritch,Western Illinois,52,106
Chicago State,Marquette,49,102
Delaware,Bowling Green State,70,73
Denver,Air Force,44,52
Drake,Hawaii,63,74
Eastern Michigan,Miami (FL),56,93
Elon,Wake Forest,67,87
Indiana State,UIC,54,70
Jacksonville State,Auburn,53,75
Maryland-Eastern Shore,Duquesne,52,76
Montana,Gonzaga,63,83
Morris Brown,La Salle,49,63
Navy,SMU,64,81
Norfolk State,Sam Houston State,71,90
North Carolina A&T,Creighton,51,72
Northern Arizona,Pitt,47,58
Oral Roberts,Arkansas,57,71
Radford,Alaska-Fairbanks,89,50
South Alabama,Louisville,38,92
Toledo,Dayton,50,69
Tri-State (IN),Central Michigan,53,75
Washington,Butler,64,67
Wichita State,Ole Miss,68,80
Winthrop,Ohio State,54,78
Yale,Penn State,87,74
Seton Hall,Duke,79,80
Eastern Illinois,Illinois,53,93
Houston,UCLA,60,71
Kansas,Ball State,91,93
Georgetown,Georgia,59,73
Providence,Oklahoma State,65,83
Alabama-Birmingham,Miami (FL),79,81
Alcorn State,New Mexico State,72,82
Anderson (SC),Charleston Southern,55,62
Arkansas-Monticello,TCU,57,100
Arkansas-Pine Bluff,Wyoming,74,94
Arkansas Tech,Little Rock,46,83
Austin Peay,Siena,44,62
Buffalo,Niagara,62,63
UCF,Hampton,72,73
Colorado Springs,Murray State,44,109
Concordia (OR),Weber State,77,103
Coppin State,Loyola (MD),76,68
Cornell,Notre Dame,48,78
East Carolina,Appalachian State,87,93
Flagler,Citadel,62,69
Florida A&M,Mississippi State,55,92
Fordham,South Florida,84,104
Gardner-Webb,Georgia Southern,77,88
George Mason,Miami (OH),65,70
George Washington,Texas A&M,63,87
Grambling,Tulsa,61,104
Hartford,Iowa State,54,83
La Salle,Clemson,69,81
Lipscomb,UT-Martin,79,86
Louisiana,Bradley,41,63
Loyola (LA),McNeese State,46,88
Mercyhurst,Kent State,68,90
New Orleans,Jacksonville,58,73
UNC Greensboro,UNC Asheville,75,49
Northwest Iowa,Eastern Washington,71,103
Northwestern State,UTEP,60,66
Penn,Georgia Tech,79,74
Regis,Colorado,56,77
San Francisco,Cal State Fullerton,70,43
Shawnee State,Morehead State,78,103
Shenandoah,Liberty,71,88
South Carolina,Chaminade,74,61
Southern,LSU,69,97
Southern Illinois,Saint Louis,69,64
Stetson,College of Charleston,58,74
Stony Brook,Sacred Heart,71,76
Tennessee Wesleyan,Western Carolina,58,66
Texas Southern,New Mexico,51,97
Texas State,Texas-Rio Grande Valley,67,73
Towson,UMBC,54,73
Valparaiso,Belmont,72,74
Vanderbilt,UConn,71,84
South Carolina,Duke,56,81
UCLA,Ball State,73,91
Houston,Kansas,78,95
Alabama,Missouri,68,75
Memphis,Iowa,71,75
Southern Utah,Stanford,63,81
Siena,Oklahoma State,64,82
Evansville,Western Kentucky,64,90
Alabama-Birmingham,La Salle,58,63
Albany (NY),Ohio State,62,87
American,Saint Francis (PA),55,52
Arkansas-Monticello,Northwestern State,86,107
Asbury,Furman,41,82
Austin Peay,Providence,84,93
Boise State,Utah,49,64
Brown,Northeastern,90,88
Bucknell,Rider,62,75
Cal State Monterey Bay,Pacific,65,86
UC-San Diego,San Diego,62,89
Centenary (LA),Tulane,76,92
Clemson,Miami (FL),65,67
Colorado State,Washington State,79,75
Davidson,UNC,58,54
Delaware State,Maine,60,52
Dominican (CA),Cal State Northridge,47,101
ETSU,VCU,71,79
Fairfield,Michigan,59,88
Florida Tech,Florida International,68,85
Green Bay,Kansas State,55,68
Harding,Louisiana Tech,86,102
Harvard,Holy Cross,57,65
Haverford,Columbia,37,52
Huston-Tillotson,Prairie View,77,76
Iona,Bethune-Cookman,74,81
James Madison,NC State,58,75
Lamar,Rice,62,91
Lynchburg,Elon,51,93
Montana,Northern Iowa,67,87
Morris Brown,Eastern Michigan,55,67
Nicholls State,UNLV,54,97
North Carolina A&T,Nebraska,57,69
North Carolina-Pembroke,Campbell,77,93
Pepperdine,UC-Irvine,93,96
Portland State,Arizona State,79,69
Quinnipiac,Army,66,74
Rhode Island,Virginia Tech,63,86
Robert Morris,Pitt,62,86
Santa Clara,California,60,67
Savannah State,Florida State,41,93
Seton Hall,Chaminade,74,62
Slippery Rock,Youngstown State,67,99
South Carolina State,Tennessee Tech,65,79
St. Bonaventure,Cleveland State,79,64
St. Mary's (MD),Florida Atlantic,73,107
St. Mary's (MI),Oakland,73,94
UTEP,TCU,73,95
Texas Tech,SMU,78,75
Tougaloo,Louisiana-Monroe,62,100
Vermont,Dartmouth,73,54
Wagner,Lehigh,80,73
Western Illinois,Eastern Kentucky,71,62
William & Mary,High Point,57,63
Wright State,Cincinnati,54,83
Ball State,Duke,71,83
South Carolina,UCLA,77,89
Seton Hall,Kansas,62,80
Iowa,Missouri,77,78
Howard,Virginia,66,115
Memphis,Alabama,70,81
Michigan State,Syracuse,58,69
TCU,Oklahoma State,77,95
Coastal Carolina,Georgetown,51,76
New Hampshire,Boston College,77,80
Indiana,Alaska-Anchorage,101,66
Fresno State,Wake Forest,61,62
Little Rock,Mississippi State,81,93
Arkansas-Monticello,Austin Peay,40,74
Arkansas-Pine Bluff,Arkansas State,66,109
Buffalo,Chicago State,100,92
Central Michigan,Dayton,65,81
Georgia Southern,Georgia,73,94
Grambling,Villanova,68,82
Houston,Chaminade,76,73
Idaho State,Portland,96,90
Purdue-Fort Wayne,Toledo,60,69
IUPUI,Middle Tennessee,72,76
Jacksonville State,Birmingham-Southern,63,52
Lafayette,Penn State,66,75
Lipscomb,Morris Brown,70,71
Milwaukee,Western Michigan,80,81
Nevada,Saint Mary's,66,61
Norfolk State,San Diego State,71,78
UNC Asheville,Minnesota,65,92
Northern Arizona,Colgate,78,77
Radford,Purdue,84,91
Sacramento State,San Jose State,60,62
Saint Joseph's (IN),UIC,53,96
St. Peter's,St. Francis (NY),83,90
Siena,Northwestern State,91,99
South Alabama,Marist,70,80
Stephen F. Austin,Jackson State,59,68
Tennessee,Marquette,74,85
Texas-Arlington,Baylor,64,88
Texas College,Texas-Rio Grande Valley,79,97
UTEP,Providence,60,69
Valparaiso,Indiana State,71,54
Penn,Illinois,71,78
Eastern Illinois,Georgia Tech,65,70
Hartford,Saint Louis,52,85
Iowa State,Southern Illinois,57,66
Oregon State,Texas,68,78
Rice,Colorado,80,108
St. John's (NY),Gonzaga,58,65
Georgia Tech,Illinois,66,105
Michigan State,Fresno State,58,63
Wake Forest,Syracuse,67,74
Indiana,Marquette,49,50
Akron,Monmouth,61,64
Binghamton,George Washington,52,69
UC-Irvine,Illinois State,52,58
Citadel,NC State,53,63
Concordia (CA),Montana,48,72
Drake,Oral Roberts,73,68
Eastern Illinois,Penn,60,77
Elon,Florida State,59,89
Hampton,Vanderbilt,85,100
Hartford,Southern Illinois,46,78
Holy Cross,Manhattan,62,75
Kent State,Hofstra,64,67
Liberty,Chattanooga,57,82
LSU,Weber State,74,75
Mercer,Hawaii,72,89
Michigan,Western Michigan,73,79
Notre Dame,Hawaii Pacific,98,58
Oakland,Pitt,53,70
Oglethorpe,Davidson,45,114
Oregon State,St. John's (NY),63,66
Pacific,New Mexico,66,85
Saint Louis,Iowa State,72,77
South Carolina State,Colorado State,48,66
South Florida,Robert Morris,82,55
Southern Miss,West Virginia,59,66
Stony Brook,Yale,62,82
Tennessee,Alaska-Anchorage,74,54
Texas,Gonzaga,64,67
Troy,Marshall,77,72
Utah State,Utah,78,65
Wisconsin,Hawaii-Hilo,78,62
Southern Illinois,Illinois,72,75
Xavier,Missouri,60,72
Delaware State,Maryland,53,77
Morehead State,Kentucky,75,94
Southeastern Louisiana,Memphis,46,65
Stanford,Purdue,78,62
North Texas,Oklahoma State,58,77
Towson,Georgetown,40,91
Penn State,Boston College,65,88
Texas,Indiana,71,77
Murray State,Western Kentucky,77,101
Air Force,Navy,53,71
Akron,Hampton,59,67
Alabama A&M,Detroit,75,98
Albany (NY),Quinnipiac,65,79
Arizona State,BYU,70,82
Arkansas-Pine Bluff,Little Rock,52,76
Auburn,Rutgers,56,57
Barton,Appalachian State,61,107
Belmont,Jacksonville,37,58
Bluefield College (VA),Tennessee Tech,49,87
Bradley,Western Illinois,84,69
Bucknell,Saint Francis (PA),44,59
UCSB,San Francisco,69,49
Canisius,Buffalo,56,58
UCF,East Carolina,82,72
Charlotte,Long Beach State,100,81
Chattanooga,Notre Dame,84,97
Chicago State,Northwestern,42,80
Cleveland State,Vermont,72,69
Colorado State,Hawaii,61,59
Columbia,Providence,54,68
Dartmouth,New Hampshire,72,70
Dayton,Villanova,57,59
Defiance,Bowling Green State,80,107
Drexel,Rider,55,68
Eastern Kentucky,Wyoming,78,98
Eastern Washington,Minnesota,68,86
Evansville,Tennessee State,78,101
Fairleigh Dickinson,American,48,55
Florida A&M,Bethune-Cookman,98,77
Francis Marion,College of Charleston,45,81
Gardner-Webb,James Madison,67,85
Georgia Southern,Wichita State,77,97
Georgia State,Central Michigan,52,76
Georgia Tech,Saint Louis,54,67
Gonzaga,Marquette,63,72
Hartford,Eastern Illinois,57,73
Harvard,Lehigh,64,62
Hofstra,South Florida,60,79
Howard,St. Francis (NY),72,85
Idaho,Boise State,59,68
Illinois State,Pitt,46,65
Iona,Rhode Island,61,66
Iowa State,Penn,77,84
Purdue-Fort Wayne,Wright State,62,75
Kent State,Robert Morris,83,55
La Salle,Delaware,78,84
Lafayette,Miami (FL),69,79
Liberty,Hawaii Pacific,46,81
LSU,Hawaii-Hilo,64,62
Louisville,Oregon,63,90
Loyola Marymount,Cal State Fullerton,70,84
Marist,UMass,59,66
Maritime College,Army,44,87
Maryland-Eastern Shore,UMKC,55,58
Milwaukee,Valparaiso,69,82
Ole Miss,Kansas State,67,65
Mississippi State,Louisiana,79,71
Mobile,Alabama State,65,61
Morgan State,Coppin State,66,68
Morris Brown,Tulsa,41,88
Nevada,Arkansas State,61,91
UNLV,Cincinnati,61,74
New Orleans,Nicholls State,80,66
Niagara,St. Bonaventure,75,90
Norfolk State,Tulane,67,89
UNC Asheville,Campbell,72,77
UNC Greensboro,Middle Tennessee,58,74
UNC Wilmington,High Point,74,66
Northern Arizona,Northeastern,70,67
Northern Illinois,Loyola (IL),63,75
Oakland,UC-Irvine,61,68
Olivet Nazarene,IUPUI,71,96
Oregon State,Alaska-Anchorage,72,63
Prairie View,Washington State,55,103
Princeton,Florida International,44,49
Richmond,Alabama-Birmingham,60,59
Sacred Heart,Baylor,55,81
Saint Mary's,Cal Poly,50,70
Sam Houston State,Texas Tech,69,65
San Diego,Portland State,74,59
San Diego State,New Mexico State,79,94
Santa Clara,Washington,49,69
Siena,Fordham,69,78
South Carolina State,Mercer,61,72
Southeast Missouri State,Missouri State,63,73
Southern Miss,Pacific,50,65
Southern Utah,Idaho State,71,73
Stetson,Birmingham-Southern,82,69
Stony Brook,Binghamton,51,53
Tennessee,St. John's (NY),55,69
Texas A&M,Lamar,77,74
Texas Lutheran,Stephen F. Austin,52,71
Texas Southern,Texas-Rio Grande Valley,63,96
Toledo,George Mason,64,67
Tougaloo,Alcorn State,70,82
Valdosta State,South Alabama,56,64
Vanderbilt,Monmouth,67,81
Virginia Tech,Old Dominion,46,55
Wagner,Brown,100,103
West Virginia,New Mexico,88,85
Western Carolina,Coastal Carolina,73,79
William & Mary,Charleston Southern,71,60
Winthrop,Nebraska,65,73
Wisconsin,Weber State,69,73
Wofford,Clemson,82,85
Yale,George Washington,102,116
Portland,Duke,62,104
Colorado,St. Joseph's,75,81
UC-Irvine,Kent State,64,75
Chattanooga,Vanderbilt,57,69
Colorado State,Weber State,69,72
Hampton,Hawaii Pacific,83,76
Illinois State,Hofstra,80,82
Indiana State,Butler,49,69
Liberty,Akron,56,90
Louisiana-Monroe,TCU,94,90
Mercer,LSU,54,84
Monmouth,Notre Dame,48,85
Northern Iowa,Green Bay,83,79
Oakland,Robert Morris,77,53
Oral Roberts,Colgate,68,80
Pitt,South Florida,63,69
St. Peter's,Boston University,58,70
South Carolina State,Hawaii-Hilo,69,87
Texas State,Texas A&M-Corpus Christi,99,89
Troy,Maine,73,71
Wisconsin,Hawaii,57,60
Youngstown State,DePaul,69,107
Grambling,Georgetown,69,103
Utah,Alabama,61,76
UCSB,USC,62,73
Appalachian State,Charlotte,69,71
Arkansas State,Jackson State,90,79
Cal State Monterey Bay,Long Beach State,46,81
Cal State Northridge,Howard,65,99
Cornell,Bucknell,62,71
Delaware State,Old Dominion,61,72
ETSU,South Carolina,66,83
Florida A&M,Wofford,72,77
Florida Atlantic,Miami (FL),48,74
Furman,Campbell,78,75
Purdue-Fort Wayne,Florida International,80,82
Jamestown,Montana State,58,73
Louisiana,Bethune-Cookman,83,73
Loyola (MD),Fairleigh Dickinson,74,63
Manhattan,LIU-Brooklyn,111,84
Marian (IN),Austin Peay,42,75
Maryland-Eastern Shore,Eastern Michigan,65,61
Middle Tennessee,Belmont,59,65
New Hampshire,UConn,58,110
Norfolk State,New Orleans,54,61
UNC Wilmington,Radford,72,85
Ohio,Navy,80,74
Samford,Georgia,55,61
San Diego,Oregon State,56,65
Shepherd,Marshall,46,96
Texas A&M-Kingsville,Texas A&M,70,91
UTEP,Texas Tech,56,81
Toccoa Falls,Western Carolina,58,133
Vermont,Duquesne,77,82
West Alabama,Southern,54,45
William & Mary,Citadel,62,67
Wyoming,Denver,71,68
Iowa,Duke,62,80
Illinois,Maryland,63,76
Colgate,Syracuse,51,70
Western Kentucky,Creighton,91,94
Minnesota,Wake Forest,79,85
Adams State,Southern Utah,57,67
Albany (NY),Siena,48,60
Alcorn State,Southern Miss,60,66
Little Rock,Southeast Missouri State,83,74
Arkansas-Monticello,Louisiana Tech,66,83
Birmingham-Southern,Winthrop,53,67
Bradley,Alabama-Birmingham,50,82
Butler,Purdue,74,68
UC-Riverside,Arizona State,64,73
UC-San Diego,San Diego State,53,98
Charleston Southern,Georgia State,56,67
Chicago State,Green Bay,62,78
Drake,Western Illinois,74,80
East Carolina,Virginia Tech,62,90
Evansville,UIC,61,64
Holy Cross,Dartmouth,47,58
La Salle,Villanova,61,58
Lehigh,Columbia,47,53
LeTourneau,Centenary (LA),62,89
Loyola (IL),Tennessee Tech,76,87
Marietta,Eastern Kentucky,71,90
McNeese State,Auburn,74,78
Missouri State,UMKC,63,69
Morgan State,Western Michigan,63,83
UNC Greensboro,Elon,70,55
NC State,Ohio State,50,64
North Texas,Lipscomb,74,75
Northeastern,Harvard,61,68
Northwestern State,Hawaii,58,60
Oral Roberts,Binghamton,70,54
Oregon,UMass,58,62
Portland State,Cal Poly,79,100
Rhode Island,Fairfield,59,57
Rice,Stephen F. Austin,86,90
St. Peter's,Lafayette,66,69
San Jose State,Santa Clara,63,65
Savannah State,Iowa State,39,64
SMU,Baylor,90,92
Tennessee State,Kansas State,73,79
Texas Southern,Lamar,58,87
Tulane,VCU,76,72
Valparaiso,Northern Illinois,70,50
Warren Wilson,High Point,42,91
Florida,New Hampshire,108,56
Pittsburg State,Kansas,62,105
Pepperdine,UCLA,85,78
Kent State,Kentucky,68,82
St. Bonaventure,Boston College,82,96
Bethune-Cookman,Georgetown,61,91
St. Joseph's,Delaware,84,57
Christian Brothers,Memphis,54,86
Fresno State,Pacific,73,65
Alabama A&M,Mississippi State,45,70
Arkansas,Tulsa,79,75
Arkansas-Monticello,Marshall,63,93
Arkansas State,Mississippi Valley State,77,79
Army,Notre Dame,49,86
Boston University,George Washington,76,79
BYU,UCSB,58,68
Brown,Providence,67,60
UC-Irvine,Loyola Marymount,71,59
Central Michigan,Oklahoma,64,81
Clemson,Penn State,79,66
College of Charleston,American,76,70
Coppin State,George Mason,44,80
Dayton,Cincinnati,55,77
Drexel,Penn,80,89
ETSU,UNC Asheville,77,71
Emmanuel (GA),Western Carolina,61,94
Florida A&M,Alabama State,58,71
Florida State,Northwestern,50,57
Fordham,Iona,78,74
Idaho State,Utah State,59,64
Indiana,UNC,79,66
Indiana State,Eastern Illinois,50,52
Indiana Tech,IUPUI,82,109
Loyola (LA),Nicholls State,57,66
Methodist,Furman,65,87
Michigan,Bowling Green State,59,65
Morris Brown,Ole Miss,45,92
UNLV,Washington,64,77
New Mexico,California,62,71
Portland,Idaho,71,66
Prairie View,South Florida,63,86
Richmond,Radford,62,52
Rider,Princeton,57,69
Sacramento State,Saint Mary's,64,78
Sacred Heart,Yale,64,77
San Francisco,Nevada,59,84
South Carolina,Wofford,64,49
Southeastern Louisiana,South Alabama,43,71
Stony Brook,Rutgers,37,76
Texas-Arlington,Wichita State,89,102
UTSA,Nebraska,63,81
Texas State,TCU,88,91
Texas Tech,New Mexico State,81,80
Towson,LSU,46,83
VMI,Morehead State,87,98
Washington & Lee,William & Mary,55,70
Washington State,Montana,71,75
Wisconsin,Georgia Tech,61,62
Wyoming,Detroit,57,73
Xavier,Miami (OH),87,58
Jackson State,Missouri,68,106
Cornell,Syracuse,58,76
New Orleans,Oklahoma State,47,95
McNeese State,Alabama,61,90
Appalachian State,Tennessee,66,97
Arkansas-Pine Bluff,Gonzaga,42,92
Boise State,Eastern Washington,42,47
Buffalo,Rhode Island,55,57
Cal Poly,Vanderbilt,64,69
Cal State Fullerton,Baylor,56,92
Campbell,Belmont,78,90
Central Connecticut,Hartford,73,59
Charlotte,Temple,64,72
Chattanooga,Murray State,63,72
Colorado State,Gardner-Webb,54,56
Duquesne,Ohio,60,73
Grambling,Creighton,64,102
Howard,Miami (FL),71,87
UIC,Southern Illinois,68,76
Illinois State,Georgia Southern,76,87
Jacksonville,UCF,72,73
Jacksonville State,Troy,52,70
LIU-Brooklyn,Quinnipiac,64,94
Marist,Lafayette,86,80
UMBC,Saint Francis (PA),77,75
Monmouth,Seton Hall,51,72
Mount St. Mary's,Robert Morris,57,66
Navy,Citadel,47,83
North Carolina A&T,VCU,53,66
Northeastern,Virginia Tech,56,79
Rice,Houston,61,62
Samford,Mercer,69,60
St. Mary's (MI),UT-Martin,38,109
Stetson,Florida Atlantic,71,82
Tennessee State,Wright State,54,66
Texas A&M-Corpus Christi,Loyola (IL),66,86
Texas-Rio Grande Valley,Northern Iowa,66,74
Wagner,Fairleigh Dickinson,78,69
Winthrop,Niagara,58,63
Youngstown State,Valparaiso,50,80
Alabama State,Iowa,64,73
Elon,Ball State,65,106
Purdue-Fort Wayne,Michigan State,68,81
Texas Southern,Marquette,40,76
UC-Riverside,Fresno State,58,75
Akron,Oakland,64,71
Little Rock,Saint Louis,61,58
Binghamton,Austin Peay,51,54
Coastal Carolina,Clemson,54,83
Denver,Manhattan,57,81
Florida International,Auburn,55,67
La Salle,SMU,63,72
Lehigh,Dartmouth,67,72
Long Beach State,Texas A&M,56,71
Maine,Lamar,65,79
Milwaukee,Iowa State,62,71
Montana State,Air Force,65,70
Montana Western,Weber State,62,90
New Mexico Highlands,Northern Arizona,64,91
Niagara,Central Connecticut,55,60
Northern Illinois,Sam Houston State,73,80
Oklahoma,Arkansas,69,54
San Jose State,Omaha,59,65
Southern Utah,Oregon State,63,73
William & Mary,Purdue,58,75
Winthrop,Hartford,55,58
Texas A&M-Corpus Christi,Illinois,56,80
Grambling,Missouri,76,100
Kansas,Arizona,105,97
SMU,Iowa,69,86
Virginia Tech,Virginia,61,69
Stanford,Texas,75,83
Wichita State,Oklahoma State,59,61
Boston College,Michigan,83,74
Austin Peay,Ball State,60,81
Canisius,St. Joseph's,76,82
Eastern Kentucky,Memphis,74,111
Lamar,Michigan State,71,80
Sam Houston State,Marquette,58,77
Air Force,Fresno State,52,68
Alabama-Birmingham,Murray State,69,74
Alcorn State,New Mexico,55,87
Arkansas-Monticello,West Virginia,73,105
Arkansas-Pine Bluff,Washington State,75,91
Army,Yale,73,83
Athens State,Alabama A&M,63,77
Augustana (IL),Eastern Illinois,71,87
Baylor,Rice,60,75
Bethune-Cookman,Maryland-Eastern Shore,69,55
Binghamton,Elon,70,77
Birmingham-Southern,Butler,34,70
Boise State,Idaho,70,44
Boston University,Holy Cross,61,49
BYU,Utah State,81,90
Brown,High Point,81,69
Bucknell,Villanova,45,69
Cal Poly,Lipscomb,75,51
Cal State Fullerton,Wyoming,71,86
Cal State Northridge,San Diego State,70,80
California,South Florida,59,79
UC-Davis,UC-Irvine,69,74
UC-Riverside,Montana State,72,82
Campbell,Furman,53,83
UCF,Florida Atlantic,66,78
Chattanooga,Kent State,56,75
Citadel,Charleston Southern,66,70
Coastal Carolina,College of Charleston,47,64
Colgate,Cornell,68,55
Colorado,Georgia,73,81
Colorado State,South Carolina,58,66
Delaware State,South Carolina State,78,63
Drexel,James Madison,71,58
Duquesne,Cincinnati,41,74
Fordham,St. John's (NY),67,76
Gardner-Webb,Kansas State,57,75
George Mason,Ole Miss,71,70
Georgia Southern,UNLV,64,79
Georgia State,Belmont,59,68
