Year,Home,Away,Home_Score,Away_Score,Rank_Home,Team_Home,Conf_Home,Wins_Home,Losses_Home,AdjEM_Home,AdjO_Home,AdjO Rank_Home,AdjD_Home,AdjD Rank_Home,AdjT_Home,AdjT Rank_Home,Luck_Home,Luck Rank_Home,OppAdjEM_Home,OppAdjEM Rank_Home,OppO_Home,OppO Rank_Home,OppD_Home,OppD Rank_Home,NCSOS AdjEM_Home,NCSOS AdjEM Rank_Home,Rank_Away,Team_Away,Conf_Away,Wins_Away,Losses_Away,AdjEM_Away,AdjO_Away,AdjO Rank_Away,AdjD_Away,AdjD Rank_Away,AdjT_Away,AdjT Rank_Away,Luck_Away,Luck Rank_Away,OppAdjEM_Away,OppAdjEM Rank_Away,OppO_Away,OppO Rank_Away,OppD_Away,OppD Rank_Away,NCSOS AdjEM_Away,NCSOS AdjEM Rank_Away
2013,Wyoming,New Mexico,46,59,100,Wyoming,MWC,20,14,6.53,103.0,160,96.5,65,60.0,322,0.045,63,5.49,71,105.5,73,100.0,72,-1.81,216,23,New Mexico,MWC,29,6,19.02,109.9,53,90.9,16,63.7,214,0.073,27,7.98,25,106.4,31,98.4,25,4.42,51
2013,San Diego State,New Mexico,50,60,31,San Diego State,MWC,23,11,17.43,107.7,78,90.3,13,65.5,132,-0.049,294,7.65,29,106.6,24,98.9,45,1.92,106,23,New Mexico,MWC,29,6,19.02,109.9,53,90.9,16,63.7,214,0.073,27,7.98,25,106.4,31,98.4,25,4.42,51
2013,Syracuse,Seton Hall,75,63,9,Syracuse,BE,30,10,24.83,113.1,26,88.3,6,63.1,235,-0.004,188,9.46,11,106.8,20,97.4,9,-4.44,282,117,Seton Hall,BE,15,18,4.94,104.3,145,99.4,112,63.5,221,-0.026000000000000002,247,6.27,58,105.0,87,98.7,39,-6.82,320
2013,Syracuse,Pitt,62,59,9,Syracuse,BE,30,10,24.83,113.1,26,88.3,6,63.1,235,-0.004,188,9.46,11,106.8,20,97.4,9,-4.44,282,11,Pitt,BE,24,9,24.08,115.6,12,91.5,21,59.3,337,-0.057999999999999996,304,4.52,84,104.9,89,100.4,87,-9.69,340
2013,Wichita State,Pitt,73,55,17,Wichita State,MVC,30,9,20.31,111.8,35,91.5,20,63.8,208,-0.002,185,6.71,51,106.9,17,100.2,79,0.17,152,11,Pitt,BE,24,9,24.08,115.6,12,91.5,21,59.3,337,-0.057999999999999996,304,4.52,84,104.9,89,100.4,87,-9.69,340
2013,Syracuse,Georgetown,58,55,9,Syracuse,BE,30,10,24.83,113.1,26,88.3,6,63.1,235,-0.004,188,9.46,11,106.8,20,97.4,9,-4.44,282,16,Georgetown,BE,25,7,21.24,107.6,80,86.4,4,61.2,300,0.038,82,7.42,33,106.3,34,98.9,43,-6.15,312
2013,Syracuse,Louisville,61,78,9,Syracuse,BE,30,10,24.83,113.1,26,88.3,6,63.1,235,-0.004,188,9.46,11,106.8,20,97.4,9,-4.44,282,1,Louisville,BE,35,5,32.92,117.7,7,84.8,1,65.8,116,-0.016,230,10.23,7,107.4,11,97.2,6,2.15,100
2013,Villanova,Louisville,55,74,53,Villanova,BE,20,14,13.57,106.3,113,92.7,29,66.4,88,0.011000000000000001,150,9.41,12,106.5,27,97.1,4,0.3,143,1,Louisville,BE,35,5,32.92,117.7,7,84.8,1,65.8,116,-0.016,230,10.23,7,107.4,11,97.2,6,2.15,100
2013,Notre Dame,Louisville,57,69,36,Notre Dame,BE,25,10,16.65,114.6,17,97.9,86,60.3,320,0.046,62,6.53,54,105.1,82,98.6,34,-6.61,318,1,Louisville,BE,35,5,32.92,117.7,7,84.8,1,65.8,116,-0.016,230,10.23,7,107.4,11,97.2,6,2.15,100
2013,North Carolina A&T,Louisville,48,79,227,North Carolina A&T,MEAC,20,17,-5.3,93.2,311,98.5,96,65.5,134,0.037000000000000005,90,-6.98,318,97.2,329,104.2,229,-1.55,211,1,Louisville,BE,35,5,32.92,117.7,7,84.8,1,65.8,116,-0.016,230,10.23,7,107.4,11,97.2,6,2.15,100
