Year,Home,Away,Home_Score,Away_Score,Rank_Home,Team_Home,Conf_Home,Wins_Home,Losses_Home,AdjEM_Home,AdjO_Home,AdjO Rank_Home,AdjD_Home,AdjD Rank_Home,AdjT_Home,AdjT Rank_Home,Luck_Home,Luck Rank_Home,OppAdjEM_Home,OppAdjEM Rank_Home,OppO_Home,OppO Rank_Home,OppD_Home,OppD Rank_Home,NCSOS AdjEM_Home,NCSOS AdjEM Rank_Home,Rank_Away,Team_Away,Conf_Away,Wins_Away,Losses_Away,AdjEM_Away,AdjO_Away,AdjO Rank_Away,AdjD_Away,AdjD Rank_Away,AdjT_Away,AdjT Rank_Away,Luck_Away,Luck Rank_Away,OppAdjEM_Away,OppAdjEM Rank_Away,OppO_Away,OppO Rank_Away,OppD_Away,OppD Rank_Away,NCSOS AdjEM_Away,NCSOS AdjEM Rank_Away
2004,Duke,Alabama State,96,61,1,Duke,ACC,31,6,32.33,120.8,2,88.5,3,67.7,94,-0.027999999999999997,232,12.59,7,109.5,7,96.9,4,2.42,94,266,Alabama State,SWAC,16,15,-10.72,93.8,295,104.5,180,61.4,304,0.023,108,-12.06,320,94.6,320,106.7,292,0.53,148
2004,Duke,UConn,78,79,1,Duke,ACC,31,6,32.33,120.8,2,88.5,3,67.7,94,-0.027999999999999997,232,12.59,7,109.5,7,96.9,4,2.42,94,2,UConn,BE,33,6,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216
2004,Vermont,UConn,53,70,172,Vermont,AE,22,9,-1.37,101.0,199,102.4,154,63.9,239,0.113,4,-8.08,284,97.4,295,105.5,244,-2.5,229,2,UConn,BE,33,6,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216
2004,DePaul,UConn,55,72,58,DePaul,CUSA,22,10,11.36,113.0,33,101.6,132,63.2,267,0.091,17,5.83,62,106.4,64,100.6,71,-0.62,180,2,UConn,BE,33,6,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216
2004,Georgia Tech,UConn,73,82,8,Georgia Tech,ACC,28,10,24.69,113.5,28,88.8,4,69.1,49,0.008,148,13.74,3,110.8,2,97.1,5,0.97,138,2,UConn,BE,33,6,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216
2004,Vanderbilt,UConn,53,73,23,Vanderbilt,SEC,23,10,18.64,113.6,23,95.0,30,65.0,193,-0.002,176,7.87,28,108.0,23,100.1,45,-6.57,288,2,UConn,BE,33,6,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216
2004,St. Joseph's,Liberty,82,63,3,St. Joseph's,A10,30,2,27.66,118.9,5,91.2,12,66.1,148,0.06,42,6.99,40,107.1,38,100.1,43,8.86,10,181,Liberty,BSth,18,15,-2.5,98.3,248,100.8,116,67.5,101,0.0,171,-5.73,254,100.5,248,106.2,279,5.71,40
2004,St. Joseph's,Oklahoma State,62,64,3,St. Joseph's,A10,30,2,27.66,118.9,5,91.2,12,66.1,148,0.06,42,6.99,40,107.1,38,100.1,43,8.86,10,4,Oklahoma State,B12,31,4,27.37,118.5,6,91.1,11,64.8,203,0.028999999999999998,92,7.56,31,107.7,29,100.1,44,-5.55,274
2004,Pitt,Oklahoma State,51,63,5,Pitt,BE,31,5,25.91,114.1,20,88.2,2,59.7,314,-0.027999999999999997,235,5.97,56,106.4,63,100.5,65,-8.2,305,4,Oklahoma State,B12,31,4,27.37,118.5,6,91.1,11,64.8,203,0.028999999999999998,92,7.56,31,107.7,29,100.1,44,-5.55,274
2004,UTSA,Stanford,45,71,248,UTSA,Slnd,19,14,-7.69,98.0,253,105.7,201,68.7,61,0.10300000000000001,8,-7.71,276,99.1,267,106.8,295,-5.14,268,12,Stanford,P10,30,2,22.52,111.9,42,89.3,5,64.5,212,0.051,56,3.76,99,105.9,78,102.2,117,-1.79,209
