Year,Home,Away,Home_Score,Away_Score,Rank_Home,Team_Home,Conf_Home,Wins_Home,Losses_Home,AdjEM_Home,AdjO_Home,AdjO Rank_Home,AdjD_Home,AdjD Rank_Home,AdjT_Home,AdjT Rank_Home,Luck_Home,Luck Rank_Home,OppAdjEM_Home,OppAdjEM Rank_Home,OppO_Home,OppO Rank_Home,OppD_Home,OppD Rank_Home,NCSOS AdjEM_Home,NCSOS AdjEM Rank_Home,Rank_Away,Team_Away,Conf_Away,Wins_Away,Losses_Away,AdjEM_Away,AdjO_Away,AdjO Rank_Away,AdjD_Away,AdjD Rank_Away,AdjT_Away,AdjT Rank_Away,Luck_Away,Luck Rank_Away,OppAdjEM_Away,OppAdjEM Rank_Away,OppO_Away,OppO Rank_Away,OppD_Away,OppD Rank_Away,NCSOS AdjEM_Away,NCSOS AdjEM Rank_Away
2012,Syracuse,UNC Asheville,72,65,5,Syracuse,BE,34,3,26.04,117.7,7,91.7,16,64.4,202,0.06,37,7.98,27,107.0,29,99.0,19,-2.11,216,114,UNC Asheville,BSth,24,10,5.5,110.4,55,104.9,219,68.2,39,-0.001,173,-4.12,261,101.8,221,105.9,303,7.91,16
2012,Syracuse,Kansas State,75,59,5,Syracuse,BE,34,3,26.04,117.7,7,91.7,16,64.4,202,0.06,37,7.98,27,107.0,29,99.0,19,-2.11,216,23,Kansas State,B12,22,11,17.52,109.8,59,92.3,18,66.5,97,-0.024,231,7.98,28,107.0,28,99.1,21,-3.29,251
2012,Southern Miss,Kansas State,64,70,68,Southern Miss,CUSA,25,9,10.83,111.2,44,100.4,125,63.8,238,0.040999999999999995,68,4.41,69,104.7,90,100.3,51,2.32,90,23,Kansas State,B12,22,11,17.52,109.8,59,92.3,18,66.5,97,-0.024,231,7.98,28,107.0,28,99.1,21,-3.29,251
2012,Syracuse,Ohio State,70,77,5,Syracuse,BE,34,3,26.04,117.7,7,91.7,16,64.4,202,0.06,37,7.98,27,107.0,29,99.0,19,-2.11,216,2,Ohio State,B10,31,8,30.07,118.1,6,88.1,4,66.9,88,-0.05,287,10.1,4,108.9,3,98.8,13,-3.34,253
2012,Western Kentucky,Kentucky,66,81,193,Western Kentucky,SB,16,19,-2.67,97.8,264,100.5,127,67.9,47,0.083,18,-0.0,156,102.3,198,102.3,140,2.63,87,1,Kentucky,SEC,38,2,32.59,122.2,2,89.6,7,65.4,150,0.032,86,7.99,26,106.8,35,98.8,12,-1.06,189
2012,Louisville,Kentucky,61,69,17,Louisville,BE,30,10,20.67,106.2,112,85.5,1,66.1,115,0.031,91,10.06,5,108.6,5,98.6,9,0.11,149,1,Kentucky,SEC,38,2,32.59,122.2,2,89.6,7,65.4,150,0.032,86,7.99,26,106.8,35,98.8,12,-1.06,189
2012,Ohio State,Loyola (MD),78,59,2,Ohio State,B10,31,8,30.07,118.1,6,88.1,4,66.9,88,-0.05,287,10.1,4,108.9,3,98.8,13,-3.34,253,129,Loyola (MD),MAAC,24,9,3.91,103.9,150,100.0,116,63.6,251,0.114,6,-2.7,223,101.8,224,104.5,227,-0.69,180
2012,Ohio State,Gonzaga,73,66,2,Ohio State,B10,31,8,30.07,118.1,6,88.1,4,66.9,88,-0.05,287,10.1,4,108.9,3,98.8,13,-3.34,253,21,Gonzaga,WCC,26,7,18.39,113.1,30,94.7,33,64.8,183,-0.018000000000000002,218,2.08,116,104.9,81,102.8,158,1.05,126
2012,West Virginia,Gonzaga,54,77,44,West Virginia,BE,19,14,13.56,111.4,41,97.9,77,64.0,226,-0.019,221,8.32,17,107.3,24,99.0,17,2.04,96,21,Gonzaga,WCC,26,7,18.39,113.1,30,94.7,33,64.8,183,-0.018000000000000002,218,2.08,116,104.9,81,102.8,158,1.05,126
2012,Ohio State,Cincinnati,81,66,2,Ohio State,B10,31,8,30.07,118.1,6,88.1,4,66.9,88,-0.05,287,10.1,4,108.9,3,98.8,13,-3.34,253,31,Cincinnati,BE,26,11,16.03,109.5,62,93.5,22,62.9,272,0.023,115,6.9,39,105.7,61,98.8,10,-9.17,338
2012,Texas,Cincinnati,59,65,32,Texas,B12,20,14,15.9,112.9,31,97.0,64,64.9,176,-0.065,311,8.45,14,107.8,11,99.4,27,-1.52,198,31,Cincinnati,BE,26,11,16.03,109.5,62,93.5,22,62.9,272,0.023,115,6.9,39,105.7,61,98.8,10,-9.17,338
2012,Florida State,Cincinnati,56,62,24,Florida State,ACC,25,10,17.14,107.6,89,90.4,10,66.6,95,0.034,80,7.54,29,106.9,33,99.4,26,0.82,132,31,Cincinnati,BE,26,11,16.03,109.5,62,93.5,22,62.9,272,0.023,115,6.9,39,105.7,61,98.8,10,-9.17,338
