Year,Home,Away,Home_Score,Away_Score,Rank_Home,Team_Home,Conf_Home,Wins_Home,Losses_Home,AdjEM_Home,AdjO_Home,AdjO Rank_Home,AdjD_Home,AdjD Rank_Home,AdjT_Home,AdjT Rank_Home,Luck_Home,Luck Rank_Home,OppAdjEM_Home,OppAdjEM Rank_Home,OppO_Home,OppO Rank_Home,OppD_Home,OppD Rank_Home,NCSOS AdjEM_Home,NCSOS AdjEM Rank_Home,Rank_Away,Team_Away,Conf_Away,Wins_Away,Losses_Away,AdjEM_Away,AdjO_Away,AdjO Rank_Away,AdjD_Away,AdjD Rank_Away,AdjT_Away,AdjT Rank_Away,Luck_Away,Luck Rank_Away,OppAdjEM_Away,OppAdjEM Rank_Away,OppO_Away,OppO Rank_Away,OppD_Away,OppD Rank_Away,NCSOS AdjEM_Away,NCSOS AdjEM Rank_Away
2014,Tennessee,Iowa,78,65,10,Tennessee,SEC,24,13,23.69,117.9,15,94.2,19,61.6,313,-0.099,341,8.12,36,108.9,46,100.8,29,1.46,115,22,Iowa,B10,20,13,20.44,120.2,5,99.8,77,68.6,29,-0.11599999999999999,347,8.35,32,108.6,55,100.2,10,-6.19,318
2014,Tennessee,UMass,86,67,10,Tennessee,SEC,24,13,23.69,117.9,15,94.2,19,61.6,313,-0.099,341,8.12,36,108.9,46,100.8,29,1.46,115,50,UMass,A10,24,9,13.46,110.0,91,96.5,43,70.3,11,0.065,40,7.33,52,108.0,71,100.6,19,5.53,40
2014,Tennessee,Mercer,83,63,10,Tennessee,SEC,24,13,23.69,117.9,15,94.2,19,61.6,313,-0.099,341,8.12,36,108.9,46,100.8,29,1.46,115,87,Mercer,ASun,27,9,8.34,110.8,75,102.4,119,63.6,233,0.022000000000000002,130,-4.44,248,103.6,216,108.0,279,4.65,56
2014,Tennessee,Michigan,71,73,10,Tennessee,SEC,24,13,23.69,117.9,15,94.2,19,61.6,313,-0.099,341,8.12,36,108.9,46,100.8,29,1.46,115,12,Michigan,B10,28,9,23.44,123.9,3,100.5,89,61.0,330,0.047,76,11.65,2,110.3,12,98.6,1,0.62,142
2014,Wofford,Michigan,40,57,192,Wofford,SC,20,13,-1.94,100.6,252,102.6,125,60.5,337,0.025,125,-5.87,287,103.5,224,109.3,320,7.63,22,12,Michigan,B10,28,9,23.44,123.9,3,100.5,89,61.0,330,0.047,76,11.65,2,110.3,12,98.6,1,0.62,142
2014,Texas,Michigan,65,79,41,Texas,B12,24,11,14.52,111.8,61,97.3,53,66.8,70,0.092,14,9.61,10,110.9,4,101.3,46,-1.74,213,12,Michigan,B10,28,9,23.44,123.9,3,100.5,89,61.0,330,0.047,76,11.65,2,110.3,12,98.6,1,0.62,142
2014,Texas Southern,Cal Poly,69,81,259,Texas Southern,SWAC,19,15,-7.49,106.7,142,114.1,326,65.7,120,-0.004,196,-11.11,349,97.6,350,108.8,300,2.72,85,176,Cal Poly,BW,14,20,-0.82,103.6,202,104.4,159,58.8,347,-0.044000000000000004,276,2.38,111,107.4,89,105.0,158,10.19,9
2014,Wichita State,Cal Poly,64,37,6,Wichita State,MVC,35,1,25.36,117.8,17,92.4,11,63.5,243,-0.009000000000000001,205,1.04,125,105.8,119,104.8,144,2.89,79,176,Cal Poly,BW,14,20,-0.82,103.6,202,104.4,159,58.8,347,-0.044000000000000004,276,2.38,111,107.4,89,105.0,158,10.19,9
2014,UC-Irvine,SMU,54,68,90,UC-Irvine,BW,23,12,8.16,103.9,199,95.7,31,62.8,269,-0.02,226,-1.07,169,105.9,115,107.0,241,1.82,106,31,SMU,Amer,27,10,17.66,111.3,65,93.7,15,64.5,183,-0.043,273,4.03,97,106.3,108,102.2,78,-5.22,306
2014,LSU,SMU,67,80,59,LSU,SEC,20,14,12.12,110.7,78,98.5,58,68.6,30,-0.01,207,7.22,56,107.9,72,100.7,24,-2.1,222,31,SMU,Amer,27,10,17.66,111.3,65,93.7,15,64.5,183,-0.043,273,4.03,97,106.3,108,102.2,78,-5.22,306
