Year,Home,Away,Home_Score,Away_Score,Rank_Home,Team_Home,Conf_Home,Wins_Home,Losses_Home,AdjEM_Home,AdjO_Home,AdjO Rank_Home,AdjD_Home,AdjD Rank_Home,AdjT_Home,AdjT Rank_Home,Luck_Home,Luck Rank_Home,OppAdjEM_Home,OppAdjEM Rank_Home,OppO_Home,OppO Rank_Home,OppD_Home,OppD Rank_Home,NCSOS AdjEM_Home,NCSOS AdjEM Rank_Home,Rank_Away,Team_Away,Conf_Away,Wins_Away,Losses_Away,AdjEM_Away,AdjO_Away,AdjO Rank_Away,AdjD_Away,AdjD Rank_Away,AdjT_Away,AdjT Rank_Away,Luck_Away,Luck Rank_Away,OppAdjEM_Away,OppAdjEM Rank_Away,OppO_Away,OppO Rank_Away,OppD_Away,OppD Rank_Away,NCSOS AdjEM_Away,NCSOS AdjEM Rank_Away
2009,Austin Peay,Bradley,74,81,184,Austin Peay,OVC,19,14,-1.64,107.4,94,109.0,291,66.7,106,0.055999999999999994,41,-2.35,207,102.3,191,104.7,235,4.92,53,120,Bradley,MVC,21,15,3.95,104.9,134,101.0,133,64.7,198,0.046,60,1.45,122,104.2,108,102.8,161,-0.67,178
2009,Oakland,Bradley,75,76,102,Oakland,Sum,23,13,6.36,114.2,27,107.8,271,64.8,192,0.026000000000000002,102,0.27,152,104.1,118,103.8,198,7.23,31,120,Bradley,MVC,21,15,3.95,104.9,134,101.0,133,64.7,198,0.046,60,1.45,122,104.2,108,102.8,161,-0.67,178
2009,Pacific,Bradley,49,59,110,Pacific,BW,21,13,4.92,108.8,80,103.9,189,58.5,335,-0.026000000000000002,241,-1.91,201,102.4,186,104.3,221,-0.41,171,120,Bradley,MVC,21,15,3.95,104.9,134,101.0,133,64.7,198,0.046,60,1.45,122,104.2,108,102.8,161,-0.67,178
2009,Old Dominion,Bradley,66,62,93,Old Dominion,CAA,25,10,7.02,105.0,132,98.0,72,62.2,295,0.043,64,-2.52,209,101.4,226,103.9,201,-8.55,326,120,Bradley,MVC,21,15,3.95,104.9,134,101.0,133,64.7,198,0.046,60,1.45,122,104.2,108,102.8,161,-0.67,178
2009,Belmont,Evansville,92,76,115,Belmont,ASun,20,13,4.25,106.6,106,102.4,164,69.1,39,-0.047,286,-3.83,246,101.3,228,105.2,255,2.46,97,128,Evansville,MVC,17,14,3.1,102.7,171,99.6,98,66.5,116,0.016,126,1.36,125,103.6,137,102.2,136,-4.22,259
2009,Belmont,Old Dominion,62,70,115,Belmont,ASun,20,13,4.25,106.6,106,102.4,164,69.1,39,-0.047,286,-3.83,246,101.3,228,105.2,255,2.46,97,93,Old Dominion,CAA,25,10,7.02,105.0,132,98.0,72,62.2,295,0.043,64,-2.52,209,101.4,226,103.9,201,-8.55,326
2009,Citadel,Old Dominion,59,67,194,Citadel,SC,20,13,-2.72,102.6,173,105.3,223,61.7,307,0.042,65,-6.82,304,100.4,260,107.2,337,-4.1,254,93,Old Dominion,CAA,25,10,7.02,105.0,132,98.0,72,62.2,295,0.043,64,-2.52,209,101.4,226,103.9,201,-8.55,326
2009,James Madison,Old Dominion,43,81,133,James Madison,CAA,21,15,2.42,105.8,118,103.3,180,65.9,146,0.027000000000000003,100,-1.83,199,101.6,217,103.4,186,-4.69,273,93,Old Dominion,CAA,25,10,7.02,105.0,132,98.0,72,62.2,295,0.043,64,-2.52,209,101.4,226,103.9,201,-8.55,326
2009,Boise State,Stanford,76,96,151,Boise State,WAC,19,13,0.97,103.1,161,102.1,154,68.7,51,0.091,12,-0.24,167,104.1,115,104.4,223,-3.56,248,52,Stanford,P10,20,14,14.13,112.5,39,98.3,77,67.5,80,-0.022000000000000002,234,7.65,52,107.6,38,99.9,58,-4.87,278
2009,Wichita State,Stanford,56,70,134,Wichita State,MVC,17,17,2.39,102.8,164,100.4,120,62.3,293,-0.004,172,2.35,109,104.2,112,101.8,122,-0.36,167,52,Stanford,P10,20,14,14.13,112.5,39,98.3,77,67.5,80,-0.022000000000000002,234,7.65,52,107.6,38,99.9,58,-4.87,278
2009,Bowling Green State,Creighton,71,73,142,Bowling Green State,MAC,19,14,1.79,102.5,175,100.7,129,62.5,287,-0.01,193,-1.76,198,100.3,263,102.1,131,-4.43,264,68,Creighton,MVC,27,8,11.79,111.9,43,100.1,112,67.0,98,0.05,54,0.97,136,102.3,192,101.4,103,-2.51,220
2009,Kentucky,Creighton,65,63,48,Kentucky,SEC,22,14,14.62,107.8,91,93.2,27,66.6,111,-0.073,321,5.14,69,106.5,56,101.4,101,-5.74,295,68,Creighton,MVC,27,8,11.79,111.9,43,100.1,112,67.0,98,0.05,54,0.97,136,102.3,192,101.4,103,-2.51,220
2009,Buffalo,Wichita State,73,84,119,Buffalo,MAC,21,12,3.96,102.6,174,98.6,82,64.6,201,0.036000000000000004,77,0.07,158,101.5,222,101.4,106,1.97,109,134,Wichita State,MVC,17,17,2.39,102.8,164,100.4,120,62.3,293,-0.004,172,2.35,109,104.2,112,101.8,122,-0.36,167
2009,College of Charleston,Troy,93,91,147,College of Charleston,SC,27,9,1.4,110.0,66,108.6,285,66.2,130,0.085,14,-6.68,300,100.2,269,106.9,329,-5.89,298,183,Troy,SB,19,13,-1.42,108.8,81,110.2,303,69.9,25,0.065,29,-4.21,254,101.4,224,105.6,283,-2.8,226
