Favored,Underdog,Year,Win_Loss_Fav,Win_Loss,Win_Loss_Diff,Tm._Fav,Tm.,Tm._Diff,Opp._Fav,Opp.,Opp._Diff,MP_Fav,MP,MP_Diff,FG_Fav,FG,FG_Diff,FG_opp_Fav,FG_opp,FG_opp_Diff,FGA_Fav,FGA,FGA_Diff,FGA_opp_Fav,FGA_opp,FGA_opp_Diff,FG%_Fav,FG%,FG%_Diff,FG%_opp_Fav,FG%_opp,FG%_opp_Diff,3P_Fav,3P,3P_Diff,3P_opp_Fav,3P_opp,3P_opp_Diff,3PA_Fav,3PA,3PA_Diff,3PA_opp_Fav,3PA_opp,3PA_opp_Diff,3P%_Fav,3P%,3P%_Diff,3P%_opp_Fav,3P%_opp,3P%_opp_Diff,FT_Fav,FT,FT_Diff,FT_opp_Fav,FT_opp,FT_opp_Diff,FTA_Fav,FTA,FTA_Diff,FTA_opp_Fav,FTA_opp,FTA_opp_Diff,FT%_Fav,FT%,FT%_Diff,FT%_opp_Fav,FT%_opp,FT%_opp_Diff,ORB_Fav,ORB,ORB_Diff,ORB_opp_Fav,ORB_opp,ORB_opp_Diff,TRB_Fav,TRB,TRB_Diff,TRB_opp_Fav,TRB_opp,TRB_opp_Diff,AST_Fav,AST,AST_Diff,AST_opp_Fav,AST_opp,AST_opp_Diff,STL_Fav,STL,STL_Diff,STL_opp_Fav,STL_opp,STL_opp_Diff,BLK_Fav,BLK,BLK_Diff,BLK_opp_Fav,BLK_opp,BLK_opp_Diff,TOV_Fav,TOV,TOV_Diff,TOV_opp_Fav,TOV_opp,TOV_opp_Diff,PF_Fav,PF,PF_Diff,PF_opp_Fav,PF_opp,PF_opp_Diff,Label
Miami (FL),Minnesota,2012,0.6060606060606061,0.6052631578947368,0.0007974481658692412,70.66666666666667,67.60526315789474,3.0614035087719316,66.0909090909091,64.78947368421052,1.3014354066985732,40.90909090909091,40.921052631578945,-0.011961722488038617,24.666666666666668,24.07894736842105,0.5877192982456165,23.575757575757574,22.157894736842106,1.4178628389154682,57.27272727272727,52.078947368421055,5.1937799043062185,55.96969696969697,53.5,2.469696969696969,0.431,0.462,-0.031000000000000028,0.421,0.414,0.007000000000000006,7.575757575757576,5.342105263157895,2.2336523125996814,6.333333333333333,6.473684210526316,-0.1403508771929829,21.636363636363637,15.026315789473685,6.610047846889952,19.424242424242426,18.710526315789473,0.7137161084529531,0.35,0.35600000000000004,-0.006000000000000061,0.326,0.34600000000000003,-0.020000000000000018,13.757575757575758,14.105263157894736,-0.3476874003189785,12.606060606060606,14.0,-1.3939393939393945,19.09090909090909,20.236842105263158,-1.1459330143540676,18.454545454545453,19.63157894736842,-1.177033492822968,0.721,0.6970000000000001,0.02399999999999991,0.6829999999999999,0.713,-0.030000000000000027,11.272727272727273,11.447368421052632,-0.1746411483253585,11.545454545454545,11.18421052631579,0.3612440191387556,31.606060606060606,31.157894736842106,0.4481658692184993,34.90909090909091,31.157894736842106,3.7511961722488003,11.878787878787879,15.078947368421053,-3.200159489633174,12.424242424242424,11.710526315789474,0.7137161084529495,6.363636363636363,7.078947368421052,-0.7153110047846889,6.0606060606060606,7.815789473684211,-1.75518341307815,3.5757575757575757,4.894736842105263,-1.3189792663476871,3.6363636363636362,3.710526315789474,-0.07416267942583765,11.575757575757576,14.68421052631579,-3.1084529505582132,13.212121212121213,12.947368421052632,0.26475279106858096,16.333333333333332,18.5,-2.166666666666668,17.454545454545453,18.473684210526315,-1.0191387559808618,1
Middle Tennessee,Minnesota,2012,0.7941176470588235,0.6052631578947368,0.18885448916408665,72.32352941176471,67.60526315789474,4.71826625386997,62.588235294117645,64.78947368421052,-2.2012383900928754,40.294117647058826,40.921052631578945,-0.6269349845201191,25.941176470588236,24.07894736842105,1.8622291021671842,21.235294117647058,22.157894736842106,-0.9226006191950482,52.411764705882355,52.078947368421055,0.33281733746130016,53.529411764705884,53.5,0.029411764705884025,0.495,0.462,0.032999999999999974,0.397,0.414,-0.01699999999999996,4.794117647058823,5.342105263157895,-0.5479876160990713,5.294117647058823,6.473684210526316,-1.1795665634674926,13.088235294117647,15.026315789473685,-1.9380804953560382,16.647058823529413,18.710526315789473,-2.0634674922600595,0.366,0.35600000000000004,0.009999999999999953,0.318,0.34600000000000003,-0.028000000000000025,15.647058823529411,14.105263157894736,1.541795665634675,14.823529411764707,14.0,0.8235294117647065,24.647058823529413,20.236842105263158,4.4102167182662555,22.176470588235293,19.63157894736842,2.5448916408668723,0.635,0.6970000000000001,-0.062000000000000055,0.6679999999999999,0.713,-0.04500000000000004,11.058823529411764,11.447368421052632,-0.38854489164086736,12.058823529411764,11.18421052631579,0.8746130030959751,32.38235294117647,31.157894736842106,1.2244582043343648,32.588235294117645,31.157894736842106,1.4303405572755388,15.441176470588236,15.078947368421053,0.3622291021671824,9.676470588235293,11.710526315789474,-2.034055727554181,7.0,7.078947368421052,-0.07894736842105221,6.5588235294117645,7.815789473684211,-1.2569659442724461,4.411764705882353,4.894736842105263,-0.4829721362229096,3.323529411764706,3.710526315789474,-0.38699690402476783,13.911764705882353,14.68421052631579,-0.7724458204334361,15.0,12.947368421052632,2.052631578947368,19.705882352941178,18.5,1.2058823529411775,20.235294117647058,18.473684210526315,1.761609907120743,1
Pitt,Princeton,2012,0.5641025641025641,0.625,-0.0608974358974359,69.02564102564102,66.90625,2.119391025641022,65.48717948717949,62.46875,3.018429487179489,40.12820512820513,40.625,-0.4967948717948687,25.153846153846153,24.25,0.9038461538461533,23.46153846153846,22.84375,0.6177884615384599,55.48717948717949,52.53125,2.955929487179489,53.256410256410255,53.84375,-0.5873397435897445,0.453,0.462,-0.009000000000000008,0.441,0.424,0.017000000000000015,6.333333333333333,7.375,-1.041666666666667,5.871794871794871,4.59375,1.2780448717948714,18.128205128205128,19.625,-1.4967948717948723,17.58974358974359,13.4375,4.152243589743591,0.349,0.376,-0.027000000000000024,0.334,0.342,-0.008000000000000007,12.384615384615385,11.03125,1.353365384615385,12.692307692307692,12.1875,0.5048076923076916,17.71794871794872,16.25,1.467948717948719,17.794871794871796,18.59375,-0.7988782051282044,0.6990000000000001,0.679,0.020000000000000018,0.713,0.655,0.05799999999999994,13.64102564102564,8.3125,5.3285256410256405,10.076923076923077,10.28125,-0.20432692307692335,32.97435897435897,30.625,2.349358974358971,29.692307692307693,32.84375,-3.1514423076923066,15.205128205128204,14.53125,0.6738782051282044,13.256410256410257,9.71875,3.5376602564102573,4.6923076923076925,6.34375,-1.6514423076923075,6.0256410256410255,6.125,-0.09935897435897445,2.641025641025641,3.875,-1.233974358974359,3.948717948717949,3.21875,0.7299679487179489,12.692307692307692,12.3125,0.3798076923076916,11.051282051282051,12.03125,-0.9799679487179489,17.205128205128204,16.375,0.8301282051282044,16.435897435897434,15.75,0.6858974358974343,0
Pitt,Washington State,2012,0.5641025641025641,0.5135135135135135,0.05058905058905061,69.02564102564102,68.13513513513513,0.8905058905058922,65.48717948717949,65.43243243243244,0.05474705474705388,40.12820512820513,40.13513513513514,-0.006930006930005561,25.153846153846153,23.243243243243242,1.9106029106029112,23.46153846153846,22.675675675675677,0.7858627858627827,55.48717948717949,49.62162162162162,5.865557865557868,53.256410256410255,53.21621621621622,0.04019404019403794,0.453,0.468,-0.015000000000000013,0.441,0.426,0.015000000000000013,6.333333333333333,6.162162162162162,0.17117117117117076,5.871794871794871,6.945945945945946,-1.0741510741510742,18.128205128205128,16.83783783783784,1.2903672903672891,17.58974358974359,19.864864864864863,-2.275121275121272,0.349,0.366,-0.017000000000000015,0.334,0.35,-0.01599999999999996,12.384615384615385,15.486486486486486,-3.101871101871101,12.692307692307692,13.135135135135135,-0.44282744282744346,17.71794871794872,21.83783783783784,-4.11988911988912,17.794871794871796,19.54054054054054,-1.7456687456687447,0.6990000000000001,0.7090000000000001,-0.010000000000000009,0.713,0.672,0.040999999999999925,13.64102564102564,9.162162162162161,4.478863478863479,10.076923076923077,10.405405405405405,-0.3284823284823286,32.97435897435897,29.91891891891892,3.0554400554400516,29.692307692307693,30.864864864864863,-1.1725571725571697,15.205128205128204,13.64864864864865,1.5564795564795553,13.256410256410257,13.567567567567568,-0.31115731115731116,4.6923076923076925,4.8108108108108105,-0.11850311850311801,6.0256410256410255,6.108108108108108,-0.08246708246708234,2.641025641025641,2.7837837837837838,-0.1427581427581428,3.948717948717949,2.8378378378378377,1.1108801108801112,12.692307692307692,13.108108108108109,-0.41580041580041716,11.051282051282051,11.756756756756756,-0.705474705474705,17.205128205128204,17.37837837837838,-0.17325017325017456,16.435897435897434,19.027027027027028,-2.5911295911295937,0
Pitt,Washington State,2012,0.5641025641025641,0.5135135135135135,0.05058905058905061,69.02564102564102,68.13513513513513,0.8905058905058922,65.48717948717949,65.43243243243244,0.05474705474705388,40.12820512820513,40.13513513513514,-0.006930006930005561,25.153846153846153,23.243243243243242,1.9106029106029112,23.46153846153846,22.675675675675677,0.7858627858627827,55.48717948717949,49.62162162162162,5.865557865557868,53.256410256410255,53.21621621621622,0.04019404019403794,0.453,0.468,-0.015000000000000013,0.441,0.426,0.015000000000000013,6.333333333333333,6.162162162162162,0.17117117117117076,5.871794871794871,6.945945945945946,-1.0741510741510742,18.128205128205128,16.83783783783784,1.2903672903672891,17.58974358974359,19.864864864864863,-2.275121275121272,0.349,0.366,-0.017000000000000015,0.334,0.35,-0.01599999999999996,12.384615384615385,15.486486486486486,-3.101871101871101,12.692307692307692,13.135135135135135,-0.44282744282744346,17.71794871794872,21.83783783783784,-4.11988911988912,17.794871794871796,19.54054054054054,-1.7456687456687447,0.6990000000000001,0.7090000000000001,-0.010000000000000009,0.713,0.672,0.040999999999999925,13.64102564102564,9.162162162162161,4.478863478863479,10.076923076923077,10.405405405405405,-0.3284823284823286,32.97435897435897,29.91891891891892,3.0554400554400516,29.692307692307693,30.864864864864863,-1.1725571725571697,15.205128205128204,13.64864864864865,1.5564795564795553,13.256410256410257,13.567567567567568,-0.31115731115731116,4.6923076923076925,4.8108108108108105,-0.11850311850311801,6.0256410256410255,6.108108108108108,-0.08246708246708234,2.641025641025641,2.7837837837837838,-0.1427581427581428,3.948717948717949,2.8378378378378377,1.1108801108801112,12.692307692307692,13.108108108108109,-0.41580041580041716,11.051282051282051,11.756756756756756,-0.705474705474705,17.205128205128204,17.37837837837838,-0.17325017325017456,16.435897435897434,19.027027027027028,-2.5911295911295937,0
Oregon State,TCU,2012,0.5833333333333334,0.5454545454545454,0.037878787878787956,78.91666666666667,72.18181818181819,6.734848484848484,72.69444444444444,72.0909090909091,0.6035353535353494,40.833333333333336,40.75757575757576,0.07575757575757791,27.63888888888889,24.818181818181817,2.8207070707070727,25.88888888888889,25.515151515151516,0.3737373737373737,58.138888888888886,57.09090909090909,1.0479797979797922,56.861111111111114,53.39393939393939,3.4671717171717233,0.475,0.435,0.03999999999999998,0.455,0.478,-0.022999999999999965,6.138888888888889,7.242424242424242,-1.103535353535353,6.583333333333333,5.878787878787879,0.7045454545454541,17.11111111111111,20.242424242424242,-3.1313131313131315,16.97222222222222,15.727272727272727,1.2449494949494948,0.359,0.358,0.0010000000000000009,0.388,0.374,0.014000000000000012,17.5,15.303030303030303,2.1969696969696972,14.333333333333334,15.181818181818182,-0.8484848484848477,25.86111111111111,22.151515151515152,3.7095959595959584,21.444444444444443,21.939393939393938,-0.4949494949494948,0.677,0.691,-0.013999999999999901,0.6679999999999999,0.6920000000000001,-0.024000000000000132,11.694444444444445,10.818181818181818,0.8762626262626263,11.722222222222221,9.484848484848484,2.237373737373737,32.22222222222222,30.484848484848484,1.737373737373737,34.611111111111114,34.121212121212125,0.4898989898989896,15.75,13.484848484848484,2.2651515151515156,13.055555555555555,14.727272727272727,-1.6717171717171713,9.11111111111111,6.909090909090909,2.2020202020202015,6.361111111111111,5.636363636363637,0.724747474747474,4.611111111111111,2.4242424242424243,2.1868686868686864,3.111111111111111,3.272727272727273,-0.16161616161616177,14.083333333333334,13.787878787878787,0.29545454545454675,16.61111111111111,15.575757575757576,1.0353535353535346,18.666666666666668,19.03030303030303,-0.3636363636363633,20.97222222222222,18.606060606060606,2.366161616161616,0
Oregon State,Washington State,2012,0.5833333333333334,0.5135135135135135,0.06981981981981988,78.91666666666667,68.13513513513513,10.781531531531542,72.69444444444444,65.43243243243244,7.262012012012008,40.833333333333336,40.13513513513514,0.6981981981981988,27.63888888888889,23.243243243243242,4.395645645645647,25.88888888888889,22.675675675675677,3.213213213213212,58.138888888888886,49.62162162162162,8.517267267267265,56.861111111111114,53.21621621621622,3.6448948948948967,0.475,0.468,0.006999999999999951,0.455,0.426,0.029000000000000026,6.138888888888889,6.162162162162162,-0.023273273273273,6.583333333333333,6.945945945945946,-0.3626126126126126,17.11111111111111,16.83783783783784,0.2732732732732721,16.97222222222222,19.864864864864863,-2.8926426426426417,0.359,0.366,-0.007000000000000006,0.388,0.35,0.038000000000000034,17.5,15.486486486486486,2.013513513513514,14.333333333333334,13.135135135135135,1.1981981981981988,25.86111111111111,21.83783783783784,4.023273273273272,21.444444444444443,19.54054054054054,1.9039039039039025,0.677,0.7090000000000001,-0.03200000000000003,0.6679999999999999,0.672,-0.004000000000000115,11.694444444444445,9.162162162162161,2.5322822822822832,11.722222222222221,10.405405405405405,1.3168168168168162,32.22222222222222,29.91891891891892,2.303303303303302,34.611111111111114,30.864864864864863,3.746246246246251,15.75,13.64864864864865,2.101351351351351,13.055555555555555,13.567567567567568,-0.5120120120120131,9.11111111111111,4.8108108108108105,4.3003003003003,6.361111111111111,6.108108108108108,0.2530030030030028,4.611111111111111,2.7837837837837838,1.827327327327327,3.111111111111111,2.8378378378378377,0.27327327327327344,14.083333333333334,13.108108108108109,0.9752252252252251,16.61111111111111,11.756756756756756,4.854354354354355,18.666666666666668,17.37837837837838,1.288288288288289,20.97222222222222,19.027027027027028,1.9451951951951933,1
Wyoming,Washington State,2012,0.6363636363636364,0.5135135135135135,0.12285012285012287,62.666666666666664,68.13513513513513,-5.4684684684684655,56.21212121212121,65.43243243243244,-9.220311220311224,40.15151515151515,40.13513513513514,0.016380016380011853,21.515151515151516,23.243243243243242,-1.7280917280917265,19.454545454545453,22.675675675675677,-3.221130221130224,48.03030303030303,49.62162162162162,-1.5913185913185899,47.39393939393939,53.21621621621622,-5.822276822276827,0.448,0.468,-0.020000000000000018,0.41,0.426,-0.016000000000000014,5.96969696969697,6.162162162162162,-0.19246519246519256,4.878787878787879,6.945945945945946,-2.0671580671580667,18.242424242424242,16.83783783783784,1.4045864045864036,15.93939393939394,19.864864864864863,-3.9254709254709237,0.327,0.366,-0.03899999999999998,0.306,0.35,-0.043999999999999984,13.666666666666666,15.486486486486486,-1.8198198198198199,12.424242424242424,13.135135135135135,-0.7108927108927112,18.484848484848484,21.83783783783784,-3.352989352989354,17.575757575757574,19.54054054054054,-1.964782964782966,0.7390000000000001,0.7090000000000001,0.030000000000000027,0.7070000000000001,0.672,0.03500000000000003,6.878787878787879,9.162162162162161,-2.2833742833742825,8.303030303030303,10.405405405405405,-2.1023751023751025,26.78787878787879,29.91891891891892,-3.1310401310401303,30.303030303030305,30.864864864864863,-0.5618345618345586,11.303030303030303,13.64864864864865,-2.3456183456183464,9.06060606060606,13.567567567567568,-4.506961506961508,6.878787878787879,4.8108108108108105,2.0679770679770684,5.424242424242424,6.108108108108108,-0.683865683865684,3.1515151515151514,2.7837837837837838,0.3677313677313676,2.303030303030303,2.8378378378378377,-0.5348075348075345,11.757575757575758,13.108108108108109,-1.350532350532351,14.272727272727273,11.756756756756756,2.5159705159705172,16.87878787878788,17.37837837837838,-0.49959049959050006,18.181818181818183,19.027027027027028,-0.8452088452088447,1
Pitt,Washington State,2012,0.5641025641025641,0.5135135135135135,0.05058905058905061,69.02564102564102,68.13513513513513,0.8905058905058922,65.48717948717949,65.43243243243244,0.05474705474705388,40.12820512820513,40.13513513513514,-0.006930006930005561,25.153846153846153,23.243243243243242,1.9106029106029112,23.46153846153846,22.675675675675677,0.7858627858627827,55.48717948717949,49.62162162162162,5.865557865557868,53.256410256410255,53.21621621621622,0.04019404019403794,0.453,0.468,-0.015000000000000013,0.441,0.426,0.015000000000000013,6.333333333333333,6.162162162162162,0.17117117117117076,5.871794871794871,6.945945945945946,-1.0741510741510742,18.128205128205128,16.83783783783784,1.2903672903672891,17.58974358974359,19.864864864864863,-2.275121275121272,0.349,0.366,-0.017000000000000015,0.334,0.35,-0.01599999999999996,12.384615384615385,15.486486486486486,-3.101871101871101,12.692307692307692,13.135135135135135,-0.44282744282744346,17.71794871794872,21.83783783783784,-4.11988911988912,17.794871794871796,19.54054054054054,-1.7456687456687447,0.6990000000000001,0.7090000000000001,-0.010000000000000009,0.713,0.672,0.040999999999999925,13.64102564102564,9.162162162162161,4.478863478863479,10.076923076923077,10.405405405405405,-0.3284823284823286,32.97435897435897,29.91891891891892,3.0554400554400516,29.692307692307693,30.864864864864863,-1.1725571725571697,15.205128205128204,13.64864864864865,1.5564795564795553,13.256410256410257,13.567567567567568,-0.31115731115731116,4.6923076923076925,4.8108108108108105,-0.11850311850311801,6.0256410256410255,6.108108108108108,-0.08246708246708234,2.641025641025641,2.7837837837837838,-0.1427581427581428,3.948717948717949,2.8378378378378377,1.1108801108801112,12.692307692307692,13.108108108108109,-0.41580041580041716,11.051282051282051,11.756756756756756,-0.705474705474705,17.205128205128204,17.37837837837838,-0.17325017325017456,16.435897435897434,19.027027027027028,-2.5911295911295937,1
Pitt,Butler,2012,0.5641025641025641,0.5945945945945946,-0.03049203049203053,69.02564102564102,63.567567567567565,5.458073458073457,65.48717948717949,60.67567567567568,4.811503811503812,40.12820512820513,40.4054054054054,-0.2772002772002722,25.153846153846153,22.243243243243242,2.910602910602911,23.46153846153846,20.37837837837838,3.083160083160081,55.48717948717949,54.432432432432435,1.0547470547470539,53.256410256410255,49.5945945945946,3.661815661815659,0.453,0.409,0.04400000000000004,0.441,0.411,0.030000000000000027,6.333333333333333,4.945945945945946,1.3873873873873874,5.871794871794871,5.108108108108108,0.7636867636867635,18.128205128205128,17.594594594594593,0.5336105336105348,17.58974358974359,16.675675675675677,0.914067914067914,0.349,0.281,0.06799999999999995,0.334,0.306,0.028000000000000025,12.384615384615385,14.135135135135135,-1.75051975051975,12.692307692307692,14.81081081081081,-2.118503118503119,17.71794871794872,21.783783783783782,-4.0658350658350635,17.794871794871796,21.91891891891892,-4.124047124047124,0.6990000000000001,0.649,0.050000000000000044,0.713,0.6759999999999999,0.03700000000000003,13.64102564102564,12.64864864864865,0.9923769923769914,10.076923076923077,8.972972972972974,1.103950103950103,32.97435897435897,32.45945945945946,0.5148995148995112,29.692307692307693,31.783783783783782,-2.091476091476089,15.205128205128204,12.27027027027027,2.9348579348579342,13.256410256410257,10.621621621621621,2.6347886347886362,4.6923076923076925,6.45945945945946,-1.7671517671517671,6.0256410256410255,5.837837837837838,0.18780318780318783,2.641025641025641,3.324324324324324,-0.6832986832986832,3.948717948717949,2.972972972972973,0.9757449757449761,12.692307692307692,13.108108108108109,-0.41580041580041716,11.051282051282051,14.08108108108108,-3.0297990297990296,17.205128205128204,19.324324324324323,-2.1191961191961184,16.435897435897434,19.594594594594593,-3.1586971586971586,0
Stanford,UMass,2012,0.7027027027027027,0.6756756756756757,0.027027027027027084,71.8108108108108,76.94594594594595,-5.135135135135144,63.16216216216216,72.43243243243244,-9.270270270270274,40.67567567567568,40.54054054054054,0.13513513513513686,25.35135135135135,27.45945945945946,-2.108108108108109,22.18918918918919,24.864864864864863,-2.6756756756756737,56.945945945945944,63.270270270270274,-6.32432432432433,53.7027027027027,60.891891891891895,-7.189189189189193,0.445,0.434,0.01100000000000001,0.413,0.408,0.0050000000000000044,6.8108108108108105,7.783783783783784,-0.9729729729729737,5.594594594594595,6.54054054054054,-0.9459459459459456,17.972972972972972,22.2972972972973,-4.324324324324326,16.7027027027027,21.27027027027027,-4.567567567567568,0.379,0.349,0.030000000000000027,0.335,0.307,0.028000000000000025,14.297297297297296,14.243243243243244,0.054054054054052614,13.18918918918919,16.16216216216216,-2.972972972972972,21.45945945945946,21.16216216216216,0.29729729729729826,20.2972972972973,23.324324324324323,-3.0270270270270245,0.6659999999999999,0.6729999999999999,-0.007000000000000006,0.65,0.693,-0.04299999999999993,12.18918918918919,13.486486486486486,-1.2972972972972965,9.783783783783784,13.54054054054054,-3.756756756756756,33.16216216216216,35.189189189189186,-2.0270270270270245,32.486486486486484,39.189189189189186,-6.702702702702702,12.837837837837839,15.27027027027027,-2.4324324324324316,10.702702702702704,14.756756756756756,-4.054054054054053,6.648648648648648,8.81081081081081,-2.1621621621621623,6.621621621621622,7.297297297297297,-0.6756756756756754,3.4054054054054053,4.756756756756757,-1.3513513513513518,3.864864864864865,4.027027027027027,-0.16216216216216228,13.837837837837839,14.81081081081081,-0.9729729729729719,15.135135135135135,16.62162162162162,-1.486486486486486,19.35135135135135,20.513513513513512,-1.1621621621621614,19.135135135135137,18.89189189189189,0.24324324324324564,0
Stanford,Minnesota,2012,0.7027027027027027,0.6052631578947368,0.0974395448079659,71.8108108108108,67.60526315789474,4.205547652916067,63.16216216216216,64.78947368421052,-1.627311522048359,40.67567567567568,40.921052631578945,-0.2453769559032679,25.35135135135135,24.07894736842105,1.2724039829302995,22.18918918918919,22.157894736842106,0.03129445234708328,56.945945945945944,52.078947368421055,4.866998577524889,53.7027027027027,53.5,0.20270270270270174,0.445,0.462,-0.017000000000000015,0.413,0.414,-0.0010000000000000009,6.8108108108108105,5.342105263157895,1.4687055476529158,5.594594594594595,6.473684210526316,-0.8790896159317212,17.972972972972972,15.026315789473685,2.946657183499287,16.7027027027027,18.710526315789473,-2.007823613086771,0.379,0.35600000000000004,0.022999999999999965,0.335,0.34600000000000003,-0.01100000000000001,14.297297297297296,14.105263157894736,0.1920341394025602,13.18918918918919,14.0,-0.8108108108108105,21.45945945945946,20.236842105263158,1.2226173541963021,20.2972972972973,19.63157894736842,0.665718349928877,0.6659999999999999,0.6970000000000001,-0.03100000000000014,0.65,0.713,-0.06299999999999994,12.18918918918919,11.447368421052632,0.7418207681365576,9.783783783783784,11.18421052631579,-1.4004267425320052,33.16216216216216,31.157894736842106,2.004267425320055,32.486486486486484,31.157894736842106,1.328591749644378,12.837837837837839,15.078947368421053,-2.2411095305832145,10.702702702702704,11.710526315789474,-1.0078236130867708,6.648648648648648,7.078947368421052,-0.43029871977240397,6.621621621621622,7.815789473684211,-1.1941678520625887,3.4054054054054053,4.894736842105263,-1.4893314366998576,3.864864864864865,3.710526315789474,0.15433854907539102,13.837837837837839,14.68421052631579,-0.8463726884779508,15.135135135135135,12.947368421052632,2.1877667140825032,19.35135135135135,18.5,0.8513513513513509,19.135135135135137,18.473684210526315,0.6614509246088218,0
Minnesota,Washington,2012,0.6052631578947368,0.6857142857142857,-0.08045112781954888,67.60526315789474,75.6,-7.9947368421052545,64.78947368421052,70.08571428571429,-5.296240601503769,40.921052631578945,40.285714285714285,0.6353383458646604,24.07894736842105,27.6,-3.52105263157895,22.157894736842106,24.742857142857144,-2.5849624060150376,52.078947368421055,61.628571428571426,-9.549624060150371,53.5,58.65714285714286,-5.157142857142858,0.462,0.448,0.014000000000000012,0.414,0.422,-0.008000000000000007,5.342105263157895,6.2,-0.8578947368421055,6.473684210526316,5.8,0.6736842105263161,15.026315789473685,18.085714285714285,-3.0593984962406005,18.710526315789473,17.714285714285715,0.9962406015037573,0.35600000000000004,0.343,0.013000000000000012,0.34600000000000003,0.327,0.019000000000000017,14.105263157894736,14.2,-0.09473684210526301,14.0,14.8,-0.8000000000000007,20.236842105263158,22.8,-2.563157894736843,19.63157894736842,22.542857142857144,-2.9112781954887232,0.6970000000000001,0.623,0.07400000000000007,0.713,0.657,0.05599999999999994,11.447368421052632,14.571428571428571,-3.1240601503759393,11.18421052631579,11.771428571428572,-0.5872180451127829,31.157894736842106,36.97142857142857,-5.813533834586462,31.157894736842106,34.94285714285714,-3.784962406015037,15.078947368421053,13.571428571428571,1.507518796992482,11.710526315789474,12.571428571428571,-0.8609022556390968,7.078947368421052,6.6571428571428575,0.42180451127819474,7.815789473684211,5.6,2.215789473684211,4.894736842105263,3.9714285714285715,0.9233082706766913,3.710526315789474,3.657142857142857,0.053383458646616866,14.68421052631579,13.142857142857142,1.541353383458647,12.947368421052632,13.771428571428572,-0.8240601503759404,18.5,19.8,-1.3000000000000007,18.473684210526315,18.02857142857143,0.44511278195488657,0
New Mexico,Wyoming,2013,0.8285714285714286,0.5882352941176471,0.24033613445378155,67.28571428571429,61.0,6.285714285714292,60.628571428571426,59.11764705882353,1.5109243697478973,40.285714285714285,40.294117647058826,-0.008403361344541338,21.942857142857143,20.794117647058822,1.1487394957983206,21.714285714285715,21.294117647058822,0.4201680672268928,51.857142857142854,48.6764705882353,3.180672268907557,55.542857142857144,49.61764705882353,5.9252100840336155,0.423,0.4270000000000001,-0.004000000000000115,0.391,0.429,-0.03799999999999998,6.314285714285714,6.588235294117647,-0.2739495798319327,7.514285714285714,4.882352941176471,2.6319327731092432,17.97142857142857,20.441176470588236,-2.469747899159664,21.742857142857144,15.176470588235293,6.56638655462185,0.35100000000000003,0.322,0.029000000000000026,0.34600000000000003,0.322,0.02400000000000002,17.085714285714285,12.823529411764707,4.262184873949579,9.628571428571428,11.647058823529411,-2.018487394957983,23.685714285714287,19.0,4.685714285714287,14.285714285714286,16.264705882352942,-1.9789915966386555,0.721,0.675,0.04599999999999993,0.674,0.716,-0.041999999999999926,9.571428571428571,7.588235294117647,1.9831932773109244,9.771428571428572,9.529411764705882,0.24201680672269,32.08571428571429,25.91176470588235,6.1739495798319375,32.885714285714286,33.029411764705884,-0.1436974789915979,14.428571428571429,11.676470588235293,2.7521008403361353,12.571428571428571,10.058823529411764,2.5126050420168067,6.285714285714286,6.294117647058823,-0.008403361344537785,5.4,5.588235294117647,-0.1882352941176464,3.8285714285714287,3.235294117647059,0.5932773109243699,2.8857142857142857,2.264705882352941,0.6210084033613446,11.485714285714286,11.382352941176471,0.10336134453781476,12.714285714285714,13.264705882352942,-0.5504201680672285,15.485714285714286,15.323529411764707,0.16218487394957926,19.8,18.735294117647058,1.0647058823529427,0
