Year,Home,Away,Home_Score,Away_Score,Team_Home,G_Home,SRS_Home,SOS_Home,Tm._Home,Opp._Home,MP_Home,FG_opp_Home,FGA_opp_Home,FG%_opp_Home,3P_opp_Home,3PA_opp_Home,3P%_opp_Home,FT_opp_Home,FTA_opp_Home,FT%_opp_Home,ORB_opp_Home,TRB_opp_Home,AST_opp_Home,STL_opp_Home,BLK_opp_Home,TOV_opp_Home,PF_opp_Home,FG_Home,FGA_Home,FG%_Home,3P_Home,3PA_Home,3P%_Home,FT_Home,FTA_Home,FT%_Home,ORB_Home,TRB_Home,AST_Home,STL_Home,BLK_Home,TOV_Home,PF_Home,Team_Away,G_Away,SRS_Away,SOS_Away,Tm._Away,Opp._Away,MP_Away,FG_opp_Away,FGA_opp_Away,FG%_opp_Away,3P_opp_Away,3PA_opp_Away,3P%_opp_Away,FT_opp_Away,FTA_opp_Away,FT%_opp_Away,ORB_opp_Away,TRB_opp_Away,AST_opp_Away,STL_opp_Away,BLK_opp_Away,TOV_opp_Away,PF_opp_Away,FG_Away,FGA_Away,FG%_Away,3P_Away,3PA_Away,3P%_Away,FT_Away,FTA_Away,FT%_Away,ORB_Away,TRB_Away,AST_Away,STL_Away,BLK_Away,TOV_Away,PF_Away
2014,Tennessee,Iowa,78,65,Tennessee,37,17.34,7.84,2672,2283,1490,823,1991,0.413,192,556,0.345,445,631,0.705,351,1108,376,194,134,399,730,927,2048,0.45299999999999996,205,631,0.325,613,852,0.7190000000000001,501,1424,472,192,172,388,617,Iowa,33,18.58,7.43,2689,2321,1339,804,1938,0.415,229,722,0.317,484,686,0.706,361,1101,423,209,112,439,717,919,1984,0.46299999999999997,191,546,0.35,660,898,0.735,447,1332,532,234,164,371,603
2014,Tennessee,UMass,86,67,Tennessee,37,17.34,7.84,2672,2283,1490,823,1991,0.413,192,556,0.345,445,631,0.705,351,1108,376,194,134,399,730,927,2048,0.45299999999999996,205,631,0.325,613,852,0.7190000000000001,501,1424,472,192,172,388,617,UMass,33,10.61,6.0,2502,2350,1325,843,1986,0.424,165,535,0.308,499,739,0.675,400,1172,466,204,182,445,643,900,1962,0.45899999999999996,177,512,0.34600000000000003,525,769,0.6829999999999999,404,1267,499,226,178,446,649
2014,Tennessee,Mercer,83,63,Tennessee,37,17.34,7.84,2672,2283,1490,823,1991,0.413,192,556,0.345,445,631,0.705,351,1108,376,194,134,399,730,927,2048,0.45299999999999996,205,631,0.325,613,852,0.7190000000000001,501,1424,472,192,172,388,617,Mercer,36,5.33,-3.42,2836,2410,1492,812,2024,0.401,236,780,0.303,550,787,0.6990000000000001,399,1190,429,201,109,452,697,982,2061,0.47600000000000003,290,756,0.384,582,791,0.736,407,1338,586,211,147,420,665
2014,Tennessee,Michigan,71,73,Tennessee,37,17.34,7.84,2672,2283,1490,823,1991,0.413,192,556,0.345,445,631,0.705,351,1108,376,194,134,399,730,927,2048,0.45299999999999996,205,631,0.325,613,852,0.7190000000000001,501,1424,472,192,172,388,617,Michigan,37,18.52,9.65,2736,2408,1490,905,2035,0.445,201,632,0.318,397,543,0.731,364,1154,437,181,100,398,626,945,1982,0.47700000000000004,319,794,0.402,527,691,0.763,316,1160,525,191,88,336,527
2014,Wofford,Michigan,40,57,Wofford,33,-4.32,-5.95,2205,2054,1325,727,1642,0.44299999999999995,153,478,0.32,447,659,0.6779999999999999,286,1046,326,184,111,424,557,808,1804,0.44799999999999995,196,544,0.36,393,592,0.664,352,1090,423,205,54,351,578,Michigan,37,18.52,9.65,2736,2408,1490,905,2035,0.445,201,632,0.318,397,543,0.731,364,1154,437,181,100,398,626,945,1982,0.47700000000000004,319,794,0.402,527,691,0.763,316,1160,525,191,88,336,527
2014,Texas,Michigan,65,79,Texas,35,12.67,9.15,2598,2475,1405,819,2039,0.402,259,735,0.35200000000000004,578,835,0.6920000000000001,399,1203,445,221,123,395,713,905,2095,0.43200000000000005,178,545,0.327,610,909,0.6709999999999999,528,1449,452,199,206,426,669,Michigan,37,18.52,9.65,2736,2408,1490,905,2035,0.445,201,632,0.318,397,543,0.731,364,1154,437,181,100,398,626,945,1982,0.47700000000000004,319,794,0.402,527,691,0.763,316,1160,525,191,88,336,527
2014,Texas Southern,Cal Poly,69,81,Texas Southern,34,-8.41,-10.07,2584,2512,1380,936,2075,0.451,222,616,0.36,418,607,0.6890000000000001,386,1141,478,222,131,374,736,857,1854,0.462,217,603,0.36,653,910,0.718,386,1246,476,155,124,454,561,Cal Poly,34,-1.34,1.69,2141,2163,1360,739,1703,0.434,183,541,0.33799999999999997,502,694,0.723,341,1150,418,153,120,383,539,754,1850,0.408,218,654,0.33299999999999996,415,603,0.688,377,1096,394,198,93,303,621
2014,Wichita State,Cal Poly,64,37,Wichita State,36,16.65,1.74,2706,2141,1445,746,1911,0.39,211,684,0.308,438,674,0.65,339,1115,356,170,93,435,752,896,1942,0.461,250,713,0.35100000000000003,664,916,0.725,419,1381,491,247,184,374,611,Cal Poly,34,-1.34,1.69,2141,2163,1360,739,1703,0.434,183,541,0.33799999999999997,502,694,0.723,341,1150,418,153,120,383,539,754,1850,0.408,218,654,0.33299999999999996,415,603,0.688,377,1096,394,198,93,303,621
2014,Akron,Purdue-Fort Wayne,91,97,Akron,34,1.16,-0.48,2332,2276,1375,809,1868,0.433,173,517,0.335,483,675,0.716,368,1128,378,223,106,439,644,813,1855,0.43799999999999994,239,690,0.34600000000000003,467,750,0.623,412,1175,387,225,142,446,606,Purdue-Fort Wayne,36,-0.2,-3.87,2774,2555,1405,907,1955,0.46399999999999997,219,626,0.35,448,623,0.7190000000000001,317,1057,431,202,103,429,680,937,1920,0.488,269,699,0.385,521,787,0.662,377,1182,499,238,83,440,595
2014,UC-Irvine,SMU,54,68,UC-Irvine,35,4.35,-0.65,2468,2231,1415,746,1997,0.374,196,593,0.331,543,762,0.713,406,1207,385,200,87,358,640,909,1932,0.47,197,557,0.354,453,707,0.6409999999999999,380,1350,546,195,224,444,644,SMU,37,13.73,4.97,2627,2303,1480,762,1977,0.385,248,773,0.321,531,765,0.6940000000000001,409,1157,434,287,139,518,739,937,1938,0.483,174,459,0.379,579,848,0.6829999999999999,402,1333,560,282,165,493,692
