Year,Home,Away,Home_Score,Away_Score,Team_Home,G_Home,SRS_Home,SOS_Home,Tm._Home,Opp._Home,MP_Home,FG_opp_Home,FGA_opp_Home,FG%_opp_Home,3P_opp_Home,3PA_opp_Home,3P%_opp_Home,FT_opp_Home,FTA_opp_Home,FT%_opp_Home,ORB_opp_Home,TRB_opp_Home,AST_opp_Home,STL_opp_Home,BLK_opp_Home,TOV_opp_Home,PF_opp_Home,FG_Home,FGA_Home,FG%_Home,3P_Home,3PA_Home,3P%_Home,FT_Home,FTA_Home,FT%_Home,ORB_Home,TRB_Home,AST_Home,STL_Home,BLK_Home,TOV_Home,PF_Home,Team_Away,G_Away,SRS_Away,SOS_Away,Tm._Away,Opp._Away,MP_Away,FG_opp_Away,FGA_opp_Away,FG%_opp_Away,3P_opp_Away,3PA_opp_Away,3P%_opp_Away,FT_opp_Away,FTA_opp_Away,FT%_opp_Away,ORB_opp_Away,TRB_opp_Away,AST_opp_Away,STL_opp_Away,BLK_opp_Away,TOV_opp_Away,PF_opp_Away,FG_Away,FGA_Away,FG%_Away,3P_Away,3PA_Away,3P%_Away,FT_Away,FTA_Away,FT%_Away,ORB_Away,TRB_Away,AST_Away,STL_Away,BLK_Away,TOV_Away,PF_Away
2018,Syracuse,Arizona State,60,56,Syracuse,37,12.89,10.02,2466,2360,1500,801,2046,0.391,289,910,0.318,469,642,0.731,400,1237,591,228,116,469,679,832,1995,0.41700000000000004,208,655,0.318,594,807,0.736,433,1375,395,258,198,460,611,Arizona State,32,14.37,6.56,2645,2395,1290,841,1919,0.43799999999999994,262,766,0.342,451,628,0.718,357,1171,479,172,111,474,688,888,1920,0.46299999999999997,288,793,0.363,581,793,0.733,315,1126,458,209,114,343,604
2018,Syracuse,TCU,57,52,Syracuse,37,12.89,10.02,2466,2360,1500,801,2046,0.391,289,910,0.318,469,642,0.731,400,1237,591,228,116,469,679,832,1995,0.41700000000000004,208,655,0.318,594,807,0.736,433,1375,395,258,198,460,611,TCU,33,16.38,9.68,2708,2487,1345,894,1958,0.457,262,697,0.376,437,598,0.731,291,1001,511,206,141,410,612,979,1973,0.496,274,694,0.395,476,674,0.706,365,1201,615,214,119,419,553
2018,Syracuse,Michigan State,55,53,Syracuse,37,12.89,10.02,2466,2360,1500,801,2046,0.391,289,910,0.318,469,642,0.731,400,1237,591,228,116,469,679,832,1995,0.41700000000000004,208,655,0.318,594,807,0.736,433,1375,395,258,198,460,611,Michigan State,35,22.41,7.1,2807,2271,1405,774,2108,0.36700000000000005,252,748,0.337,471,647,0.728,369,1058,419,207,88,349,698,991,1996,0.496,290,725,0.4,535,716,0.747,401,1439,670,143,251,459,640
2018,Bucknell,Michigan State,78,82,Bucknell,35,4.48,-3.46,2837,2559,1420,911,2138,0.426,224,677,0.331,513,738,0.695,360,1240,448,231,116,438,742,965,2050,0.47100000000000003,280,804,0.348,627,872,0.7190000000000001,324,1281,505,194,152,437,655,Michigan State,35,22.41,7.1,2807,2271,1405,774,2108,0.36700000000000005,252,748,0.337,471,647,0.728,369,1058,419,207,88,349,698,991,1996,0.496,290,725,0.4,535,716,0.747,401,1439,670,143,251,459,640
2018,Syracuse,Duke,65,69,Syracuse,37,12.89,10.02,2466,2360,1500,801,2046,0.391,289,910,0.318,469,642,0.731,400,1237,591,228,116,469,679,832,1995,0.41700000000000004,208,655,0.318,594,807,0.736,433,1375,395,258,198,460,611,Duke,37,24.44,9.71,3121,2576,1490,957,2364,0.405,279,871,0.32,383,526,0.728,432,1216,537,210,97,453,671,1125,2288,0.49200000000000005,309,831,0.37200000000000005,562,791,0.71,492,1519,648,275,185,460,574
2018,Iona,Duke,67,89,Iona,34,0.76,-2.19,2702,2602,1385,969,2102,0.461,267,745,0.358,397,602,0.659,379,1280,505,172,95,464,577,957,2076,0.461,324,846,0.38299999999999995,462,626,0.738,290,1146,542,229,103,395,587,Duke,37,24.44,9.71,3121,2576,1490,957,2364,0.405,279,871,0.32,383,526,0.728,432,1216,537,210,97,453,671,1125,2288,0.49200000000000005,309,831,0.37200000000000005,562,791,0.71,492,1519,648,275,185,460,574
2018,Rhode Island,Duke,62,87,Rhode Island,34,11.81,4.61,2583,2338,1370,811,1792,0.45299999999999996,182,549,0.332,534,728,0.7340000000000001,303,1170,397,187,105,536,591,954,2096,0.455,236,670,0.35200000000000004,439,630,0.6970000000000001,386,1170,520,249,118,362,645,Duke,37,24.44,9.71,3121,2576,1490,957,2364,0.405,279,871,0.32,383,526,0.728,432,1216,537,210,97,453,671,1125,2288,0.49200000000000005,309,831,0.37200000000000005,562,791,0.71,492,1519,648,275,185,460,574
2018,Texas Southern,North Carolina Central,64,46,Texas Southern,36,-7.53,-5.53,2787,2859,1450,1048,2320,0.452,280,764,0.366,483,724,0.667,442,1381,569,191,145,426,757,925,2111,0.43799999999999994,280,781,0.359,657,906,0.725,368,1301,438,207,145,453,631,North Carolina Central,35,-13.19,-12.31,2520,2425,1405,846,2030,0.41700000000000004,259,786,0.33,474,663,0.715,359,1168,462,181,105,423,546,949,2060,0.461,212,640,0.331,410,597,0.687,410,1336,545,179,117,495,650
2018,Texas Southern,Xavier,83,102,Texas Southern,36,-7.53,-5.53,2787,2859,1450,1048,2320,0.452,280,764,0.366,483,724,0.667,442,1381,569,191,145,426,757,925,2111,0.43799999999999994,280,781,0.359,657,906,0.725,368,1301,438,207,145,453,631,Xavier,35,19.08,9.45,2953,2616,1415,944,2192,0.431,301,902,0.33399999999999996,427,562,0.76,296,1095,492,238,127,400,731,1011,2055,0.49200000000000005,274,736,0.37200000000000005,657,843,0.779,340,1342,579,205,109,441,602
2018,Florida State,Xavier,75,70,Florida State,35,15.79,8.5,2806,2551,1420,887,2129,0.41700000000000004,285,802,0.355,492,689,0.7140000000000001,383,1228,432,204,104,494,658,994,2125,0.46799999999999997,273,781,0.35,543,786,0.691,393,1322,523,241,186,456,652,Xavier,35,19.08,9.45,2953,2616,1415,944,2192,0.431,301,902,0.33399999999999996,427,562,0.76,296,1095,492,238,127,400,731,1011,2055,0.49200000000000005,274,736,0.37200000000000005,657,843,0.779,340,1342,579,205,109,441,602
2018,Boise State,Washington,74,77,Boise State,32,11.21,3.05,2502,2210,1300,794,1859,0.42700000000000005,223,681,0.327,399,551,0.7240000000000001,203,972,407,194,98,380,568,878,1903,0.461,307,809,0.379,439,595,0.738,318,1232,427,183,70,433,573,Washington,34,7.65,6.06,2535,2481,1375,887,1983,0.447,236,704,0.335,472,682,0.6920000000000001,392,1200,533,207,113,513,656,900,1963,0.45799999999999996,230,664,0.34600000000000003,505,720,0.701,328,1114,398,274,177,453,640
