Year,Home,Away,Home_Score,Away_Score,Rk_Home,Team_Home,Conf_Home,G_Home,Rec_Home,AdjOE_Home,AdjOE Rank_Home,AdjDE_Home,AdjDE Rank_Home,Barthag_Home,Barthag Rank_Home,EFG%_Home,EFG% Rank_Home,EFGD%_Home,EFGD% Rank_Home,TOR_Home,TOR Rank_Home,TORD_Home,TORD Rank_Home,ORB_Home,ORB Rank_Home,DRB_Home,DRB Rank_Home,FTR_Home,FTR Rank_Home,FTRD_Home,FTRD Rank_Home,2P%_Home,2P% Rank_Home,2P%D_Home,2P%D Rank_Home,3P%_Home,3P% Rank_Home,3P%D_Home,3P%D Rank_Home,Adj T._Home,Adj T. Rank_Home,WAB_Home,WAB Rank_Home,Rk_Away,Team_Away,Conf_Away,G_Away,Rec_Away,AdjOE_Away,AdjOE Rank_Away,AdjDE_Away,AdjDE Rank_Away,Barthag_Away,Barthag Rank_Away,EFG%_Away,EFG% Rank_Away,EFGD%_Away,EFGD% Rank_Away,TOR_Away,TOR Rank_Away,TORD_Away,TORD Rank_Away,ORB_Away,ORB Rank_Away,DRB_Away,DRB Rank_Away,FTR_Away,FTR Rank_Away,FTRD_Away,FTRD Rank_Away,2P%_Away,2P% Rank_Away,2P%D_Away,2P%D Rank_Away,3P%_Away,3P% Rank_Away,3P%D_Away,3P%D Rank_Away,Adj T._Away,Adj T. Rank_Away,WAB_Away,WAB Rank_Away
2010,Boston University,Oregon State,96,78,128,Boston University,AE,35,21-14,102.6,152,98.4,109,0.6183,128,48.4,181,46.8,75,19.1,102,20.6,150,29.9,262,30.6,82,38.2,144,42.4,265,44.1,295,45.9,92,36.4,72,32.2,73,71.2,28,-7.5,155,120,Oregon State,P10,32,14-18,98.7,214,94.2,52,0.6303,120,47.6,223,48.9,161,23.5,319,22.5,48,32.0,197,31.5,114,42.7,67,33.9,94,49.0,117,50.1,267,29.5,322,31.1,42,62.6,324,-7.2,149
2010,Boston University,VCU,75,88,128,Boston University,AE,35,21-14,102.6,152,98.4,109,0.6183,128,48.4,181,46.8,75,19.1,102,20.6,150,29.9,262,30.6,82,38.2,144,42.4,265,44.1,295,45.9,92,36.4,72,32.2,73,71.2,28,-7.5,155,53,VCU,CAA,36,27-9,112.6,30,97.4,92,0.842,53,52.2,44,46.9,81,17.9,48,20.8,133,36.4,51,33.7,222,35.3,236,30.6,41,50.9,54,47.5,158,36.6,66,30.2,19,69.3,76,-2.7,83
2010,College of Charleston,VCU,86,93,139,College of Charleston,SC,34,22-12,109.2,55,105.9,261,0.5869,139,53.7,20,49.4,185,16.2,10,19.0,248,25.4,333,39.4,342,21.0,347,31.3,47,52.3,23,48.8,212,37.1,54,33.9,155,69.7,66,-5.4,117,53,VCU,CAA,36,27-9,112.6,30,97.4,92,0.842,53,52.2,44,46.9,81,17.9,48,20.8,133,36.4,51,33.7,222,35.3,236,30.6,41,50.9,54,47.5,158,36.6,66,30.2,19,69.3,76,-2.7,83
2010,Saint Louis,VCU,56,68,92,Saint Louis,A10,35,22-13,98.9,211,90.8,20,0.7271,92,49.6,131,44.0,10,20.3,164,21.1,118,26.9,322,32.8,179,35.5,229,33.7,92,50.6,66,44.3,38,32.0,256,28.9,5,63.8,303,-2.9,84,53,VCU,CAA,36,27-9,112.6,30,97.4,92,0.842,53,52.2,44,46.9,81,17.9,48,20.8,133,36.4,51,33.7,222,35.3,236,30.6,41,50.9,54,47.5,158,36.6,66,30.2,19,69.3,76,-2.7,83
2010,College of Charleston,Eastern Kentucky,82,79,139,College of Charleston,SC,34,22-12,109.2,55,105.9,261,0.5869,139,53.7,20,49.4,185,16.2,10,19.0,248,25.4,333,39.4,342,21.0,347,31.3,47,52.3,23,48.8,212,37.1,54,33.9,155,69.7,66,-5.4,117,175,Eastern Kentucky,OVC,31,18-13,108.6,63,109.1,301,0.4861,175,55.6,6,53.4,330,15.7,4,21.5,89,23.9,338,34.7,263,26.1,346,34.3,101,53.7,10,50.5,285,38.5,23,39.0,336,62.8,323,-7.3,153
2010,Colorado State,Morehead State,60,74,152,Colorado State,MWC,31,15-16,99.4,200,97.8,97,0.5488,152,48.0,201,50.1,219,22.6,289,21.5,89,32.7,170,29.0,37,48.5,8,48.5,325,46.0,233,48.2,190,35.0,125,35.7,253,67.3,170,-6.7,137,105,Morehead State,OVC,33,22-11,104.2,133,97.5,95,0.6831,105,51.1,75,49.7,200,22.6,289,23.5,21,39.4,12,26.7,5,36.5,202,45.7,298,47.5,182,47.1,135,38.5,23,36.2,269,66.0,233,-4.9,110
2010,Duquesne,Princeton,51,65,141,Duquesne,A10,31,15-16,101.9,163,99.0,122,0.5822,141,47.3,238,47.9,123,20.0,148,22.8,39,32.8,169,37.5,326,38.1,147,35.3,128,51.7,37,45.9,92,26.1,345,34.4,187,70.6,40,-6.0,127,126,Princeton,Ivy,30,21-9,96.9,245,92.9,36,0.6197,126,50.3,96,44.4,18,22.0,268,23.4,24,29.4,281,28.7,29,33.1,289,37.4,172,48.8,128,42.4,12,35.2,118,33.3,119,60.0,343,-3.9,93
2010,Green Bay,Akron,70,66,125,Green Bay,Horz,33,20-13,105.8,109,101.3,170,0.6217,125,49.7,128,49.4,185,19.1,102,20.4,164,32.2,187,34.7,263,34.6,255,36.3,143,46.6,213,49.1,228,37.3,48,33.4,127,64.9,273,-5.5,120,111,Akron,MAC,34,23-11,104.5,129,98.7,114,0.6578,111,49.3,142,47.1,87,19.9,141,20.8,133,37.4,32,33.3,203,36.6,198,41.5,250,48.2,152,46.3,113,34.2,167,32.6,89,66.4,219,-4.0,95
2010,Green Bay,Saint Louis,62,68,125,Green Bay,Horz,33,20-13,105.8,109,101.3,170,0.6217,125,49.7,128,49.4,185,19.1,102,20.4,164,32.2,187,34.7,263,34.6,255,36.3,143,46.6,213,49.1,228,37.3,48,33.4,127,64.9,273,-5.5,120,92,Saint Louis,A10,35,22-13,98.9,211,90.8,20,0.7271,92,49.6,131,44.0,10,20.3,164,21.1,118,26.9,322,32.8,179,35.5,229,33.7,92,50.6,66,44.3,38,32.0,256,28.9,5,63.8,303,-2.9,84
2010,Princeton,Saint Louis,59,69,126,Princeton,Ivy,30,21-9,96.9,245,92.9,36,0.6197,126,50.3,96,44.4,18,22.0,268,23.4,24,29.4,281,28.7,29,33.1,289,37.4,172,48.8,128,42.4,12,35.2,118,33.3,119,60.0,343,-3.9,93,92,Saint Louis,A10,35,22-13,98.9,211,90.8,20,0.7271,92,49.6,131,44.0,10,20.3,164,21.1,118,26.9,322,32.8,179,35.5,229,33.7,92,50.6,66,44.3,38,32.0,256,28.9,5,63.8,303,-2.9,84
